parameter,value,MCMCprob
beta,0.575,0.000013329137483325152
expPragFlip,true,0.000013329137483325152
alpha,9.4,2.409850924396111e-97
beta,0.55,2.409850924396111e-97
expPragFlip,false,2.409850924396111e-97
alpha,9.4,0.00003310189032262772
beta,0.55,0.00003310189032262772
expPragFlip,true,0.00003310189032262772
alpha,9.4,5.3596273934555136e-98
beta,0.525,5.3596273934555136e-98
expPragFlip,false,5.3596273934555136e-98
alpha,9.4,0.00006454935748788534
beta,0.525,0.00006454935748788534
expPragFlip,true,0.00006454935748788534
alpha,9.4,9.701697969231016e-99
beta,0.5,9.701697969231016e-99
expPragFlip,false,9.701697969231016e-99
alpha,9.4,0.00009841814908908757
beta,0.5,0.00009841814908908757
expPragFlip,true,0.00009841814908908757
alpha,9.4,1.4327937161243825e-99
beta,0.475,1.4327937161243825e-99
expPragFlip,false,1.4327937161243825e-99
alpha,9.4,0.00011685743989100257
beta,0.475,0.00011685743989100257
expPragFlip,true,0.00011685743989100257
alpha,9.4,1.7290073582897967e-100
beta,0.45,1.7290073582897967e-100
expPragFlip,false,1.7290073582897967e-100
alpha,9.4,0.00010764497779578038
beta,0.45,0.00010764497779578038
expPragFlip,true,0.00010764497779578038
alpha,9.4,1.705904107600889e-101
beta,0.425,1.705904107600889e-101
expPragFlip,false,1.705904107600889e-101
alpha,9.4,0.00007665687794128295
beta,0.425,0.00007665687794128295
expPragFlip,true,0.00007665687794128295
alpha,9.4,1.3757478952650233e-102
beta,0.4,1.3757478952650233e-102
expPragFlip,false,1.3757478952650233e-102
alpha,9.4,0.00004206208360480513
beta,0.4,0.00004206208360480513
expPragFlip,true,0.00004206208360480513
alpha,9.4,9.05808109253464e-104
beta,0.375,9.05808109253464e-104
expPragFlip,false,9.05808109253464e-104
alpha,9.4,0.000017727942803479318
beta,0.375,0.000017727942803479318
expPragFlip,true,0.000017727942803479318
alpha,9.4,4.858643775949744e-105
beta,0.35,4.858643775949744e-105
expPragFlip,false,4.858643775949744e-105
alpha,9.4,0.0000057221422301692625
beta,0.35,0.0000057221422301692625
expPragFlip,true,0.0000057221422301692625
alpha,9.4,2.1163425709810624e-106
beta,0.325,2.1163425709810624e-106
expPragFlip,false,2.1163425709810624e-106
alpha,9.4,0.0000014103397664793877
beta,0.325,0.0000014103397664793877
expPragFlip,true,0.0000014103397664793877
alpha,9.4,7.453146477554697e-108
beta,0.3,7.453146477554697e-108
expPragFlip,false,7.453146477554697e-108
alpha,9.4,2.6465098339968795e-7
beta,0.3,2.6465098339968795e-7
expPragFlip,true,2.6465098339968795e-7
alpha,9.4,2.109857486940263e-109
beta,0.275,2.109857486940263e-109
expPragFlip,false,2.109857486940263e-109
alpha,9.4,3.769370278231943e-8
beta,0.275,3.769370278231943e-8
expPragFlip,true,3.769370278231943e-8
alpha,9.4,4.764831363832453e-111
beta,0.25,4.764831363832453e-111
expPragFlip,false,4.764831363832453e-111
alpha,9.4,4.061216192454991e-9
beta,0.25,4.061216192454991e-9
expPragFlip,true,4.061216192454991e-9
alpha,9.4,8.500990119128989e-113
beta,0.225,8.500990119128989e-113
expPragFlip,false,8.500990119128989e-113
alpha,9.4,3.297624491361183e-10
beta,0.225,3.297624491361183e-10
expPragFlip,true,3.297624491361183e-10
alpha,9.4,1.18288822566236e-114
beta,0.2,1.18288822566236e-114
expPragFlip,false,1.18288822566236e-114
alpha,9.4,2.0091338570592404e-11
beta,0.2,2.0091338570592404e-11
expPragFlip,true,2.0091338570592404e-11
alpha,9.4,1.2618159595735575e-116
beta,0.175,1.2618159595735575e-116
expPragFlip,false,1.2618159595735575e-116
alpha,9.4,9.137476746606503e-13
beta,0.175,9.137476746606503e-13
expPragFlip,true,9.137476746606503e-13
alpha,9.4,1.007482968632575e-118
beta,0.15,1.007482968632575e-118
expPragFlip,false,1.007482968632575e-118
alpha,9.4,3.0826850416097444e-14
beta,0.15,3.0826850416097444e-14
expPragFlip,true,3.0826850416097444e-14
alpha,9.4,5.813433790556566e-121
beta,0.125,5.813433790556566e-121
expPragFlip,false,5.813433790556566e-121
alpha,9.4,7.655848276869992e-16
beta,0.125,7.655848276869992e-16
expPragFlip,true,7.655848276869992e-16
alpha,9.4,2.293081744777755e-123
beta,0.1,2.293081744777755e-123
expPragFlip,false,2.293081744777755e-123
alpha,9.4,1.3866228343871831e-17
beta,0.1,1.3866228343871831e-17
expPragFlip,true,1.3866228343871831e-17
alpha,9.4,5.599626003399522e-126
beta,0.075,5.599626003399522e-126
expPragFlip,false,5.599626003399522e-126
alpha,9.4,1.8108998540448625e-19
beta,0.075,1.8108998540448625e-19
expPragFlip,true,1.8108998540448625e-19
alpha,9.4,6.844991125851308e-129
beta,0.05,6.844991125851308e-129
expPragFlip,false,6.844991125851308e-129
alpha,9.4,1.6822380068022297e-21
beta,0.05,1.6822380068022297e-21
expPragFlip,true,1.6822380068022297e-21
alpha,9.4,2.193419378803865e-132
beta,0.025,2.193419378803865e-132
expPragFlip,false,2.193419378803865e-132
alpha,9.4,1.0938530093526687e-23
beta,0.025,1.0938530093526687e-23
expPragFlip,true,1.0938530093526687e-23
alpha,9.4,1.838006263366368e-140
beta,0,1.838006263366368e-140
expPragFlip,false,1.838006263366368e-140
alpha,9.4,4.886943801017755e-26
beta,0,4.886943801017755e-26
expPragFlip,true,4.886943801017755e-26
alpha,9.3,6.594991503937592e-117
beta,1,6.594991503937592e-117
expPragFlip,false,6.594991503937592e-117
alpha,9.3,4.8383258697880585e-26
beta,1,4.8383258697880585e-26
expPragFlip,true,4.8383258697880585e-26
alpha,9.3,3.924070981132196e-105
beta,0.975,3.924070981132196e-105
expPragFlip,false,3.924070981132196e-105
alpha,9.3,3.815839498402379e-24
beta,0.975,3.815839498402379e-24
expPragFlip,true,3.815839498402379e-24
alpha,9.3,1.4305253317266989e-102
beta,0.95,1.4305253317266989e-102
expPragFlip,false,1.4305253317266989e-102
alpha,9.3,2.483212979975011e-22
beta,0.95,2.483212979975011e-22
expPragFlip,true,2.483212979975011e-22
alpha,9.3,9.900361692470574e-101
beta,0.925,9.900361692470574e-101
expPragFlip,false,9.900361692470574e-101
alpha,9.3,1.337532771599653e-20
beta,0.925,1.337532771599653e-20
expPragFlip,true,1.337532771599653e-20
alpha,9.3,2.745941743453549e-99
beta,0.9,2.745941743453549e-99
expPragFlip,false,2.745941743453549e-99
alpha,9.3,5.973976816604359e-19
beta,0.9,5.973976816604359e-19
expPragFlip,true,5.973976816604359e-19
alpha,9.3,3.9679761002007614e-98
beta,0.875,3.9679761002007614e-98
expPragFlip,false,3.9679761002007614e-98
alpha,9.3,2.213952987314537e-17
beta,0.875,2.213952987314537e-17
expPragFlip,true,2.213952987314537e-17
alpha,9.3,3.4109795978038787e-97
beta,0.85,3.4109795978038787e-97
expPragFlip,false,3.4109795978038787e-97
alpha,9.3,6.804554334263737e-16
beta,0.85,6.804554334263737e-16
expPragFlip,true,6.804554334263737e-16
alpha,9.3,1.890493963757802e-96
beta,0.825,1.890493963757802e-96
expPragFlip,false,1.890493963757802e-96
alpha,9.3,1.7317503681625347e-14
beta,0.825,1.7317503681625347e-14
expPragFlip,true,1.7317503681625347e-14
alpha,9.3,7.133363049715074e-96
beta,0.8,7.133363049715074e-96
expPragFlip,false,7.133363049715074e-96
alpha,9.3,3.640456819610154e-13
beta,0.8,3.640456819610154e-13
expPragFlip,true,3.640456819610154e-13
alpha,9.3,1.9061788663454906e-95
beta,0.775,1.9061788663454906e-95
expPragFlip,false,1.9061788663454906e-95
alpha,9.3,6.300987020275801e-12
beta,0.775,6.300987020275801e-12
expPragFlip,true,6.300987020275801e-12
alpha,9.3,3.7168981493362194e-95
beta,0.75,3.7168981493362194e-95
expPragFlip,false,3.7168981493362194e-95
alpha,9.3,8.944874888961294e-11
beta,0.75,8.944874888961294e-11
expPragFlip,true,8.944874888961294e-11
alpha,9.3,5.414099806701094e-95
beta,0.725,5.414099806701094e-95
expPragFlip,false,5.414099806701094e-95
alpha,9.3,1.03701306037984e-9
beta,0.725,1.03701306037984e-9
expPragFlip,true,1.03701306037984e-9
alpha,9.3,6.002770990325068e-95
beta,0.7,6.002770990325068e-95
expPragFlip,false,6.002770990325068e-95
alpha,9.3,9.773094039415541e-9
beta,0.7,9.773094039415541e-9
expPragFlip,true,9.773094039415541e-9
alpha,9.3,5.143763684271545e-95
beta,0.675,5.143763684271545e-95
expPragFlip,false,5.143763684271545e-95
alpha,9.3,7.451229610298093e-8
beta,0.675,7.451229610298093e-8
expPragFlip,true,7.451229610298093e-8
alpha,9.3,3.449423645625047e-95
beta,0.65,3.449423645625047e-95
expPragFlip,false,3.449423645625047e-95
alpha,9.3,4.5734412470436864e-7
beta,0.65,4.5734412470436864e-7
expPragFlip,true,4.5734412470436864e-7
alpha,9.3,1.8290424719917392e-95
beta,0.625,1.8290424719917392e-95
expPragFlip,false,1.8290424719917392e-95
alpha,9.3,0.000002248769628904625
beta,0.625,0.000002248769628904625
expPragFlip,true,0.000002248769628904625
alpha,9.3,7.733903742819453e-96
beta,0.6,7.733903742819453e-96
expPragFlip,false,7.733903742819453e-96
alpha,9.3,0.000008815027237426357
beta,0.6,0.000008815027237426357
expPragFlip,true,0.000008815027237426357
alpha,9.3,2.625975827572686e-96
beta,0.575,2.625975827572686e-96
expPragFlip,false,2.625975827572686e-96
alpha,9.3,0.0000274165171343878
beta,0.575,0.0000274165171343878
expPragFlip,true,0.0000274165171343878
alpha,9.3,7.200177159748607e-97
beta,0.55,7.200177159748607e-97
expPragFlip,false,7.200177159748607e-97
alpha,9.3,0.00006734467127998486
beta,0.55,0.00006734467127998486
expPragFlip,true,0.00006734467127998486
alpha,9.3,1.6013693708861373e-97
beta,0.525,1.6013693708861373e-97
expPragFlip,false,1.6013693708861373e-97
alpha,9.3,0.00013006556081666452
beta,0.525,0.00013006556081666452
expPragFlip,true,0.00013006556081666452
alpha,9.3,2.8987634541012717e-98
beta,0.5,2.8987634541012717e-98
expPragFlip,false,2.8987634541012717e-98
alpha,9.3,0.00019667144081543297
beta,0.5,0.00019667144081543297
expPragFlip,true,0.00019667144081543297
alpha,9.3,4.281157155983197e-99
beta,0.475,4.281157155983197e-99
expPragFlip,false,4.281157155983197e-99
alpha,9.3,0.0002318934045310833
beta,0.475,0.0002318934045310833
expPragFlip,true,0.0002318934045310833
alpha,9.3,5.166440691095314e-100
beta,0.45,5.166440691095314e-100
expPragFlip,false,5.166440691095314e-100
alpha,9.3,0.0002124002584923922
beta,0.45,0.0002124002584923922
expPragFlip,true,0.0002124002584923922
alpha,9.3,5.0976653382510124e-101
beta,0.425,5.0976653382510124e-101
expPragFlip,false,5.0976653382510124e-101
alpha,9.3,0.00015059029849081115
beta,0.425,0.00015059029849081115
expPragFlip,true,0.00015059029849081115
alpha,9.3,4.111337703441435e-102
beta,0.4,4.111337703441435e-102
expPragFlip,false,4.111337703441435e-102
alpha,9.3,0.00008236981177506764
beta,0.4,0.00008236981177506764
expPragFlip,true,0.00008236981177506764
alpha,9.3,2.707161932994342e-103
beta,0.375,2.707161932994342e-103
expPragFlip,false,2.707161932994342e-103
alpha,9.3,0.00003465018032208458
beta,0.375,0.00003465018032208458
expPragFlip,true,0.00003465018032208458
alpha,9.3,1.4522247977756664e-104
beta,0.35,1.4522247977756664e-104
expPragFlip,false,1.4522247977756664e-104
alpha,9.3,0.000011176523434397821
beta,0.35,0.000011176523434397821
expPragFlip,true,0.000011176523434397821
alpha,9.3,6.326357190349059e-106
beta,0.325,6.326357190349059e-106
expPragFlip,false,6.326357190349059e-106
alpha,9.3,0.000002756120905003099
beta,0.325,0.000002756120905003099
expPragFlip,true,0.000002756120905003099
alpha,9.3,2.2282613036808838e-107
beta,0.3,2.2282613036808838e-107
expPragFlip,false,2.2282613036808838e-107
alpha,9.3,5.180799780655816e-7
beta,0.3,5.180799780655816e-7
expPragFlip,true,5.180799780655816e-7
alpha,9.3,6.30885056237676e-109
beta,0.275,6.30885056237676e-109
expPragFlip,false,6.30885056237676e-109
alpha,9.3,7.400529304854589e-8
beta,0.275,7.400529304854589e-8
expPragFlip,true,7.400529304854589e-8
alpha,9.3,1.4250506157240677e-110
beta,0.25,1.4250506157240677e-110
expPragFlip,false,1.4250506157240677e-110
alpha,9.3,8.006541537652513e-9
beta,0.25,8.006541537652513e-9
expPragFlip,true,8.006541537652513e-9
alpha,9.3,2.5430639307472588e-112
beta,0.225,2.5430639307472588e-112
expPragFlip,false,2.5430639307472588e-112
alpha,9.3,6.536032293506732e-10
beta,0.225,6.536032293506732e-10
expPragFlip,true,6.536032293506732e-10
alpha,9.3,3.539667318420473e-114
beta,0.2,3.539667318420473e-114
expPragFlip,false,3.539667318420473e-114
alpha,9.3,4.008515895491032e-11
beta,0.2,4.008515895491032e-11
expPragFlip,true,4.008515895491032e-11
alpha,9.3,3.7773045143434173e-116
beta,0.175,3.7773045143434173e-116
expPragFlip,false,3.7773045143434173e-116
alpha,9.3,1.837440769389738e-12
beta,0.175,1.837440769389738e-12
expPragFlip,true,1.837440769389738e-12
alpha,9.3,3.017479534218679e-118
beta,0.15,3.017479534218679e-118
expPragFlip,false,3.017479534218679e-118
alpha,9.3,6.256037753437172e-14
beta,0.15,6.256037753437172e-14
expPragFlip,true,6.256037753437172e-14
alpha,9.3,1.742384630589671e-120
beta,0.125,1.742384630589671e-120
expPragFlip,false,1.742384630589671e-120
alpha,9.3,1.5701789578540017e-15
beta,0.125,1.5701789578540017e-15
expPragFlip,true,1.5701789578540017e-15
alpha,9.3,6.87987291626549e-123
beta,0.1,6.87987291626549e-123
expPragFlip,false,6.87987291626549e-123
alpha,9.3,2.878398671230091e-17
beta,0.1,2.878398671230091e-17
expPragFlip,true,2.878398671230091e-17
alpha,9.3,1.6828867869307586e-125
beta,0.075,1.6828867869307586e-125
expPragFlip,false,1.6828867869307586e-125
alpha,9.3,3.8110703031200387e-19
beta,0.075,3.8110703031200387e-19
expPragFlip,true,3.8110703031200387e-19
alpha,9.3,2.0639704202232482e-128
beta,0.05,2.0639704202232482e-128
expPragFlip,false,2.0639704202232482e-128
alpha,9.3,3.596042685272665e-21
beta,0.05,3.596042685272665e-21
expPragFlip,true,3.596042685272665e-21
alpha,9.3,6.676915896640674e-132
beta,0.025,6.676915896640674e-132
expPragFlip,false,6.676915896640674e-132
alpha,9.3,2.380360960478949e-23
beta,0.025,2.380360960478949e-23
expPragFlip,true,2.380360960478949e-23
alpha,9.3,8.516667731113792e-140
beta,0,8.516667731113792e-140
expPragFlip,false,8.516667731113792e-140
alpha,9.3,1.085433957697916e-25
beta,0,1.085433957697916e-25
expPragFlip,true,1.085433957697916e-25
alpha,9.2,3.0628985231127334e-116
beta,1,3.0628985231127334e-116
expPragFlip,false,3.0628985231127334e-116
alpha,9.2,1.3837193612423364e-25
beta,1,1.3837193612423364e-25
expPragFlip,true,1.3837193612423364e-25
alpha,9.2,1.1754881374909761e-104
beta,0.975,1.1754881374909761e-104
expPragFlip,false,1.1754881374909761e-104
alpha,9.2,1.0600472747927327e-23
beta,0.975,1.0600472747927327e-23
expPragFlip,true,1.0600472747927327e-23
alpha,9.2,4.28105430393225e-102
beta,0.95,4.28105430393225e-102
expPragFlip,false,4.28105430393225e-102
alpha,9.2,6.707782036807476e-22
beta,0.95,6.707782036807476e-22
expPragFlip,true,6.707782036807476e-22
alpha,9.2,2.961411982233336e-100
beta,0.925,2.961411982233336e-100
expPragFlip,false,2.961411982233336e-100
alpha,9.2,3.516238772875628e-20
beta,0.925,3.516238772875628e-20
expPragFlip,true,3.516238772875628e-20
alpha,9.2,8.211034106837541e-99
beta,0.9,8.211034106837541e-99
expPragFlip,false,8.211034106837541e-99
alpha,9.2,1.5296134183678422e-18
beta,0.9,1.5296134183678422e-18
expPragFlip,true,1.5296134183678422e-18
alpha,9.2,1.1862262554766838e-97
beta,0.875,1.1862262554766838e-97
expPragFlip,false,1.1862262554766838e-97
alpha,9.2,5.5251585802006214e-17
beta,0.875,5.5251585802006214e-17
expPragFlip,true,5.5251585802006214e-17
alpha,9.2,1.0195076891964996e-96
beta,0.85,1.0195076891964996e-96
expPragFlip,false,1.0195076891964996e-96
alpha,9.2,1.6563287095796431e-15
beta,0.85,1.6563287095796431e-15
expPragFlip,true,1.6563287095796431e-15
alpha,9.2,5.649559590768583e-96
beta,0.825,5.649559590768583e-96
expPragFlip,false,5.649559590768583e-96
alpha,9.2,4.114615027859303e-14
beta,0.825,4.114615027859303e-14
expPragFlip,true,4.114615027859303e-14
alpha,9.2,2.1314402680162184e-95
beta,0.8,2.1314402680162184e-95
expPragFlip,false,2.1314402680162184e-95
alpha,9.2,8.449862684998504e-13
beta,0.8,8.449862684998504e-13
expPragFlip,true,8.449862684998504e-13
alpha,9.2,5.694970792489047e-95
beta,0.775,5.694970792489047e-95
expPragFlip,false,5.694970792489047e-95
alpha,9.2,1.430008974985785e-11
beta,0.775,1.430008974985785e-11
expPragFlip,true,1.430008974985785e-11
alpha,9.2,1.1103644079906828e-94
beta,0.75,1.1103644079906828e-94
expPragFlip,false,1.1103644079906828e-94
alpha,9.2,1.9868480319560042e-10
beta,0.75,1.9868480319560042e-10
expPragFlip,true,1.9868480319560042e-10
alpha,9.2,1.61724238912795e-94
beta,0.725,1.61724238912795e-94
expPragFlip,false,1.61724238912795e-94
alpha,9.2,2.2568128686334058e-9
beta,0.725,2.2568128686334058e-9
expPragFlip,true,2.2568128686334058e-9
alpha,9.2,1.7929609177853536e-94
beta,0.7,1.7929609177853536e-94
expPragFlip,false,1.7929609177853536e-94
alpha,9.2,2.08621371213219e-8
beta,0.7,2.08621371213219e-8
expPragFlip,true,2.08621371213219e-8
alpha,9.2,1.536299475070677e-94
beta,0.675,1.536299475070677e-94
expPragFlip,false,1.536299475070677e-94
alpha,9.2,1.5620429533167438e-7
beta,0.675,1.5620429533167438e-7
expPragFlip,true,1.5620429533167438e-7
alpha,9.2,1.0302021552217389e-94
beta,0.65,1.0302021552217389e-94
expPragFlip,false,1.0302021552217389e-94
alpha,9.2,9.427392570874501e-7
beta,0.65,9.427392570874501e-7
expPragFlip,true,9.427392570874501e-7
alpha,9.2,5.462427257282105e-95
beta,0.625,5.462427257282105e-95
expPragFlip,false,5.462427257282105e-95
alpha,9.2,0.000004563920346813732
beta,0.625,0.000004563920346813732
expPragFlip,true,0.000004563920346813732
alpha,9.2,2.309677291445246e-95
beta,0.6,2.309677291445246e-95
expPragFlip,false,2.309677291445246e-95
alpha,9.2,0.000017637331672670642
beta,0.6,0.000017637331672670642
expPragFlip,true,0.000017637331672670642
alpha,9.2,7.842210872348755e-96
beta,0.575,7.842210872348755e-96
expPragFlip,false,7.842210872348755e-96
alpha,9.2,0.000054152065579755506
beta,0.575,0.000054152065579755506
expPragFlip,true,0.000054152065579755506
alpha,9.2,2.1502589467667623e-96
beta,0.55,2.1502589467667623e-96
expPragFlip,false,2.1502589467667623e-96
alpha,9.2,0.00013148593501020067
beta,0.55,0.00013148593501020067
expPragFlip,true,0.00013148593501020067
alpha,9.2,4.782373122886276e-97
beta,0.525,4.782373122886276e-97
expPragFlip,false,4.782373122886276e-97
alpha,9.2,0.00025135722448594466
beta,0.525,0.00025135722448594466
expPragFlip,true,0.00025135722448594466
alpha,9.2,8.65712629411449e-98
beta,0.5,8.65712629411449e-98
expPragFlip,false,8.65712629411449e-98
alpha,9.2,0.00037670463840585954
beta,0.5,0.00037670463840585954
expPragFlip,true,0.00037670463840585954
alpha,9.2,1.2786039895994724e-98
beta,0.475,1.2786039895994724e-98
expPragFlip,false,1.2786039895994724e-98
alpha,9.2,0.0004408112312825583
beta,0.475,0.0004408112312825583
expPragFlip,true,0.0004408112312825583
alpha,9.2,1.5430692096442657e-99
beta,0.45,1.5430692096442657e-99
expPragFlip,false,1.5430692096442657e-99
alpha,9.2,0.00040122946719051535
beta,0.45,0.00040122946719051535
expPragFlip,true,0.00040122946719051535
alpha,9.2,1.5226143613781594e-100
beta,0.425,1.5226143613781594e-100
expPragFlip,false,1.5226143613781594e-100
alpha,9.2,0.0002830551671281845
beta,0.425,0.0002830551671281845
expPragFlip,true,0.0002830551671281845
alpha,9.2,1.2280965696797509e-101
beta,0.4,1.2280965696797509e-101
expPragFlip,false,1.2280965696797509e-101
alpha,9.2,0.00015425329268095272
beta,0.4,0.00015425329268095272
expPragFlip,true,0.00015425329268095272
alpha,9.2,8.08725662549125e-103
beta,0.375,8.08725662549125e-103
expPragFlip,false,8.08725662549125e-103
alpha,9.2,0.00006473114200650175
beta,0.375,0.00006473114200650175
expPragFlip,true,0.00006473114200650175
alpha,9.2,4.33876664220055e-104
beta,0.35,4.33876664220055e-104
expPragFlip,false,4.33876664220055e-104
alpha,9.2,0.000020854460154825018
beta,0.35,0.000020854460154825018
expPragFlip,true,0.000020854460154825018
alpha,9.2,1.8903435552302034e-105
beta,0.325,1.8903435552302034e-105
expPragFlip,false,1.8903435552302034e-105
alpha,9.2,0.0000051429632211575075
beta,0.325,0.0000051429632211575075
expPragFlip,true,0.0000051429632211575075
alpha,9.2,6.65914743223695e-107
beta,0.3,6.65914743223695e-107
expPragFlip,false,6.65914743223695e-107
alpha,9.2,9.679900436998024e-7
beta,0.3,9.679900436998024e-7
expPragFlip,true,9.679900436998024e-7
alpha,9.2,1.8857388011049513e-108
beta,0.275,1.8857388011049513e-108
expPragFlip,false,1.8857388011049513e-108
alpha,9.2,1.3862184325141242e-7
beta,0.275,1.3862184325141242e-7
expPragFlip,true,1.3862184325141242e-7
alpha,9.2,4.260465627582955e-110
beta,0.25,4.260465627582955e-110
expPragFlip,false,4.260465627582955e-110
alpha,9.2,1.5053826492249916e-8
beta,0.25,1.5053826492249916e-8
expPragFlip,true,1.5053826492249916e-8
alpha,9.2,7.605033336969741e-112
beta,0.225,7.605033336969741e-112
expPragFlip,false,7.605033336969741e-112
alpha,9.2,1.2350726257054438e-9
beta,0.225,1.2350726257054438e-9
expPragFlip,true,1.2350726257054438e-9
alpha,9.2,1.0588934873061117e-113
beta,0.2,1.0588934873061117e-113
expPragFlip,false,1.0588934873061117e-113
alpha,9.2,7.622368134741985e-11
beta,0.2,7.622368134741985e-11
expPragFlip,true,7.622368134741985e-11
alpha,9.2,1.1304678476691031e-115
beta,0.175,1.1304678476691031e-115
expPragFlip,false,1.1304678476691031e-115
alpha,9.2,3.5205653574466522e-12
beta,0.175,3.5205653574466522e-12
expPragFlip,true,3.5205653574466522e-12
alpha,9.2,9.035795239920935e-118
beta,0.15,9.035795239920935e-118
expPragFlip,false,9.035795239920935e-118
alpha,9.2,1.2094182754356373e-13
beta,0.15,1.2094182754356373e-13
expPragFlip,true,1.2094182754356373e-13
alpha,9.2,5.22162202856432e-120
beta,0.125,5.22162202856432e-120
expPragFlip,false,5.22162202856432e-120
alpha,9.2,3.0670580679617e-15
beta,0.125,3.0670580679617e-15
expPragFlip,true,3.0670580679617e-15
alpha,9.2,2.064154997299539e-122
beta,0.1,2.064154997299539e-122
expPragFlip,false,2.064154997299539e-122
alpha,9.2,5.68965996065893e-17
beta,0.1,5.68965996065893e-17
expPragFlip,true,5.68965996065893e-17
alpha,9.2,5.058646970827739e-125
beta,0.075,5.058646970827739e-125
expPragFlip,false,5.058646970827739e-125
alpha,9.2,7.636320923611314e-19
beta,0.075,7.636320923611314e-19
expPragFlip,true,7.636320923611314e-19
alpha,9.2,6.226966170114754e-128
beta,0.05,6.226966170114754e-128
expPragFlip,false,6.226966170114754e-128
alpha,9.2,7.318212079247184e-21
beta,0.05,7.318212079247184e-21
expPragFlip,true,7.318212079247184e-21
alpha,9.2,2.0356922127202724e-131
beta,0.025,2.0356922127202724e-131
expPragFlip,false,2.0356922127202724e-131
alpha,9.2,4.9310898868179295e-23
beta,0.025,4.9310898868179295e-23
expPragFlip,true,4.9310898868179295e-23
alpha,9.2,3.944162033776033e-139
beta,0,3.944162033776033e-139
expPragFlip,false,3.944162033776033e-139
alpha,9.2,2.294948697345301e-25
beta,0,2.294948697345301e-25
expPragFlip,true,2.294948697345301e-25
alpha,9.1,1.422095470442066e-115
beta,1,1.422095470442066e-115
expPragFlip,false,1.422095470442066e-115
alpha,9.1,3.8308284943993382e-25
beta,1,3.8308284943993382e-25
expPragFlip,true,3.8308284943993382e-25
alpha,9.1,3.520667500340958e-104
beta,0.975,3.520667500340958e-104
expPragFlip,false,3.520667500340958e-104
alpha,9.1,2.84895416395224e-23
beta,0.975,2.84895416395224e-23
expPragFlip,true,2.84895416395224e-23
alpha,9.1,1.280801955463594e-101
beta,0.95,1.280801955463594e-101
expPragFlip,false,1.280801955463594e-101
alpha,9.1,1.751924119258319e-21
beta,0.95,1.751924119258319e-21
expPragFlip,true,1.751924119258319e-21
alpha,9.1,8.855204922483805e-100
beta,0.925,8.855204922483805e-100
expPragFlip,false,8.855204922483805e-100
alpha,9.1,8.93268178494624e-20
beta,0.925,8.93268178494624e-20
expPragFlip,true,8.93268178494624e-20
alpha,9.1,2.4543699783740196e-98
beta,0.9,2.4543699783740196e-98
expPragFlip,false,2.4543699783740196e-98
alpha,9.1,3.782664002030513e-18
beta,0.9,3.782664002030513e-18
expPragFlip,true,3.782664002030513e-18
alpha,9.1,3.544778616323509e-97
beta,0.875,3.544778616323509e-97
expPragFlip,false,3.544778616323509e-97
alpha,9.1,1.3310525899822018e-16
beta,0.875,1.3310525899822018e-16
expPragFlip,true,1.3310525899822018e-16
alpha,9.1,3.045894674368072e-96
beta,0.85,3.045894674368072e-96
expPragFlip,false,3.045894674368072e-96
alpha,9.1,3.889992887323501e-15
beta,0.85,3.889992887323501e-15
expPragFlip,true,3.889992887323501e-15
alpha,9.1,1.687557260548435e-95
beta,0.825,1.687557260548435e-95
expPragFlip,false,1.687557260548435e-95
alpha,9.1,9.42783850950043e-14
beta,0.825,9.42783850950043e-14
expPragFlip,true,9.42783850950043e-14
alpha,9.1,6.365750473199557e-95
beta,0.8,6.365750473199557e-95
expPragFlip,false,6.365750473199557e-95
alpha,9.1,1.8904508768787747e-12
beta,0.8,1.8904508768787747e-12
expPragFlip,true,1.8904508768787747e-12
alpha,9.1,1.7006347047792917e-94
beta,0.775,1.7006347047792917e-94
expPragFlip,false,1.7006347047792917e-94
alpha,9.1,3.126588053096303e-11
beta,0.775,3.126588053096303e-11
expPragFlip,true,3.126588053096303e-11
alpha,9.1,3.315408889976025e-94
beta,0.75,3.315408889976025e-94
expPragFlip,false,3.315408889976025e-94
alpha,9.1,4.2494339043672767e-10
beta,0.75,4.2494339043672767e-10
expPragFlip,true,4.2494339043672767e-10
alpha,9.1,4.828436053725722e-94
beta,0.725,4.828436053725722e-94
expPragFlip,false,4.828436053725722e-94
alpha,9.1,4.726614903607048e-9
beta,0.725,4.726614903607048e-9
expPragFlip,true,4.726614903607048e-9
alpha,9.1,5.352650854597306e-94
beta,0.7,5.352650854597306e-94
expPragFlip,false,5.352650854597306e-94
alpha,9.1,4.2833958650227116e-8
beta,0.7,4.2833958650227116e-8
expPragFlip,true,4.2833958650227116e-8
alpha,9.1,4.5861366365800074e-94
beta,0.675,4.5861366365800074e-94
expPragFlip,false,4.5861366365800074e-94
alpha,9.1,3.1478345874644616e-7
beta,0.675,3.1478345874644616e-7
expPragFlip,true,3.1478345874644616e-7
alpha,9.1,3.0751931503490197e-94
beta,0.65,3.0751931503490197e-94
expPragFlip,false,3.0751931503490197e-94
alpha,9.1,0.00000186697077504658
beta,0.65,0.00000186697077504658
expPragFlip,true,0.00000186697077504658
alpha,9.1,1.6304967294817592e-94
beta,0.625,1.6304967294817592e-94
expPragFlip,false,1.6304967294817592e-94
alpha,9.1,0.000008893352271537049
beta,0.625,0.000008893352271537049
expPragFlip,true,0.000008893352271537049
alpha,9.1,6.894061344476109e-95
beta,0.6,6.894061344476109e-95
