parameter,item1,item2,value,prob,MCMCprob
couch,branching,artifact,thing,0.00007799861921130215,0.0049999999999999845
couch,branching,artifact,seat,0.00008309189301735046,0.0049999999999999845
couch,branching,artifact,furniture,0.00007864373222401714,0.0049999999999999845
couch,branching,artifact,couch,0.9997602657555471,0.0049999999999999845
chair,branching,artifact,thing,0.00016260277878254808,0.0049999999999999845
chair,branching,artifact,seat,0.9992316543480244,0.0049999999999999845
chair,branching,artifact,furniture,0.0005063469056872265,0.0049999999999999845
chair,branching,artifact,couch,0.00009939596750656065,0.0049999999999999845
table,branching,artifact,thing,0.004666152551311291,0.0049999999999999845
table,branching,artifact,seat,0.0004788288923368194,0.0049999999999999845
table,branching,artifact,furniture,0.9943979733014229,0.0049999999999999845
table,branching,artifact,couch,0.00045704525492900293,0.0049999999999999845
lawnmower,branching,artifact,thing,0.9957321892640408,0.0049999999999999845
lawnmower,branching,artifact,seat,0.0014822148953501574,0.0049999999999999845
lawnmower,branching,artifact,furniture,0.0014881402084211612,0.0049999999999999845
lawnmower,branching,artifact,couch,0.0012974556321881407,0.0049999999999999845
dalmatian,branching,animals,pet,0.00007864373222401714,0.0049999999999999845
dalmatian,branching,animals,dog,0.00008309189301735046,0.0049999999999999845
dalmatian,branching,animals,dalmatian,0.9997602657555471,0.0049999999999999845
dalmatian,branching,animals,animal,0.00007799861921130215,0.0049999999999999845
poodle,branching,animals,pet,0.0005063469056872265,0.0049999999999999845
poodle,branching,animals,dog,0.9992316543480244,0.0049999999999999845
poodle,branching,animals,dalmatian,0.00009939596750656065,0.0049999999999999845
poodle,branching,animals,animal,0.00016260277878254778,0.0049999999999999845
siamese cat,branching,animals,pet,0.9943979733014229,0.0049999999999999845
siamese cat,branching,animals,dog,0.0004788288923368194,0.0049999999999999845
siamese cat,branching,animals,dalmatian,0.0004570452549290033,0.0049999999999999845
siamese cat,branching,animals,animal,0.004666152551311286,0.0049999999999999845
whale,branching,animals,pet,0.0014881402084211573,0.0049999999999999845
whale,branching,animals,dog,0.0014822148953501522,0.0049999999999999845
whale,branching,animals,dalmatian,0.0012974556321881396,0.0049999999999999845
whale,branching,animals,animal,0.9957321892640408,0.0049999999999999845
cottage,branching,places,place,0.0001626027787825475,0.0049999999999999845
cottage,branching,places,mansion,0.0000993959675065603,0.0049999999999999845
cottage,branching,places,house,0.9992316543480226,0.0049999999999999845
cottage,branching,places,building,0.0005063469056872252,0.0049999999999999845
mansion,branching,places,place,0.00007799861921130215,0.0049999999999999845
mansion,branching,places,mansion,0.9997602657555489,0.0049999999999999845
mansion,branching,places,house,0.00008309189301735046,0.0049999999999999845
mansion,branching,places,building,0.00007864373222401714,0.0049999999999999845
office,branching,places,place,0.004666152551311283,0.0049999999999999845
office,branching,places,mansion,0.00045704525492900293,0.0049999999999999845
office,branching,places,house,0.0004788288923368194,0.0049999999999999845
office,branching,places,building,0.9943979733014229,0.0049999999999999845
park,branching,places,place,0.9957321892640391,0.0049999999999999845
park,branching,places,mansion,0.0012974556321881361,0.0049999999999999845
park,branching,places,house,0.0014822148953501496,0.0049999999999999845
park,branching,places,building,0.0014881402084211547,0.0049999999999999845
carrot,branching,plants,plant,0.00007799861921130202,0.0049999999999999845
carrot,branching,plants,living plant,0.00007864373222401699,0.0049999999999999845
carrot,branching,plants,food,0.00008309189301735032,0.0049999999999999845
carrot,branching,plants,carrot,0.9997602657555471,0.0049999999999999845
dead flower,branching,plants,plant,0.9957321892640408,0.0049999999999999845
dead flower,branching,plants,living plant,0.0014881402084211547,0.0049999999999999845
dead flower,branching,plants,food,0.0014822148953501496,0.0049999999999999845
dead flower,branching,plants,carrot,0.0012974556321881361,0.0049999999999999845
tomatos,branching,plants,plant,0.00016260277878254778,0.0049999999999999845
tomatos,branching,plants,living plant,0.0005063469056872305,0.0049999999999999845
tomatos,branching,plants,food,0.9992316543480226,0.0049999999999999845
tomatos,branching,plants,carrot,0.00009939596750656047,0.0049999999999999845
sunflower,branching,plants,plant,0.004666152551311316,0.0049999999999999845
sunflower,branching,plants,living plant,0.9943979733014211,0.0049999999999999845
sunflower,branching,plants,food,0.0004788288923368236,0.0049999999999999845
sunflower,branching,plants,carrot,0.000457045254929007,0.0049999999999999845
iron skillet,overlapping,artifact,thing,0.00006638670885722766,0.0049999999999999845
iron skillet,overlapping,artifact,skillet,0.9997940022665597,0.0049999999999999845
iron skillet,overlapping,artifact,seat,0.00006607787894445373,0.0049999999999999845
iron skillet,overlapping,artifact,metal thing,0.00007353314563834893,0.0049999999999999845
metal chair,overlapping,artifact,thing,0.00019572582314067306,0.0049999999999999845
metal chair,overlapping,artifact,skillet,0.00013359437030983055,0.0049999999999999845
metal chair,overlapping,artifact,seat,0.0038414764925059127,0.0049999999999999845
metal chair,overlapping,artifact,metal thing,0.9958292033140437,0.0049999999999999845
wooden chair,overlapping,artifact,thing,0.003330516532097808,0.0049999999999999845
wooden chair,overlapping,artifact,skillet,0.0016034076771454975,0.0049999999999999845
wooden chair,overlapping,artifact,seat,0.9933845662000486,0.0049999999999999845
wooden chair,overlapping,artifact,metal thing,0.0016815095907079592,0.0049999999999999845
wooden ruler,overlapping,artifact,thing,0.9992753785753334,0.0049999999999999845
wooden ruler,overlapping,artifact,skillet,0.00020192189094187828,0.0049999999999999845
wooden ruler,overlapping,artifact,seat,0.00017149614634298817,0.0049999999999999845
wooden ruler,overlapping,artifact,metal thing,0.00035120338738090623,0.0049999999999999845
golden retriever,overlapping,animals,pet,0.9933845662000486,0.0049999999999999845
golden retriever,overlapping,animals,lion,0.0016034076771454975,0.0049999999999999845
golden retriever,overlapping,animals,cat,0.0016815095907079607,0.0049999999999999845
golden retriever,overlapping,animals,animal,0.003330516532097805,0.0049999999999999845
house cat,overlapping,animals,pet,0.0038414764925059058,0.0049999999999999845
house cat,overlapping,animals,lion,0.00013359437030983055,0.0049999999999999845
house cat,overlapping,animals,cat,0.9958292033140437,0.0049999999999999845
house cat,overlapping,animals,animal,0.00019572582314067306,0.0049999999999999845
lion,overlapping,animals,pet,0.00006607787894445373,0.0049999999999999845
lion,overlapping,animals,lion,0.9997940022665597,0.0049999999999999845
lion,overlapping,animals,cat,0.00007353314563834893,0.0049999999999999845
lion,overlapping,animals,animal,0.00006638670885722766,0.0049999999999999845
whale,overlapping,animals,pet,0.00017149614634298877,0.0049999999999999845
whale,overlapping,animals,lion,0.00020192189094187866,0.0049999999999999845
whale,overlapping,animals,cat,0.0003512033873809078,0.0049999999999999845
whale,overlapping,animals,animal,0.9992753785753334,0.0049999999999999845
diner,overlapping,places,restaurant,0.00007353314563834919,0.0049999999999999845
diner,overlapping,places,place,0.00006638670885722789,0.0049999999999999845
diner,overlapping,places,diner,0.9997940022665615,0.0049999999999999845
diner,overlapping,places,bar,0.00006607787894445396,0.0049999999999999845
dive bar,overlapping,places,restaurant,0.0016815095907079564,0.0049999999999999845
dive bar,overlapping,places,place,0.0033305165320977994,0.0049999999999999845
