parameter,value,MCMCprob
alpha,19,8.674492897397982e-86
beta,0.2,8.674492897397982e-86
expPragFlip,true,8.674492897397982e-86
alpha,19,7.16960989578562e-168
beta,0.1,7.16960989578562e-168
expPragFlip,false,7.16960989578562e-168
alpha,19,5.780363236471791e-95
beta,0.1,5.780363236471791e-95
expPragFlip,true,5.780363236471791e-95
alpha,19,2.8580132600689513e-203
beta,0,2.8580132600689513e-203
expPragFlip,false,2.8580132600689513e-203
alpha,19,2.3727592839479166e-107
beta,0,2.3727592839479166e-107
expPragFlip,true,2.3727592839479166e-107
alpha,18.5,4.7231376496983685e-177
beta,1,4.7231376496983685e-177
expPragFlip,false,4.7231376496983685e-177
alpha,18.5,7.673745519902132e-99
beta,1,7.673745519902132e-99
expPragFlip,true,7.673745519902132e-99
alpha,18.5,7.159791162156598e-142
beta,0.9,7.159791162156598e-142
expPragFlip,false,7.159791162156598e-142
alpha,18.5,2.8265255261205054e-88
beta,0.9,2.8265255261205054e-88
expPragFlip,true,2.8265255261205054e-88
alpha,18.5,1.8720869695723017e-138
beta,0.8,1.8720869695723017e-138
expPragFlip,false,1.8720869695723017e-138
alpha,18.5,3.0872524015630866e-79
beta,0.8,3.0872524015630866e-79
expPragFlip,true,3.0872524015630866e-79
alpha,18.5,1.5803717087874608e-137
beta,0.7,1.5803717087874608e-137
expPragFlip,false,1.5803717087874608e-137
alpha,18.5,1.203488916236411e-72
beta,0.7,1.203488916236411e-72
expPragFlip,true,1.203488916236411e-72
alpha,18.5,2.0388161300526143e-138
beta,0.6,2.0388161300526143e-138
expPragFlip,false,2.0388161300526143e-138
alpha,18.5,4.929157829639194e-69
beta,0.6,4.929157829639194e-69
expPragFlip,true,4.929157829639194e-69
alpha,18.5,7.640427774267459e-141
beta,0.5,7.640427774267459e-141
expPragFlip,false,7.640427774267459e-141
alpha,18.5,3.0553080478789293e-68
beta,0.5,3.0553080478789293e-68
expPragFlip,true,3.0553080478789293e-68
alpha,18.5,1.081741241720644e-144
beta,0.4,1.081741241720644e-144
expPragFlip,false,1.081741241720644e-144
alpha,18.5,4.082737307824176e-70
beta,0.4,4.082737307824176e-70
expPragFlip,true,4.082737307824176e-70
alpha,18.5,5.83914518380424e-150
beta,0.3,5.83914518380424e-150
expPragFlip,false,5.83914518380424e-150
alpha,18.5,2.4098717244992784e-74
beta,0.3,2.4098717244992784e-74
expPragFlip,true,2.4098717244992784e-74
alpha,18.5,9.195120886447894e-157
beta,0.2,9.195120886447894e-157
expPragFlip,false,9.195120886447894e-157
alpha,18.5,8.851572240085964e-81
beta,0.2,8.851572240085964e-81
expPragFlip,true,8.851572240085964e-81
alpha,18.5,1.7422152497209924e-165
beta,0.1,1.7422152497209924e-165
expPragFlip,false,1.7422152497209924e-165
alpha,18.5,8.968683051287991e-90
beta,0.1,8.968683051287991e-90
expPragFlip,true,8.968683051287991e-90
alpha,18.5,6.25047011806491e-200
beta,0,6.25047011806491e-200
expPragFlip,false,6.25047011806491e-200
alpha,18.5,6.503700731064139e-102
beta,0,6.503700731064139e-102
expPragFlip,true,6.503700731064139e-102
alpha,18,1.0329495616838638e-173
beta,1,1.0329495616838638e-173
expPragFlip,false,1.0329495616838638e-173
alpha,18,6.552298205564625e-94
beta,1,6.552298205564625e-94
expPragFlip,true,6.552298205564625e-94
alpha,18,1.7398277959195255e-139
beta,0.9,1.7398277959195255e-139
expPragFlip,false,1.7398277959195255e-139
alpha,18,1.5330636399520744e-83
beta,0.9,1.5330636399520744e-83
expPragFlip,true,1.5330636399520744e-83
alpha,18,4.549166644766881e-136
beta,0.8,4.549166644766881e-136
expPragFlip,false,4.549166644766881e-136
alpha,18,1.0739682410414025e-74
beta,0.8,1.0739682410414025e-74
expPragFlip,true,1.0739682410414025e-74
alpha,18,3.840298928901556e-135
beta,0.7,3.840298928901556e-135
expPragFlip,false,3.840298928901556e-135
alpha,18,3.251468646567584e-68
beta,0.7,3.251468646567584e-68
expPragFlip,true,3.251468646567584e-68
alpha,18,4.954317423901916e-136
beta,0.6,4.954317423901916e-136
expPragFlip,false,4.954317423901916e-136
alpha,18,1.3317678071334554e-64
beta,0.6,1.3317678071334554e-64
expPragFlip,true,1.3317678071334554e-64
alpha,18,1.8566217957535165e-138
beta,0.5,1.8566217957535165e-138
expPragFlip,false,1.8566217957535165e-138
alpha,18,9.819498515446409e-64
beta,0.5,9.819498515446409e-64
expPragFlip,true,9.819498515446409e-64
alpha,18,2.628628307332778e-142
beta,0.4,2.628628307332778e-142
expPragFlip,false,2.628628307332778e-142
alpha,18,1.793415011708909e-65
beta,0.4,1.793415011708909e-65
expPragFlip,true,1.793415011708909e-65
alpha,18,1.4189108809259224e-147
beta,0.3,1.4189108809259224e-147
expPragFlip,false,1.4189108809259224e-147
alpha,18,1.5243608842031658e-69
beta,0.3,1.5243608842031658e-69
expPragFlip,true,1.5243608842031658e-69
alpha,18,2.2344127577571825e-154
beta,0.2,2.2344127577571825e-154
expPragFlip,false,2.2344127577571825e-154
alpha,18,8.03040411061198e-76
beta,0.2,8.03040411061198e-76
expPragFlip,true,8.03040411061198e-76
alpha,18,4.233583246406681e-163
beta,0.1,4.233583246406681e-163
expPragFlip,false,4.233583246406681e-163
alpha,18,1.2399610167636768e-84
beta,0.1,1.2399610167636768e-84
expPragFlip,true,1.2399610167636768e-84
alpha,18,1.3669759656337174e-196
beta,0,1.3669759656337174e-196
expPragFlip,false,1.3669759656337174e-196
alpha,18,1.5798024312108678e-96
beta,0,1.5798024312108678e-96
expPragFlip,true,1.5798024312108678e-96
alpha,17.5,2.259058258358921e-170
beta,1,2.259058258358921e-170
expPragFlip,false,2.259058258358921e-170
alpha,17.5,4.891061231993657e-89
beta,1,4.891061231993657e-89
expPragFlip,true,4.891061231993657e-89
alpha,17.5,4.2277754139240993e-137
beta,0.9,4.2277754139240993e-137
expPragFlip,false,4.2277754139240993e-137
alpha,17.5,7.300300720215354e-79
beta,0.9,7.300300720215354e-79
expPragFlip,true,7.300300720215354e-79
alpha,17.5,1.1054455201707587e-133
beta,0.8,1.1054455201707587e-133
expPragFlip,false,1.1054455201707587e-133
alpha,17.5,3.299910137200131e-70
beta,0.8,3.299910137200131e-70
expPragFlip,true,3.299910137200131e-70
alpha,17.5,9.33190820035323e-133
beta,0.7,9.33190820035323e-133
expPragFlip,false,9.33190820035323e-133
alpha,17.5,7.776242993507607e-64
beta,0.7,7.776242993507607e-64
expPragFlip,true,7.776242993507607e-64
alpha,17.5,1.2038967045927053e-133
beta,0.6,1.2038967045927053e-133
expPragFlip,false,1.2038967045927053e-133
alpha,17.5,3.180571823958693e-60
beta,0.6,3.180571823958693e-60
expPragFlip,true,3.180571823958693e-60
alpha,17.5,4.5115819003139395e-136
beta,0.5,4.5115819003139395e-136
expPragFlip,false,4.5115819003139395e-136
alpha,17.5,2.7854499566411827e-59
beta,0.5,2.7854499566411827e-59
expPragFlip,true,2.7854499566411827e-59
alpha,17.5,6.38755453878685e-140
beta,0.4,6.38755453878685e-140
expPragFlip,false,6.38755453878685e-140
alpha,17.5,6.924641031608582e-61
beta,0.4,6.924641031608582e-61
expPragFlip,true,6.924641031608582e-61
alpha,17.5,3.4479475535298516e-145
beta,0.3,3.4479475535298516e-145
expPragFlip,false,3.4479475535298516e-145
alpha,17.5,8.448607738828288e-65
beta,0.3,8.448607738828288e-65
expPragFlip,true,8.448607738828288e-65
alpha,17.5,5.4296161928540135e-152
beta,0.2,5.4296161928540135e-152
expPragFlip,false,5.4296161928540135e-152
alpha,17.5,6.3892954315761496e-71
beta,0.2,6.3892954315761496e-71
expPragFlip,true,6.3892954315761496e-71
alpha,17.5,1.0287608086699151e-160
beta,0.1,1.0287608086699151e-160
expPragFlip,false,1.0287608086699151e-160
alpha,17.5,1.5054613080490553e-79
beta,0.1,1.5054613080490553e-79
expPragFlip,true,1.5054613080490553e-79
alpha,17.5,2.989569432140405e-193
beta,0,2.989569432140405e-193
expPragFlip,false,2.989569432140405e-193
alpha,17.5,3.348786084235653e-91
beta,0,3.348786084235653e-91
expPragFlip,true,3.348786084235653e-91
alpha,17,4.940551194678104e-167
beta,1,4.940551194678104e-167
expPragFlip,false,4.940551194678104e-167
alpha,17,3.1550453127636825e-84
beta,1,3.1550453127636825e-84
expPragFlip,true,3.1550453127636825e-84
alpha,17,1.0273468454741845e-134
beta,0.9,1.0273468454741845e-134
expPragFlip,false,1.0273468454741845e-134
alpha,17,3.01829934583581e-74
beta,0.9,3.01829934583581e-74
expPragFlip,true,3.01829934583581e-74
alpha,17,2.6862243035620225e-131
beta,0.8,2.6862243035620225e-131
expPragFlip,false,2.6862243035620225e-131
alpha,17,8.859830061973532e-66
beta,0.8,8.859830061973532e-66
expPragFlip,true,8.859830061973532e-66
alpha,17,2.267646033852003e-130
beta,0.7,2.267646033852003e-130
expPragFlip,false,2.267646033852003e-130
alpha,17,1.6283742032627105e-59
beta,0.7,1.6283742032627105e-59
expPragFlip,true,1.6283742032627105e-59
alpha,17,2.925458767059593e-131
beta,0.6,2.925458767059593e-131
expPragFlip,false,2.925458767059593e-131
alpha,17,6.6358604649545495e-56
beta,0.6,6.6358604649545495e-56
expPragFlip,true,6.6358604649545495e-56
alpha,17,1.0963105871210328e-133
beta,0.5,1.0963105871210328e-133
expPragFlip,false,1.0963105871210328e-133
alpha,17,6.885183971109189e-55
beta,0.5,6.885183971109189e-55
expPragFlip,true,6.885183971109189e-55
alpha,17,1.5521705978834225e-137
beta,0.4,1.5521705978834225e-137
expPragFlip,false,1.5521705978834225e-137
alpha,17,2.317910869679586e-56
beta,0.4,2.317910869679586e-56
expPragFlip,true,2.317910869679586e-56
alpha,17,8.378487776934126e-143
beta,0.3,8.378487776934126e-143
expPragFlip,false,8.378487776934126e-143
alpha,17,4.042711286991257e-60
beta,0.3,4.042711286991257e-60
expPragFlip,true,4.042711286991257e-60
alpha,17,1.319393869250792e-149
beta,0.2,1.319393869250792e-149
expPragFlip,false,1.319393869250792e-149
alpha,17,4.389425847698208e-66
beta,0.2,4.389425847698208e-66
expPragFlip,true,4.389425847698208e-66
alpha,17,2.4998891008957024e-158
beta,0.1,2.4998891008957024e-158
expPragFlip,false,2.4998891008957024e-158
alpha,17,1.5787089485023631e-74
beta,0.1,1.5787089485023631e-74
expPragFlip,true,1.5787089485023631e-74
alpha,17,6.538161814412468e-190
beta,0,6.538161814412468e-190
expPragFlip,false,6.538161814412468e-190
alpha,17,6.087035633193566e-86
beta,0,6.087035633193566e-86
expPragFlip,true,6.087035633193566e-86
alpha,16.5,1.080495055135873e-163
beta,1,1.080495055135873e-163
expPragFlip,false,1.080495055135873e-163
alpha,16.5,1.7362503093237137e-79
beta,1,1.7362503093237137e-79
expPragFlip,true,1.7362503093237137e-79
alpha,16.5,2.4964419751606007e-132
beta,0.9,2.4964419751606007e-132
expPragFlip,false,2.4964419751606007e-132
alpha,16.5,1.0700700099100979e-69
beta,0.9,1.0700700099100979e-69
expPragFlip,true,1.0700700099100979e-69
alpha,16.5,6.527490080070607e-129
beta,0.8,6.527490080070607e-129
expPragFlip,false,6.527490080070607e-129
alpha,16.5,2.0534668106061994e-61
beta,0.8,2.0534668106061994e-61
expPragFlip,true,2.0534668106061994e-61
alpha,16.5,5.510347627270652e-128
beta,0.7,5.510347627270652e-128
expPragFlip,false,5.510347627270652e-128
alpha,16.5,2.948892885007588e-55
beta,0.7,2.948892885007588e-55
expPragFlip,true,2.948892885007588e-55
alpha,16.5,7.108821767901068e-129
beta,0.6,7.108821767901068e-129
expPragFlip,false,7.108821767901068e-129
alpha,16.5,1.1935570016419509e-51
beta,0.6,1.1935570016419509e-51
expPragFlip,true,1.1935570016419509e-51
alpha,16.5,2.6640186713397074e-131
beta,0.5,2.6640186713397074e-131
expPragFlip,false,2.6640186713397074e-131
alpha,16.5,1.4617345120440812e-50
beta,0.5,1.4617345120440812e-50
expPragFlip,true,1.4617345120440812e-50
alpha,16.5,3.7717528559873974e-135
beta,0.4,3.7717528559873974e-135
expPragFlip,false,3.7717528559873974e-135
alpha,16.5,6.621923448907193e-52
beta,0.4,6.621923448907193e-52
expPragFlip,true,6.621923448907193e-52
alpha,16.5,2.0359621010017017e-140
beta,0.3,2.0359621010017017e-140
expPragFlip,false,2.0359621010017017e-140
alpha,16.5,1.642400717517748e-55
beta,0.3,1.642400717517748e-55
expPragFlip,true,1.642400717517748e-55
alpha,16.5,3.206115041274948e-147
beta,0.2,3.206115041274948e-147
expPragFlip,false,3.206115041274948e-147
alpha,16.5,2.5580168453721395e-61
beta,0.2,2.5580168453721395e-61
expPragFlip,true,2.5580168453721395e-61
alpha,16.5,6.074731928564301e-156
beta,0.1,6.074731928564301e-156
expPragFlip,false,6.074731928564301e-156
alpha,16.5,1.403072570465452e-69
beta,0.1,1.403072570465452e-69
expPragFlip,true,1.403072570465452e-69
alpha,16.5,1.429885937922542e-186
beta,0,1.429885937922542e-186
expPragFlip,false,1.429885937922542e-186
alpha,16.5,9.30056758862022e-81
beta,0,9.30056758862022e-81
expPragFlip,true,9.30056758862022e-81
alpha,16,2.3630294612153948e-160
beta,1,2.3630294612153948e-160
expPragFlip,false,2.3630294612153948e-160
alpha,16,8.035385759293204e-75
beta,1,8.035385759293204e-75
expPragFlip,true,8.035385759293204e-75
alpha,16,6.066308294205782e-130
beta,0.9,6.066308294205782e-130
expPragFlip,false,6.066308294205782e-130
alpha,16,3.2078540469344985e-65
beta,0.9,3.2078540469344985e-65
expPragFlip,true,3.2078540469344985e-65
alpha,16,1.586165367907093e-126
beta,0.8,1.586165367907093e-126
expPragFlip,false,1.586165367907093e-126
alpha,16,4.052548215217802e-57
beta,0.8,4.052548215217802e-57
expPragFlip,true,4.052548215217802e-57
alpha,16,1.3390009062021792e-125
beta,0.7,1.3390009062021792e-125
expPragFlip,false,1.3390009062021792e-125
alpha,16,4.554032483724443e-51
beta,0.7,4.554032483724443e-51
expPragFlip,true,4.554032483724443e-51
alpha,16,1.727425576375737e-126
beta,0.6,1.727425576375737e-126
expPragFlip,false,1.727425576375737e-126
alpha,16,1.8231419885351969e-47
beta,0.6,1.8231419885351969e-47
expPragFlip,true,1.8231419885351969e-47
alpha,16,6.473497796746614e-129
beta,0.5,6.473497796746614e-129
expPragFlip,false,6.473497796746614e-129
alpha,16,2.6220205402996668e-46
beta,0.5,2.6220205402996668e-46
expPragFlip,true,2.6220205402996668e-46
alpha,16,9.165268121145308e-133
beta,0.4,9.165268121145308e-133
expPragFlip,false,9.165268121145308e-133
alpha,16,1.586177249023635e-47
beta,0.4,1.586177249023635e-47
expPragFlip,true,1.586177249023635e-47
alpha,16,4.9473440121484706e-138
beta,0.3,4.9473440121484706e-138
expPragFlip,false,4.9473440121484706e-138
alpha,16,5.55832304388143e-51
beta,0.3,5.55832304388143e-51
expPragFlip,true,5.55832304388143e-51
alpha,16,7.790808787129345e-145
beta,0.2,7.790808787129345e-145
expPragFlip,false,7.790808787129345e-145
alpha,16,1.2392599715324669e-56
beta,0.2,1.2392599715324669e-56
expPragFlip,true,1.2392599715324669e-56
alpha,16,1.476160453463362e-153
beta,0.1,1.476160453463362e-153
expPragFlip,false,1.476160453463362e-153
alpha,16,1.0342377398277799e-64
beta,0.1,1.0342377398277799e-64
expPragFlip,true,1.0342377398277799e-64
alpha,16,3.1271224738855237e-183
beta,0,3.1271224738855237e-183
expPragFlip,false,3.1271224738855237e-183
alpha,16,1.1678008802829326e-75
beta,0,1.1678008802829326e-75
expPragFlip,true,1.1678008802829326e-75
alpha,15.5,5.167895338206672e-157
beta,1,5.167895338206672e-157
expPragFlip,false,5.167895338206672e-157
alpha,15.5,3.07798480124188e-70
beta,1,3.07798480124188e-70
expPragFlip,true,3.07798480124188e-70
alpha,15.5,1.474093678801689e-127
beta,0.9,1.474093678801689e-127
expPragFlip,false,1.474093678801689e-127
alpha,15.5,8.004518811381445e-61
beta,0.9,8.004518811381445e-61
expPragFlip,true,8.004518811381445e-61
alpha,15.5,3.854319883504691e-124
beta,0.8,3.854319883504691e-124
expPragFlip,false,3.854319883504691e-124
alpha,15.5,6.704871781213217e-53
beta,0.8,6.704871781213217e-53
expPragFlip,true,6.704871781213217e-53
alpha,15.5,3.25371509999089e-123
beta,0.7,3.25371509999089e-123
expPragFlip,false,3.25371509999089e-123
alpha,15.5,5.902630207750966e-47
beta,0.7,5.902630207750966e-47
expPragFlip,true,5.902630207750966e-47
alpha,15.5,4.197567915223701e-124
beta,0.6,4.197567915223701e-124
expPragFlip,false,4.197567915223701e-124
alpha,15.5,2.324987341282579e-43
beta,0.6,2.324987341282579e-43
expPragFlip,true,2.324987341282579e-43
alpha,15.5,1.573031523643701e-126
beta,0.5,1.573031523643701e-126
expPragFlip,false,1.573031523643701e-126
alpha,15.5,3.900581861914301e-42
beta,0.5,3.900581861914301e-42
expPragFlip,true,3.900581861914301e-42
alpha,15.5,2.2271217188857694e-130
beta,0.4,2.2271217188857694e-130
expPragFlip,false,2.2271217188857694e-130
alpha,15.5,3.1220149007902047e-43
beta,0.4,3.1220149007902047e-43
expPragFlip,true,3.1220149007902047e-43
alpha,15.5,1.2021861209897967e-135
beta,0.3,1.2021861209897967e-135
expPragFlip,false,1.2021861209897967e-135
alpha,15.5,1.5334279361343581e-46
beta,0.3,1.5334279361343581e-46
expPragFlip,true,1.5334279361343581e-46
alpha,15.5,1.893145169783414e-142
beta,0.2,1.893145169783414e-142
expPragFlip,false,1.893145169783414e-142
alpha,15.5,4.8771384115809174e-52
beta,0.2,4.8771384115809174e-52
expPragFlip,true,4.8771384115809174e-52
alpha,15.5,3.587072405045521e-151
beta,0.1,3.587072405045521e-151
expPragFlip,false,3.587072405045521e-151
alpha,15.5,6.169029650801236e-60
beta,0.1,6.169029650801236e-60
expPragFlip,true,6.169029650801236e-60
alpha,15.5,6.838872634910713e-180
beta,0,6.838872634910713e-180
expPragFlip,false,6.838872634910713e-180
alpha,15.5,1.1743953856011734e-70
beta,0,1.1743953856011734e-70
expPragFlip,true,1.1743953856011734e-70
alpha,15,1.1301997353231415e-153
beta,1,1.1301997353231415e-153
expPragFlip,false,1.1301997353231415e-153
alpha,15,9.586827488598435e-66
beta,1,9.586827488598435e-66
expPragFlip,true,9.586827488598435e-66
alpha,15,3.581966675923616e-125
beta,0.9,3.581966675923616e-125
expPragFlip,false,3.581966675923616e-125
alpha,15,1.6333186149139998e-56
beta,0.9,1.6333186149139998e-56
expPragFlip,true,1.6333186149139998e-56
alpha,15,9.365736538041914e-122
beta,0.8,9.365736538041914e-122
expPragFlip,false,9.365736538041914e-122
alpha,15,9.13681584791397e-49
beta,0.8,9.13681584791397e-49
expPragFlip,true,9.13681584791397e-49
alpha,15,7.906287362697585e-121
beta,0.7,7.906287362697585e-121
expPragFlip,false,7.906287362697585e-121
alpha,15,6.305437301658898e-43
beta,0.7,6.305437301658898e-43
expPragFlip,true,6.305437301658898e-43
alpha,15,1.0199769176109395e-121
beta,0.6,1.0199769176109395e-121
expPragFlip,false,1.0199769176109395e-121
alpha,15,2.4277218824203525e-39
beta,0.6,2.4277218824203525e-39
expPragFlip,true,2.4277218824203525e-39
alpha,15,3.822346900659583e-124
beta,0.5,3.822346900659583e-124
expPragFlip,false,3.822346900659583e-124
alpha,15,4.711171703204453e-38
beta,0.5,4.711171703204453e-38
expPragFlip,true,4.711171703204453e-38
alpha,15,5.41174401405748e-128
beta,0.4,5.41174401405748e-128
expPragFlip,false,5.41174401405748e-128
alpha,15,4.934490197748946e-39
beta,0.4,4.934490197748946e-39
expPragFlip,true,4.934490197748946e-39
alpha,15,2.9212345207805293e-133
beta,0.3,2.9212345207805293e-133
expPragFlip,false,2.9212345207805293e-133
alpha,15,3.364426747821023e-42
beta,0.3,3.364426747821023e-42
expPragFlip,true,3.364426747821023e-42
alpha,15,4.600252838729622e-140
beta,0.2,4.600252838729622e-140
expPragFlip,false,4.600252838729622e-140
alpha,15,1.5186607542308755e-47
beta,0.2,1.5186607542308755e-47
expPragFlip,true,1.5186607542308755e-47
alpha,15,8.716596476678166e-149
beta,0.1,8.716596476678166e-149
expPragFlip,false,8.716596476678166e-149
alpha,15,2.8950306442384856e-55
beta,0.1,2.8950306442384856e-55
expPragFlip,true,2.8950306442384856e-55
alpha,15,1.4956068180809543e-176
beta,0,1.4956068180809543e-176
expPragFlip,false,1.4956068180809543e-176
alpha,15,9.186622062815686e-66
beta,0,9.186622062815686e-66
expPragFlip,true,9.186622062815686e-66
alpha,14.5,2.471674944979934e-150
beta,1,2.471674944979934e-150
expPragFlip,false,2.471674944979934e-150
alpha,14.5,2.380233340490463e-61
beta,1,2.380233340490463e-61
expPragFlip,true,2.380233340490463e-61
alpha,14.5,8.703838266649401e-123
beta,0.9,8.703838266649401e-123
expPragFlip,false,8.703838266649401e-123
alpha,14.5,2.6712903974333384e-52
beta,0.9,2.6712903974333384e-52
