parameter,value,MCMCprob
beta,0,2.5652176459268795e-58
expPragFlip,true,2.5652176459268795e-58
alpha,16.2,3.54369161300734e-164
beta,0,3.54369161300734e-164
expPragFlip,false,3.54369161300734e-164
alpha,16.2,2.685253446996656e-57
beta,0,2.685253446996656e-57
expPragFlip,true,2.685253446996656e-57
alpha,16.1,1.649774213514708e-163
beta,0,1.649774213514708e-163
expPragFlip,false,1.649774213514708e-163
alpha,16.1,2.787276145625614e-56
beta,0,2.787276145625614e-56
expPragFlip,true,2.787276145625614e-56
alpha,16,7.68056141484546e-163
beta,0,7.68056141484546e-163
expPragFlip,false,7.68056141484546e-163
alpha,16,2.8682491511698137e-55
beta,0,2.8682491511698137e-55
expPragFlip,true,2.8682491511698137e-55
alpha,15.9,3.575701610183065e-162
beta,0,3.575701610183065e-162
expPragFlip,false,3.575701610183065e-162
alpha,15.9,2.9255131394808046e-54
beta,0,2.9255131394808046e-54
expPragFlip,true,2.9255131394808046e-54
alpha,15.8,1.6646748001970794e-161
beta,0,1.6646748001970794e-161
expPragFlip,false,1.6646748001970794e-161
alpha,15.8,2.9569178027112877e-53
beta,0,2.9569178027112877e-53
expPragFlip,true,2.9569178027112877e-53
alpha,15.7,7.749922367997423e-161
beta,0,7.749922367997423e-161
expPragFlip,false,7.749922367997423e-161
alpha,15.7,2.960940620983193e-52
beta,0,2.960940620983193e-52
expPragFlip,true,2.960940620983193e-52
alpha,15.6,3.607988037067061e-160
beta,0,3.607988037067061e-160
expPragFlip,false,3.607988037067061e-160
alpha,15.6,2.9367844080880875e-51
beta,0,2.9367844080880875e-51
expPragFlip,true,2.9367844080880875e-51
alpha,15.5,1.679703360497725e-159
beta,0,1.679703360497725e-159
expPragFlip,false,1.679703360497725e-159
alpha,15.5,2.8844459914024347e-50
beta,0,2.8844459914024347e-50
expPragFlip,true,2.8844459914024347e-50
alpha,15.4,7.819875369766526e-159
beta,0,7.819875369766526e-159
expPragFlip,false,7.819875369766526e-159
alpha,15.4,2.8047496794658352e-49
beta,0,2.8047496794658352e-49
expPragFlip,true,2.8047496794658352e-49
alpha,15.3,3.64054815245093e-158
beta,0,3.64054815245093e-158
expPragFlip,false,3.64054815245093e-158
alpha,15.3,2.69934111399782e-48
beta,0,2.69934111399782e-48
expPragFlip,true,2.69934111399782e-48
alpha,15.2,1.6948583284598504e-157
beta,0,1.6948583284598504e-157
expPragFlip,false,1.6948583284598504e-157
alpha,15.2,2.570639589988705e-47
beta,0,2.570639589988705e-47
expPragFlip,true,2.570639589988705e-47
alpha,15.1,7.890411624114448e-157
beta,0,7.890411624114448e-157
expPragFlip,false,7.890411624114448e-157
alpha,15.1,2.4217497810531104e-46
beta,0,2.4217497810531104e-46
expPragFlip,true,2.4217497810531104e-46
alpha,15,3.6733770789793777e-156
beta,0,3.6733770789793777e-156
expPragFlip,false,3.6733770789793777e-156
alpha,15,2.256336793255452e-45
beta,0,2.256336793255452e-45
expPragFlip,true,2.256336793255452e-45
alpha,14.9,1.7101370269210905e-155
beta,0,1.7101370269210905e-155
expPragFlip,false,1.7101370269210905e-155
alpha,14.9,2.0784713168584848e-44
beta,0,2.0784713168584848e-44
expPragFlip,true,2.0784713168584848e-44
alpha,14.8,7.96151655533476e-155
beta,0,7.96151655533476e-155
expPragFlip,false,7.96151655533476e-155
alpha,14.8,1.892454070482344e-43
beta,0,1.892454070482344e-43
expPragFlip,true,1.892454070482344e-43
alpha,14.7,3.706466933464833e-154
beta,0,3.706466933464833e-154
expPragFlip,false,3.706466933464833e-154
alpha,14.7,1.702630477506541e-42
beta,0,1.702630477506541e-42
expPragFlip,true,1.702630477506541e-42
alpha,14.6,1.7255352156411016e-153
beta,0,1.7255352156411016e-153
expPragFlip,false,1.7255352156411016e-153
alpha,14.6,1.513207377801177e-41
beta,0,1.513207377801177e-41
expPragFlip,true,1.513207377801177e-41
alpha,14.5,8.033167460230194e-153
beta,0,8.033167460230194e-153
expPragFlip,false,8.033167460230194e-153
alpha,14.5,1.328083441234518e-40
beta,0,1.328083441234518e-40
expPragFlip,true,1.328083441234518e-40
alpha,14.4,3.7398056070679703e-152
beta,0,3.7398056070679703e-152
expPragFlip,false,3.7398056070679703e-152
alpha,14.4,1.1507037995427167e-39
beta,0,1.1507037995427167e-39
expPragFlip,true,1.1507037995427167e-39
alpha,14.3,1.7410464575414954e-151
beta,0,1.7410464575414954e-151
expPragFlip,false,1.7410464575414954e-151
alpha,14.3,9.839473481742096e-39
beta,0,9.839473481742096e-39
expPragFlip,true,9.839473481742096e-39
alpha,14.2,8.105330215463816e-151
beta,0,8.105330215463816e-151
expPragFlip,false,8.105330215463816e-151
alpha,14.2,8.300523918482087e-38
beta,0,8.300523918482087e-38
expPragFlip,true,8.300523918482087e-38
alpha,14.1,3.7733750546382097e-150
beta,0,3.7733750546382097e-150
expPragFlip,false,3.7733750546382097e-150
alpha,14.1,6.905831009717461e-37
beta,0,6.905831009717461e-37
expPragFlip,true,6.905831009717461e-37
alpha,14,1.7566612299735624e-149
beta,0,1.7566612299735624e-149
expPragFlip,false,1.7566612299735624e-149
alpha,14,5.664359427985404e-36
beta,0,5.664359427985404e-36
expPragFlip,true,5.664359427985404e-36
alpha,13.9,8.177954660507504e-149
beta,0,8.177954660507504e-149
expPragFlip,false,8.177954660507504e-149
alpha,13.9,4.578821899264406e-35
beta,0,4.578821899264406e-35
expPragFlip,true,4.578821899264406e-35
alpha,13.8,3.8071488961751504e-148
beta,0,3.8071488961751504e-148
expPragFlip,false,3.8071488961751504e-148
alpha,13.8,3.6464009150765407e-34
beta,0,3.6464009150765407e-34
expPragFlip,true,3.6464009150765407e-34
alpha,13.7,1.7723656787328558e-147
beta,0,1.7723656787328558e-147
expPragFlip,false,1.7723656787328558e-147
alpha,13.7,2.8596854741600582e-33
beta,0,2.8596854741600582e-33
expPragFlip,true,2.8596854741600582e-33
alpha,13.6,8.250968125134169e-147
beta,0,8.250968125134169e-147
expPragFlip,false,8.250968125134169e-147
alpha,13.6,2.2077327961893607e-32
beta,0,2.2077327961893607e-32
expPragFlip,true,2.2077327961893607e-32
alpha,13.5,3.8410890546956313e-146
beta,0,3.8410890546956313e-146
expPragFlip,false,3.8410890546956313e-146
alpha,13.5,1.6771656239680564e-31
beta,0,1.6771656239680564e-31
expPragFlip,true,1.6771656239680564e-31
alpha,13.4,1.788139871656656e-145
beta,0,1.788139871656656e-145
expPragFlip,false,1.788139871656656e-145
alpha,13.4,1.2532246000258077e-30
beta,0,1.2532246000258077e-30
expPragFlip,true,1.2532246000258077e-30
alpha,13.3,8.32426635857395e-145
beta,0,8.32426635857395e-145
expPragFlip,false,8.32426635857395e-145
alpha,13.3,9.207104489725186e-30
beta,0,9.207104489725186e-30
expPragFlip,true,9.207104489725186e-30
alpha,13.2,3.875141045030622e-144
beta,0,3.875141045030622e-144
expPragFlip,false,3.875141045030622e-144
alpha,13.2,6.647699297114998e-29
beta,0,6.647699297114998e-29
expPragFlip,true,6.647699297114998e-29
alpha,13.1,1.8039553518695847e-143
beta,0,1.8039553518695847e-143
expPragFlip,false,1.8039553518695847e-143
alpha,13.1,4.715001556605312e-28
beta,0,4.715001556605312e-28
expPragFlip,true,4.715001556605312e-28
alpha,13,8.397700822990162e-143
beta,0,8.397700822990162e-143
expPragFlip,false,8.397700822990162e-143
alpha,13,3.2836549752264314e-27
beta,0,3.2836549752264314e-27
expPragFlip,true,3.2836549752264314e-27
alpha,12.9,3.9092273755020154e-142
beta,0,3.9092273755020154e-142
expPragFlip,false,3.9092273755020154e-142
alpha,12.9,2.2443793218141663e-26
beta,0,2.2443793218141663e-26
expPragFlip,true,2.2443793218141663e-26
alpha,12.8,1.8197717116272237e-141
beta,0,1.8197717116272237e-141
expPragFlip,false,1.8197717116272237e-141
alpha,12.8,1.5048409868744255e-25
beta,0,1.5048409868744255e-25
expPragFlip,true,1.5048409868744255e-25
alpha,12.7,8.471060904790116e-141
beta,0,8.471060904790116e-141
expPragFlip,false,8.471060904790116e-141
alpha,12.7,9.892992088954598e-25
beta,0,9.892992088954598e-25
expPragFlip,true,9.892992088954598e-25
alpha,12.6,3.943238312879606e-140
beta,0,3.943238312879606e-140
expPragFlip,false,3.943238312879606e-140
alpha,12.6,6.373659727570718e-24
beta,0,6.373659727570718e-24
expPragFlip,true,6.373659727570718e-24
alpha,12.5,1.8355317983935604e-139
beta,0,1.8355317983935604e-139
expPragFlip,false,1.8355317983935604e-139
alpha,12.5,4.0220727894602915e-23
beta,0,4.0220727894602915e-23
expPragFlip,true,4.0220727894602915e-23
alpha,12.4,8.544049032293795e-139
beta,0,8.544049032293795e-139
expPragFlip,false,8.544049032293795e-139
alpha,12.4,2.4847376376248084e-22
beta,0,2.4847376376248084e-22
expPragFlip,true,2.4847376376248084e-22
alpha,12.3,3.977018969111744e-138
beta,0,3.977018969111744e-138
expPragFlip,false,3.977018969111744e-138
alpha,12.3,1.5019113403053112e-21
beta,0,1.5019113403053112e-21
expPragFlip,true,1.5019113403053112e-21
alpha,12.2,1.851155014210755e-137
beta,0,1.851155014210755e-137
expPragFlip,false,1.851155014210755e-137
alpha,12.2,8.87765907581366e-21
beta,0,8.87765907581366e-21
expPragFlip,true,8.87765907581366e-21
alpha,12.1,8.616245912035337e-137
beta,0,8.616245912035337e-137
expPragFlip,false,8.616245912035337e-137
alpha,12.1,5.128540453848493e-20
beta,0,5.128540453848493e-20
expPragFlip,true,5.128540453848493e-20
alpha,12,4.010351268808791e-136
beta,0,4.010351268808791e-136
expPragFlip,false,4.010351268808791e-136
alpha,12,2.8938385195487296e-19
beta,0,2.8938385195487296e-19
expPragFlip,true,2.8938385195487296e-19
alpha,11.9,1.8665279637992516e-135
beta,0,1.8665279637992516e-135
expPragFlip,false,1.8665279637992516e-135
alpha,11.9,1.593958774061373e-18
beta,0,1.593958774061373e-18
expPragFlip,true,1.593958774061373e-18
alpha,11.8,8.687062039685045e-135
beta,0,8.687062039685045e-135
expPragFlip,false,8.687062039685045e-135
alpha,11.8,8.565093472652852e-18
beta,0,8.565093472652852e-18
expPragFlip,true,8.565093472652852e-18
alpha,11.7,4.042928814324011e-134
beta,0,4.042928814324011e-134
expPragFlip,false,4.042928814324011e-134
alpha,11.7,4.487060470510861e-17
beta,0,4.487060470510861e-17
expPragFlip,true,4.487060470510861e-17
alpha,11.6,1.881491429285515e-133
beta,0,1.881491429285515e-133
expPragFlip,false,1.881491429285515e-133
alpha,11.6,2.2902424810125415e-16
beta,0,2.2902424810125415e-16
expPragFlip,true,2.2902424810125415e-16
alpha,11.5,8.755670222833305e-133
beta,0,8.755670222833305e-133
expPragFlip,false,8.755670222833305e-133
alpha,11.5,1.1381455082406992e-15
beta,0,1.1381455082406992e-15
expPragFlip,true,1.1381455082406992e-15
alpha,11.4,4.0743219417572426e-132
beta,0,4.0743219417572426e-132
expPragFlip,false,4.0743219417572426e-132
alpha,11.4,5.503130215304742e-15
beta,0,5.503130215304742e-15
expPragFlip,true,5.503130215304742e-15
alpha,11.3,1.8958222812437384e-131
beta,0,1.8958222812437384e-131
expPragFlip,false,1.8958222812437384e-131
alpha,11.3,2.5870685143739397e-14
beta,0,2.5870685143739397e-14
expPragFlip,true,2.5870685143739397e-14
alpha,11.2,8.820911984473438e-131
beta,0,8.820911984473438e-131
expPragFlip,false,8.820911984473438e-131
alpha,11.2,1.1816094126719272e-13
beta,0,1.1816094126719272e-13
expPragFlip,true,1.1816094126719272e-13
alpha,11.1,4.103929316435614e-130
beta,0,4.103929316435614e-130
expPragFlip,false,4.103929316435614e-130
alpha,11.1,5.239387321241128e-13
beta,0,5.239387321241128e-13
expPragFlip,true,5.239387321241128e-13
alpha,11,1.90920845991615e-129
beta,0,1.90920845991615e-129
expPragFlip,false,1.90920845991615e-129
alpha,11,2.253673096020702e-12
beta,0,2.253673096020702e-12
expPragFlip,true,2.253673096020702e-12
alpha,10.9,8.881168331352757e-129
beta,0,8.881168331352757e-129
expPragFlip,false,8.881168331352757e-129
alpha,10.9,9.396340742876904e-12
beta,0,9.396340742876904e-12
expPragFlip,true,9.396340742876904e-12
alpha,10.8,4.1309112276020586e-128
beta,0,4.1309112276020586e-128
expPragFlip,false,4.1309112276020586e-128
alpha,10.8,3.794263448416013e-11
beta,0,3.794263448416013e-11
expPragFlip,true,3.794263448416013e-11
alpha,10.7,1.9212145718547288e-127
beta,0,1.9212145718547288e-127
expPragFlip,false,1.9212145718547288e-127
alpha,10.7,1.482620709884969e-10
beta,0,1.482620709884969e-10
expPragFlip,true,1.482620709884969e-10
alpha,10.6,8.934182479542617e-127
beta,0,8.934182479542617e-127
expPragFlip,false,8.934182479542617e-127
alpha,10.6,5.601296326948618e-10
beta,0,5.601296326948618e-10
expPragFlip,true,5.601296326948618e-10
alpha,10.5,4.154098335945315e-126
beta,0,4.154098335945315e-126
expPragFlip,false,4.154098335945315e-126
alpha,10.5,2.044154096136026e-9
beta,0,2.044154096136026e-9
expPragFlip,true,2.044154096136026e-9
alpha,10.4,1.931234972029792e-125
beta,0,1.931234972029792e-125
expPragFlip,false,1.931234972029792e-125
alpha,10.4,7.199530303050437e-9
beta,0,7.199530303050437e-9
expPragFlip,true,7.199530303050437e-9
alpha,10.3,8.976818941286494e-125
beta,0,8.976818941286494e-125
expPragFlip,false,8.976818941286494e-125
alpha,10.3,2.4448187075523084e-8
beta,0,2.4448187075523084e-8
expPragFlip,true,2.4448187075523084e-8
alpha,10.2,4.171868154419002e-124
beta,0,4.171868154419002e-124
expPragFlip,false,4.171868154419002e-124
alpha,10.2,7.996772741048411e-8
beta,0,7.996772741048411e-8
expPragFlip,true,7.996772741048411e-8
alpha,10.1,1.9384305414014124e-123
beta,0,1.9384305414014124e-123
expPragFlip,false,1.9384305414014124e-123
alpha,10.1,2.516915440134013e-7
beta,0,2.516915440134013e-7
expPragFlip,true,2.516915440134013e-7
alpha,10,9.00474055060698e-123
beta,0,9.00474055060698e-123
expPragFlip,false,9.00474055060698e-123
alpha,10,7.614727745640797e-7
beta,0,7.614727745640797e-7
expPragFlip,true,7.614727745640797e-7
alpha,9.9,4.1819804198416327e-122
beta,0,4.1819804198416327e-122
expPragFlip,false,4.1819804198416327e-122
alpha,9.9,0.000002212093071809905
beta,0,0.000002212093071809905
expPragFlip,true,0.000002212093071809905
alpha,9.8,1.941644983985237e-121
beta,0,1.941644983985237e-121
expPragFlip,false,1.941644983985237e-121
alpha,9.8,0.000006163559675890915
beta,0,0.000006163559675890915
expPragFlip,true,0.000006163559675890915
alpha,9.7,9.011984127560186e-121
beta,0,9.011984127560186e-121
expPragFlip,false,9.011984127560186e-121
alpha,9.7,0.000016452759194776738
beta,0,0.000016452759194776738
expPragFlip,true,0.000016452759194776738
alpha,9.6,4.1813626982086254e-120
beta,0,4.1813626982086254e-120
expPragFlip,false,4.1813626982086254e-120
alpha,9.6,0.00004202497988757102
beta,0,0.00004202497988757102
expPragFlip,true,0.00004202497988757102
alpha,9.5,1.9392969281161308e-119
beta,0,1.9392969281161308e-119
expPragFlip,false,1.9392969281161308e-119
alpha,9.5,0.00010258945662012022
beta,0,0.00010258945662012022
expPragFlip,true,0.00010258945662012022
alpha,9.4,8.99041993730043e-119
beta,0,8.99041993730043e-119
expPragFlip,false,8.99041993730043e-119
alpha,9.4,0.0002390398654064834
beta,0,0.0002390398654064834
expPragFlip,true,0.0002390398654064834
alpha,9.3,4.165841047186156e-118
beta,0,4.165841047186156e-118
expPragFlip,false,4.165841047186156e-118
alpha,9.3,0.0005309289357935684
beta,0,0.0005309289357935684
expPragFlip,true,0.0005309289357935684
alpha,9.2,1.9292465804473726e-117
beta,0,1.9292465804473726e-117
expPragFlip,false,1.9292465804473726e-117
alpha,9.2,0.0011225507189461786
beta,0,0.0011225507189461786
expPragFlip,true,0.0011225507189461786
alpha,9.1,8.929096573500686e-117
beta,0,8.929096573500686e-117
expPragFlip,false,8.929096573500686e-117
alpha,9.1,0.002256118609520878
beta,0,0.002256118609520878
expPragFlip,true,0.002256118609520878
alpha,9,4.1298211651039e-116
beta,0,4.1298211651039e-116
expPragFlip,false,4.1298211651039e-116
alpha,9,0.004303914271846552
beta,0,0.004303914271846552
expPragFlip,true,0.004303914271846552
alpha,8.9,1.9086423262403913e-115
beta,0,1.9086423262403913e-115
expPragFlip,false,1.9086423262403913e-115
alpha,8.9,0.007781179750522393
beta,0,0.007781179750522393
expPragFlip,true,0.007781179750522393
alpha,8.8,8.813513668055277e-115
beta,0,8.813513668055277e-115
expPragFlip,false,8.813513668055277e-115
alpha,8.8,0.013311144188633248
beta,0,0.013311144188633248
expPragFlip,true,0.013311144188633248
alpha,8.7,4.065950051854407e-114
beta,0,4.065950051854407e-114
expPragFlip,false,4.065950051854407e-114
alpha,8.7,0.021510635336352016
beta,0,0.021510635336352016
expPragFlip,true,0.021510635336352016
alpha,8.6,1.8737672945649487e-113
beta,0,1.8737672945649487e-113
expPragFlip,false,1.8737672945649487e-113
alpha,8.6,0.032779991041355816
beta,0,0.032779991041355816
expPragFlip,true,0.032779991041355816
alpha,8.5,8.624950681743433e-113
beta,0,8.624950681743433e-113
expPragFlip,false,8.624950681743433e-113
alpha,8.5,0.04702188477383651
beta,0,0.04702188477383651
expPragFlip,true,0.04702188477383651
alpha,8.4,3.9648380095640353e-112
beta,0,3.9648380095640353e-112
expPragFlip,false,3.9648380095640353e-112
alpha,8.4,0.06337392019491375
beta,0,0.06337392019491375
expPragFlip,true,0.06337392019491375
alpha,8.3,1.8199344679585527e-111
beta,0,1.8199344679585527e-111
expPragFlip,false,1.8199344679585527e-111
alpha,8.3,0.08009172779438298
beta,0,0.08009172779438298
expPragFlip,true,0.08009172779438298
alpha,8.2,8.340141957213784e-111
beta,0,8.340141957213784e-111
expPragFlip,false,8.340141957213784e-111
alpha,8.2,0.09471950163633032
beta,0,0.09471950163633032
expPragFlip,true,0.09471950163633032
alpha,8.1,3.8150115301065515e-110
beta,0,3.8150115301065515e-110
expPragFlip,false,3.8150115301065515e-110
alpha,8.1,0.10460006271827955
beta,0,0.10460006271827955
expPragFlip,true,0.10460006271827955
alpha,8,1.7415290966386587e-109
beta,0,1.7415290966386587e-109
expPragFlip,false,1.7415290966386587e-109
alpha,8,0.10761835876342613
beta,0,0.10761835876342613
expPragFlip,true,0.10761835876342613
alpha,7.9,7.931861877552323e-109
beta,0,7.931861877552323e-109
expPragFlip,false,7.931861877552323e-109
alpha,7.9,0.10291419095237427
beta,0,0.10291419095237427
expPragFlip,true,0.10291419095237427
alpha,7.8,3.603414451846886e-108
beta,0,3.603414451846886e-108
expPragFlip,false,3.603414451846886e-108
alpha,7.8,0.09124709018161083
beta,0,0.09124709018161083
expPragFlip,true,0.09124709018161083
alpha,7.7,1.632374455902626e-107
beta,0,1.632374455902626e-107
expPragFlip,false,1.632374455902626e-107
alpha,7.7,0.07481379683607213
beta,0,0.07481379683607213
expPragFlip,true,0.07481379683607213
alpha,7.6,7.371381115337507e-107
beta,0,7.371381115337507e-107
expPragFlip,false,7.371381115337507e-107
alpha,7.6,0.056567436296501884
beta,0,0.056567436296501884
expPragFlip,true,0.056567436296501884
alpha,7.5,3.3169726903965286e-106
beta,0,3.3169726903965286e-106
expPragFlip,false,3.3169726903965286e-106
alpha,7.5,0.039328814298816
beta,0,0.039328814298816
expPragFlip,true,0.039328814298816
