parameter,value,MCMCprob
alpha,12.5,3.2121423853355704e-99
beta,0.75,3.2121423853355704e-99
expPragFlip,true,3.2121423853355704e-99
alpha,12.5,5.971342768863983e-51
beta,0.7,5.971342768863983e-51
expPragFlip,false,5.971342768863983e-51
alpha,12.5,4.817947663377105e-96
beta,0.7,4.817947663377105e-96
expPragFlip,true,4.817947663377105e-96
alpha,12.5,2.060113313954545e-44
beta,0.65,2.060113313954545e-44
expPragFlip,false,2.060113313954545e-44
alpha,12.5,2.2075365644477286e-96
beta,0.65,2.2075365644477286e-96
expPragFlip,true,2.2075365644477286e-96
alpha,12.5,2.2530567045120388e-38
beta,0.6,2.2530567045120388e-38
expPragFlip,false,2.2530567045120388e-38
alpha,12.5,1.127132473945929e-98
beta,0.6,1.127132473945929e-98
expPragFlip,true,1.127132473945929e-98
alpha,12.5,8.02207244451322e-33
beta,0.55,8.02207244451322e-33
expPragFlip,false,8.02207244451322e-33
alpha,12.5,1.4340711241905792e-101
beta,0.55,1.4340711241905792e-101
expPragFlip,true,1.4340711241905792e-101
alpha,12.5,9.289164126737383e-28
beta,0.5,9.289164126737383e-28
expPragFlip,false,9.289164126737383e-28
alpha,12.5,2.1047666449685468e-104
beta,0.5,2.1047666449685468e-104
expPragFlip,true,2.1047666449685468e-104
alpha,12.5,3.383205535798452e-23
beta,0.45,3.383205535798452e-23
expPragFlip,false,3.383205535798452e-23
alpha,12.5,8.940680458559935e-108
beta,0.45,8.940680458559935e-108
expPragFlip,true,8.940680458559935e-108
alpha,12.5,3.607747247615171e-19
beta,0.4,3.607747247615171e-19
expPragFlip,false,3.607747247615171e-19
alpha,12.5,8.209728474073901e-114
beta,0.4,8.209728474073901e-114
expPragFlip,true,8.209728474073901e-114
alpha,12.5,1.0020764637356604e-15
beta,0.35,1.0020764637356604e-15
expPragFlip,false,1.0020764637356604e-15
alpha,12.5,1.790392004994379e-122
beta,0.35,1.790392004994379e-122
expPragFlip,true,1.790392004994379e-122
alpha,12.5,6.115184850823071e-13
beta,0.3,6.115184850823071e-13
expPragFlip,false,6.115184850823071e-13
alpha,12.5,6.064632405644334e-131
beta,0.3,6.064632405644334e-131
expPragFlip,true,6.064632405644334e-131
alpha,12.5,6.5119741746579e-11
beta,0.25,6.5119741746579e-11
expPragFlip,false,6.5119741746579e-11
alpha,12.5,9.107745119264837e-138
beta,0.25,9.107745119264837e-138
expPragFlip,true,9.107745119264837e-138
alpha,12.5,9.023786134104233e-10
beta,0.2,9.023786134104233e-10
expPragFlip,false,9.023786134104233e-10
alpha,12.5,7.986745535599948e-143
beta,0.2,7.986745535599948e-143
expPragFlip,true,7.986745535599948e-143
alpha,12.5,1.146276275838136e-9
beta,0.15,1.146276275838136e-9
expPragFlip,false,1.146276275838136e-9
alpha,12.5,1.3775538031354234e-146
beta,0.15,1.3775538031354234e-146
expPragFlip,true,1.3775538031354234e-146
alpha,12.5,9.063970537463287e-11
beta,0.1,9.063970537463287e-11
expPragFlip,false,9.063970537463287e-11
alpha,12.5,5.795265121022829e-150
beta,0.1,5.795265121022829e-150
expPragFlip,true,5.795265121022829e-150
alpha,12.5,3.0287875954932014e-13
beta,0.05,3.0287875954932014e-13
expPragFlip,false,3.0287875954932014e-13
alpha,12.5,2.441684950365408e-154
beta,0.05,2.441684950365408e-154
expPragFlip,true,2.441684950365408e-154
alpha,12.5,3.042520787746884e-17
beta,0,3.042520787746884e-17
expPragFlip,false,3.042520787746884e-17
alpha,12.5,2.4735092640292635e-161
beta,0,2.4735092640292635e-161
expPragFlip,true,2.4735092640292635e-161
alpha,12.25,2.6760771654968003e-100
beta,1,2.6760771654968003e-100
expPragFlip,false,2.6760771654968003e-100
alpha,12.25,6.885621772345665e-143
beta,1,6.885621772345665e-143
expPragFlip,true,6.885621772345665e-143
alpha,12.25,2.612702075355164e-90
beta,0.95,2.612702075355164e-90
expPragFlip,false,2.612702075355164e-90
alpha,12.25,2.9729361470959085e-130
beta,0.95,2.9729361470959085e-130
expPragFlip,true,2.9729361470959085e-130
alpha,12.25,5.4796733923732e-81
beta,0.9,5.4796733923732e-81
expPragFlip,false,5.4796733923732e-81
alpha,12.25,2.3796997668401927e-119
beta,0.9,2.3796997668401927e-119
expPragFlip,true,2.3796997668401927e-119
alpha,12.25,2.616434955105118e-72
beta,0.85,2.616434955105118e-72
expPragFlip,false,2.616434955105118e-72
alpha,12.25,1.392043131752315e-109
beta,0.85,1.392043131752315e-109
expPragFlip,true,1.392043131752315e-109
alpha,12.25,3.06460194869444e-64
beta,0.8,3.06460194869444e-64
expPragFlip,false,3.06460194869444e-64
alpha,12.25,6.643378433852954e-101
beta,0.8,6.643378433852954e-101
expPragFlip,true,6.643378433852954e-101
alpha,12.25,9.544313352223614e-57
beta,0.75,9.544313352223614e-57
expPragFlip,false,9.544313352223614e-57
alpha,12.25,2.5838704334980705e-94
beta,0.75,2.5838704334980705e-94
expPragFlip,true,2.5838704334980705e-94
alpha,12.25,8.530999750786173e-50
beta,0.7,8.530999750786173e-50
expPragFlip,false,8.530999750786173e-50
alpha,12.25,3.3803249291131877e-91
beta,0.7,3.3803249291131877e-91
expPragFlip,true,3.3803249291131877e-91
alpha,12.25,2.333341528968774e-43
beta,0.65,2.333341528968774e-43
expPragFlip,false,2.333341528968774e-43
alpha,12.25,2.2694816956604278e-91
beta,0.65,2.2694816956604278e-91
expPragFlip,true,2.2694816956604278e-91
alpha,12.25,2.044507623395578e-37
beta,0.6,2.044507623395578e-37
expPragFlip,false,2.044507623395578e-37
alpha,12.25,1.9967499678195026e-93
beta,0.6,1.9967499678195026e-93
expPragFlip,true,1.9967499678195026e-93
alpha,12.25,5.872572236918572e-32
beta,0.55,5.872572236918572e-32
expPragFlip,false,5.872572236918572e-32
alpha,12.25,4.105777522759338e-96
beta,0.55,4.105777522759338e-96
expPragFlip,true,4.105777522759338e-96
alpha,12.25,5.5077713331965355e-27
beta,0.5,5.5077713331965355e-27
expPragFlip,false,5.5077713331965355e-27
alpha,12.25,8.255113612154322e-99
beta,0.5,8.255113612154322e-99
expPragFlip,true,8.255113612154322e-99
alpha,12.25,1.6277450078794752e-22
beta,0.45,1.6277450078794752e-22
expPragFlip,false,1.6277450078794752e-22
alpha,12.25,4.74241612219595e-102
beta,0.45,4.74241612219595e-102
expPragFlip,true,4.74241612219595e-102
alpha,12.25,1.4094678648831085e-18
beta,0.4,1.4094678648831085e-18
expPragFlip,false,1.4094678648831085e-18
alpha,12.25,9.516179106041597e-108
beta,0.4,9.516179106041597e-108
expPragFlip,true,9.516179106041597e-108
alpha,12.25,3.182139043687923e-15
beta,0.35,3.182139043687923e-15
expPragFlip,false,3.182139043687923e-15
alpha,12.25,5.651461443691402e-116
beta,0.35,5.651461443691402e-116
expPragFlip,true,5.651461443691402e-116
alpha,12.25,1.5839996278731964e-12
beta,0.3,1.5839996278731964e-12
expPragFlip,false,1.5839996278731964e-12
alpha,12.25,3.5966718316898424e-124
beta,0.3,3.5966718316898424e-124
expPragFlip,true,3.5966718316898424e-124
alpha,12.25,1.3886017044122867e-10
beta,0.25,1.3886017044122867e-10
expPragFlip,false,1.3886017044122867e-10
alpha,12.25,6.977136925181662e-131
beta,0.25,6.977136925181662e-131
expPragFlip,true,6.977136925181662e-131
alpha,12.25,1.6145042368206331e-9
beta,0.2,1.6145042368206331e-9
expPragFlip,false,1.6145042368206331e-9
alpha,12.25,5.996252448835673e-136
beta,0.2,5.996252448835673e-136
expPragFlip,true,5.996252448835673e-136
alpha,12.25,1.7795740323679305e-9
beta,0.15,1.7795740323679305e-9
expPragFlip,false,1.7795740323679305e-9
alpha,12.25,8.298266929607331e-140
beta,0.15,8.298266929607331e-140
expPragFlip,true,8.298266929607331e-140
alpha,12.25,1.286519869895474e-10
beta,0.1,1.286519869895474e-10
expPragFlip,false,1.286519869895474e-10
alpha,12.25,2.5401746494995055e-143
beta,0.1,2.5401746494995055e-143
expPragFlip,true,2.5401746494995055e-143
alpha,12.25,4.22613160370594e-13
beta,0.05,4.22613160370594e-13
expPragFlip,false,4.22613160370594e-13
alpha,12.25,8.729397308098634e-148
beta,0.05,8.729397308098634e-148
expPragFlip,true,8.729397308098634e-148
alpha,12.25,4.567975775771169e-17
beta,0,4.567975775771169e-17
expPragFlip,false,4.567975775771169e-17
alpha,12.25,1.1465548626504426e-154
beta,0,1.1465548626504426e-154
expPragFlip,true,1.1465548626504426e-154
alpha,12,2.3192167881236304e-98
beta,1,2.3192167881236304e-98
expPragFlip,false,2.3192167881236304e-98
alpha,12,1.7396474009310273e-136
beta,1,1.7396474009310273e-136
expPragFlip,true,1.7396474009310273e-136
alpha,12,1.5033098663698744e-88
beta,0.95,1.5033098663698744e-88
expPragFlip,false,1.5033098663698744e-88
alpha,12,3.9186918127574444e-124
beta,0.95,3.9186918127574444e-124
expPragFlip,true,3.9186918127574444e-124
alpha,12,2.1847974624494387e-79
beta,0.9,2.1847974624494387e-79
expPragFlip,false,2.1847974624494387e-79
alpha,12,1.6545060126769108e-113
beta,0.9,1.6545060126769108e-113
expPragFlip,true,1.6545060126769108e-113
alpha,12,7.510350054142324e-71
beta,0.85,7.510350054142324e-71
expPragFlip,false,7.510350054142324e-71
alpha,12,4.5757999886691686e-104
beta,0.85,4.5757999886691686e-104
expPragFlip,true,4.5757999886691686e-104
alpha,12,6.541273019886584e-63
beta,0.8,6.541273019886584e-63
expPragFlip,false,6.541273019886584e-63
alpha,12,9.156592363744145e-96
beta,0.8,9.156592363744145e-96
expPragFlip,true,9.156592363744145e-96
alpha,12,1.5548911390462372e-55
beta,0.75,1.5548911390462372e-55
expPragFlip,false,1.5548911390462372e-55
alpha,12,1.7605944209692663e-89
beta,0.75,1.7605944209692663e-89
expPragFlip,true,1.7605944209692663e-89
alpha,12,1.082382358375595e-48
beta,0.7,1.082382358375595e-48
expPragFlip,false,1.082382358375595e-48
alpha,12,2.0561924504769572e-86
beta,0.7,2.0561924504769572e-86
expPragFlip,true,2.0561924504769572e-86
alpha,12,2.340336469383531e-42
beta,0.65,2.340336469383531e-42
expPragFlip,false,2.340336469383531e-42
alpha,12,2.0319186264068116e-86
beta,0.65,2.0319186264068116e-86
expPragFlip,true,2.0319186264068116e-86
alpha,12,1.6382742038194763e-36
beta,0.6,1.6382742038194763e-36
expPragFlip,false,1.6382742038194763e-36
alpha,12,3.088509402092174e-88
beta,0.6,3.088509402092174e-88
expPragFlip,true,3.088509402092174e-88
alpha,12,3.7854985409893983e-31
beta,0.55,3.7854985409893983e-31
expPragFlip,false,3.7854985409893983e-31
alpha,12,1.0341934367284807e-90
beta,0.55,1.0341934367284807e-90
expPragFlip,true,1.0341934367284807e-90
alpha,12,2.8675328887478494e-26
beta,0.5,2.8675328887478494e-26
expPragFlip,false,2.8675328887478494e-26
alpha,12,2.8961475092335902e-93
beta,0.5,2.8961475092335902e-93
expPragFlip,true,2.8961475092335902e-93
alpha,12,6.85789868128082e-22
beta,0.45,6.85789868128082e-22
expPragFlip,false,6.85789868128082e-22
alpha,12,2.2799364328266956e-96
beta,0.45,2.2799364328266956e-96
expPragFlip,true,2.2799364328266956e-96
alpha,12,4.809680509551877e-18
beta,0.4,4.809680509551877e-18
expPragFlip,false,4.809680509551877e-18
alpha,12,9.76794588142904e-102
beta,0.4,9.76794588142904e-102
expPragFlip,true,9.76794588142904e-102
alpha,12,8.80702982027348e-15
beta,0.35,8.80702982027348e-15
expPragFlip,false,8.80702982027348e-15
alpha,12,1.5730267261789254e-109
beta,0.35,1.5730267261789254e-109
expPragFlip,true,1.5730267261789254e-109
alpha,12,3.5701482850015215e-12
beta,0.3,3.5701482850015215e-12
expPragFlip,false,3.5701482850015215e-12
alpha,12,1.9272844076358376e-117
beta,0.3,1.9272844076358376e-117
expPragFlip,true,1.9272844076358376e-117
alpha,12,2.574234332405752e-10
beta,0.25,2.574234332405752e-10
expPragFlip,false,2.574234332405752e-10
alpha,12,4.944549636106726e-124
beta,0.25,4.944549636106726e-124
expPragFlip,true,4.944549636106726e-124
alpha,12,2.5111749474111857e-9
beta,0.2,2.5111749474111857e-9
expPragFlip,false,2.5111749474111857e-9
alpha,12,4.246723454078652e-129
beta,0.2,4.246723454078652e-129
expPragFlip,true,4.246723454078652e-129
alpha,12,2.4033429390599042e-9
beta,0.15,2.4033429390599042e-9
expPragFlip,false,2.4033429390599042e-9
alpha,12,4.810170237149579e-133
beta,0.15,4.810170237149579e-133
expPragFlip,true,4.810170237149579e-133
alpha,12,1.5899815780041246e-10
beta,0.1,1.5899815780041246e-10
expPragFlip,false,1.5899815780041246e-10
alpha,12,1.0988431344526895e-136
beta,0.1,1.0988431344526895e-136
expPragFlip,true,1.0988431344526895e-136
alpha,12,5.137376063140407e-13
beta,0.05,5.137376063140407e-13
expPragFlip,false,5.137376063140407e-13
alpha,12,3.168821264351821e-141
beta,0.05,3.168821264351821e-141
expPragFlip,true,3.168821264351821e-141
alpha,12,5.972729387033729e-17
beta,0,5.972729387033729e-17
expPragFlip,false,5.972729387033729e-17
alpha,12,5.441051484410002e-148
beta,0,5.441051484410002e-148
expPragFlip,true,5.441051484410002e-148
alpha,11.75,1.8018078161214161e-96
beta,1,1.8018078161214161e-96
expPragFlip,false,1.8018078161214161e-96
alpha,11.75,3.293154824571805e-130
beta,1,3.293154824571805e-130
expPragFlip,true,3.293154824571805e-130
alpha,11.75,7.74031066796122e-87
beta,0.95,7.74031066796122e-87
expPragFlip,false,7.74031066796122e-87
alpha,11.75,3.8429379099579727e-118
beta,0.95,3.8429379099579727e-118
expPragFlip,true,3.8429379099579727e-118
alpha,11.75,7.776599172828054e-78
beta,0.9,7.776599172828054e-78
expPragFlip,false,7.776599172828054e-78
alpha,11.75,8.579232961421388e-108
beta,0.9,8.579232961421388e-108
expPragFlip,true,8.579232961421388e-108
alpha,11.75,1.9191662238584533e-69
beta,0.85,1.9191662238584533e-69
expPragFlip,false,1.9191662238584533e-69
alpha,11.75,1.144777666142543e-98
beta,0.85,1.144777666142543e-98
expPragFlip,true,1.144777666142543e-98
alpha,11.75,1.2391464205427183e-61
beta,0.8,1.2391464205427183e-61
expPragFlip,false,1.2391464205427183e-61
alpha,11.75,1.0061625372110297e-90
beta,0.8,1.0061625372110297e-90
expPragFlip,true,1.0061625372110297e-90
alpha,11.75,2.241061136247789e-54
beta,0.75,2.241061136247789e-54
expPragFlip,false,2.241061136247789e-54
alpha,11.75,1.0106059429374691e-84
beta,0.75,1.0106059429374691e-84
expPragFlip,true,1.0106059429374691e-84
alpha,11.75,1.2111039608031304e-47
beta,0.7,1.2111039608031304e-47
expPragFlip,false,1.2111039608031304e-47
alpha,11.75,1.0774193790254079e-81
beta,0.7,1.0774193790254079e-81
expPragFlip,true,1.0774193790254079e-81
alpha,11.75,2.0636153029343845e-41
beta,0.65,2.0636153029343845e-41
expPragFlip,false,2.0636153029343845e-41
alpha,11.75,1.5717073150886498e-81
beta,0.65,1.5717073150886498e-81
expPragFlip,true,1.5717073150886498e-81
alpha,11.75,1.1504667518309278e-35
beta,0.6,1.1504667518309278e-35
expPragFlip,false,1.1504667518309278e-35
alpha,11.75,4.135017895687819e-83
beta,0.6,4.135017895687819e-83
expPragFlip,true,4.135017895687819e-83
alpha,11.75,2.131837623310425e-30
beta,0.55,2.131837623310425e-30
expPragFlip,false,2.131837623310425e-30
alpha,11.75,2.2714030621142444e-85
beta,0.55,2.2714030621142444e-85
expPragFlip,true,2.2714030621142444e-85
alpha,11.75,1.3002922809125078e-25
beta,0.5,1.3002922809125078e-25
expPragFlip,false,1.3002922809125078e-25
alpha,11.75,9.006439917056887e-88
beta,0.5,9.006439917056887e-88
expPragFlip,true,9.006439917056887e-88
alpha,11.75,2.5090263216180648e-21
beta,0.45,2.5090263216180648e-21
expPragFlip,false,2.5090263216180648e-21
alpha,11.75,9.851901647099749e-91
beta,0.45,9.851901647099749e-91
expPragFlip,true,9.851901647099749e-91
alpha,11.75,1.4213278104969665e-17
beta,0.4,1.4213278104969665e-17
expPragFlip,false,1.4213278104969665e-17
alpha,11.75,8.82177090547171e-96
beta,0.4,8.82177090547171e-96
expPragFlip,true,8.82177090547171e-96
alpha,11.75,2.1059021185722833e-14
beta,0.35,2.1059021185722833e-14
expPragFlip,false,2.1059021185722833e-14
alpha,11.75,3.825989407172463e-103
beta,0.35,3.825989407172463e-103
expPragFlip,true,3.825989407172463e-103
alpha,11.75,6.940019548589508e-12
beta,0.3,6.940019548589508e-12
expPragFlip,false,6.940019548589508e-12
alpha,11.75,9.239723672456067e-111
beta,0.3,9.239723672456067e-111
expPragFlip,true,9.239723672456067e-111
alpha,11.75,4.111969639560879e-10
beta,0.25,4.111969639560879e-10
expPragFlip,false,4.111969639560879e-10
alpha,11.75,3.212954341648852e-117
beta,0.25,3.212954341648852e-117
expPragFlip,true,3.212954341648852e-117
alpha,11.75,3.365182137715961e-9
beta,0.2,3.365182137715961e-9
expPragFlip,false,3.365182137715961e-9
alpha,11.75,2.816096724701412e-122
beta,0.2,2.816096724701412e-122
expPragFlip,true,2.816096724701412e-122
alpha,11.75,2.7982156101835753e-9
beta,0.15,2.7982156101835753e-9
expPragFlip,false,2.7982156101835753e-9
alpha,11.75,2.667196657256988e-126
beta,0.15,2.667196657256988e-126
expPragFlip,true,2.667196657256988e-126
alpha,11.75,1.6956213719567836e-10
beta,0.1,1.6956213719567836e-10
expPragFlip,false,1.6956213719567836e-10
alpha,11.75,4.669372972821732e-130
beta,0.1,4.669372972821732e-130
expPragFlip,true,4.669372972821732e-130
alpha,11.75,5.391977701412793e-13
beta,0.05,5.391977701412793e-13
expPragFlip,false,5.391977701412793e-13
alpha,11.75,1.1626171579903826e-134
beta,0.05,1.1626171579903826e-134
expPragFlip,true,1.1626171579903826e-134
alpha,11.75,6.740371018711881e-17
beta,0,6.740371018711881e-17
expPragFlip,false,6.740371018711881e-17
alpha,11.75,2.630103438144671e-141
beta,0,2.630103438144671e-141
expPragFlip,true,2.630103438144671e-141
alpha,11.5,1.247361926002558e-94
beta,1,1.247361926002558e-94
expPragFlip,false,1.247361926002558e-94
alpha,11.5,4.6250999783632995e-124
beta,1,4.6250999783632995e-124
expPragFlip,true,4.6250999783632995e-124
alpha,11.5,3.5442765425227637e-85
beta,0.95,3.5442765425227637e-85
expPragFlip,false,3.5442765425227637e-85
alpha,11.5,2.776532136620692e-112
beta,0.95,2.776532136620692e-112
expPragFlip,true,2.776532136620692e-112
alpha,11.5,2.455307217850576e-76
beta,0.9,2.455307217850576e-76
expPragFlip,false,2.455307217850576e-76
alpha,11.5,3.2899586793536717e-102
beta,0.9,3.2899586793536717e-102
expPragFlip,true,3.2899586793536717e-102
alpha,11.5,4.336901439676366e-68
beta,0.85,4.336901439676366e-68
expPragFlip,false,4.336901439676366e-68
alpha,11.5,2.166052262660548e-93
beta,0.85,2.166052262660548e-93
expPragFlip,true,2.166052262660548e-93
alpha,11.5,2.0689597385123042e-60
beta,0.8,2.0689597385123042e-60
expPragFlip,false,2.0689597385123042e-60
alpha,11.5,8.768396232792088e-86
beta,0.8,8.768396232792088e-86
expPragFlip,true,8.768396232792088e-86
alpha,11.5,2.837107986177558e-53
beta,0.75,2.837107986177558e-53
expPragFlip,false,2.837107986177558e-53
alpha,11.5,4.8558510130344784e-80
beta,0.75,4.8558510130344784e-80
expPragFlip,true,4.8558510130344784e-80
alpha,11.5,1.1861424969003933e-46
beta,0.7,1.1861424969003933e-46
expPragFlip,false,1.1861424969003933e-46
alpha,11.5,4.827563030753271e-77
beta,0.7,4.827563030753271e-77
expPragFlip,true,4.827563030753271e-77
alpha,11.5,1.5871759886645576e-40
beta,0.65,1.5871759886645576e-40
expPragFlip,false,1.5871759886645576e-40
alpha,11.5,1.0410798549550136e-76
beta,0.65,1.0410798549550136e-76
expPragFlip,true,1.0410798549550136e-76
alpha,11.5,7.022760842372108e-35
beta,0.6,7.022760842372108e-35
expPragFlip,false,7.022760842372108e-35
alpha,11.5,4.746087631528039e-78
beta,0.6,4.746087631528039e-78
expPragFlip,true,4.746087631528039e-78
alpha,11.5,1.0400270067694801e-29
beta,0.55,1.0400270067694801e-29
expPragFlip,false,1.0400270067694801e-29
alpha,11.5,4.306790433644512e-80
beta,0.55,4.306790433644512e-80
expPragFlip,true,4.306790433644512e-80
alpha,11.5,5.090645609724439e-25
beta,0.5,5.090645609724439e-25
expPragFlip,false,5.090645609724439e-25
alpha,11.5,2.4576359333031843e-82
beta,0.5,2.4576359333031843e-82
expPragFlip,true,2.4576359333031843e-82
alpha,11.5,7.89983872794392e-21
beta,0.45,7.89983872794392e-21
expPragFlip,false,7.89983872794392e-21
alpha,11.5,3.7901401554334924e-85
beta,0.45,3.7901401554334924e-85
expPragFlip,true,3.7901401554334924e-85
alpha,11.5,3.604016877017538e-17
beta,0.4,3.604016877017538e-17
expPragFlip,false,3.604016877017538e-17
alpha,11.5,6.957232145381977e-90
beta,0.4,6.957232145381977e-90
expPragFlip,true,6.957232145381977e-90
alpha,11.5,4.3099453895873905e-14
beta,0.35,4.3099453895873905e-14
expPragFlip,false,4.3099453895873905e-14
alpha,11.5,8.050633555048961e-97
beta,0.35,8.050633555048961e-97
expPragFlip,true,8.050633555048961e-97
alpha,11.5,1.1525371228046966e-11
beta,0.3,1.1525371228046966e-11
expPragFlip,false,1.1525371228046966e-11
alpha,11.5,3.919394088573824e-104
beta,0.3,3.919394088573824e-104
expPragFlip,true,3.919394088573824e-104
alpha,11.5,5.605677037437074e-10
beta,0.25,5.605677037437074e-10
expPragFlip,false,5.605677037437074e-10
alpha,11.5,1.8950369008287617e-110
beta,0.25,1.8950369008287617e-110
expPragFlip,true,1.8950369008287617e-110
alpha,11.5,3.848220771201983e-9
beta,0.2,3.848220771201983e-9
expPragFlip,false,3.848220771201983e-9
alpha,11.5,1.7335407353862755e-115
beta,0.2,1.7335407353862755e-115
expPragFlip,true,1.7335407353862755e-115
alpha,11.5,2.7818029280424743e-9
beta,0.15,2.7818029280424743e-9
expPragFlip,false,2.7818029280424743e-9
alpha,11.5,1.4049545319593852e-119
beta,0.15,1.4049545319593852e-119
expPragFlip,true,1.4049545319593852e-119
alpha,11.5,1.5453776049718698e-10
beta,0.1,1.5453776049718698e-10
expPragFlip,false,1.5453776049718698e-10
alpha,11.5,1.9380703432574364e-123
beta,0.1,1.9380703432574364e-123
expPragFlip,true,1.9380703432574364e-123
alpha,11.5,4.839225459926237e-13
beta,0.05,4.839225459926237e-13
expPragFlip,false,4.839225459926237e-13
alpha,11.5,4.287032455743099e-128
beta,0.05,4.287032455743099e-128
expPragFlip,true,4.287032455743099e-128
alpha,11.5,6.502695096975615e-17
beta,0,6.502695096975615e-17
expPragFlip,false,6.502695096975615e-17
alpha,11.5,1.287093026753475e-134
beta,0,1.287093026753475e-134
expPragFlip,true,1.287093026753475e-134
alpha,11.25,7.645260841671034e-93
beta,1,7.645260841671034e-93
expPragFlip,false,7.645260841671034e-93
alpha,11.25,4.771737803941232e-118
beta,1,4.771737803941232e-118
expPragFlip,true,4.771737803941232e-118
alpha,11.25,1.4337090077618666e-83
beta,0.95,1.4337090077618666e-83
expPragFlip,false,1.4337090077618666e-83
alpha,11.25,1.4637091788831686e-106
beta,0.95,1.4637091788831686e-106
expPragFlip,true,1.4637091788831686e-106
alpha,11.25,6.829076998140588e-75
beta,0.9,6.829076998140588e-75
expPragFlip,false,6.829076998140588e-75
alpha,11.25,9.251997572853098e-97
beta,0.9,9.251997572853098e-97
expPragFlip,true,9.251997572853098e-97
alpha,11.25,8.604985098151881e-67
beta,0.85,8.604985098151881e-67
expPragFlip,false,8.604985098151881e-67
alpha,11.25,3.0792493611705726e-88
beta,0.85,3.0792493611705726e-88
expPragFlip,true,3.0792493611705726e-88
alpha,11.25,3.0221339824425607e-59
beta,0.8,3.0221339824425607e-59
expPragFlip,false,3.0221339824425607e-59
alpha,11.25,6.024139094872717e-81
beta,0.8,6.024139094872717e-81
expPragFlip,true,6.024139094872717e-81
alpha,11.25,3.130344958948161e-52
beta,0.75,3.130344958948161e-52
expPragFlip,false,3.130344958948161e-52
alpha,11.25,1.9386244073660364e-75
beta,0.75,1.9386244073660364e-75
expPragFlip,true,1.9386244073660364e-75
alpha,11.25,1.008618249901967e-45
beta,0.7,1.008618249901967e-45
expPragFlip,false,1.008618249901967e-45
alpha,11.25,1.834201494452145e-72
beta,0.7,1.834201494452145e-72
expPragFlip,true,1.834201494452145e-72
alpha,11.25,1.0558379997686508e-39
beta,0.65,1.0558379997686508e-39
expPragFlip,false,1.0558379997686508e-39
alpha,11.25,5.847716199198027e-72
beta,0.65,5.847716199198027e-72
expPragFlip,true,5.847716199198027e-72
alpha,11.25,3.693764974939946e-34
beta,0.6,3.693764974939946e-34
expPragFlip,false,3.693764974939946e-34
alpha,11.25,4.6205101046551966e-73
beta,0.6,4.6205101046551966e-73
expPragFlip,true,4.6205101046551966e-73
alpha,11.25,4.355452563029234e-29
beta,0.55,4.355452563029234e-29
expPragFlip,false,4.355452563029234e-29
alpha,11.25,6.972195459553194e-75
beta,0.55,6.972195459553194e-75
expPragFlip,true,6.972195459553194e-75
alpha,11.25,1.7045563111792437e-24
beta,0.5,1.7045563111792437e-24
expPragFlip,false,1.7045563111792437e-24
alpha,11.25,5.818080084927611e-77
beta,0.5,5.818080084927611e-77
expPragFlip,true,5.818080084927611e-77
alpha,11.25,2.1199312291122195e-20
beta,0.45,2.1199312291122195e-20
expPragFlip,false,2.1199312291122195e-20
alpha,11.25,1.284097227856869e-79
beta,0.45,1.284097227856869e-79
expPragFlip,true,1.284097227856869e-79
alpha,11.25,7.764076964378934e-17
beta,0.4,7.764076964378934e-17
expPragFlip,false,7.764076964378934e-17
alpha,11.25,4.748731205946688e-84
beta,0.4,4.748731205946688e-84
expPragFlip,true,4.748731205946688e-84
alpha,11.25,7.473995907841043e-14
beta,0.35,7.473995907841043e-14
expPragFlip,false,7.473995907841043e-14
alpha,11.25,1.4492558510069323e-90
beta,0.35,1.4492558510069323e-90
expPragFlip,true,1.4492558510069323e-90
alpha,11.25,1.618605014063365e-11
beta,0.3,1.618605014063365e-11
expPragFlip,false,1.618605014063365e-11
alpha,11.25,1.4527386456045776e-97
beta,0.3,1.4527386456045776e-97
expPragFlip,true,1.4527386456045776e-97
alpha,11.25,6.455401634912928e-10
beta,0.25,6.455401634912928e-10
expPragFlip,false,6.455401634912928e-10
alpha,11.25,1.0028744756243608e-103
beta,0.25,1.0028744756243608e-103
expPragFlip,true,1.0028744756243608e-103
alpha,11.25,3.7166714901426427e-9
beta,0.2,3.7166714901426427e-9
expPragFlip,false,3.7166714901426427e-9
alpha,11.25,9.808761714529724e-109
beta,0.2,9.808761714529724e-109
expPragFlip,true,9.808761714529724e-109
alpha,11.25,2.337031916729525e-9
beta,0.15,2.337031916729525e-9
expPragFlip,false,2.337031916729525e-9
alpha,11.25,6.97342491384895e-113
beta,0.15,6.97342491384895e-113
expPragFlip,true,6.97342491384895e-113
alpha,11.25,1.1912968672048343e-10
beta,0.1,1.1912968672048343e-10
expPragFlip,false,1.1912968672048343e-10
alpha,11.25,7.803373390004767e-117
beta,0.1,7.803373390004767e-117
expPragFlip,true,7.803373390004767e-117
alpha,11.25,3.675743655218269e-13
beta,0.05,3.675743655218269e-13
expPragFlip,false,3.675743655218269e-13
alpha,11.25,1.5778727385410127e-121
beta,0.05,1.5778727385410127e-121
expPragFlip,true,1.5778727385410127e-121
alpha,11.25,5.3082575330707535e-17
beta,0,5.3082575330707535e-17
expPragFlip,false,5.3082575330707535e-17
alpha,11.25,6.329925795555548e-128
beta,0,6.329925795555548e-128
expPragFlip,true,6.329925795555548e-128
alpha,11,4.119966203900371e-91
beta,1,4.119966203900371e-91
expPragFlip,false,4.119966203900371e-91
