parameter,value,MCMCprob
alpha,5.827277349308133,0.002400000000000014
beta,0.23317687585949898,0.002400000000000014
expVsPrag,0.6286386901047081,0.002400000000000014
alpha,5.827277349308133,0.00020000000000000126
beta,0.6559155597351491,0.00020000000000000126
expVsPrag,0.6286386901047081,0.00020000000000000126
alpha,5.827277349308133,0.0008000000000000052
beta,0.6559155597351491,0.0008000000000000052
expVsPrag,0.39671512809582055,0.0008000000000000052
alpha,5.827277349308133,0.00020000000000000126
beta,0.23903067433275282,0.00020000000000000126
expVsPrag,0.39671512809582055,0.00020000000000000126
alpha,5.827277349308133,0.00010000000000000063
beta,0.07156397053040564,0.00010000000000000063
expVsPrag,0.39671512809582055,0.00010000000000000063
alpha,5.827277349308133,0.00010000000000000063
beta,0.07156397053040564,0.00010000000000000063
expVsPrag,0.752873013028875,0.00010000000000000063
alpha,5.827277349308133,0.00010000000000000063
beta,0.08325231168419123,0.00010000000000000063
expVsPrag,0.752873013028875,0.00010000000000000063
alpha,5.827277349308133,0.001200000000000007
beta,0.08325231168419123,0.001200000000000007
expVsPrag,0.4968801219947636,0.001200000000000007
alpha,5.827277349308133,0.0008000000000000052
beta,0.8439027834683657,0.0008000000000000052
expVsPrag,0.4968801219947636,0.0008000000000000052
alpha,5.827277349308133,0.0005000000000000032
beta,0.5960186689626426,0.0005000000000000032
expVsPrag,0.4968801219947636,0.0005000000000000032
alpha,5.827277349308133,0.00010000000000000063
beta,0.6786115125287324,0.00010000000000000063
expVsPrag,0.4968801219947636,0.00010000000000000063
alpha,5.827277349308133,0.0005000000000000032
beta,0.5103553512599319,0.0005000000000000032
expVsPrag,0.4968801219947636,0.0005000000000000032
alpha,5.827277349308133,0.00040000000000000257
beta,0.5103553512599319,0.00040000000000000257
expVsPrag,0.8499860279262066,0.00040000000000000257
alpha,5.827277349308133,0.0003000000000000017
beta,0.5103553512599319,0.0003000000000000017
expVsPrag,0.8211203389801085,0.0003000000000000017
alpha,5.827277349308133,0.00010000000000000063
beta,0.1390537393745035,0.00010000000000000063
expVsPrag,0.8211203389801085,0.00010000000000000063
