parameter,value,MCMCprob
alpha,12.4,0.006397187121783616
beta,0,0.006397187121783616
expPragFlip,false,0.006397187121783616
alpha,12.4,2.0118238097010912e-144
beta,0,2.0118238097010912e-144
expPragFlip,true,2.0118238097010912e-144
alpha,12.3,0.0074869020962040666
beta,0,0.0074869020962040666
expPragFlip,false,0.0074869020962040666
alpha,12.3,9.343119113567187e-142
beta,0,9.343119113567187e-142
expPragFlip,true,9.343119113567187e-142
alpha,12.2,0.008572968902657614
beta,0,0.008572968902657614
expPragFlip,false,0.008572968902657614
alpha,12.2,4.3560608542902136e-139
beta,0,4.3560608542902136e-139
expPragFlip,true,4.3560608542902136e-139
alpha,12.1,0.009599202100269485
beta,0,0.009599202100269485
expPragFlip,false,0.009599202100269485
alpha,12.1,2.0382996955123543e-136
beta,0,2.0382996955123543e-136
expPragFlip,true,2.0382996955123543e-136
alpha,12,0.010504277206259773
beta,0,0.010504277206259773
expPragFlip,false,0.010504277206259773
alpha,12,9.569211893284041e-134
beta,0,9.569211893284041e-134
expPragFlip,true,9.569211893284041e-134
alpha,11.9,0.01122716489576999
beta,0,0.01122716489576999
expPragFlip,false,0.01122716489576999
alpha,11.9,4.505776436643966e-131
beta,0,4.505776436643966e-131
expPragFlip,true,4.505776436643966e-131
alpha,11.8,0.011713477269270928
beta,0,0.011713477269270928
expPragFlip,false,0.011713477269270928
alpha,11.8,2.127101868364657e-128
beta,0,2.127101868364657e-128
expPragFlip,true,2.127101868364657e-128
alpha,11.7,0.011921895165710836
beta,0,0.011921895165710836
expPragFlip,false,0.011921895165710836
alpha,11.7,1.0063745515354085e-125
beta,0,1.0063745515354085e-125
expPragFlip,true,1.0063745515354085e-125
alpha,11.6,0.011829684809582013
beta,0,0.011829684809582013
expPragFlip,false,0.011829684809582013
alpha,11.6,4.769775949640506e-123
beta,0,4.769775949640506e-123
expPragFlip,true,4.769775949640506e-123
alpha,11.5,0.011436331275061723
beta,0,0.011436331275061723
expPragFlip,false,0.011436331275061723
alpha,11.5,2.263618702131022e-120
beta,0,2.263618702131022e-120
expPragFlip,true,2.263618702131022e-120
alpha,11.4,0.010764542346926606
beta,0,0.010764542346926606
expPragFlip,false,0.010764542346926606
alpha,11.4,1.0751278293734186e-117
beta,0,1.0751278293734186e-117
expPragFlip,true,1.0751278293734186e-117
alpha,11.3,0.009858286431278734
beta,0,0.009858286431278734
expPragFlip,false,0.009858286431278734
alpha,11.3,5.107829641640225e-115
beta,0,5.107829641640225e-115
expPragFlip,true,5.107829641640225e-115
alpha,11.2,0.008778047317051776
beta,0,0.008778047317051776
expPragFlip,false,0.008778047317051776
alpha,11.2,2.425951515813778e-112
beta,0,2.425951515813778e-112
expPragFlip,true,2.425951515813778e-112
alpha,11.1,0.007593994136525778
beta,0,0.007593994136525778
expPragFlip,false,0.007593994136525778
alpha,11.1,1.1511388492626364e-109
beta,0,1.1511388492626364e-109
expPragFlip,true,1.1511388492626364e-109
alpha,11,0.006378154697612613
beta,0,0.006378154697612613
expPragFlip,false,0.006378154697612613
alpha,11,5.45359090369316e-107
beta,0,5.45359090369316e-107
expPragFlip,true,5.45359090369316e-107
alpha,10.9,0.005196847572660431
beta,0,0.005196847572660431
expPragFlip,false,0.005196847572660431
alpha,10.9,2.5777045830703574e-104
beta,0,2.5777045830703574e-104
expPragFlip,true,2.5777045830703574e-104
alpha,10.8,0.004104531024221578
beta,0,0.004104531024221578
expPragFlip,false,0.004104531024221578
alpha,10.8,1.2146219512869225e-101
beta,0,1.2146219512869225e-101
expPragFlip,true,1.2146219512869225e-101
alpha,10.7,0.003139892224208405
beta,0,0.003139892224208405
expPragFlip,false,0.003139892224208405
alpha,10.7,5.700870472682036e-99
beta,0,5.700870472682036e-99
expPragFlip,true,5.700870472682036e-99
alpha,10.6,0.0023245172302715817
beta,0,0.0023245172302715817
expPragFlip,false,0.0023245172302715817
alpha,10.6,2.662800455838825e-96
beta,0,2.662800455838825e-96
expPragFlip,true,2.662800455838825e-96
alpha,10.5,0.0016639745784737168
beta,0,0.0016639745784737168
expPragFlip,false,0.0016639745784737168
alpha,10.5,1.2365363529157866e-93
beta,0,1.2365363529157866e-93
expPragFlip,true,1.2365363529157866e-93
alpha,10.4,0.0011507343334020057
beta,0,0.0011507343334020057
expPragFlip,false,0.0011507343334020057
alpha,10.4,5.702753995785696e-91
beta,0,5.702753995785696e-91
expPragFlip,true,5.702753995785696e-91
alpha,10.3,0.0007681139513275564
beta,0,0.0007681139513275564
expPragFlip,false,0.0007681139513275564
alpha,10.3,2.6089915900937096e-88
beta,0,2.6089915900937096e-88
expPragFlip,true,2.6089915900937096e-88
alpha,10.2,0.0004944187549386768
beta,0,0.0004944187549386768
expPragFlip,false,0.0004944187549386768
alpha,10.2,1.182580098911686e-85
beta,0,1.182580098911686e-85
expPragFlip,true,1.182580098911686e-85
alpha,10.1,0.0003065969207485073
beta,0,0.0003065969207485073
expPragFlip,false,0.0003065969207485073
alpha,10.1,5.3036256955285005e-83
beta,0,5.3036256955285005e-83
expPragFlip,true,5.3036256955285005e-83
alpha,10,0.0001829856424436252
beta,0,0.0001829856424436252
expPragFlip,false,0.0001829856424436252
alpha,10,2.3499849521235364e-80
beta,0,2.3499849521235364e-80
expPragFlip,true,2.3499849521235364e-80
alpha,9.9,0.00010500328963086088
beta,0,0.00010500328963086088
expPragFlip,false,0.00010500328963086088
alpha,9.9,1.027115268703625e-77
beta,0,1.027115268703625e-77
expPragFlip,true,1.027115268703625e-77
alpha,9.8,0.00005787256780874137
beta,0,0.00005787256780874137
expPragFlip,false,0.00005787256780874137
alpha,9.8,4.4206765666317634e-75
beta,0,4.4206765666317634e-75
expPragFlip,true,4.4206765666317634e-75
alpha,9.7,0.0000306027422160213
beta,0,0.0000306027422160213
expPragFlip,false,0.0000306027422160213
alpha,9.7,1.8700945779210492e-72
beta,0,1.8700945779210492e-72
expPragFlip,true,1.8700945779210492e-72
alpha,9.6,0.00001550905793703493
beta,0,0.00001550905793703493
expPragFlip,false,0.00001550905793703493
alpha,9.6,7.760039525590396e-70
beta,0,7.760039525590396e-70
expPragFlip,true,7.760039525590396e-70
alpha,9.5,0.0000075240745127461975
beta,0,0.0000075240745127461975
expPragFlip,false,0.0000075240745127461975
alpha,9.5,3.151622400419796e-67
beta,0,3.151622400419796e-67
expPragFlip,true,3.151622400419796e-67
alpha,9.4,0.0000034902233694454974
beta,0,0.0000034902233694454974
expPragFlip,false,0.0000034902233694454974
alpha,9.4,1.2497865146027366e-64
beta,0,1.2497865146027366e-64
expPragFlip,true,1.2497865146027366e-64
alpha,9.3,0.0000015461790697588525
beta,0,0.0000015461790697588525
expPragFlip,false,0.0000015461790697588525
alpha,9.3,4.826586361626661e-62
beta,0,4.826586361626661e-62
expPragFlip,true,4.826586361626661e-62
alpha,9.2,6.533263208359312e-7
beta,0,6.533263208359312e-7
expPragFlip,false,6.533263208359312e-7
alpha,9.2,1.810170897069967e-59
beta,0,1.810170897069967e-59
expPragFlip,true,1.810170897069967e-59
alpha,9.1,2.629688580655601e-7
beta,0,2.629688580655601e-7
expPragFlip,false,2.629688580655601e-7
alpha,9.1,6.572636065943914e-57
beta,0,6.572636065943914e-57
expPragFlip,true,6.572636065943914e-57
alpha,9,1.0069412167380853e-7
beta,0,1.0069412167380853e-7
expPragFlip,false,1.0069412167380853e-7
alpha,9,2.3027582538668022e-54
beta,0,2.3027582538668022e-54
expPragFlip,true,2.3027582538668022e-54
alpha,8.9,3.662961360866767e-8
beta,0,3.662961360866767e-8
expPragFlip,false,3.662961360866767e-8
alpha,8.9,7.75651582908322e-52
beta,0,7.75651582908322e-52
expPragFlip,true,7.75651582908322e-52
alpha,8.8,1.2640719307163896e-8
beta,0,1.2640719307163896e-8
expPragFlip,false,1.2640719307163896e-8
alpha,8.8,2.501939128351512e-49
beta,0,2.501939128351512e-49
expPragFlip,true,2.501939128351512e-49
alpha,8.7,4.1322280842734546e-9
beta,0,4.1322280842734546e-9
expPragFlip,false,4.1322280842734546e-9
alpha,8.7,7.695021959619984e-47
beta,0,7.695021959619984e-47
expPragFlip,true,7.695021959619984e-47
alpha,8.6,1.2776431183888635e-9
beta,0,1.2776431183888635e-9
expPragFlip,false,1.2776431183888635e-9
alpha,8.6,2.246123079363145e-44
beta,0,2.246123079363145e-44
expPragFlip,true,2.246123079363145e-44
alpha,8.5,3.7304745053864035e-10
beta,0,3.7304745053864035e-10
expPragFlip,false,3.7304745053864035e-10
alpha,8.5,6.190666652605146e-42
beta,0,6.190666652605146e-42
expPragFlip,true,6.190666652605146e-42
alpha,8.4,1.0269274177515753e-10
beta,0,1.0269274177515753e-10
expPragFlip,false,1.0269274177515753e-10
alpha,8.4,1.6022053963452802e-39
beta,0,1.6022053963452802e-39
expPragFlip,true,1.6022053963452802e-39
alpha,8.3,2.6607407318875876e-11
beta,0,2.6607407318875876e-11
expPragFlip,false,2.6607407318875876e-11
alpha,8.3,3.87046924349074e-37
beta,0,3.87046924349074e-37
expPragFlip,true,3.87046924349074e-37
alpha,8.2,6.477255644840299e-12
beta,0,6.477255644840299e-12
expPragFlip,false,6.477255644840299e-12
alpha,8.2,8.67032512594667e-35
beta,0,8.67032512594667e-35
expPragFlip,true,8.67032512594667e-35
alpha,8.1,1.478817702343233e-12
beta,0,1.478817702343233e-12
expPragFlip,false,1.478817702343233e-12
alpha,8.1,1.788343180366448e-32
beta,0,1.788343180366448e-32
expPragFlip,true,1.788343180366448e-32
alpha,8,3.1604720039656434e-13
beta,0,3.1604720039656434e-13
expPragFlip,false,3.1604720039656434e-13
alpha,8,3.370263621985809e-30
beta,0,3.370263621985809e-30
expPragFlip,true,3.370263621985809e-30
alpha,7.9,6.310281385996723e-14
beta,0,6.310281385996723e-14
expPragFlip,false,6.310281385996723e-14
alpha,7.9,5.754986295497788e-28
beta,0,5.754986295497788e-28
expPragFlip,true,5.754986295497788e-28
alpha,7.8,1.1746697973166234e-14
beta,0,1.1746697973166234e-14
expPragFlip,false,1.1746697973166234e-14
alpha,7.8,8.823820509775837e-26
beta,0,8.823820509775837e-26
expPragFlip,true,8.823820509775837e-26
alpha,7.7,2.034355032846186e-15
beta,0,2.034355032846186e-15
expPragFlip,false,2.034355032846186e-15
alpha,7.7,1.2029228345767585e-23
beta,0,1.2029228345767585e-23
expPragFlip,true,1.2029228345767585e-23
alpha,7.6,3.270508904071261e-16
beta,0,3.270508904071261e-16
expPragFlip,false,3.270508904071261e-16
alpha,7.6,1.442690845175464e-21
beta,0,1.442690845175464e-21
expPragFlip,true,1.442690845175464e-21
alpha,7.5,4.869369948461735e-17
beta,0,4.869369948461735e-17
expPragFlip,false,4.869369948461735e-17
alpha,7.5,1.5047818744592956e-19
beta,0,1.5047818744592956e-19
expPragFlip,true,1.5047818744592956e-19
alpha,7.4,6.697992347663168e-18
beta,0,6.697992347663168e-18
expPragFlip,false,6.697992347663168e-18
alpha,7.4,1.3481826859112269e-17
beta,0,1.3481826859112269e-17
expPragFlip,true,1.3481826859112269e-17
alpha,7.3,8.490389494879099e-19
beta,0,8.490389494879099e-19
expPragFlip,false,8.490389494879099e-19
alpha,7.3,1.023725057803019e-15
beta,0,1.023725057803019e-15
expPragFlip,true,1.023725057803019e-15
alpha,7.2,9.891581281026945e-20
beta,0,9.891581281026945e-20
expPragFlip,false,9.891581281026945e-20
alpha,7.2,6.493970567975999e-14
beta,0,6.493970567975999e-14
expPragFlip,true,6.493970567975999e-14
alpha,7.1,1.0562006265570412e-20
beta,0,1.0562006265570412e-20
expPragFlip,false,1.0562006265570412e-20
alpha,7.1,3.388327086961144e-12
beta,0,3.388327086961144e-12
expPragFlip,true,3.388327086961144e-12
alpha,7,1.0306142298281863e-21
beta,0,1.0306142298281863e-21
expPragFlip,false,1.0306142298281863e-21
alpha,7,1.4300821110418336e-10
beta,0,1.4300821110418336e-10
expPragFlip,true,1.4300821110418336e-10
alpha,6.9,9.161686904131567e-23
beta,0,9.161686904131567e-23
expPragFlip,false,9.161686904131567e-23
alpha,6.9,4.795807685171592e-9
beta,0,4.795807685171592e-9
expPragFlip,true,4.795807685171592e-9
alpha,6.8,7.395606101568168e-24
beta,0,7.395606101568168e-24
expPragFlip,false,7.395606101568168e-24
alpha,6.8,1.2536030689946636e-7
beta,0,1.2536030689946636e-7
expPragFlip,true,1.2536030689946636e-7
alpha,6.7,5.402608882965187e-25
beta,0,5.402608882965187e-25
expPragFlip,false,5.402608882965187e-25
alpha,6.7,0.000002502381751562297
beta,0,0.000002502381751562297
expPragFlip,true,0.000002502381751562297
alpha,6.6,3.5587191311967495e-26
beta,0,3.5587191311967495e-26
expPragFlip,false,3.5587191311967495e-26
alpha,6.6,0.00003732029325487075
beta,0,0.00003732029325487075
expPragFlip,true,0.00003732029325487075
alpha,6.5,2.1056338831437494e-27
beta,0,2.1056338831437494e-27
expPragFlip,false,2.1056338831437494e-27
alpha,6.5,0.0004062793012465187
beta,0,0.0004062793012465187
expPragFlip,true,0.0004062793012465187
alpha,6.4,1.1145801413340633e-28
beta,0,1.1145801413340633e-28
expPragFlip,false,1.1145801413340633e-28
alpha,6.4,0.0031496059078673054
beta,0,0.0031496059078673054
expPragFlip,true,0.0031496059078673054
alpha,6.3,5.2554833407739976e-30
beta,0,5.2554833407739976e-30
expPragFlip,false,5.2554833407739976e-30
alpha,6.3,0.016938201567274904
beta,0,0.016938201567274904
expPragFlip,true,0.016938201567274904
alpha,6.2,2.197376912231484e-31
beta,0,2.197376912231484e-31
expPragFlip,false,2.197376912231484e-31
alpha,6.2,0.061467491131445284
beta,0,0.061467491131445284
expPragFlip,true,0.061467491131445284
alpha,6.1,8.107339326062828e-33
beta,0,8.107339326062828e-33
expPragFlip,false,8.107339326062828e-33
alpha,6.1,0.14619768622874504
beta,0,0.14619768622874504
expPragFlip,true,0.14619768622874504
alpha,6,2.6259592900158503e-34
beta,0,2.6259592900158503e-34
expPragFlip,false,2.6259592900158503e-34
alpha,6,0.2210416203828863
beta,0,0.2210416203828863
expPragFlip,true,0.2210416203828863
alpha,5.9,7.42570621186335e-36
beta,0,7.42570621186335e-36
expPragFlip,false,7.42570621186335e-36
alpha,5.9,0.2057588217069347
beta,0,0.2057588217069347
expPragFlip,true,0.2057588217069347
alpha,5.8,1.8225059630403283e-37
beta,0,1.8225059630403283e-37
expPragFlip,false,1.8225059630403283e-37
alpha,5.8,0.11405784050111442
beta,0,0.11405784050111442
expPragFlip,true,0.11405784050111442
alpha,5.7,3.8578497895680394e-39
beta,0,3.8578497895680394e-39
expPragFlip,false,3.8578497895680394e-39
alpha,5.7,0.03637176201688229
beta,0,0.03637176201688229
expPragFlip,true,0.03637176201688229
alpha,5.6,6.995797422926399e-41
beta,0,6.995797422926399e-41
expPragFlip,false,6.995797422926399e-41
alpha,5.6,0.006438389440787648
beta,0,0.006438389440787648
expPragFlip,true,0.006438389440787648
alpha,5.5,1.0789582167581726e-42
beta,0,1.0789582167581726e-42
expPragFlip,false,1.0789582167581726e-42
alpha,5.5,0.0006098761819728852
beta,0,0.0006098761819728852
expPragFlip,true,0.0006098761819728852
alpha,5.4,1.4043602280543324e-44
beta,0,1.4043602280543324e-44
expPragFlip,false,1.4043602280543324e-44
alpha,5.4,0.00002977778538713153
beta,0,0.00002977778538713153
expPragFlip,true,0.00002977778538713153
alpha,5.3,1.5298228095687987e-46
beta,0,1.5298228095687987e-46
expPragFlip,false,1.5298228095687987e-46
alpha,5.3,7.21467790443982e-7
beta,0,7.21467790443982e-7
expPragFlip,true,7.21467790443982e-7
alpha,5.2,1.382307561349952e-48
beta,0,1.382307561349952e-48
expPragFlip,false,1.382307561349952e-48
alpha,5.2,8.347716973748433e-9
beta,0,8.347716973748433e-9
expPragFlip,true,8.347716973748433e-9
alpha,5.1,1.0260980887889172e-50
beta,0,1.0260980887889172e-50
expPragFlip,false,1.0260980887889172e-50
alpha,5.1,4.439057750128173e-11
beta,0,4.439057750128173e-11
expPragFlip,true,4.439057750128173e-11
alpha,5,6.192944182245626e-53
beta,0,6.192944182245626e-53
expPragFlip,false,6.192944182245626e-53
alpha,5,1.0444122009230636e-13
beta,0,1.0444122009230636e-13
expPragFlip,true,1.0444122009230636e-13
alpha,4.9,3.0053288168313402e-55
beta,0,3.0053288168313402e-55
expPragFlip,false,3.0053288168313402e-55
alpha,4.9,1.0473692517545743e-16
beta,0,1.0473692517545743e-16
expPragFlip,true,1.0473692517545743e-16
alpha,4.8,1.1586955734783121e-57
beta,0,1.1586955734783121e-57
expPragFlip,false,1.1586955734783121e-57
alpha,4.8,4.317643767542965e-20
beta,0,4.317643767542965e-20
expPragFlip,true,4.317643767542965e-20
alpha,4.7,3.5037486027915444e-60
beta,0,3.5037486027915444e-60
expPragFlip,false,3.5037486027915444e-60
alpha,4.7,7.067527935165742e-24
beta,0,7.067527935165742e-24
expPragFlip,true,7.067527935165742e-24
alpha,4.6,8.19537214809866e-63
beta,0,8.19537214809866e-63
expPragFlip,false,8.19537214809866e-63
alpha,4.6,4.446477191000173e-28
beta,0,4.446477191000173e-28
expPragFlip,true,4.446477191000173e-28
alpha,4.5,1.4608989701164067e-65
beta,0,1.4608989701164067e-65
expPragFlip,false,1.4608989701164067e-65
alpha,4.5,1.043477573232738e-32
beta,0,1.043477573232738e-32
expPragFlip,true,1.043477573232738e-32
alpha,4.4,1.9532881259625024e-68
beta,0,1.9532881259625024e-68
expPragFlip,false,1.9532881259625024e-68
alpha,4.4,8.893153514305796e-38
beta,0,8.893153514305796e-38
expPragFlip,true,8.893153514305796e-38
alpha,4.3,1.9257598954158867e-71
beta,0,1.9257598954158867e-71
expPragFlip,false,1.9257598954158867e-71
alpha,4.3,2.6903192138024e-43
beta,0,2.6903192138024e-43
expPragFlip,true,2.6903192138024e-43
alpha,4.2,1.3747541843612371e-74
beta,0,1.3747541843612371e-74
expPragFlip,false,1.3747541843612371e-74
alpha,4.2,2.8365981461289847e-49
beta,0,2.8365981461289847e-49
expPragFlip,true,2.8365981461289847e-49
alpha,4.1,6.969925422541051e-78
beta,0,6.969925422541051e-78
expPragFlip,false,6.969925422541051e-78
alpha,4.1,1.0291218401351266e-55
beta,0,1.0291218401351266e-55
expPragFlip,true,1.0291218401351266e-55
alpha,4,2.4586889537761055e-81
beta,0,2.4586889537761055e-81
expPragFlip,false,2.4586889537761055e-81
alpha,4,1.2764489314229079e-62
beta,0,1.2764489314229079e-62
expPragFlip,true,1.2764489314229079e-62
