parameter,value,MCMCprob
alpha,15.712217260152102,0.0010000000000000002
beta,0.8406167689245194,0.0010000000000000002
expVsPrag,0.899222759064287,0.0010000000000000002
alpha,10.167969106696546,0.0020000000000000005
beta,0.8406167689245194,0.0020000000000000005
expVsPrag,0.899222759064287,0.0020000000000000005
alpha,10.167969106696546,0.0020000000000000005
beta,0.8406167689245194,0.0020000000000000005
expVsPrag,0.10483270115219057,0.0020000000000000005
alpha,10.167969106696546,0.0020000000000000005
beta,0.5610007427167147,0.0020000000000000005
expVsPrag,0.10483270115219057,0.0020000000000000005
alpha,10.167969106696546,0.003000000000000002
beta,0.5610007427167147,0.003000000000000002
expVsPrag,0.8718214547261596,0.003000000000000002
alpha,10.167969106696546,0.004000000000000002
beta,0.2058594881091267,0.004000000000000002
expVsPrag,0.8718214547261596,0.004000000000000002
alpha,9.38580060377717,0.009000000000000008
beta,0.2058594881091267,0.009000000000000008
expVsPrag,0.8718214547261596,0.009000000000000008
alpha,7.213397044688463,0.010000000000000004
beta,0.2058594881091267,0.010000000000000004
expVsPrag,0.8718214547261596,0.010000000000000004
alpha,7.213397044688463,0.0020000000000000005
beta,0.2058594881091267,0.0020000000000000005
expVsPrag,0.7495884436648339,0.0020000000000000005
alpha,7.213397044688463,0.004000000000000002
beta,0.2058594881091267,0.004000000000000002
expVsPrag,0.38605123735032976,0.004000000000000002
alpha,7.213397044688463,0.009000000000000008
beta,0.2058594881091267,0.009000000000000008
expVsPrag,0.3127734262961894,0.009000000000000008
alpha,7.213397044688463,0.012999999999999998
beta,0.2058594881091267,0.012999999999999998
expVsPrag,0.5887475763447583,0.012999999999999998
alpha,7.213397044688463,0.005999999999999998
beta,0.1950197124388069,0.005999999999999998
expVsPrag,0.5887475763447583,0.005999999999999998
alpha,7.213397044688463,0.0010000000000000002
beta,0.1950197124388069,0.0010000000000000002
expVsPrag,0.35761963366530836,0.0010000000000000002
alpha,7.213397044688463,0.005000000000000002
beta,0.1950197124388069,0.005000000000000002
expVsPrag,0.45367861771956086,0.005000000000000002
alpha,7.213397044688463,0.003000000000000002
beta,0.3089418923482299,0.003000000000000002
expVsPrag,0.45367861771956086,0.003000000000000002
alpha,7.213397044688463,0.007000000000000003
beta,0.3089418923482299,0.007000000000000003
expVsPrag,0.5469872057437897,0.007000000000000003
alpha,7.213397044688463,0.025
beta,0.3089418923482299,0.025
expVsPrag,0.6018566850107163,0.025
alpha,7.213397044688463,0.010000000000000004
beta,0.3089418923482299,0.010000000000000004
expVsPrag,0.14332784479483962,0.010000000000000004
alpha,5.745740244165063,0.0020000000000000005
beta,0.3089418923482299,0.0020000000000000005
expVsPrag,0.14332784479483962,0.0020000000000000005
alpha,5.745740244165063,0.012999999999999998
beta,0.3089418923482299,0.012999999999999998
expVsPrag,0.5088361722882837,0.012999999999999998
alpha,5.745740244165063,0.0020000000000000005
beta,0.3089418923482299,0.0020000000000000005
expVsPrag,0.6641740556806326,0.0020000000000000005
alpha,5.745740244165063,0.003000000000000002
beta,0.3089418923482299,0.003000000000000002
expVsPrag,0.6506699731107801,0.003000000000000002
alpha,5.745740244165063,0.0010000000000000002
beta,0.4137268913909793,0.0010000000000000002
expVsPrag,0.6506699731107801,0.0010000000000000002
alpha,5.745740244165063,0.0010000000000000002
beta,0.4137268913909793,0.0010000000000000002
expVsPrag,0.9240585865918547,0.0010000000000000002
alpha,6.78571009542793,0.011000000000000005
beta,0.4137268913909793,0.011000000000000005
expVsPrag,0.9240585865918547,0.011000000000000005
alpha,5.882179932668805,0.003000000000000002
beta,0.4137268913909793,0.003000000000000002
expVsPrag,0.9240585865918547,0.003000000000000002
alpha,5.882179932668805,0.010000000000000004
beta,0.4137268913909793,0.010000000000000004
expVsPrag,0.7425152214709669,0.010000000000000004
alpha,5.882179932668805,0.003000000000000002
beta,0.4137268913909793,0.003000000000000002
expVsPrag,0.5298503949306905,0.003000000000000002
alpha,5.882179932668805,0.019
beta,0.2821236888412386,0.019
expVsPrag,0.5298503949306905,0.019
alpha,5.882179932668805,0.005999999999999998
beta,0.2821236888412386,0.005999999999999998
expVsPrag,0.5537970920559019,0.005999999999999998
alpha,5.882179932668805,0.003000000000000002
beta,0.2821236888412386,0.003000000000000002
expVsPrag,0.4962087308522314,0.003000000000000002
alpha,5.882179932668805,0.009000000000000008
beta,0.2821236888412386,0.009000000000000008
expVsPrag,0.8630582052282989,0.009000000000000008
alpha,5.882179932668805,0.005999999999999998
beta,0.2821236888412386,0.005999999999999998
expVsPrag,0.39151434949599206,0.005999999999999998
alpha,5.882179932668805,0.008000000000000004
beta,0.2821236888412386,0.008000000000000004
expVsPrag,0.8881749410647899,0.008000000000000004
alpha,7.059301715344191,0.0010000000000000002
beta,0.2821236888412386,0.0010000000000000002
expVsPrag,0.8881749410647899,0.0010000000000000002
alpha,7.059301715344191,0.011000000000000005
beta,0.2821236888412386,0.011000000000000005
expVsPrag,0.4271156182512641,0.011000000000000005
alpha,7.059301715344191,0.004000000000000002
beta,0.2963919925969094,0.004000000000000002
expVsPrag,0.4271156182512641,0.004000000000000002
alpha,7.059301715344191,0.005000000000000002
beta,0.2963919925969094,0.005000000000000002
expVsPrag,0.46201934828422964,0.005000000000000002
alpha,7.059301715344191,0.009000000000000008
beta,0.2963919925969094,0.009000000000000008
expVsPrag,0.9441939792595804,0.009000000000000008
alpha,7.059301715344191,0.0020000000000000005
beta,0.2963919925969094,0.0020000000000000005
expVsPrag,0.24533551558852196,0.0020000000000000005
alpha,7.059301715344191,0.0010000000000000002
beta,0.2963919925969094,0.0010000000000000002
expVsPrag,0.5121860692743212,0.0010000000000000002
alpha,7.059301715344191,0.007000000000000003
beta,0.2963919925969094,0.007000000000000003
expVsPrag,0.8526232242584229,0.007000000000000003
alpha,7.059301715344191,0.004000000000000002
beta,0.2963919925969094,0.004000000000000002
expVsPrag,0.48805711697787046,0.004000000000000002
alpha,7.059301715344191,0.012999999999999998
beta,0.2963919925969094,0.012999999999999998
expVsPrag,0.7719992978964001,0.012999999999999998
alpha,7.059301715344191,0.0010000000000000002
beta,0.2963919925969094,0.0010000000000000002
expVsPrag,0.9133528503589332,0.0010000000000000002
alpha,7.059301715344191,0.003000000000000002
beta,0.2963919925969094,0.003000000000000002
expVsPrag,0.8878418947570026,0.003000000000000002
alpha,7.059301715344191,0.0020000000000000005
beta,0.2963919925969094,0.0020000000000000005
expVsPrag,0.5199143812060356,0.0020000000000000005
alpha,7.059301715344191,0.005999999999999998
beta,0.2963919925969094,0.005999999999999998
expVsPrag,0.584312939317897,0.005999999999999998
alpha,7.059301715344191,0.0010000000000000002
beta,0.2963919925969094,0.0010000000000000002
expVsPrag,0.8868667904753238,0.0010000000000000002
alpha,7.059301715344191,0.0020000000000000005
beta,0.2963919925969094,0.0020000000000000005
expVsPrag,0.36775253084488213,0.0020000000000000005
alpha,7.059301715344191,0.0010000000000000002
beta,0.2963919925969094,0.0010000000000000002
expVsPrag,0.14758511958643794,0.0010000000000000002
alpha,7.059301715344191,0.007000000000000003
beta,0.2963919925969094,0.007000000000000003
expVsPrag,0.4107184822205454,0.007000000000000003
alpha,7.059301715344191,0.0020000000000000005
beta,0.2963919925969094,0.0020000000000000005
expVsPrag,0.6679996349848807,0.0020000000000000005
alpha,7.059301715344191,0.004000000000000002
beta,0.2963919925969094,0.004000000000000002
expVsPrag,0.741502825403586,0.004000000000000002
alpha,7.059301715344191,0.005999999999999998
beta,0.2963919925969094,0.005999999999999998
expVsPrag,0.48522292473353446,0.005999999999999998
alpha,7.059301715344191,0.004000000000000002
beta,0.2963919925969094,0.004000000000000002
expVsPrag,0.8074110990855843,0.004000000000000002
alpha,7.059301715344191,0.005999999999999998
beta,0.2963919925969094,0.005999999999999998
expVsPrag,0.9673081950750202,0.005999999999999998
alpha,7.059301715344191,0.003000000000000002
beta,0.2963919925969094,0.003000000000000002
expVsPrag,0.7990722861140966,0.003000000000000002
alpha,7.059301715344191,0.0020000000000000005
beta,0.2963919925969094,0.0020000000000000005
expVsPrag,0.8583570383489132,0.0020000000000000005
alpha,7.059301715344191,0.0020000000000000005
beta,0.2963919925969094,0.0020000000000000005
expVsPrag,0.9847473811823875,0.0020000000000000005
alpha,7.059301715344191,0.012999999999999998
beta,0.2963919925969094,0.012999999999999998
expVsPrag,0.4555894364602864,0.012999999999999998
alpha,7.059301715344191,0.01600000000000001
beta,0.2963919925969094,0.01600000000000001
expVsPrag,0.7433098037727177,0.01600000000000001
alpha,7.059301715344191,0.003000000000000002
beta,0.2963919925969094,0.003000000000000002
expVsPrag,0.410337149631232,0.003000000000000002
alpha,7.059301715344191,0.003000000000000002
beta,0.2963919925969094,0.003000000000000002
expVsPrag,0.3610011388082057,0.003000000000000002
alpha,7.059301715344191,0.003000000000000002
beta,0.2963919925969094,0.003000000000000002
expVsPrag,0.6538188434205949,0.003000000000000002
alpha,7.059301715344191,0.008000000000000004
beta,0.2963919925969094,0.008000000000000004
expVsPrag,0.9506113023962826,0.008000000000000004
alpha,7.059301715344191,0.008000000000000004
beta,0.2963919925969094,0.008000000000000004
expVsPrag,0.519344512373209,0.008000000000000004
alpha,6.97295090649277,0.004000000000000002
beta,0.2963919925969094,0.004000000000000002
expVsPrag,0.519344512373209,0.004000000000000002
alpha,6.97295090649277,0.004000000000000002
beta,0.2963919925969094,0.004000000000000002
expVsPrag,0.0897287460975349,0.004000000000000002
alpha,6.97295090649277,0.0010000000000000002
beta,0.2963919925969094,0.0010000000000000002
expVsPrag,0.09818613808602095,0.0010000000000000002
alpha,6.97295090649277,0.004000000000000002
beta,0.2963919925969094,0.004000000000000002
expVsPrag,0.672810454852879,0.004000000000000002
alpha,6.97295090649277,0.005999999999999998
beta,0.2963919925969094,0.005999999999999998
expVsPrag,0.7240430940873921,0.005999999999999998
alpha,6.97295090649277,0.003000000000000002
beta,0.2963919925969094,0.003000000000000002
expVsPrag,0.4703826231416315,0.003000000000000002
alpha,6.97295090649277,0.005999999999999998
beta,0.2963919925969094,0.005999999999999998
expVsPrag,0.3104929067194462,0.005999999999999998
alpha,6.163074369542301,0.007000000000000003
beta,0.2963919925969094,0.007000000000000003
expVsPrag,0.3104929067194462,0.007000000000000003
alpha,6.163074369542301,0.008000000000000004
beta,0.2963919925969094,0.008000000000000004
expVsPrag,0.1830821407493204,0.008000000000000004
alpha,6.163074369542301,0.01500000000000001
beta,0.3285257045645267,0.01500000000000001
expVsPrag,0.1830821407493204,0.01500000000000001
alpha,6.163074369542301,0.009000000000000008
beta,0.3285257045645267,0.009000000000000008
expVsPrag,0.6262479696888477,0.009000000000000008
alpha,6.163074369542301,0.009000000000000008
beta,0.3285257045645267,0.009000000000000008
expVsPrag,0.9909394702408463,0.009000000000000008
alpha,6.163074369542301,0.0010000000000000002
beta,0.3285257045645267,0.0010000000000000002
expVsPrag,0.6586802499368787,0.0010000000000000002
alpha,6.163074369542301,0.0010000000000000002
beta,0.3285257045645267,0.0010000000000000002
expVsPrag,0.625428925268352,0.0010000000000000002
alpha,6.163074369542301,0.009000000000000008
beta,0.3285257045645267,0.009000000000000008
expVsPrag,0.4088644618168473,0.009000000000000008
alpha,6.163074369542301,0.003000000000000002
beta,0.3285257045645267,0.003000000000000002
expVsPrag,0.24830154585652053,0.003000000000000002
alpha,6.163074369542301,0.004000000000000002
beta,0.3580655378755182,0.004000000000000002
expVsPrag,0.24830154585652053,0.004000000000000002
alpha,6.163074369542301,0.005000000000000002
beta,0.3580655378755182,0.005000000000000002
expVsPrag,0.3332022512331605,0.005000000000000002
alpha,6.163074369542301,0.0010000000000000002
beta,0.3580655378755182,0.0010000000000000002
expVsPrag,0.5926012322306633,0.0010000000000000002
alpha,6.163074369542301,0.005999999999999998
beta,0.3580655378755182,0.005999999999999998
expVsPrag,0.997172215487808,0.005999999999999998
alpha,6.163074369542301,0.003000000000000002
beta,0.3580655378755182,0.003000000000000002
expVsPrag,0.982249109307304,0.003000000000000002
alpha,6.163074369542301,0.005000000000000002
beta,0.3580655378755182,0.005000000000000002
expVsPrag,0.938133088639006,0.005000000000000002
alpha,6.518764826469123,0.008000000000000004
beta,0.3580655378755182,0.008000000000000004
expVsPrag,0.938133088639006,0.008000000000000004
alpha,6.518764826469123,0.009000000000000008
beta,0.3580655378755182,0.009000000000000008
expVsPrag,0.5036885580047965,0.009000000000000008
alpha,6.518764826469123,0.0020000000000000005
beta,0.3580655378755182,0.0020000000000000005
expVsPrag,0.32761887554079294,0.0020000000000000005
alpha,6.518764826469123,0.0010000000000000002
beta,0.3580655378755182,0.0010000000000000002
expVsPrag,0.1423166962340474,0.0010000000000000002
alpha,6.518764826469123,0.01600000000000001
beta,0.3852198135573417,0.01600000000000001
expVsPrag,0.1423166962340474,0.01600000000000001
alpha,6.518764826469123,0.004000000000000002
beta,0.3852198135573417,0.004000000000000002
expVsPrag,0.31140756350941956,0.004000000000000002
alpha,6.518764826469123,0.0010000000000000002
beta,0.3852198135573417,0.0010000000000000002
expVsPrag,0.6458725668489933,0.0010000000000000002
alpha,6.518764826469123,0.0020000000000000005
beta,0.3852198135573417,0.0020000000000000005
expVsPrag,0.4442428813781589,0.0020000000000000005
alpha,6.518764826469123,0.005000000000000002
beta,0.3852198135573417,0.005000000000000002
expVsPrag,0.7794908892828971,0.005000000000000002
alpha,6.518764826469123,0.005000000000000002
beta,0.3852198135573417,0.005000000000000002
expVsPrag,0.313469521002844,0.005000000000000002
alpha,6.518764826469123,0.007000000000000003
beta,0.3852198135573417,0.007000000000000003
expVsPrag,0.3425016370601952,0.007000000000000003
alpha,6.518764826469123,0.012999999999999998
beta,0.3852198135573417,0.012999999999999998
expVsPrag,0.7026517076883465,0.012999999999999998
alpha,6.518764826469123,0.01500000000000001
beta,0.3186085349880159,0.01500000000000001
expVsPrag,0.7026517076883465,0.01500000000000001
alpha,6.518764826469123,0.0010000000000000002
beta,0.3186085349880159,0.0010000000000000002
expVsPrag,0.5504199678543955,0.0010000000000000002
alpha,6.518764826469123,0.003000000000000002
beta,0.3186085349880159,0.003000000000000002
expVsPrag,0.19894592300988734,0.003000000000000002
alpha,6.518764826469123,0.008000000000000004
beta,0.3186085349880159,0.008000000000000004
expVsPrag,0.5452335635200143,0.008000000000000004
alpha,6.518764826469123,0.010000000000000004
beta,0.3186085349880159,0.010000000000000004
expVsPrag,0.6817968585528433,0.010000000000000004
alpha,6.518764826469123,0.0020000000000000005
beta,0.3186085349880159,0.0020000000000000005
expVsPrag,0.8158347457647324,0.0020000000000000005
alpha,6.2941157864406705,0.019
beta,0.3186085349880159,0.019
expVsPrag,0.8158347457647324,0.019
alpha,6.2941157864406705,0.008000000000000004
beta,0.3186085349880159,0.008000000000000004
expVsPrag,0.7650909291114658,0.008000000000000004
alpha,6.2941157864406705,0.0020000000000000005
beta,0.3186085349880159,0.0020000000000000005
expVsPrag,0.6933808808680624,0.0020000000000000005
alpha,6.2941157864406705,0.005999999999999998
beta,0.3186085349880159,0.005999999999999998
expVsPrag,0.6302971097175032,0.005999999999999998
alpha,6.2941157864406705,0.0020000000000000005
beta,0.3186085349880159,0.0020000000000000005
expVsPrag,0.52584207826294,0.0020000000000000005
alpha,6.2941157864406705,0.009000000000000008
beta,0.3186085349880159,0.009000000000000008
expVsPrag,0.7319150387775153,0.009000000000000008
alpha,6.2941157864406705,0.01500000000000001
beta,0.3186085349880159,0.01500000000000001
expVsPrag,0.9073769871611148,0.01500000000000001
alpha,6.2941157864406705,0.0010000000000000002
beta,0.3186085349880159,0.0010000000000000002
expVsPrag,0.5115298500750214,0.0010000000000000002
alpha,6.2941157864406705,0.0010000000000000002
beta,0.3033617890905589,0.0010000000000000002
expVsPrag,0.5115298500750214,0.0010000000000000002
alpha,6.2941157864406705,0.005999999999999998
beta,0.3033617890905589,0.005999999999999998
expVsPrag,0.8291508613619953,0.005999999999999998
alpha,6.2941157864406705,0.003000000000000002
beta,0.3033617890905589,0.003000000000000002
expVsPrag,0.8982854092027992,0.003000000000000002
alpha,6.370075419545174,0.003000000000000002
beta,0.3033617890905589,0.003000000000000002
expVsPrag,0.8982854092027992,0.003000000000000002
alpha,6.460954644717276,0.010000000000000004
beta,0.3033617890905589,0.010000000000000004
expVsPrag,0.8982854092027992,0.010000000000000004
alpha,6.460954644717276,0.008000000000000004
beta,0.3033617890905589,0.008000000000000004
expVsPrag,0.7027366494294256,0.008000000000000004
alpha,6.460954644717276,0.0020000000000000005
beta,0.3033617890905589,0.0020000000000000005
expVsPrag,0.4528813741635531,0.0020000000000000005
alpha,6.460954644717276,0.0010000000000000002
beta,0.3033617890905589,0.0010000000000000002
