alpha,beta,modelType,logLikelihood,posteriorProb
3.1,0.9,A1_emp,-777.6126236108553,-185.46193205006603
3.1,0.8,A1_emp,-774.3533816291401,-182.2026900683509
3.1,0.7,A1_emp,-774.808883409745,-182.65819184895577
3.1,0.6,A1_emp,-778.2818262614963,-186.13113470070724
3.1,0.5,A1_emp,-784.4366907735044,-192.28599921271532
3.1,0.4,A1_emp,-793.1226455482894,-200.97195398750026
3.1,0.3,A1_emp,-804.3134236902847,-212.16273212949545
3.1,0.2,A1_emp,-818.0871540813469,-225.9364625205576
3.1,0.1,A1_emp,-834.6277860521407,-242.47709449135144
3.1,0,A1_emp,-854.2453405465124,-262.0946489857231
3,1,A1_emp,-788.0202173017324,-195.86952574094312
3,0.9,A1_emp,-779.9236288904542,-187.77293732966498
3,0.8,A1_emp,-777.0617856115665,-184.9110940507774
3,0.7,A1_emp,-777.7607477043059,-185.61005614351666
3,0.6,A1_emp,-781.3798206900556,-189.2291291292663
3,0.5,A1_emp,-787.6080499799342,-195.45735841914507
3,0.4,A1_emp,-796.3065911272088,-204.15589956641952
3,0.3,A1_emp,-807.4542449624066,-215.30355340161736
3,0.2,A1_emp,-821.1292402524384,-228.9785486916492
3,0.1,A1_emp,-837.5109618376051,-245.36027027681598
3,0,A1_emp,-856.8992163162945,-264.74852475550534
2.9,1,A1_emp,-789.9507757240657,-197.80008416327655
2.9,0.9,A1_emp,-782.6409334327876,-190.49024187199848
2.9,0.8,A1_emp,-780.1969807385574,-188.04628917776813
2.9,0.7,A1_emp,-781.1543656767612,-189.003674115972
2.9,0.6,A1_emp,-784.9292290805557,-192.77853751976662
2.9,0.5,A1_emp,-791.2358082339855,-199.08511667319635
2.9,0.4,A1_emp,-799.9476808072415,-207.7969892464523
2.9,0.3,A1_emp,-811.0489449059934,-218.89825334520424
2.9,0.2,A1_emp,-824.6179799083368,-232.46728834754754
2.9,0.1,A1_emp,-840.8295043022845,-248.67881274149522
2.9,0,A1_emp,-859.9728984923231,-267.82220693153386
2.8,1,A1_emp,-792.3236515467809,-200.17295998599164
2.8,0.9,A1_emp,-785.808323030972,-193.65763147018288
2.8,0.8,A1_emp,-783.8013361780693,-191.65064461728002
2.8,0.7,A1_emp,-785.0314002251146,-192.88070866432534
2.8,0.6,A1_emp,-788.9711952164982,-196.820503655709
2.8,0.5,A1_emp,-795.3605671909137,-203.20987563012457
2.8,0.4,A1_emp,-804.0858430254139,-211.9351514646246
2.8,0.3,A1_emp,-815.1365758196729,-222.98588425888374
2.8,0.2,A1_emp,-828.591281778866,-236.44059021807675
2.8,0.1,A1_emp,-844.619832262174,-252.46914070138476
2.8,0,A1_emp,-863.5008433156274,-271.3501517548382
2.7,1,A1_emp,-795.1886879091544,-203.03799634836514
2.7,0.9,A1_emp,-789.4728457921076,-197.32215423131836
2.7,0.8,A1_emp,-787.9199972450273,-195.76930568423813
2.7,0.7,A1_emp,-789.4359147142239,-197.2852231534348
2.7,0.6,A1_emp,-793.5489731627314,-201.39828160194224
2.7,0.5,A1_emp,-800.0248054818838,-207.87411392109473
2.7,0.4,A1_emp,-808.7626883505196,-216.61199678973048
2.7,0.3,A1_emp,-819.7577055350257,-227.60701397423645
2.7,0.2,A1_emp,-833.0884290338951,-240.93773747310593
2.7,0.1,A1_emp,-848.9196306554535,-256.76893909466435
2.7,0,A1_emp,-867.5187251320048,-275.3680335712156
2.6,1,A1_emp,-798.5993153043775,-206.44862374358834
2.6,0.9,A1_emp,-793.6846778420972,-201.53398628130802
2.6,0.8,A1_emp,-792.6007204028294,-200.45002884204018
2.6,0.7,A1_emp,-794.4141646118904,-202.26347305110133
2.6,0.6,A1_emp,-798.7076784685082,-206.556986907719
2.6,0.5,A1_emp,-805.272596549815,-213.1219049890258
2.6,0.4,A1_emp,-814.0212022553696,-221.8705106945804
2.6,0.3,A1_emp,-824.9540940976713,-232.80340253688203
2.6,0.2,A1_emp,-838.1497496144715,-245.99905805368238
2.6,0.1,A1_emp,-853.7675249929097,-261.6168334321206
2.6,0,A1_emp,-872.0631240681407,-279.91243250735147
2.5,1,A1_emp,-802.6123103531224,-210.46161879233318
2.5,0.9,A1_emp,-798.4968815961776,-206.34619003538845
2.5,0.8,A1_emp,-797.8936101047681,-205.74291854397893
2.5,0.7,A1_emp,-800.0142954445487,-207.86360388375942
2.5,0.6,A1_emp,-804.4939472728266,-212.34325571203752
2.5,0.5,A1_emp,-811.1492348381018,-218.9985432773126
2.5,0.4,A1_emp,-819.9053465741539,-227.75465501336475
2.5,0.3,A1_emp,-830.768279924823,-238.61758836403374
2.5,0.2,A1_emp,-843.8161976131745,-251.66550605238535
2.5,0.1,A1_emp,-859.2026694116228,-267.05197785083357
2.5,0,A1_emp,-877.1711314448823,-285.0204398840931
2.4,1,A1_emp,-807.2874202999014,-215.1367287391122
2.4,0.9,A1_emp,-803.9650398693244,-211.8143483085353
2.4,0.8,A1_emp,-803.8507425238269,-211.7000509630377
2.4,0.7,A1_emp,-806.2859343776212,-214.13524281683203
2.4,0.6,A1_emp,-810.9554924928659,-218.80480093207666
2.4,0.5,A1_emp,-817.7007609630599,-225.5500694022708
2.4,0.4,A1_emp,-826.4595614027634,-234.30886984197423
2.4,0.3,A1_emp,-837.2430681055231,-245.09237654473395
2.4,0.2,A1_emp,-850.128839142251,-257.9781475814618
2.4,0.1,A1_emp,-865.2642424665667,-273.11355090577746
2.4,0,A1_emp,-882.87986761515,-290.7291760543608
2.3,1,A1_emp,-812.6868377891286,-220.53614622833948
2.3,0.9,A1_emp,-810.1467509001275,-217.99605933933822
2.3,0.8,A1_emp,-810.5256627251096,-218.3749711643204
2.3,0.7,A1_emp,-813.2796643033696,-221.12897274258034
2.3,0.6,A1_emp,-818.1405481155051,-225.98985655471597
2.3,0.5,A1_emp,-824.9733786457563,-232.82268708496713
2.3,0.4,A1_emp,-833.7281616306504,-241.5774700698612
2.3,0.3,A1_emp,-844.4209161774234,-252.2702246166341
2.3,0.2,A1_emp,-857.1282389634376,-264.9775474026485
2.3,0.1,A1_emp,-871.9908476964233,-279.8401561356341
2.3,0,A1_emp,-889.225909729422,-297.0752181686328
2.2,1,A1_emp,-818.8745141492407,-226.72382258845144
2.2,0.9,A1_emp,-817.1009726361324,-224.95028107534313
2.2,0.8,A1_emp,-817.9727447108581,-225.822053150069
2.2,0.7,A1_emp,-821.0463721350009,-228.8956805742116
2.2,0.6,A1_emp,-826.0971956118337,-233.9465040510445
2.2,0.5,A1_emp,-833.0127594506995,-240.86206788991035
2.2,0.4,A1_emp,-841.7546258392946,-249.60393427850545
2.2,0.3,A1_emp,-852.3432164910075,-260.19252493021827
2.2,0.2,A1_emp,-864.853748082186,-272.7030565213968
2.2,0.1,A1_emp,-879.4198199597229,-287.2691283989336
2.2,0,A1_emp,-896.2446307512914,-304.09393919050217
2.1,1,A1_emp,-825.9153047614158,-233.76461320062663
2.1,0.9,A1_emp,-824.88720955555,-232.7365179947608
2.1,0.8,A1_emp,-826.2464082117925,-234.09571665100339
2.1,0.7,A1_emp,-829.6364672408166,-237.4857756800275
2.1,0.6,A1_emp,-834.8725708026356,-242.7218792418464
2.1,0.5,A1_emp,-841.8632358915663,-249.71254433077706
2.1,0.4,A1_emp,-850.5807800494839,-258.43008848869476
2.1,0.3,A1_emp,-861.0494792189214,-268.8987876581323
2.1,0.2,A1_emp,-873.3426975711552,-281.19200601036596
2.1,0.1,A1_emp,-887.5864435795565,-295.4357520187673
2.1,0,A1_emp,-903.9694558850838,-311.81876432429453
2,1,A1_emp,-833.8739471509582,-241.72325559016895
2,0.9,A1_emp,-833.5645419471953,-241.41385038640604
2,0.8,A1_emp,-835.400192207485,-243.24950064669588
2,0.7,A1_emp,-839.0989716988202,-246.9482801380309
2,0.6,A1_emp,-844.5119551815116,-252.3612636207224
2,0.5,A1_emp,-851.566889244223,-259.4161976834339
2,0.4,A1_emp,-860.245884739581,-268.09519317879176
2,0.3,A1_emp,-870.5764261465542,-278.42573458576504
2,0.2,A1_emp,-882.6295100204541,-290.4788184596648
2,0.1,A1_emp,-896.523094379939,-304.3724028191498
2,0,A1_emp,-912.4310483515064,-320.2803567907172
1.9,1,A1_emp,-842.813881093735,-250.66318953294584
1.9,0.9,A1_emp,-843.1905058490089,-251.03981428821976
1.9,0.8,A1_emp,-845.4856928805145,-253.3350013197253
1.9,0.7,A1_emp,-849.4804912684508,-257.32979970766155
1.9,0.6,A1_emp,-855.0577626876868,-262.9070711268976
1.9,0.5,A1_emp,-862.1625453558357,-270.01185379504665
1.9,0.4,A1_emp,-870.7856405536277,-278.6349489928385
1.9,0.3,A1_emp,-880.957012420009,-288.8063208592198
1.9,0.2,A1_emp,-892.7447470176576,-300.5940554568683
1.9,0.1,A1_emp,-906.2583245301855,-314.10763296939626
1.9,0,A1_emp,-921.6564429408025,-329.5057513800134
1.8,1,A1_emp,-852.795929963376,-260.64523840258676
1.8,0.9,A1_emp,-853.8198414707329,-261.66914990994366
1.8,0.8,A1_emp,-856.5513827987633,-264.4006912379741
1.8,0.7,A1_emp,-860.8240844423192,-268.67339288152994
1.8,0.6,A1_emp,-866.5484409832729,-274.39774942248374
1.8,0.5,A1_emp,-873.684699597052,-281.5340080362628
1.8,0.4,A1_emp,-882.2311358765088,-290.0804443157197
1.8,0.3,A1_emp,-892.2194010991527,-300.06870953836346
1.8,0.2,A1_emp,-903.714118581633,-311.56342702084385
1.8,0.1,A1_emp,-916.8159163640704,-324.66522480328126
1.8,0,A1_emp,-931.6681526206079,-339.51746105981874
1.7,1,A1_emp,-863.8768732291907,-271.7261816684015
1.7,0.9,A1_emp,-865.5031383926358,-273.3524468318467
1.7,0.8,A1_emp,-868.641338109856,-276.4906465490667
1.7,0.7,A1_emp,-873.168056229014,-281.01736466822496
1.7,0.6,A1_emp,-879.0173150077219,-286.86662344693264
1.7,0.5,A1_emp,-886.1624004308129,-294.01170887002377
1.7,0.4,A1_emp,-894.6077675015191,-302.45707594072996
1.7,0.3,A1_emp,-904.3859231630661,-312.2352316022768
1.7,0.2,A1_emp,-915.5574879835041,-323.40679642271493
1.7,0.1,A1_emp,-928.2139384730339,-336.0632469122448
1.7,0,A1_emp,-942.483280157941,-350.3325885971517
1.6,1,A1_emp,-876.1079507113654,-283.9572591505762
1.6,0.9,A1_emp,-878.2854164139418,-286.13472485315265
1.6,0.8,A1_emp,-881.7939107278813,-289.6432191670922
1.6,0.7,A1_emp,-886.5447127841255,-294.39402122333627
1.6,0.6,A1_emp,-892.4914093340253,-300.34071777323607
1.6,0.5,A1_emp,-899.6181292405247,-307.46743767973544
1.6,0.4,A1_emp,-907.9341733082418,-315.7834817474527
1.6,0.3,A1_emp,-917.4720628748714,-325.32137131408217
1.6,0.2,A1_emp,-928.287912202353,-336.1372206415638
1.6,0.1,A1_emp,-940.4638437056847,-348.3131521448954
1.6,0,A1_emp,-954.1126725757291,-361.96198101494
1.5,1,A1_emp,-889.5333489964223,-297.38265743563306
1.5,0.9,A1_emp,-892.2046907112964,-300.05399915050725
1.5,0.8,A1_emp,-896.040392007194,-303.88970044640473
1.5,0.7,A1_emp,-900.9791218156287,-308.82843025483953
1.5,0.6,A1_emp,-906.9902938406832,-314.83960227989405
1.5,0.5,A1_emp,-914.0667212894348,-321.9160297286455
1.5,0.4,A1_emp,-922.2212224195816,-330.0705308587924
1.5,0.3,A1_emp,-931.4855143382256,-339.3348227774364
1.5,0.2,A1_emp,-941.9107635866335,-349.76007202584424
1.5,0.1,A1_emp,-953.5696534586003,-361.4189618978112
1.5,0,A1_emp,-966.560160560097,-374.4094689993078
1.4,1,A1_emp,-904.1887282995667,-312.03803673877746
1.4,0.9,A1_emp,-907.2905779378605,-315.1398863770712
1.4,0.8,A1_emp,-911.4037222199418,-319.25303065915256
1.4,0.7,A1_emp,-916.4879308803988,-324.3372393196096
1.4,0.6,A1_emp,-922.5250035305794,-330.37431196979014
1.4,0.5,A1_emp,-929.5143780947296,-337.3636865339404
1.4,0.4,A1_emp,-937.4711128557034,-345.32042129491424
1.4,0.3,A1_emp,-946.4253588197571,-354.2746672589679
1.4,0.2,A1_emp,-956.4229812928269,-364.27228973203773
1.4,0.1,A1_emp,-967.5272750150921,-375.3765834543028
1.4,0,A1_emp,-979.8219269111135,-387.6712353503242
1.3,1,A1_emp,-920.0998530276095,-327.9491614668202
1.3,0.9,A1_emp,-923.5630050260933,-331.4123134653041
1.3,0.8,A1_emp,-927.8973052583135,-335.74661369752425
1.3,0.7,A1_emp,-933.0783002763596,-340.9276087155704
1.3,0.6,A1_emp,-939.0970870463786,-346.9463954855894
1.3,0.5,A1_emp,-945.9578242185249,-353.8071326577358
1.3,0.4,A1_emp,-953.676628413339,-361.5259368525499
1.3,0.3,A1_emp,-962.2814131691864,-370.13072160839715
1.3,0.2,A1_emp,-971.8125009884004,-379.66180942761116
1.3,0.1,A1_emp,-982.323997965156,-390.1733064043667
1.3,0,A1_emp,-993.8860471256319,-401.7353555648426
1.2,1,A1_emp,-937.2813904855901,-345.130698924801
1.2,0.9,A1_emp,-941.031083867007,-348.8803923062178
1.2,0.8,A1_emp,-945.5239894688331,-353.373297908044
1.2,0.7,A1_emp,-950.747008344718,-358.59631678392884
1.2,0.6,A1_emp,-956.6978387355497,-364.54714717476054
1.2,0.5,A1_emp,-963.3836607518111,-371.23296919102205
1.2,0.4,A1_emp,-970.8206046811135,-378.66991312032434
1.2,0.3,A1_emp,-979.0337968110151,-386.88310525022604
1.2,0.2,A1_emp,-988.0579075675696,-395.90721600678035
1.2,0.1,A1_emp,-997.9382114155741,-405.787519854785
1.2,0,A1_emp,-1008.7322407642441,-416.58154920345487
1.1,1,A1_emp,-955.7359390032742,-363.58524744248507
1.1,0.9,A1_emp,-959.6922121201044,-367.54152055931513
1.1,0.8,A1_emp,-964.2752727635227,-372.12458120273345
1.1,0.7,A1_emp,-969.4797840067187,-377.3290924459295
1.1,0.6,A1_emp,-975.3077654365944,-383.1570738758053
1.1,0.5,A1_emp,-981.7679630996192,-389.61727153883
1.1,0.4,A1_emp,-988.8756483379133,-396.72495677712413
1.1,0.3,A1_emp,-996.6527579731251,-404.5020664123358
1.1,0.2,A1_emp,-1005.1283479819609,-412.97765642117184
1.1,0.1,A1_emp,-1014.3393755938802,-422.188684033091
1.1,0,A1_emp,-1024.3318642517042,-432.18117269091505
1,1,A1_emp,-975.4533390584411,-383.30264749765183
1,0.9,A1_emp,-979.5314529585195,-387.38076139773034
1,0.8,A1_emp,-984.1307829079565,-391.9800913471672
1,0.7,A1_emp,-989.2509140284152,-397.10022246762605
1,0.6,A1_emp,-994.8963312910305,-402.74563973024124
1,0.5,A1_emp,-1001.076161939945,-408.92547037915574
1,0.4,A1_emp,-1007.8041441372457,-415.6534525764564
1,0.3,A1_emp,-1015.0987891217786,-422.9480975609895
1,0.2,A1_emp,-1022.9837298919356,-430.8330383311463
1,0.1,A1_emp,-1031.4882697968687,-439.3375782360795
1,0,A1_emp,-1040.6481644560467,-448.49747289525754
0.9,1,A1_emp,-996.4103090442663,-404.2596174834771
0.9,0.9,A1_emp,-1000.5212348504638,-408.3705432896746
0.9,0.8,A1_emp,-1005.0580724046584,-412.90738084386936
0.9,0.7,A1_emp,-1010.0231610605863,-417.87246949979703
0.9,0.6,A1_emp,-1015.4220120846849,-423.27132052389567
0.9,0.5,A1_emp,-1021.2632337453834,-429.11254218459436
0.9,0.4,A1_emp,-1027.558570670645,-435.40787910985574
0.9,0.3,A1_emp,-1034.323047508566,-442.17235594777685
0.9,0.2,A1_emp,-1041.5752173140347,-449.42452575324546
0.9,0.1,A1_emp,-1049.3375241155213,-457.18683255473206
0.9,0,A1_emp,-1057.6367984759092,-465.48610691512
0.8,1,A1_emp,-1018.5704319559347,-426.41974039514554
0.8,0.9,A1_emp,-1022.6213972881856,-430.4707057273963
0.8,0.8,A1_emp,-1027.0127524105762,-434.862060849787
0.8,0.7,A1_emp,-1031.7480136505728,-439.59732208978363
0.8,0.6,A1_emp,-1036.832675609777,-444.6819840489878
0.8,0.5,A1_emp,-1042.2742118044837,-450.1235202436945
0.8,0.4,A1_emp,-1048.0821299949907,-455.9314384342015
0.8,0.3,A1_emp,-1054.2680802691134,-462.11738870832414
0.8,0.2,A1_emp,-1060.8460178276057,-468.69532626681644
0.8,0.1,A1_emp,-1067.8324260803663,-475.6817345195771
0.8,0,A1_emp,-1075.246609613646,-483.0959180528567
0.7,1,A1_emp,-1041.8845016618864,-449.7338101010971
0.7,0.9,A1_emp,-1045.7795908887626,-453.6288993279734
0.7,0.8,A1_emp,-1049.9389728168255,-457.7882812560363
0.7,0.7,A1_emp,-1054.3662723076816,-462.21558074689233
0.7,0.6,A1_emp,-1059.0662874545815,-466.9155958937922
0.7,0.5,A1_emp,-1064.045011438655,-471.8943198778657
0.7,0.4,A1_emp,-1069.309678752657,-477.15898719186777
0.7,0.3,A1_emp,-1074.8688359762837,-482.7181444154944
0.7,0.2,A1_emp,-1080.7324386002113,-488.58174703942205
0.7,0.1,A1_emp,-1086.9119767183909,-494.7612851576016
0.7,0,A1_emp,-1093.420633875215,-501.26994231442563
0.6,1,A1_emp,-1066.29121906041,-474.1405274996207
0.6,0.9,A1_emp,-1069.9320219800675,-477.7813304192782
0.6,0.8,A1_emp,-1073.770237436954,-481.6195458761647
0.6,0.7,A1_emp,-1077.8089577597314,-485.65826619894216
0.6,0.6,A1_emp,-1082.0519238967756,-489.90123233598644
0.6,0.5,A1_emp,-1086.5035455288785,-494.3528539680893
0.6,0.4,A1_emp,-1091.1689310054555,-499.0182394446663
0.6,0.3,A1_emp,-1096.0539274871567,-503.9032359263674
0.6,0.2,A1_emp,-1101.1651720652872,-509.0144805044979
0.6,0.1,A1_emp,-1106.5101550374359,-514.3594634766466
0.6,0,A1_emp,-1112.0972969792208,-519.9466054184315
0.5,1,A1_emp,-1091.718210873752,-499.5675193129628
0.5,0.9,A1_emp,-1095.0045142179504,-502.8538226571612
0.5,0.8,A1_emp,-1098.4305257606409,-506.2798341998516
0.5,0.7,A1_emp,-1101.9985103141255,-509.84781875333624
0.5,0.6,A1_emp,-1105.7110567352743,-513.560365174485
0.5,0.5,A1_emp,-1109.5710900833692,-517.42039852258
0.5,0.4,A1_emp,-1113.5818871984911,-521.4311956377019
0.5,0.3,A1_emp,-1117.7470958977278,-525.5964043369386
0.5,0.2,A1_emp,-1122.0707580803341,-529.9200665195449
0.5,0.1,A1_emp,-1126.5573371348185,-534.4066455740292
0.5,0,A1_emp,-1131.211750155856,-539.0610585950667
0.4,1,A1_emp,-1118.083328554344,-525.9326369935549
0.4,0.9,A1_emp,-1120.9138444155333,-528.763152854744
0.4,0.8,A1_emp,-1123.8356773974774,-531.6849858366882
0.4,0.7,A1_emp,-1126.8502341919634,-534.6995426311742
0.4,0.6,A1_emp,-1129.9590603881788,-537.8083688273897
0.4,0.5,A1_emp,-1133.1638458228524,-541.0131542620632
0.4,0.4,A1_emp,-1136.466430881383,-544.3157393205939
0.4,0.3,A1_emp,-1139.8688138107484,-547.7181222499592
0.4,0.2,A1_emp,-1143.3731591217854,-551.2224675609963
0.4,0.1,A1_emp,-1146.9818071768404,-554.8311156160512
0.4,0,A1_emp,-1150.6972850793911,-558.5465935186019
0.3,1,A1_emp,-1145.2961729262022,-553.145481365413
0.3,0.9,A1_emp,-1147.569297768567,-555.4186062077778
0.3,0.8,A1_emp,-1149.894983341104,-557.7442917803148
0.3,0.7,A1_emp,-1152.2739290237914,-560.1232374630023
0.3,0.6,A1_emp,-1154.7068805828055,-562.5561890220164
0.3,0.5,A1_emp,-1157.1946317744664,-565.0439402136772
0.3,0.4,A1_emp,-1159.7380261316325,-567.5873345708433
0.3,0.3,A1_emp,-1162.3379589433282,-570.187267382539
0.3,0.2,A1_emp,-1164.9953794402459,-572.8446878794566
0.3,0.1,A1_emp,-1167.7112932007321,-575.5606016399429
0.3,0,A1_emp,-1170.4867647940714,-578.3360732332821
0.2,1,A1_emp,-1173.2597824844459,-581.1090909236566
0.2,0.9,A1_emp,-1174.874379776048,-582.7236882152588
0.2,0.8,A1_emp,-1176.5129202938629,-584.3622287330736
0.2,0.7,A1_emp,-1178.1756431593594,-586.0249515985702
0.2,0.6,A1_emp,-1179.8627972320503,-587.712105671261
0.2,0.5,A1_emp,-1181.5746413663892,-589.4239498055999
0.2,0.4,A1_emp,-1183.311444686146,-591.1607531253567
0.2,0.3,A1_emp,-1185.0734868770508,-592.9227953162615
0.2,0.2,A1_emp,-1186.8610584985931,-594.7103669378039
0.2,0.1,A1_emp,-1188.6744613159208,-596.5237697551315
0.2,0,A1_emp,-1190.5140086528963,-598.3633170921071
0.1,1,A1_emp,-1201.8724199673673,-609.7217284065781
0.1,0.9,A1_emp,-1202.7286186484755,-610.5779270876862
0.1,0.8,A1_emp,-1203.5909607995566,-611.4402692387673
0.1,0.7,A1_emp,-1204.4594803609587,-612.3087888001694
0.1,0.6,A1_emp,-1205.3342119232752,-613.183520362486
0.1,0.5,A1_emp,-1206.2151907368595,-614.0644991760704
0.1,0.4,A1_emp,-1207.1024527216396,-614.9517611608503
0.1,0.3,A1_emp,-1207.996034477244,-615.8453429164547
0.1,0.2,A1_emp,-1208.8959732934381,-616.7452817326489
0.1,0.1,A1_emp,-1209.8023071608916,-617.6516156001023
0.1,0,A1_emp,-1210.715074782271,-618.5643832214818
0,1,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.9,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.8,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.7,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.6,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.5,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.4,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.3,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.2,A1_emp,-1231.0293926744637,-638.8787011136744
0,0.1,A1_emp,-1231.0293926744637,-638.8787011136744
0,0,A1_emp,-1231.0293926744637,-638.8787011136744
14.9,1,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.9,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.8,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.7,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.6,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.5,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.4,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.3,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.2,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0.1,A0_emp,-1231.0293926744637,-638.8787011136744
14.9,0,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,1,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.9,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.8,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.7,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.6,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.5,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.4,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.3,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.2,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0.1,A0_emp,-1231.0293926744637,-638.8787011136744
14.8,0,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,1,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.9,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.8,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.7,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.6,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.5,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.4,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.3,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.2,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0.1,A0_emp,-1231.0293926744637,-638.8787011136744
14.7,0,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,1,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.9,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.8,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.7,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.6,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.5,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.4,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.3,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.2,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0.1,A0_emp,-1231.0293926744637,-638.8787011136744
14.6,0,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,1,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.9,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.8,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.7,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.6,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.5,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.4,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.3,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.2,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0.1,A0_emp,-1231.0293926744637,-638.8787011136744
14.5,0,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,1,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.9,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.8,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.7,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.6,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.5,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.4,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.3,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.2,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0.1,A0_emp,-1231.0293926744637,-638.8787011136744
14.4,0,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,1,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.9,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.8,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.7,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.6,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.5,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.4,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.3,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.2,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0.1,A0_emp,-1231.0293926744637,-638.8787011136744
14.3,0,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,1,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.9,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.8,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.7,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.6,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.5,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.4,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.3,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.2,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0.1,A0_emp,-1231.0293926744637,-638.8787011136744
14.2,0,A0_emp,-1231.0293926744637,-638.8787011136744
14.1,1,A0_emp,-1231.0293926744637,-638.8787011136744
