parameter,value,MCMCprob
modelType,pragmatic,6.4487346462934265e-114
alpha,3.5,6.318911410938026e-118
beta,0,6.318911410938026e-118
modelType,pragmatic,6.318911410938026e-118
alpha,3.25,4.502997038881237e-137
beta,1,4.502997038881237e-137
modelType,pragmatic,4.502997038881237e-137
alpha,3.25,6.034412351177767e-135
beta,0.9,6.034412351177767e-135
modelType,pragmatic,6.034412351177767e-135
alpha,3.25,2.5390023999947964e-133
beta,0.8,2.5390023999947964e-133
modelType,pragmatic,2.5390023999947964e-133
alpha,3.25,3.078882645228097e-132
beta,0.7,3.078882645228097e-132
modelType,pragmatic,3.078882645228097e-132
alpha,3.25,9.893237466354589e-132
beta,0.6,9.893237466354589e-132
modelType,pragmatic,9.893237466354589e-132
alpha,3.25,7.772308252841744e-132
beta,0.5,7.772308252841744e-132
modelType,pragmatic,7.772308252841744e-132
alpha,3.25,1.3866189997152032e-132
beta,0.4,1.3866189997152032e-132
modelType,pragmatic,1.3866189997152032e-132
alpha,3.25,5.275085394527278e-134
beta,0.3,5.275085394527278e-134
modelType,pragmatic,5.275085394527278e-134
alpha,3.25,4.083971051879504e-136
beta,0.2,4.083971051879504e-136
modelType,pragmatic,4.083971051879504e-136
alpha,3.25,6.278400111031171e-139
beta,0.1,6.278400111031171e-139
modelType,pragmatic,6.278400111031171e-139
alpha,3.25,1.9232831960299906e-142
beta,0,1.9232831960299906e-142
modelType,pragmatic,1.9232831960299906e-142
alpha,3,2.1615239895558358e-160
beta,1,2.1615239895558358e-160
modelType,pragmatic,2.1615239895558358e-160
alpha,3,3.012320174405798e-159
beta,0.9,3.012320174405798e-159
modelType,pragmatic,3.012320174405798e-159
alpha,3,1.7092177133224676e-158
beta,0.8,1.7092177133224676e-158
modelType,pragmatic,1.7092177133224676e-158
alpha,3,3.73753166474706e-158
beta,0.7,3.73753166474706e-158
modelType,pragmatic,3.73753166474706e-158
alpha,3,2.9935079397869715e-158
beta,0.6,2.9935079397869715e-158
modelType,pragmatic,2.9935079397869715e-158
alpha,3,8.394607371938859e-159
beta,0.5,8.394607371938859e-159
modelType,pragmatic,8.394607371938859e-159
alpha,3,7.940690313068362e-160
beta,0.4,7.940690313068362e-160
modelType,pragmatic,7.940690313068362e-160
alpha,3,2.466129115588142e-161
beta,0.3,2.466129115588142e-161
modelType,pragmatic,2.466129115588142e-161
alpha,3,2.4793135614538605e-163
beta,0.2,2.4793135614538605e-163
modelType,pragmatic,2.4793135614538605e-163
alpha,3,8.080071471966002e-166
beta,0.1,8.080071471966002e-166
modelType,pragmatic,8.080071471966002e-166
alpha,3,8.703015964882514e-169
beta,0,8.703015964882514e-169
modelType,pragmatic,8.703015964882514e-169
