parameter,value,MCMCprob
beta,0.05,2.3607910939856107e-33
expPragFlip,false,2.3607910939856107e-33
alpha,20,0
beta,0.05,0
expPragFlip,true,0
alpha,20,2.2676804932139125e-38
beta,0,2.2676804932139125e-38
expPragFlip,false,2.2676804932139125e-38
alpha,20,0
beta,0,0
expPragFlip,true,0
alpha,19.75,2.112042967248305e-172
beta,1,2.112042967248305e-172
expPragFlip,false,2.112042967248305e-172
alpha,19.75,0
beta,1,0
expPragFlip,true,0
alpha,19.75,3.134408595495741e-157
beta,0.95,3.134408595495741e-157
expPragFlip,false,3.134408595495741e-157
alpha,19.75,0
beta,0.95,0
expPragFlip,true,0
alpha,19.75,2.2467033796007146e-143
beta,0.9,2.2467033796007146e-143
expPragFlip,false,2.2467033796007146e-143
alpha,19.75,0
beta,0.9,0
expPragFlip,true,0
alpha,19.75,1.046027594413305e-130
beta,0.85,1.046027594413305e-130
expPragFlip,false,1.046027594413305e-130
alpha,19.75,0
beta,0.85,0
expPragFlip,true,0
alpha,19.75,4.4843724581788686e-119
beta,0.8,4.4843724581788686e-119
expPragFlip,false,4.4843724581788686e-119
alpha,19.75,1.5625558875052007e-293
beta,0.8,1.5625558875052007e-293
expPragFlip,true,1.5625558875052007e-293
alpha,19.75,2.448118278633959e-108
beta,0.75,2.448118278633959e-108
expPragFlip,false,2.448118278633959e-108
alpha,19.75,7.929345064042023e-269
beta,0.75,7.929345064042023e-269
expPragFlip,true,7.929345064042023e-269
alpha,19.75,2.2188833801704034e-98
beta,0.7,2.2188833801704034e-98
expPragFlip,false,2.2188833801704034e-98
alpha,19.75,9.143824077297109e-259
beta,0.7,9.143824077297109e-259
expPragFlip,true,9.143824077297109e-259
alpha,19.75,4.0922521989440494e-89
beta,0.65,4.0922521989440494e-89
expPragFlip,false,4.0922521989440494e-89
alpha,19.75,3.576060884702306e-259
beta,0.65,3.576060884702306e-259
expPragFlip,true,3.576060884702306e-259
alpha,19.75,1.785744243512677e-80
beta,0.6,1.785744243512677e-80
expPragFlip,false,1.785744243512677e-80
alpha,19.75,5.440015927484741e-267
beta,0.6,5.440015927484741e-267
expPragFlip,true,5.440015927484741e-267
alpha,19.75,2.0531557818840344e-72
beta,0.55,2.0531557818840344e-72
expPragFlip,false,2.0531557818840344e-72
alpha,19.75,2.2841890438506614e-274
beta,0.55,2.2841890438506614e-274
expPragFlip,true,2.2841890438506614e-274
alpha,19.75,6.665095147243635e-65
beta,0.5,6.665095147243635e-65
expPragFlip,false,6.665095147243635e-65
alpha,19.75,1.4051438994772393e-278
beta,0.5,1.4051438994772393e-278
expPragFlip,true,1.4051438994772393e-278
alpha,19.75,6.293108185795529e-58
beta,0.45,6.293108185795529e-58
expPragFlip,false,6.293108185795529e-58
alpha,19.75,1.5938048484662954e-285
beta,0.45,1.5938048484662954e-285
expPragFlip,true,1.5938048484662954e-285
alpha,19.75,1.69800395920269e-51
beta,0.4,1.69800395920269e-51
expPragFlip,false,1.69800395920269e-51
alpha,19.75,2.6442868551060185e-306
beta,0.4,2.6442868551060185e-306
expPragFlip,true,2.6442868551060185e-306
alpha,19.75,1.2070396833462835e-45
beta,0.35,1.2070396833462835e-45
expPragFlip,false,1.2070396833462835e-45
alpha,19.75,0
beta,0.35,0
expPragFlip,true,0
alpha,19.75,1.901803529230393e-40
beta,0.3,1.901803529230393e-40
expPragFlip,false,1.901803529230393e-40
alpha,19.75,0
beta,0.3,0
expPragFlip,true,0
alpha,19.75,4.882889770779057e-36
beta,0.25,4.882889770779057e-36
expPragFlip,false,4.882889770779057e-36
alpha,19.75,0
beta,0.25,0
expPragFlip,true,0
alpha,19.75,1.235367095223326e-32
beta,0.2,1.235367095223326e-32
expPragFlip,false,1.235367095223326e-32
alpha,19.75,0
beta,0.2,0
expPragFlip,true,0
alpha,19.75,1.430337035125725e-30
beta,0.15,1.430337035125725e-30
expPragFlip,false,1.430337035125725e-30
alpha,19.75,0
beta,0.15,0
expPragFlip,true,0
alpha,19.75,2.607065357400085e-30
beta,0.1,2.607065357400085e-30
expPragFlip,false,2.607065357400085e-30
alpha,19.75,0
beta,0.1,0
expPragFlip,true,0
alpha,19.75,2.0739881307670522e-32
beta,0.05,2.0739881307670522e-32
expPragFlip,false,2.0739881307670522e-32
alpha,19.75,0
beta,0.05,0
expPragFlip,true,0
alpha,19.75,2.156787414903567e-37
beta,0,2.156787414903567e-37
expPragFlip,false,2.156787414903567e-37
alpha,19.75,0
beta,0,0
expPragFlip,true,0
alpha,19.5,1.0252691942225259e-169
beta,1,1.0252691942225259e-169
expPragFlip,false,1.0252691942225259e-169
alpha,19.5,0
beta,1,0
expPragFlip,true,0
alpha,19.5,1.0270589932378937e-154
beta,0.95,1.0270589932378937e-154
expPragFlip,false,1.0270589932378937e-154
alpha,19.5,0
beta,0.95,0
expPragFlip,true,0
alpha,19.5,5.249451342748096e-141
beta,0.9,5.249451342748096e-141
expPragFlip,false,5.249451342748096e-141
alpha,19.5,0
beta,0.9,0
expPragFlip,true,0
alpha,19.5,1.819248748585939e-128
beta,0.85,1.819248748585939e-128
expPragFlip,false,1.819248748585939e-128
alpha,19.5,0
beta,0.85,0
expPragFlip,true,0
alpha,19.5,5.9860970580869485e-117
beta,0.8,5.9860970580869485e-117
expPragFlip,false,5.9860970580869485e-117
alpha,19.5,3.9913653040152104e-286
beta,0.8,3.9913653040152104e-286
expPragFlip,true,3.9913653040152104e-286
alpha,19.5,2.562509885239414e-106
beta,0.75,2.562509885239414e-106
expPragFlip,false,2.562509885239414e-106
alpha,19.5,3.6157445179826556e-262
beta,0.75,3.6157445179826556e-262
expPragFlip,true,3.6157445179826556e-262
alpha,19.5,1.849756749361195e-96
beta,0.7,1.849756749361195e-96
expPragFlip,false,1.849756749361195e-96
alpha,19.5,1.802156212379231e-252
beta,0.7,1.802156212379231e-252
expPragFlip,true,1.802156212379231e-252
alpha,19.5,2.7498531775390954e-87
beta,0.65,2.7498531775390954e-87
expPragFlip,false,2.7498531775390954e-87
alpha,19.5,3.813679714280361e-253
beta,0.65,3.813679714280361e-253
expPragFlip,true,3.813679714280361e-253
alpha,19.5,9.76648920033466e-79
beta,0.6,9.76648920033466e-79
expPragFlip,false,9.76648920033466e-79
alpha,19.5,7.774540253503481e-261
beta,0.6,7.774540253503481e-261
expPragFlip,true,7.774540253503481e-261
alpha,19.5,9.211008619639074e-71
beta,0.55,9.211008619639074e-71
expPragFlip,false,9.211008619639074e-71
alpha,19.5,4.227564886998343e-268
beta,0.55,4.227564886998343e-268
expPragFlip,true,4.227564886998343e-268
alpha,19.5,2.467613802995411e-63
beta,0.5,2.467613802995411e-63
expPragFlip,false,2.467613802995411e-63
alpha,19.5,2.53980344632237e-272
beta,0.5,2.53980344632237e-272
expPragFlip,true,2.53980344632237e-272
alpha,19.5,1.9307692739356951e-56
beta,0.45,1.9307692739356951e-56
expPragFlip,false,1.9307692739356951e-56
alpha,19.5,4.384195193872513e-279
beta,0.45,4.384195193872513e-279
expPragFlip,true,4.384195193872513e-279
alpha,19.5,4.3266150203431e-50
beta,0.4,4.3266150203431e-50
expPragFlip,false,4.3266150203431e-50
alpha,19.5,2.864433119754973e-299
beta,0.4,2.864433119754973e-299
expPragFlip,true,2.864433119754973e-299
alpha,19.5,2.554918006215488e-44
beta,0.35,2.554918006215488e-44
expPragFlip,false,2.554918006215488e-44
alpha,19.5,0
beta,0.35,0
expPragFlip,true,0
alpha,19.5,3.339850199165427e-39
beta,0.3,3.339850199165427e-39
expPragFlip,false,3.339850199165427e-39
alpha,19.5,0
beta,0.3,0
expPragFlip,true,0
alpha,19.5,7.106574909172917e-35
beta,0.25,7.106574909172917e-35
expPragFlip,false,7.106574909172917e-35
alpha,19.5,0
beta,0.25,0
expPragFlip,true,0
alpha,19.5,1.4945614417342857e-31
beta,0.2,1.4945614417342857e-31
expPragFlip,false,1.4945614417342857e-31
alpha,19.5,0
beta,0.2,0
expPragFlip,true,0
alpha,19.5,1.460764409025484e-29
beta,0.15,1.460764409025484e-29
expPragFlip,false,1.460764409025484e-29
alpha,19.5,0
beta,0.15,0
expPragFlip,true,0
alpha,19.5,2.3423907728570534e-29
beta,0.1,2.3423907728570534e-29
expPragFlip,false,2.3423907728570534e-29
alpha,19.5,0
beta,0.1,0
expPragFlip,true,0
alpha,19.5,1.7795011654604795e-31
beta,0.05,1.7795011654604795e-31
expPragFlip,false,1.7795011654604795e-31
alpha,19.5,0
beta,0.05,0
expPragFlip,true,0
alpha,19.5,2.0038055828818195e-36
beta,0,2.0038055828818195e-36
expPragFlip,false,2.0038055828818195e-36
alpha,19.5,0
beta,0,0
expPragFlip,true,0
alpha,19.25,4.8303498339617844e-167
beta,1,4.8303498339617844e-167
expPragFlip,false,4.8303498339617844e-167
alpha,19.25,0
beta,1,0
expPragFlip,true,0
alpha,19.25,3.2656921048743995e-152
beta,0.95,3.2656921048743995e-152
expPragFlip,false,3.2656921048743995e-152
alpha,19.25,0
beta,0.95,0
expPragFlip,true,0
alpha,19.25,1.1896904792656978e-138
beta,0.9,1.1896904792656978e-138
expPragFlip,false,1.1896904792656978e-138
alpha,19.25,0
beta,0.9,0
expPragFlip,true,0
alpha,19.25,3.0677542511611013e-126
beta,0.85,3.0677542511611013e-126
expPragFlip,false,3.0677542511611013e-126
alpha,19.25,1.5935457118483318e-301
beta,0.85,1.5935457118483318e-301
expPragFlip,true,1.5935457118483318e-301
alpha,19.25,7.746379874942093e-115
beta,0.8,7.746379874942093e-115
expPragFlip,false,7.746379874942093e-115
alpha,19.25,9.017508559316298e-279
beta,0.8,9.017508559316298e-279
expPragFlip,true,9.017508559316298e-279
alpha,19.25,2.6005370874692516e-104
beta,0.75,2.6005370874692516e-104
expPragFlip,false,2.6005370874692516e-104
alpha,19.25,1.4637550556716677e-255
beta,0.75,1.4637550556716677e-255
expPragFlip,true,1.4637550556716677e-255
alpha,19.25,1.495532741051978e-94
beta,0.7,1.495532741051978e-94
expPragFlip,false,1.495532741051978e-94
alpha,19.25,3.169158603980019e-246
beta,0.7,3.169158603980019e-246
expPragFlip,true,3.169158603980019e-246
alpha,19.25,1.7928244212727248e-85
beta,0.65,1.7928244212727248e-85
expPragFlip,false,1.7928244212727248e-85
alpha,19.25,3.846039784261292e-247
beta,0.65,3.846039784261292e-247
expPragFlip,true,3.846039784261292e-247
alpha,19.25,5.184731209549824e-77
beta,0.6,5.184731209549824e-77
expPragFlip,false,5.184731209549824e-77
alpha,19.25,1.06473504525016e-254
beta,0.6,1.06473504525016e-254
expPragFlip,true,1.06473504525016e-254
alpha,19.25,4.0126352006886414e-69
beta,0.55,4.0126352006886414e-69
expPragFlip,false,4.0126352006886414e-69
alpha,19.25,7.528109998467977e-262
beta,0.55,7.528109998467977e-262
expPragFlip,true,7.528109998467977e-262
alpha,19.25,8.873941243122808e-62
beta,0.5,8.873941243122808e-62
expPragFlip,false,8.873941243122808e-62
alpha,19.25,4.441503657173342e-266
beta,0.5,4.441503657173342e-266
expPragFlip,true,4.441503657173342e-266
alpha,19.25,5.755002299454915e-55
beta,0.45,5.755002299454915e-55
expPragFlip,false,5.755002299454915e-55
alpha,19.25,1.1462411123356549e-272
beta,0.45,1.1462411123356549e-272
expPragFlip,true,1.1462411123356549e-272
alpha,19.25,1.0711092460989327e-48
beta,0.4,1.0711092460989327e-48
expPragFlip,false,1.0711092460989327e-48
alpha,19.25,2.9578972873368834e-292
beta,0.4,2.9578972873368834e-292
expPragFlip,true,2.9578972873368834e-292
alpha,19.25,5.253947859699023e-43
beta,0.35,5.253947859699023e-43
expPragFlip,false,5.253947859699023e-43
alpha,19.25,0
beta,0.35,0
expPragFlip,true,0
alpha,19.25,5.697699285384609e-38
beta,0.3,5.697699285384609e-38
expPragFlip,false,5.697699285384609e-38
alpha,19.25,0
beta,0.3,0
expPragFlip,true,0
alpha,19.25,1.0047467453140915e-33
beta,0.25,1.0047467453140915e-33
expPragFlip,false,1.0047467453140915e-33
alpha,19.25,0
beta,0.25,0
expPragFlip,true,0
alpha,19.25,1.757077691557656e-30
beta,0.2,1.757077691557656e-30
expPragFlip,false,1.757077691557656e-30
alpha,19.25,0
beta,0.2,0
expPragFlip,true,0
alpha,19.25,1.4510302804746707e-28
beta,0.15,1.4510302804746707e-28
expPragFlip,false,1.4510302804746707e-28
alpha,19.25,0
beta,0.15,0
expPragFlip,true,0
alpha,19.25,2.0500100612722864e-28
beta,0.1,2.0500100612722864e-28
expPragFlip,false,2.0500100612722864e-28
alpha,19.25,0
beta,0.1,0
expPragFlip,true,0
alpha,19.25,1.489279632300995e-30
beta,0.05,1.489279632300995e-30
expPragFlip,false,1.489279632300995e-30
alpha,19.25,0
beta,0.05,0
expPragFlip,true,0
alpha,19.25,1.8161775646078974e-35
beta,0,1.8161775646078974e-35
expPragFlip,false,1.8161775646078974e-35
alpha,19.25,0
beta,0,0
expPragFlip,true,0
alpha,19,2.2062419596930888e-164
beta,1,2.2062419596930888e-164
expPragFlip,false,2.2062419596930888e-164
alpha,19,0
beta,1,0
expPragFlip,true,0
alpha,19,1.0065171055246908e-149
beta,0.95,1.0065171055246908e-149
expPragFlip,false,1.0065171055246908e-149
alpha,19,0
beta,0.95,0
expPragFlip,true,0
alpha,19,2.6123233126440168e-136
beta,0.9,2.6123233126440168e-136
expPragFlip,false,2.6123233126440168e-136
alpha,19,0
beta,0.9,0
expPragFlip,true,0
alpha,19,5.010026910636508e-124
beta,0.85,5.010026910636508e-124
expPragFlip,false,5.010026910636508e-124
alpha,19,9.782716932582086e-294
beta,0.85,9.782716932582086e-294
expPragFlip,true,9.782716932582086e-294
alpha,19,9.706561685792512e-113
beta,0.8,9.706561685792512e-113
expPragFlip,false,9.706561685792512e-113
alpha,19,1.7954889499408281e-271
beta,0.8,1.7954889499408281e-271
expPragFlip,true,1.7954889499408281e-271
alpha,19,2.5557000467480754e-102
beta,0.75,2.5557000467480754e-102
expPragFlip,false,2.5557000467480754e-102
alpha,19,5.24867357488093e-249
beta,0.75,5.24867357488093e-249
expPragFlip,true,5.24867357488093e-249
alpha,19,1.1712527379640222e-92
beta,0.7,1.1712527379640222e-92
expPragFlip,false,1.1712527379640222e-92
alpha,19,4.972824764319889e-240
beta,0.7,4.972824764319889e-240
expPragFlip,true,4.972824764319889e-240
alpha,19,1.1326819499139178e-83
beta,0.65,1.1326819499139178e-83
expPragFlip,false,1.1326819499139178e-83
alpha,19,3.665325741654803e-241
beta,0.65,3.665325741654803e-241
expPragFlip,true,3.665325741654803e-241
alpha,19,2.668289844699776e-75
beta,0.6,2.668289844699776e-75
expPragFlip,false,2.668289844699776e-75
alpha,19,1.3959698195552448e-248
beta,0.6,1.3959698195552448e-248
expPragFlip,true,1.3959698195552448e-248
alpha,19,1.6952344927166648e-67
beta,0.55,1.6952344927166648e-67
expPragFlip,false,1.6952344927166648e-67
alpha,19,1.2891353540753754e-255
beta,0.55,1.2891353540753754e-255
expPragFlip,true,1.2891353540753754e-255
alpha,19,3.095670215385171e-60
beta,0.5,3.095670215385171e-60
expPragFlip,false,3.095670215385171e-60
alpha,19,7.513710489265562e-260
beta,0.5,7.513710489265562e-260
expPragFlip,true,7.513710489265562e-260
alpha,19,1.664295402063434e-53
beta,0.45,1.664295402063434e-53
expPragFlip,false,1.664295402063434e-53
alpha,19,2.849593230272274e-266
beta,0.45,2.849593230272274e-266
expPragFlip,true,2.849593230272274e-266
alpha,19,2.572793042636263e-47
beta,0.4,2.572793042636263e-47
expPragFlip,false,2.572793042636263e-47
alpha,19,2.907469272585283e-285
beta,0.4,2.907469272585283e-285
expPragFlip,true,2.907469272585283e-285
alpha,19,1.0482108720356634e-41
beta,0.35,1.0482108720356634e-41
expPragFlip,false,1.0482108720356634e-41
alpha,19,3.415201018499039e-303
beta,0.35,3.415201018499039e-303
expPragFlip,true,3.415201018499039e-303
alpha,19,9.429276998059997e-37
beta,0.3,9.429276998059997e-37
expPragFlip,false,9.429276998059997e-37
alpha,19,0
beta,0.3,0
expPragFlip,true,0
alpha,19,1.3780361644275546e-32
beta,0.25,1.3780361644275546e-32
expPragFlip,false,1.3780361644275546e-32
alpha,19,0
beta,0.25,0
expPragFlip,true,0
alpha,19,2.0046024310061292e-29
beta,0.2,2.0046024310061292e-29
expPragFlip,false,2.0046024310061292e-29
alpha,19,0
beta,0.2,0
expPragFlip,true,0
alpha,19,1.4000271647168766e-27
beta,0.15,1.4000271647168766e-27
expPragFlip,false,1.4000271647168766e-27
alpha,19,0
beta,0.15,0
expPragFlip,true,0
alpha,19,1.745238229055607e-27
beta,0.1,1.745238229055607e-27
expPragFlip,false,1.745238229055607e-27
alpha,19,0
beta,0.1,0
expPragFlip,true,0
alpha,19,1.214078088864376e-29
beta,0.05,1.214078088864376e-29
expPragFlip,false,1.214078088864376e-29
alpha,19,0
beta,0.05,0
expPragFlip,true,0
alpha,19,1.6036539403666e-34
beta,0,1.6036539403666e-34
expPragFlip,false,1.6036539403666e-34
alpha,19,0
beta,0,0
expPragFlip,true,0
alpha,18.75,9.758134882309173e-162
beta,1,9.758134882309173e-162
expPragFlip,false,9.758134882309173e-162
alpha,18.75,0
beta,1,0
expPragFlip,true,0
alpha,18.75,3.003555115897218e-147
beta,0.95,3.003555115897218e-147
expPragFlip,false,3.003555115897218e-147
alpha,18.75,0
beta,0.95,0
expPragFlip,true,0
alpha,18.75,5.55123535632713e-134
beta,0.9,5.55123535632713e-134
expPragFlip,false,5.55123535632713e-134
alpha,18.75,3.827777716035591e-304
beta,0.9,3.827777716035591e-304
expPragFlip,true,3.827777716035591e-304
alpha,18.75,7.914752932029654e-122
beta,0.85,7.914752932029654e-122
expPragFlip,false,7.914752932029654e-122
alpha,18.75,5.34876545007809e-286
beta,0.85,5.34876545007809e-286
expPragFlip,true,5.34876545007809e-286
alpha,18.75,1.1762965240895907e-110
beta,0.8,1.1762965240895907e-110
expPragFlip,false,1.1762965240895907e-110
alpha,18.75,3.139313836126833e-264
beta,0.8,3.139313836126833e-264
expPragFlip,true,3.139313836126833e-264
alpha,18.75,2.429207275385369e-100
beta,0.75,2.429207275385369e-100
expPragFlip,false,2.429207275385369e-100
alpha,18.75,1.6633233243546417e-242
beta,0.75,1.6633233243546417e-242
expPragFlip,true,1.6633233243546417e-242
alpha,18.75,8.874080633636564e-91
beta,0.7,8.874080633636564e-91
expPragFlip,false,8.874080633636564e-91
alpha,18.75,6.963673614526769e-234
beta,0.7,6.963673614526769e-234
expPragFlip,true,6.963673614526769e-234
alpha,18.75,6.925517640297633e-82
beta,0.65,6.925517640297633e-82
expPragFlip,false,6.925517640297633e-82
alpha,18.75,3.298465299004116e-235
beta,0.65,3.298465299004116e-235
expPragFlip,true,3.298465299004116e-235
alpha,18.75,1.3294719347067967e-73
beta,0.6,1.3294719347067967e-73
expPragFlip,false,1.3294719347067967e-73
alpha,18.75,1.7503481734232633e-242
beta,0.6,1.7503481734232633e-242
expPragFlip,true,1.7503481734232633e-242
alpha,18.75,6.936120631947617e-66
beta,0.55,6.936120631947617e-66
expPragFlip,false,6.936120631947617e-66
alpha,18.75,2.1216397915113133e-249
beta,0.55,2.1216397915113133e-249
expPragFlip,true,2.1216397915113133e-249
alpha,18.75,1.0461388962118075e-58
beta,0.5,1.0461388962118075e-58
expPragFlip,false,1.0461388962118075e-58
alpha,18.75,1.2293804658465699e-253
beta,0.5,1.2293804658465699e-253
expPragFlip,true,1.2293804658465699e-253
alpha,18.75,4.663062486370622e-52
beta,0.45,4.663062486370622e-52
expPragFlip,false,4.663062486370622e-52
alpha,18.75,6.73899895173183e-260
beta,0.45,6.73899895173183e-260
expPragFlip,true,6.73899895173183e-260
alpha,18.75,5.987372884549501e-46
beta,0.4,5.987372884549501e-46
expPragFlip,false,5.987372884549501e-46
alpha,18.75,2.7162257640757262e-278
beta,0.4,2.7162257640757262e-278
expPragFlip,true,2.7162257640757262e-278
alpha,18.75,2.0259592920658537e-40
beta,0.35,2.0259592920658537e-40
expPragFlip,false,2.0259592920658537e-40
alpha,18.75,5.694397898834318e-296
beta,0.35,5.694397898834318e-296
expPragFlip,true,5.694397898834318e-296
alpha,18.75,1.5115496566714863e-35
beta,0.3,1.5115496566714863e-35
expPragFlip,false,1.5115496566714863e-35
alpha,18.75,3.6911913621985315e-308
beta,0.3,3.6911913621985315e-308
expPragFlip,true,3.6911913621985315e-308
alpha,18.75,1.8307563697605357e-31
beta,0.25,1.8307563697605357e-31
expPragFlip,false,1.8307563697605357e-31
alpha,18.75,0
beta,0.25,0
expPragFlip,true,0
alpha,18.75,2.21609978820714e-28
beta,0.2,2.21609978820714e-28
expPragFlip,false,2.21609978820714e-28
alpha,18.75,0
beta,0.2,0
expPragFlip,true,0
alpha,18.75,1.310182868053123e-26
beta,0.15,1.310182868053123e-26
expPragFlip,false,1.310182868053123e-26
alpha,18.75,0
beta,0.15,0
expPragFlip,true,0
alpha,18.75,1.443212583767082e-26
beta,0.1,1.443212583767082e-26
expPragFlip,false,1.443212583767082e-26
alpha,18.75,0
beta,0.1,0
expPragFlip,true,0
alpha,18.75,9.626692641744283e-29
beta,0.05,9.626692641744283e-29
expPragFlip,false,9.626692641744283e-29
alpha,18.75,0
beta,0.05,0
expPragFlip,true,0
alpha,18.75,1.3774273842261194e-33
beta,0,1.3774273842261194e-33
expPragFlip,false,1.3774273842261194e-33
alpha,18.75,0
beta,0,0
expPragFlip,true,0
alpha,18.5,4.1744603799452715e-159
beta,1,4.1744603799452715e-159
expPragFlip,false,4.1744603799452715e-159
alpha,18.5,0
beta,1,0
expPragFlip,true,0
alpha,18.5,8.667543048207122e-145
beta,0.95,8.667543048207122e-145
expPragFlip,false,8.667543048207122e-145
alpha,18.5,0
beta,0.95,0
expPragFlip,true,0
alpha,18.5,1.1402326526577857e-131
beta,0.9,1.1402326526577857e-131
expPragFlip,false,1.1402326526577857e-131
alpha,18.5,3.349960399827001e-296
beta,0.9,3.349960399827001e-296
expPragFlip,true,3.349960399827001e-296
alpha,18.5,1.2080170431648462e-119
beta,0.85,1.2080170431648462e-119
expPragFlip,false,1.2080170431648462e-119
alpha,18.5,2.593953013430211e-278
beta,0.85,2.593953013430211e-278
expPragFlip,true,2.593953013430211e-278
alpha,18.5,1.3768894837467905e-108
beta,0.8,1.3768894837467905e-108
expPragFlip,false,1.3768894837467905e-108
alpha,18.5,4.802228609540907e-257
beta,0.8,4.802228609540907e-257
expPragFlip,true,4.802228609540907e-257
alpha,18.5,2.2302705200265084e-98
beta,0.75,2.2302705200265084e-98
expPragFlip,false,2.2302705200265084e-98
alpha,18.5,4.648649379107753e-236
beta,0.75,4.648649379107753e-236
expPragFlip,true,4.648649379107753e-236
alpha,18.5,6.495753313979618e-89
beta,0.7,6.495753313979618e-89
expPragFlip,false,6.495753313979618e-89
alpha,18.5,8.704830720333069e-228
beta,0.7,8.704830720333069e-228
expPragFlip,true,8.704830720333069e-228
alpha,18.5,4.0923427098689035e-80
beta,0.65,4.0923427098689035e-80
expPragFlip,false,4.0923427098689035e-80
alpha,18.5,2.8006105997874513e-229
beta,0.65,2.8006105997874513e-229
expPragFlip,true,2.8006105997874513e-229
alpha,18.5,6.4040281168239e-72
beta,0.6,6.4040281168239e-72
expPragFlip,false,6.4040281168239e-72
alpha,18.5,2.0965292509215935e-236
beta,0.6,2.0965292509215935e-236
expPragFlip,true,2.0965292509215935e-236
alpha,18.5,2.7445179484263317e-64
beta,0.55,2.7445179484263317e-64
expPragFlip,false,2.7445179484263317e-64
alpha,18.5,3.353586752368913e-243
beta,0.55,3.353586752368913e-243
expPragFlip,true,3.353586752368913e-243
alpha,18.5,3.419665271214583e-57
beta,0.5,3.419665271214583e-57
expPragFlip,false,3.419665271214583e-57
alpha,18.5,1.9449304431447315e-247
beta,0.5,1.9449304431447315e-247
expPragFlip,true,1.9449304431447315e-247
alpha,18.5,1.2639157339673864e-50
beta,0.45,1.2639157339673864e-50
expPragFlip,false,1.2639157339673864e-50
alpha,18.5,1.5166651729575777e-253
beta,0.45,1.5166651729575777e-253
expPragFlip,true,1.5166651729575777e-253
alpha,18.5,1.347925219974652e-44
