parameter,value,MCMCprob
alpha,19.236767310649157,0.0010000000000000037
beta,0.5421060884837061,0.0010000000000000037
alpha,18.94162034150213,0.0010000000000000037
beta,0.5421060884837061,0.0010000000000000037
alpha,4.946611258201301,0.0010000000000000037
beta,0.5421060884837061,0.0010000000000000037
alpha,10.773782399483025,0.0010000000000000037
beta,0.5421060884837061,0.0010000000000000037
alpha,10.773782399483025,0.0010000000000000037
beta,0.5421060884837061,0.0010000000000000037
alpha,10.773782399483025,0.004000000000000016
beta,0.7639574585482478,0.004000000000000016
alpha,8.444396695122123,0.003000000000000012
beta,0.7639574585482478,0.003000000000000012
alpha,8.444396695122123,0.004000000000000016
beta,0.5988627499900758,0.004000000000000016
alpha,8.444396695122123,0.0010000000000000037
beta,0.49759351345710456,0.0010000000000000037
alpha,8.444396695122123,0.0010000000000000037
beta,0.9097346793860197,0.0010000000000000037
alpha,8.444396695122123,0.007000000000000028
beta,0.5455128944013268,0.007000000000000028
alpha,8.444396695122123,0.0010000000000000037
beta,0.9518038453534245,0.0010000000000000037
alpha,8.444396695122123,0.007000000000000028
beta,0.7323224511928856,0.007000000000000028
alpha,8.444396695122123,0.003000000000000012
beta,0.5751978047192097,0.003000000000000012
alpha,8.444396695122123,0.0010000000000000037
beta,0.7442792244255543,0.0010000000000000037
alpha,8.444396695122123,0.00600000000000002
beta,0.1490314861293882,0.00600000000000002
alpha,8.444396695122123,0.0010000000000000037
beta,0.4022096700500697,0.0010000000000000037
alpha,8.444396695122123,0.011000000000000043
beta,0.94563108519651,0.011000000000000043
alpha,8.444396695122123,0.00600000000000002
beta,0.2995135737583041,0.00600000000000002
alpha,8.444396695122123,0.0010000000000000037
beta,0.1273092576302588,0.0010000000000000037
alpha,8.444396695122123,0.003000000000000012
beta,0.02983336430042982,0.003000000000000012
alpha,8.444396695122123,0.003000000000000012
beta,0.7088946825824678,0.003000000000000012
alpha,8.444396695122123,0.0010000000000000037
beta,0.21532558416947722,0.0010000000000000037
alpha,8.444396695122123,0.004000000000000016
beta,0.998641925631091,0.004000000000000016
alpha,8.444396695122123,0.002000000000000008
beta,0.5974488980136812,0.002000000000000008
alpha,8.444396695122123,0.00600000000000002
beta,0.3864144266117364,0.00600000000000002
alpha,8.444396695122123,0.0010000000000000037
beta,0.10531597188673913,0.0010000000000000037
alpha,8.444396695122123,0.0010000000000000037
beta,0.4296517495531589,0.0010000000000000037
alpha,8.444396695122123,0.003000000000000012
beta,0.5668907552026212,0.003000000000000012
alpha,8.444396695122123,0.002000000000000008
beta,0.35618782602250576,0.002000000000000008
alpha,8.444396695122123,0.00600000000000002
beta,0.9190502800047398,0.00600000000000002
alpha,8.444396695122123,0.02500000000000009
beta,0.944928385084495,0.02500000000000009
alpha,8.444396695122123,0.0010000000000000037
beta,0.7735131476074457,0.0010000000000000037
alpha,7.299937913194299,0.0010000000000000037
beta,0.7735131476074457,0.0010000000000000037
alpha,7.413571486249566,0.004000000000000016
beta,0.7735131476074457,0.004000000000000016
alpha,7.413571486249566,0.004000000000000016
beta,0.6488456493243575,0.004000000000000016
alpha,6.467869346961379,0.002000000000000008
beta,0.6488456493243575,0.002000000000000008
alpha,7.736472603864968,0.002000000000000008
beta,0.6488456493243575,0.002000000000000008
alpha,7.736472603864968,0.005000000000000019
beta,0.5852211506571621,0.005000000000000019
alpha,7.736472603864968,0.004000000000000016
beta,0.49309795442968607,0.004000000000000016
alpha,7.736472603864968,0.003000000000000012
beta,0.92185637075454,0.003000000000000012
alpha,7.736472603864968,0.007000000000000028
beta,0.9473844638559967,0.007000000000000028
alpha,7.736472603864968,0.005000000000000019
beta,0.7733225228730589,0.005000000000000019
alpha,7.127672862261534,0.008000000000000033
beta,0.7733225228730589,0.008000000000000033
alpha,7.127672862261534,0.003000000000000012
beta,0.8347734319977462,0.003000000000000012
alpha,7.127672862261534,0.004000000000000016
beta,0.6485998963471502,0.004000000000000016
alpha,7.127672862261534,0.003000000000000012
beta,0.40350124589167535,0.003000000000000012
alpha,7.127672862261534,0.003000000000000012
beta,0.6968394061550498,0.003000000000000012
alpha,7.127672862261534,0.007000000000000028
beta,0.3737284312956035,0.007000000000000028
alpha,7.127672862261534,0.002000000000000008
beta,0.1167852848302573,0.002000000000000008
alpha,7.127672862261534,0.01000000000000004
beta,0.9522917298600078,0.01000000000000004
alpha,6.677411822602153,0.0010000000000000037
beta,0.9522917298600078,0.0010000000000000037
alpha,6.677411822602153,0.003000000000000012
beta,0.936156045878306,0.003000000000000012
alpha,7.727611651644111,0.007000000000000028
beta,0.936156045878306,0.007000000000000028
alpha,7.727611651644111,0.003000000000000012
beta,0.9007200477644801,0.003000000000000012
alpha,7.727611651644111,0.0010000000000000037
beta,0.9191084469202906,0.0010000000000000037
alpha,6.424272037111223,0.013000000000000043
beta,0.9191084469202906,0.013000000000000043
alpha,6.424272037111223,0.01200000000000004
beta,0.9301161740440875,0.01200000000000004
alpha,6.424272037111223,0.007000000000000028
beta,0.6195734108332545,0.007000000000000028
alpha,6.424272037111223,0.003000000000000012
beta,0.4186207354068756,0.003000000000000012
alpha,6.424272037111223,0.0010000000000000037
beta,0.5952644641511142,0.0010000000000000037
alpha,6.424272037111223,0.00900000000000004
beta,0.88483631843701,0.00900000000000004
alpha,6.424272037111223,0.002000000000000008
beta,0.8342943340539932,0.002000000000000008
alpha,6.424272037111223,0.008000000000000033
beta,0.6650716431904584,0.008000000000000033
alpha,6.424272037111223,0.004000000000000016
beta,0.8105897849891335,0.004000000000000016
alpha,6.424272037111223,0.0010000000000000037
beta,0.1991638287436217,0.0010000000000000037
alpha,6.424272037111223,0.00900000000000004
beta,0.8597244713455439,0.00900000000000004
alpha,6.424272037111223,0.011000000000000043
beta,0.6094848560169339,0.011000000000000043
alpha,6.424272037111223,0.004000000000000016
beta,0.25141325942240655,0.004000000000000016
alpha,6.424272037111223,0.0010000000000000037
beta,0.20155887096188962,0.0010000000000000037
alpha,6.424272037111223,0.007000000000000028
beta,0.6299906263593584,0.007000000000000028
alpha,6.424272037111223,0.0010000000000000037
beta,0.5167399728670716,0.0010000000000000037
alpha,6.424272037111223,0.0010000000000000037
beta,0.4018534498754889,0.0010000000000000037
alpha,6.424272037111223,0.016000000000000066
beta,0.9239525326993316,0.016000000000000066
alpha,6.75333138089627,0.0010000000000000037
beta,0.9239525326993316,0.0010000000000000037
alpha,6.75333138089627,0.00900000000000004
beta,0.34813841129653156,0.00900000000000004
alpha,6.75333138089627,0.003000000000000012
beta,0.905136072775349,0.003000000000000012
alpha,6.75333138089627,0.002000000000000008
beta,0.3534102344419807,0.002000000000000008
alpha,6.75333138089627,0.0010000000000000037
beta,0.6506051633041352,0.0010000000000000037
alpha,6.75333138089627,0.003000000000000012
beta,0.6413228928577155,0.003000000000000012
alpha,6.75333138089627,0.004000000000000016
beta,0.5046645477414131,0.004000000000000016
alpha,6.75333138089627,0.0010000000000000037
