parameter,value,MCMCprob
alpha,19.222128060646355,0.0003000000000000033
beta,0.7101231040433049,0.0003000000000000033
expVsPrag,false,0.0003000000000000033
alpha,19.222128060646355,0.0010000000000000117
beta,0.012927935691550374,0.0010000000000000117
expVsPrag,false,0.0010000000000000117
alpha,19.222128060646355,0.0011000000000000129
beta,0.0708583164960146,0.0011000000000000129
expVsPrag,false,0.0011000000000000129
alpha,7.446637796238065,0.0006000000000000067
beta,0.0708583164960146,0.0006000000000000067
expVsPrag,false,0.0006000000000000067
alpha,17.98375270795077,0.0010000000000000117
beta,0.0708583164960146,0.0010000000000000117
expVsPrag,false,0.0010000000000000117
alpha,14.575544726103544,0.0006000000000000067
beta,0.0708583164960146,0.0006000000000000067
expVsPrag,false,0.0006000000000000067
alpha,14.575544726103544,0.0013000000000000145
beta,0.1763262338936329,0.0013000000000000145
expVsPrag,false,0.0013000000000000145
alpha,11.644257972948253,0.004500000000000052
beta,0.1763262338936329,0.004500000000000052
expVsPrag,false,0.004500000000000052
alpha,11.816257205791771,0.0007000000000000082
beta,0.1763262338936329,0.0007000000000000082
expVsPrag,false,0.0007000000000000082
alpha,12.044133353047073,0.0019000000000000217
beta,0.1763262338936329,0.0019000000000000217
expVsPrag,false,0.0019000000000000217
alpha,10.621993225067854,0.007600000000000088
beta,0.1763262338936329,0.007600000000000088
expVsPrag,false,0.007600000000000088
alpha,10.620730421505868,0.0005000000000000059
beta,0.1763262338936329,0.0005000000000000059
expVsPrag,false,0.0005000000000000059
alpha,11.982212369330227,0.0004000000000000047
beta,0.1763262338936329,0.0004000000000000047
expVsPrag,false,0.0004000000000000047
alpha,12.380721210502088,0.0010000000000000117
beta,0.1763262338936329,0.0010000000000000117
expVsPrag,false,0.0010000000000000117
alpha,12.380721210502088,0.0032000000000000383
beta,0.1963326905388385,0.0032000000000000383
expVsPrag,false,0.0032000000000000383
alpha,12.48622315004468,0.0018000000000000206
beta,0.1963326905388385,0.0018000000000000206
expVsPrag,false,0.0018000000000000206
alpha,11.635159370489419,0.006200000000000073
beta,0.1963326905388385,0.006200000000000073
expVsPrag,false,0.006200000000000073
alpha,10.37091525271535,0.00020000000000000234
beta,0.1963326905388385,0.00020000000000000234
expVsPrag,false,0.00020000000000000234
alpha,12.65921950340271,0.008000000000000089
beta,0.1963326905388385,0.008000000000000089
expVsPrag,false,0.008000000000000089
alpha,12.65921950340271,0.001500000000000018
beta,0.11735056596808136,0.001500000000000018
expVsPrag,false,0.001500000000000018
alpha,12.65921950340271,0.0029000000000000354
beta,0.12448665779083967,0.0029000000000000354
expVsPrag,false,0.0029000000000000354
alpha,11.454236176796257,0.0009000000000000109
beta,0.12448665779083967,0.0009000000000000109
expVsPrag,false,0.0009000000000000109
alpha,12.633121642284095,0.003700000000000041
beta,0.12448665779083967,0.003700000000000041
expVsPrag,false,0.003700000000000041
alpha,12.875222037546337,0.00010000000000000116
beta,0.12448665779083967,0.00010000000000000116
expVsPrag,false,0.00010000000000000116
alpha,12.875222037546337,0.00020000000000000234
beta,0.15021632169373333,0.00020000000000000234
expVsPrag,false,0.00020000000000000234
alpha,11.991429352201521,0.003100000000000036
beta,0.15021632169373333,0.003100000000000036
expVsPrag,false,0.003100000000000036
alpha,11.991429352201521,0.002000000000000022
beta,0.21909910906106234,0.002000000000000022
expVsPrag,false,0.002000000000000022
alpha,11.991429352201521,0.0010000000000000117
beta,0.13666907302103937,0.0010000000000000117
expVsPrag,false,0.0010000000000000117
alpha,11.991429352201521,0.0006000000000000067
beta,0.17625634442083538,0.0006000000000000067
expVsPrag,false,0.0006000000000000067
alpha,10.780631192028522,0.012300000000000137
beta,0.17625634442083538,0.012300000000000137
expVsPrag,false,0.012300000000000137
alpha,10.780631192028522,0.0009000000000000109
beta,0.20548347500152886,0.0009000000000000109
expVsPrag,false,0.0009000000000000109
alpha,10.780631192028522,0.008600000000000095
beta,0.21790844202041626,0.008600000000000095
expVsPrag,false,0.008600000000000095
alpha,10.780631192028522,0.001500000000000018
beta,0.1398451563436538,0.001500000000000018
expVsPrag,false,0.001500000000000018
alpha,10.780631192028522,0.001500000000000018
beta,0.20296826888807118,0.001500000000000018
expVsPrag,false,0.001500000000000018
alpha,12.2118332516402,0.0016000000000000192
beta,0.20296826888807118,0.0016000000000000192
expVsPrag,false,0.0016000000000000192
alpha,12.189712333492935,0.0035000000000000382
beta,0.20296826888807118,0.0035000000000000382
expVsPrag,false,0.0035000000000000382
alpha,12.189712333492935,0.00020000000000000234
beta,0.08944397489540279,0.00020000000000000234
expVsPrag,false,0.00020000000000000234
alpha,12.581897070631385,0.0010000000000000117
beta,0.08944397489540279,0.0010000000000000117
expVsPrag,false,0.0010000000000000117
alpha,12.957847798243165,0.0011000000000000129
beta,0.08944397489540279,0.0011000000000000129
expVsPrag,false,0.0011000000000000129
alpha,12.957847798243165,0.003100000000000036
beta,0.13200136250816286,0.003100000000000036
expVsPrag,false,0.003100000000000036
alpha,12.957847798243165,0.0032000000000000383
beta,0.12866324628703296,0.0032000000000000383
expVsPrag,false,0.0032000000000000383
alpha,10.56615763809532,0.0014000000000000165
beta,0.12866324628703296,0.0014000000000000165
expVsPrag,false,0.0014000000000000165
alpha,10.56615763809532,0.0013000000000000145
beta,0.14433649135753512,0.0013000000000000145
expVsPrag,false,0.0013000000000000145
alpha,10.56615763809532,0.0003000000000000033
beta,0.23773007676936686,0.0003000000000000033
expVsPrag,false,0.0003000000000000033
alpha,10.56615763809532,0.0018000000000000206
beta,0.20792563818395138,0.0018000000000000206
expVsPrag,false,0.0018000000000000206
alpha,11.706745708361268,0.0034000000000000397
beta,0.20792563818395138,0.0034000000000000397
expVsPrag,false,0.0034000000000000397
alpha,11.147637199610472,0.0034000000000000397
beta,0.20792563818395138,0.0034000000000000397
expVsPrag,false,0.0034000000000000397
alpha,11.147637199610472,0.0011000000000000129
beta,0.21920741442590952,0.0011000000000000129
expVsPrag,false,0.0011000000000000129
alpha,11.432609017938375,0.003300000000000037
beta,0.21920741442590952,0.003300000000000037
expVsPrag,false,0.003300000000000037
alpha,11.432609017938375,0.00930000000000011
beta,0.15664819558151066,0.00930000000000011
expVsPrag,false,0.00930000000000011
alpha,11.432609017938375,0.0022000000000000257
beta,0.1499256573151797,0.0022000000000000257
expVsPrag,false,0.0022000000000000257
alpha,11.432609017938375,0.0018000000000000206
beta,0.23970927903428674,0.0018000000000000206
expVsPrag,false,0.0018000000000000206
alpha,12.045062421821058,0.00010000000000000116
beta,0.23970927903428674,0.00010000000000000116
expVsPrag,false,0.00010000000000000116
alpha,11.809487156569958,0.0018000000000000206
beta,0.23970927903428674,0.0018000000000000206
expVsPrag,false,0.0018000000000000206
alpha,11.809487156569958,0.008300000000000099
beta,0.16127854748629034,0.008300000000000099
expVsPrag,false,0.008300000000000099
alpha,11.809487156569958,0.004500000000000052
beta,0.19001706806011498,0.004500000000000052
expVsPrag,false,0.004500000000000052
alpha,11.809487156569958,0.0006000000000000067
beta,0.19829376670531929,0.0006000000000000067
expVsPrag,false,0.0006000000000000067
alpha,12.381899310275912,0.00010000000000000116
beta,0.19829376670531929,0.00010000000000000116
expVsPrag,false,0.00010000000000000116
alpha,12.381899310275912,0.00010000000000000116
beta,0.24149435036815703,0.00010000000000000116
expVsPrag,false,0.00010000000000000116
alpha,12.381899310275912,0.0014000000000000165
beta,0.20681511098518968,0.0014000000000000165
expVsPrag,false,0.0014000000000000165
alpha,12.381899310275912,0.0011000000000000129
beta,0.10462310258299112,0.0011000000000000129
expVsPrag,false,0.0011000000000000129
alpha,11.941135991364717,0.0006000000000000067
beta,0.10462310258299112,0.0006000000000000067
expVsPrag,false,0.0006000000000000067
alpha,11.828817497007549,0.0007000000000000082
beta,0.10462310258299112,0.0007000000000000082
expVsPrag,false,0.0007000000000000082
alpha,11.828817497007549,0.0030000000000000365
beta,0.12993348366580904,0.0030000000000000365
expVsPrag,false,0.0030000000000000365
alpha,11.828817497007549,0.0010000000000000117
beta,0.15180934662930667,0.0010000000000000117
expVsPrag,false,0.0010000000000000117
alpha,11.828817497007549,0.00020000000000000234
beta,0.23030739114619792,0.00020000000000000234
expVsPrag,false,0.00020000000000000234
alpha,11.828817497007549,0.0021000000000000233
beta,0.22188759595155716,0.0021000000000000233
