parameter,value,MCMCprob
alpha,4.6,-164.6798125283039
beta,0.1,-164.6798125283039
modelType,explicit,-164.6798125283039
alpha,4.6,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,4.6,-95.99504508827744
beta,0,-95.99504508827744
modelType,pragmatic,-95.99504508827744
alpha,4.6,-175.9740658604917
beta,0,-175.9740658604917
modelType,explicit,-175.9740658604917
alpha,4.6,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,4.5,-145.29811198727464
beta,1,-145.29811198727464
modelType,pragmatic,-145.29811198727464
alpha,4.5,-204.69867287129188
beta,1,-204.69867287129188
modelType,explicit,-204.69867287129188
alpha,4.5,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,4.5,-128.46263579008877
beta,0.9,-128.46263579008877
modelType,pragmatic,-128.46263579008877
alpha,4.5,-190.87872746659644
beta,0.9,-190.87872746659644
modelType,explicit,-190.87872746659644
alpha,4.5,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,4.5,-114.02799848932955
beta,0.8,-114.02799848932955
modelType,pragmatic,-114.02799848932955
alpha,4.5,-179.23480589336532
beta,0.8,-179.23480589336532
modelType,explicit,-179.23480589336532
alpha,4.5,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,4.5,-102.06849848690098
beta,0.7,-102.06849848690098
modelType,pragmatic,-102.06849848690098
alpha,4.5,-169.90477091803248
beta,0.7,-169.90477091803248
modelType,explicit,-169.90477091803248
alpha,4.5,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,4.5,-92.70943050770711
beta,0.6,-92.70943050770711
modelType,pragmatic,-92.70943050770711
alpha,4.5,-163.03589843562514
beta,0.6,-163.03589843562514
modelType,explicit,-163.03589843562514
alpha,4.5,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,4.5,-86.15699274586927
beta,0.5,-86.15699274586927
modelType,pragmatic,-86.15699274586927
alpha,4.5,-158.78404627842468
beta,0.5,-158.78404627842468
modelType,explicit,-158.78404627842468
alpha,4.5,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,4.5,-82.7009460393765
beta,0.4,-82.7009460393765
modelType,pragmatic,-82.7009460393765
alpha,4.5,-157.31089847095004
beta,0.4,-157.31089847095004
modelType,explicit,-157.31089847095004
alpha,4.5,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,4.5,-82.68453193189436
beta,0.3,-82.68453193189436
modelType,pragmatic,-82.68453193189436
alpha,4.5,-158.7788902476016
beta,0.3,-158.7788902476016
modelType,explicit,-158.7788902476016
alpha,4.5,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,4.5,-86.45801746582886
beta,0.2,-86.45801746582886
modelType,pragmatic,-86.45801746582886
alpha,4.5,-163.3439325906396
beta,0.2,-163.3439325906396
modelType,explicit,-163.3439325906396
alpha,4.5,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,4.5,-94.34785099024607
beta,0.1,-94.34785099024607
modelType,pragmatic,-94.34785099024607
alpha,4.5,-171.14669444520013
beta,0.1,-171.14669444520013
modelType,explicit,-171.14669444520013
alpha,4.5,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,4.5,-106.65493864501241
beta,0,-106.65493864501241
modelType,pragmatic,-106.65493864501241
alpha,4.5,-182.30375369005844
beta,0,-182.30375369005844
modelType,explicit,-182.30375369005844
alpha,4.5,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,4.4,-153.44401427183317
beta,1,-153.44401427183317
modelType,pragmatic,-153.44401427183317
alpha,4.4,-208.34769096915767
beta,1,-208.34769096915767
modelType,explicit,-208.34769096915767
alpha,4.4,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,4.4,-137.4150615793415
beta,0.9,-137.4150615793415
modelType,pragmatic,-137.4150615793415
alpha,4.4,-195.14438910922195
beta,0.9,-195.14438910922195
modelType,explicit,-195.14438910922195
alpha,4.4,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,4.4,-123.67895843762773
beta,0.8,-123.67895843762773
modelType,pragmatic,-123.67895843762773
alpha,4.4,-184.0666888826862
beta,0.8,-184.0666888826862
modelType,explicit,-184.0666888826862
alpha,4.4,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,4.4,-112.32788749723403
beta,0.7,-112.32788749723403
modelType,pragmatic,-112.32788749723403
alpha,4.4,-175.2475366380845
beta,0.7,-175.2475366380845
modelType,explicit,-175.2475366380845
alpha,4.4,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,4.4,-103.49832825898312
beta,0.6,-103.49832825898312
modelType,pragmatic,-103.49832825898312
alpha,4.4,-168.82771266183312
beta,0.6,-168.82771266183312
modelType,explicit,-168.82771266183312
alpha,4.4,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,4.4,-97.39525362680001
beta,0.5,-97.39525362680001
modelType,pragmatic,-97.39525362680001
alpha,4.4,-164.95471582852286
beta,0.5,-164.95471582852286
modelType,explicit,-164.95471582852286
alpha,4.4,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,4.4,-94.29428791543627
beta,0.4,-94.29428791543627
modelType,pragmatic,-94.29428791543627
alpha,4.4,-163.77998360154032
beta,0.4,-163.77998360154032
modelType,explicit,-163.77998360154032
alpha,4.4,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,4.4,-94.5176846545395
beta,0.3,-94.5176846545395
modelType,pragmatic,-94.5176846545395
alpha,4.4,-165.4541646063272
beta,0.3,-165.4541646063272
modelType,explicit,-165.4541646063272
alpha,4.4,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,4.4,-98.39625653302433
beta,0.2,-98.39625653302433
modelType,pragmatic,-98.39625653302433
alpha,4.4,-170.1205940893808
beta,0.2,-170.1205940893808
modelType,explicit,-170.1205940893808
alpha,4.4,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,4.4,-106.24006847371305
beta,0.1,-106.24006847371305
modelType,pragmatic,-106.24006847371305
alpha,4.4,-177.9076432676619
beta,0.1,-177.9076432676619
modelType,explicit,-177.9076432676619
alpha,4.4,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,4.4,-118.3277264457659
beta,0,-118.3277264457659
modelType,pragmatic,-118.3277264457659
alpha,4.4,-188.92104677728355
beta,0,-188.92104677728355
modelType,explicit,-188.92104677728355
alpha,4.4,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,4.3,-162.37777202423524
beta,1,-162.37777202423524
modelType,pragmatic,-162.37777202423524
alpha,4.3,-212.29393492434684
beta,1,-212.29393492434684
modelType,explicit,-212.29393492434684
alpha,4.3,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,4.3,-147.19282450631619
beta,0.9,-147.19282450631619
modelType,pragmatic,-147.19282450631619
alpha,4.3,-199.7175518943373
beta,0.9,-199.7175518943373
modelType,explicit,-199.7175518943373
alpha,4.3,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,4.3,-134.19606649773092
beta,0.8,-134.19606649773092
modelType,pragmatic,-134.19606649773092
alpha,4.3,-189.21461514265366
beta,0.8,-189.21461514265366
modelType,explicit,-189.21461514265366
alpha,4.3,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,4.3,-123.4942808112504
beta,0.7,-123.4942808112504
modelType,pragmatic,-123.4942808112504
alpha,4.3,-180.91274216898472
beta,0.7,-180.91274216898472
modelType,explicit,-180.91274216898472
alpha,4.3,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,4.3,-115.23235566556617
beta,0.6,-115.23235566556617
modelType,pragmatic,-115.23235566556617
alpha,4.3,-174.9458987290921
beta,0.6,-174.9458987290921
modelType,explicit,-174.9458987290921
alpha,4.3,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,4.3,-109.61247415181516
beta,0.5,-109.61247415181516
modelType,pragmatic,-109.61247415181516
alpha,4.3,-171.45307268382896
beta,0.5,-171.45307268382896
modelType,explicit,-171.45307268382896
alpha,4.3,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,4.3,-106.89565210456726
beta,0.4,-106.89565210456726
modelType,pragmatic,-106.89565210456726
alpha,4.3,-170.57552503890759
beta,0.4,-170.57552503890759
modelType,explicit,-170.57552503890759
alpha,4.3,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,4.3,-107.3824591509806
beta,0.3,-107.3824591509806
modelType,pragmatic,-107.3824591509806
alpha,4.3,-172.4524257684969
beta,0.3,-172.4524257684969
modelType,explicit,-172.4524257684969
alpha,4.3,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,4.3,-111.3815633949938
beta,0.2,-111.3815633949938
modelType,pragmatic,-111.3815633949938
alpha,4.3,-177.2150421315279
beta,0.2,-177.2150421315279
modelType,explicit,-177.2150421315279
alpha,4.3,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,4.3,-119.18199455680764
beta,0.1,-119.18199455680764
modelType,pragmatic,-119.18199455680764
alpha,4.3,-184.9800653003652
beta,0.1,-184.9800653003652
modelType,explicit,-184.9800653003652
alpha,4.3,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,4.3,-131.0362737699656
beta,0,-131.0362737699656
modelType,pragmatic,-131.0362737699656
alpha,4.3,-195.84299558650196
beta,0,-195.84299558650196
modelType,explicit,-195.84299558650196
alpha,4.3,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,4.2,-172.1467683975286
beta,1,-172.1467683975286
modelType,pragmatic,-172.1467683975286
alpha,4.2,-216.55992220568504
beta,1,-216.55992220568504
modelType,explicit,-216.55992220568504
alpha,4.2,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,4.2,-157.84226873535482
beta,0.9,-157.84226873535482
modelType,pragmatic,-157.84226873535482
alpha,4.2,-204.6205341822758
beta,0.9,-204.6205341822758
modelType,explicit,-204.6205341822758
alpha,4.2,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,4.2,-145.62420447497033
beta,0.8,-145.62420447497033
modelType,pragmatic,-145.62420447497033
alpha,4.2,-194.70056537795557
beta,0.8,-194.70056537795557
modelType,explicit,-194.70056537795557
alpha,4.2,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,4.2,-135.61066462797004
beta,0.7,-135.61066462797004
modelType,pragmatic,-135.61066462797004
alpha,4.2,-186.9219214533
beta,0.7,-186.9219214533
modelType,explicit,-186.9219214533
alpha,4.2,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,4.2,-127.9521354224699
beta,0.6,-127.9521354224699
modelType,pragmatic,-127.9521354224699
alpha,4.2,-181.41147361452715
beta,0.6,-181.41147361452715
modelType,explicit,-181.41147361452715
alpha,4.2,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,4.2,-122.84634519951379
beta,0.5,-122.84634519951379
modelType,pragmatic,-122.84634519951379
alpha,4.2,-178.29958867069809
beta,0.5,-178.29958867069809
modelType,explicit,-178.29958867069809
alpha,4.2,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,4.2,-120.53907740476161
beta,0.4,-120.53907740476161
modelType,pragmatic,-120.53907740476161
alpha,4.2,-177.71745864024084
beta,0.4,-177.71745864024084
modelType,explicit,-177.71745864024084
alpha,4.2,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,4.2,-121.30849084661412
beta,0.3,-121.30849084661412
modelType,pragmatic,-121.30849084661412
alpha,4.2,-179.79310864821724
beta,0.3,-179.79310864821724
modelType,explicit,-179.79310864821724
alpha,4.2,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,4.2,-125.43883613337294
beta,0.2,-125.43883613337294
modelType,pragmatic,-125.43883613337294
alpha,4.2,-184.6462567705667
beta,0.2,-184.6462567705667
modelType,explicit,-184.6462567705667
alpha,4.2,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,4.2,-133.19438737672886
beta,0.1,-133.19438737672886
modelType,pragmatic,-133.19438737672886
alpha,4.2,-192.38253023273785
beta,0.1,-192.38253023273785
modelType,explicit,-192.38253023273785
alpha,4.2,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,4.2,-144.79883868302008
beta,0,-144.79883868302008
modelType,pragmatic,-144.79883868302008
alpha,4.2,-203.08779656606902
beta,0,-203.08779656606902
modelType,explicit,-203.08779656606902
alpha,4.2,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,4.1,-182.79925460818117
beta,1,-182.79925460818117
modelType,pragmatic,-182.79925460818117
alpha,4.1,-221.1701148015398
beta,1,-221.1701148015398
modelType,explicit,-221.1701148015398
alpha,4.1,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,4.1,-169.40980513873245
beta,0.9,-169.40980513873245
modelType,pragmatic,-169.40980513873245
alpha,4.1,-209.8774712231173
beta,0.9,-209.8774712231173
modelType,explicit,-209.8774712231173
alpha,4.1,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,4.1,-158.0074571221868
beta,0.8,-158.0074571221868
modelType,pragmatic,-158.0074571221868
alpha,4.1,-200.54821283150812
beta,0.8,-200.54821283150812
modelType,explicit,-200.54821283150812
alpha,4.1,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,4.1,-148.71834314276157
beta,0.7,-148.71834314276157
modelType,pragmatic,-148.71834314276157
alpha,4.1,-193.29818486875573
beta,0.7,-193.29818486875573
modelType,explicit,-193.29818486875573
alpha,4.1,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,4.1,-141.695737110222
beta,0.6,-141.695737110222
modelType,pragmatic,-141.695737110222
alpha,4.1,-188.24692683294006
beta,0.6,-188.24692683294006
modelType,explicit,-188.24692683294006
alpha,4.1,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,4.1,-137.13116821267408
beta,0.5,-137.13116821267408
modelType,pragmatic,-137.13116821267408
alpha,4.1,-185.51611894129724
beta,0.5,-185.51611894129724
modelType,explicit,-185.51611894129724
alpha,4.1,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,4.1,-135.2544364528249
beta,0.4,-135.2544364528249
modelType,pragmatic,-135.2544364528249
alpha,4.1,-185.22702998181808
beta,0.4,-185.22702998181808
modelType,explicit,-185.22702998181808
alpha,4.1,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,4.1,-136.32058689264107
beta,0.3,-136.32058689264107
modelType,pragmatic,-136.32058689264107
alpha,4.1,-187.4968996098437
beta,0.3,-187.4968996098437
modelType,explicit,-187.4968996098437
alpha,4.1,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,4.1,-140.58766725789377
beta,0.2,-140.58766725789377
modelType,pragmatic,-140.58766725789377
alpha,4.1,-192.43442578746556
beta,0.2,-192.43442578746556
modelType,explicit,-192.43442578746556
alpha,4.1,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,4.1,-148.29247685002275
beta,0.1,-148.29247685002275
modelType,pragmatic,-148.29247685002275
alpha,4.1,-200.1347855643034
beta,0.1,-200.1347855643034
modelType,explicit,-200.1347855643034
alpha,4.1,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,4.1,-159.62824888311525
beta,0,-159.62824888311525
modelType,pragmatic,-159.62824888311525
alpha,4.1,-210.67480735323542
beta,0,-210.67480735323542
modelType,explicit,-210.67480735323542
alpha,4.1,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,4,-194.38347949136295
beta,1,-194.38347949136295
modelType,pragmatic,-194.38347949136295
alpha,4,-226.1510232674371
beta,1,-226.1510232674371
modelType,explicit,-226.1510232674371
alpha,4,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,4,-181.9409407806537
beta,0.9,-181.9409407806537
modelType,pragmatic,-181.9409407806537
alpha,4,-215.51439417982436
beta,0.9,-215.51439417982436
modelType,explicit,-215.51439417982436
alpha,4,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,4,-171.38804561403362
beta,0.8,-171.38804561403362
modelType,pragmatic,-171.38804561403362
alpha,4,-206.7829804362021
beta,0.8,-206.7829804362021
modelType,explicit,-206.7829804362021
alpha,4,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,4,-162.8557800537186
beta,0.7,-162.8557800537186
modelType,pragmatic,-162.8557800537186
alpha,4,-200.066257865743
beta,0.7,-200.066257865743
modelType,explicit,-200.066257865743
alpha,4,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,4,-156.49743503490234
beta,0.6,-156.49743503490234
modelType,pragmatic,-156.49743503490234
alpha,4,-195.47624387806303
beta,0.6,-195.47624387806303
modelType,explicit,-195.47624387806303
alpha,4,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,4,-152.4965528431644
beta,0.5,-152.4965528431644
modelType,pragmatic,-152.4965528431644
alpha,4,-193.12591334204615
beta,0.5,-193.12591334204615
modelType,explicit,-193.12591334204615
alpha,4,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,4,-151.0661195731783
beta,0.4,-151.0661195731783
modelType,pragmatic,-151.0661195731783
alpha,4,-193.12679654898875
beta,0.4,-193.12679654898875
modelType,explicit,-193.12679654898875
alpha,4,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,4,-152.43745826146926
beta,0.3,-152.43745826146926
modelType,pragmatic,-152.43745826146926
alpha,4,-195.58573220539168
beta,0.3,-195.58573220539168
modelType,explicit,-195.58573220539168
alpha,4,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,4,-156.84118202699312
beta,0.2,-156.84118202699312
modelType,pragmatic,-156.84118202699312
alpha,4,-200.60093661988827
beta,0.2,-200.60093661988827
modelType,explicit,-200.60093661988827
alpha,4,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,4,-164.48493393879033
beta,0.1,-164.48493393879033
modelType,pragmatic,-164.48493393879033
alpha,4,-208.2577473392468
beta,0.1,-208.2577473392468
modelType,explicit,-208.2577473392468
alpha,4,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,4,-175.53096844008707
beta,0,-175.53096844008707
modelType,pragmatic,-175.53096844008707
alpha,4,-218.6245388948949
beta,0,-218.6245388948949
modelType,explicit,-218.6245388948949
alpha,4,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.9,-206.94651977639586
beta,1,-206.94651977639586
modelType,pragmatic,-206.94651977639586
alpha,3.9,-231.53128940473093
beta,1,-231.53128940473093
modelType,explicit,-231.53128940473093
alpha,3.9,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.9,-195.4790067935382
beta,0.9,-195.4790067935382
modelType,pragmatic,-195.4790067935382
alpha,3.9,-221.55928459186094
beta,0.9,-221.55928459186094
modelType,explicit,-221.55928459186094
alpha,3.9,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.9,-185.80496121740433
beta,0.8,-185.80496121740433
modelType,pragmatic,-185.80496121740433
alpha,3.9,-213.43207091214896
beta,0.8,-213.43207091214896
modelType,explicit,-213.43207091214896
alpha,3.9,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.9,-178.05714732204058
beta,0.7,-178.05714732204058
modelType,pragmatic,-178.05714732204058
alpha,3.9,-207.25249065700027
beta,0.7,-207.25249065700027
modelType,explicit,-207.25249065700027
alpha,3.9,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.9,-172.38618800365822
beta,0.6,-172.38618800365822
modelType,pragmatic,-172.38618800365822
alpha,3.9,-203.12489932814339
beta,0.6,-203.12489932814339
modelType,explicit,-203.12489932814339
alpha,3.9,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.9,-168.9658606074071
beta,0.5,-168.9658606074071
modelType,pragmatic,-168.9658606074071
alpha,3.9,-201.15359648692237
beta,0.5,-201.15359648692237
modelType,explicit,-201.15359648692237
alpha,3.9,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.9,-167.99149701333263
beta,0.4,-167.99149701333263
modelType,pragmatic,-167.99149701333263
alpha,3.9,-201.4405980507648
beta,0.4,-201.4405980507648
modelType,explicit,-201.4405980507648
alpha,3.9,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.9,-169.67026595626714
beta,0.3,-169.67026595626714
modelType,pragmatic,-169.67026595626714
alpha,3.9,-204.08275080994207
beta,0.3,-204.08275080994207
modelType,explicit,-204.08275080994207
alpha,3.9,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.9,-174.20472168812557
beta,0.2,-174.20472168812557
modelType,pragmatic,-174.20472168812557
alpha,3.9,-209.16833630317632
beta,0.2,-209.16833630317632
modelType,explicit,-209.16833630317632
alpha,3.9,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.9,-181.77270352295733
beta,0.1,-181.77270352295733
modelType,pragmatic,-181.77270352295733
alpha,3.9,-216.77345933591272
beta,0.1,-216.77345933591272
modelType,explicit,-216.77345933591272
alpha,3.9,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.9,-192.50603329718433
beta,0,-192.50603329718433
modelType,pragmatic,-192.50603329718433
alpha,3.9,-226.95861678213288
beta,0,-226.95861678213288
modelType,explicit,-226.95861678213288
alpha,3.9,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.8,-220.53275847839978
beta,1,-220.53275847839978
modelType,pragmatic,-220.53275847839978
alpha,3.8,-237.3417365432113
beta,1,-237.3417365432113
modelType,explicit,-237.3417365432113
alpha,3.8,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.8,-210.0635349876457
beta,0.9,-210.0635349876457
modelType,pragmatic,-210.0635349876457
alpha,3.8,-228.04209330787327
beta,0.9,-228.04209330787327
modelType,explicit,-228.04209330787327
alpha,3.8,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.8,-201.29225452880365
beta,0.8,-201.29225452880365
modelType,pragmatic,-201.29225452880365
alpha,3.8,-220.5244589663866
beta,0.8,-220.5244589663866
modelType,explicit,-220.5244589663866
alpha,3.8,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.8,-194.3505444651492
beta,0.7,-194.3505444651492
modelType,pragmatic,-194.3505444651492
alpha,3.8,-214.8848282860535
beta,0.7,-214.8848282860535
modelType,explicit,-214.8848282860535
alpha,3.8,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.8,-189.38381481963245
beta,0.6,-189.38381481963245
modelType,pragmatic,-189.38381481963245
alpha,3.8,-211.21980913200738
beta,0.6,-211.21980913200738
modelType,explicit,-211.21980913200738
alpha,3.8,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.8,-186.55437942148848
beta,0.5,-186.55437942148848
modelType,pragmatic,-186.55437942148848
alpha,3.8,-209.62510624931505
beta,0.5,-209.62510624931505
modelType,explicit,-209.62510624931505
alpha,3.8,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.8,-186.03915273240682
beta,0.4,-186.03915273240682
modelType,pragmatic,-186.03915273240682
alpha,3.8,-210.19348477226941
beta,0.4,-210.19348477226941
modelType,explicit,-210.19348477226941
alpha,3.8,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.8,-188.02097705632767
beta,0.3,-188.02097705632767
modelType,pragmatic,-188.02097705632767
alpha,3.8,-213.0122322662857
beta,0.3,-213.0122322662857
modelType,explicit,-213.0122322662857
alpha,3.8,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.8,-192.67436381683115
beta,0.2,-192.67436381683115
modelType,pragmatic,-192.67436381683115
alpha,3.8,-218.16024972748795
beta,0.2,-218.16024972748795
modelType,explicit,-218.16024972748795
alpha,3.8,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.8,-200.14768636776213
beta,0.1,-200.14768636776213
modelType,pragmatic,-200.14768636776213
alpha,3.8,-225.70501120067917
beta,0.1,-225.70501120067917
modelType,explicit,-225.70501120067917
alpha,3.8,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.8,-210.54383624534097
beta,0,-210.54383624534097
modelType,pragmatic,-210.54383624534097
alpha,3.8,-235.69970246228758
beta,0,-235.69970246228758
modelType,explicit,-235.69970246228758
alpha,3.8,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.7,-235.18196032363932
beta,1,-235.18196032363932
modelType,pragmatic,-235.18196032363932
alpha,3.7,-243.6153734394938
beta,1,-243.6153734394938
modelType,explicit,-243.6153734394938
alpha,3.7,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.7,-225.72823845838406
beta,0.9,-225.72823845838406
modelType,pragmatic,-225.72823845838406
alpha,3.7,-234.99471016376364
beta,0.9,-234.99471016376364
modelType,explicit,-234.99471016376364
alpha,3.7,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.7,-217.8769445023773
beta,0.8,-217.8769445023773
modelType,pragmatic,-217.8769445023773
alpha,3.7,-228.09083219044507
beta,0.8,-228.09083219044507
modelType,explicit,-228.09083219044507
alpha,3.7,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.7,-211.75586430457935
beta,0.7,-211.75586430457935
modelType,pragmatic,-211.75586430457935
alpha,3.7,-222.99272800891896
beta,0.7,-222.99272800891896
modelType,explicit,-222.99272800891896
alpha,3.7,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.7,-207.5028545733025
beta,0.6,-207.5028545733025
modelType,pragmatic,-207.5028545733025
alpha,3.7,-219.78922934750523
beta,0.6,-219.78922934750523
modelType,explicit,-219.78922934750523
alpha,3.7,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.7,-205.26722982635084
beta,0.5,-205.26722982635084
modelType,pragmatic,-205.26722982635084
alpha,3.7,-218.56757826868426
beta,0.5,-218.56757826868426
modelType,explicit,-218.56757826868426
alpha,3.7,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.7,-205.2068973579887
beta,0.4,-205.2068973579887
modelType,pragmatic,-205.2068973579887
alpha,3.7,-219.41159186708427
beta,0.4,-219.41159186708427
modelType,explicit,-219.41159186708427
alpha,3.7,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.7,-207.48053792929392
beta,0.3,-207.48053792929392
modelType,pragmatic,-207.48053792929392
alpha,3.7,-222.3994537243928
beta,0.3,-222.3994537243928
modelType,explicit,-222.3994537243928
alpha,3.7,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.7,-212.2352807260805
beta,0.2,-212.2352807260805
modelType,pragmatic,-212.2352807260805
alpha,3.7,-227.60124465423388
beta,0.2,-227.60124465423388
modelType,explicit,-227.60124465423388
alpha,3.7,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.7,-219.59126280249365
beta,0.1,-219.59126280249365
modelType,pragmatic,-219.59126280249365
alpha,3.7,-235.0764041971316
beta,0.1,-235.0764041971316
modelType,explicit,-235.0764041971316
alpha,3.7,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.7,-229.62474871882517
