iterationName,gameid,time,trialNum,trialType,questionNumber,firstRole,cellAskedAbout,sender,underlyingWorld,gridState,answer,timeFromMessage
testing,1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0,1.550773803299e+12,8,random,1,helper,C2,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C1""],""unsafe"":[]}","[""C2"",""C3""]",18951
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550773808582e+12,5,random,1,leader,A2,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""B2"",""C1""],""unsafe"":[]}","[""A2""]",26198
testing,1005-11529870-837a-4280-9a12-b4893749a6b5,1.550773812538e+12,9,random,1,leader,B3,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""A3""],""unsafe"":[]}","[""B3"",""C3""]",18048
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.55077381983e+12,5,random,2,leader,A1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""B2"",""C1""],""unsafe"":[""A2""]}","[""A1""]",37454
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550773828544e+12,5,random,3,leader,B1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""B2"",""C1"",""A1""],""unsafe"":[""A2""]}","[""B1""]",46167
testing,1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0,1.550773838219e+12,10,random,1,helper,C3,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A1"",""A3"",""B2"",""C1"",""C2""],""unsafe"":[]}","[""B3"",""C3""]",16220
testing,1005-11529870-837a-4280-9a12-b4893749a6b5,1.550773850551e+12,11,blocked,1,leader,C3,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C1""],""unsafe"":[]}","[""C2"",""C3""]",12902
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550773852284e+12,0,practice,1,helper,A1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1"",""C1""],""unsafe"":[]}","[""A1"",""A2""]",33230
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550773855091e+12,0,practice,1,helper,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""A3""],""unsafe"":[]}","[""A1""]",54849
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550773866816e+12,7,pragmatic,1,leader,A1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""B1""],""unsafe"":[]}","[""A1"",""C1""]",17601
testing,1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0,1.550773885644e+12,12,pragmatic,1,helper,C2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B2""],""unsafe"":[]}","[""A2"",""C2""]",14090
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550773891477e+12,2,random,1,helper,A1,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""B1"",""B3"",""C1""],""unsafe"":[]}","[""A1"",""A3""]",20356
testing,1005-11529870-837a-4280-9a12-b4893749a6b5,1.550773894766e+12,13,pragmatic,1,leader,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A1""],""unsafe"":[]}","[""A2"",""A3""]",11530
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550773900094e+12,2,random,2,helper,C3,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""B1"",""B3"",""C1"",""A3""],""unsafe"":[""A1""]}","[""C3""]",28971
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550773900439e+12,9,random,1,leader,B1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C1""],""unsafe"":[]}","[""A1"",""B1""]",13774
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550773904745e+12,2,random,1,helper,B1,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B3"",""C3""],""unsafe"":[]}","[""B1""]",29937
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.55077392492e+12,2,random,2,helper,C2,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B3"",""C3""],""unsafe"":[""B1""]}","[""C1"",""C2""]",50111
testing,6402-a62269fa-28b9-4ccd-ab62-de324d13f2e7,1.550773934438e+12,0,practice,1,helper,C2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B2""],""unsafe"":[]}","[""C2""]",31261
testing,1005-11529870-837a-4280-9a12-b4893749a6b5,1.550773937374e+12,15,empty,1,leader,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[],""unsafe"":[]}","[""A1"",""B1""]",20724
testing,1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0,1.550773937842e+12,14,random,1,helper,C2,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""C1"",""C3""],""unsafe"":[]}","[""B2"",""C2""]",14726
testing,1005-11529870-837a-4280-9a12-b4893749a6b5,1.550773953939e+12,15,empty,2,leader,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""A1"",""B1""],""unsafe"":[]}","[""A3"",""C1""]",37289
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550773966377e+12,4,random,1,helper,A2,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""B2"",""C1""],""unsafe"":[]}","[""A1"",""A2""]",29359
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550773966879e+12,11,random,1,leader,B3,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A3"",""C1"",""C3""],""unsafe"":[]}","[""B1"",""B3""]",19980
testing,1005-11529870-837a-4280-9a12-b4893749a6b5,1.55077396985e+12,15,empty,3,leader,B3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""A1"",""B1"",""C1""],""unsafe"":[""A3""]}","[""B2"",""B3""]",53198
testing,1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0,1.550773972436e+12,16,empty,1,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[],""unsafe"":[]}","[""A2"",""B2""]",15454
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550773974991e+12,11,random,2,leader,A1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A3"",""C1"",""C3"",""B1""],""unsafe"":[""B3""]}","[""A1""]",28092
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550773976859e+12,4,random,2,helper,B1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""B2"",""C1"",""A1""],""unsafe"":[""A2""]}","[""B1""]",39842
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550773979723e+12,4,random,1,helper,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""B2"",""C1""],""unsafe"":[]}","[""A1"",""A2""]",16218
testing,1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0,1.550773987645e+12,16,empty,2,helper,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B2""],""unsafe"":[]}","[""A1"",""A3""]",30657
testing,1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0,1.550773999865e+12,16,empty,3,helper,B1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B2"",""A1""],""unsafe"":[""A3""]}","[""B1"",""B3""]",42877
testing,1005-11529870-837a-4280-9a12-b4893749a6b5,1.550774000393e+12,17,random,1,leader,B3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A1"",""A3"",""B2"",""C3""],""unsafe"":[]}","[""B3""]",12036
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550774011871e+12,4,random,2,helper,C2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""B2"",""C1"",""A1"",""A2""],""unsafe"":[]}","[""B1"",""C2""]",48365
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550774020496e+12,6,empty,1,helper,C1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[],""unsafe"":[]}","[""C1"",""C2""]",20371
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774021764e+12,13,empty,1,leader,C2,human,"{""A1"":""unsafe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[],""unsafe"":[]}","[""C1"",""C2""]",14905
testing,1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0,1.55077402913e+12,18,blocked,1,helper,B2,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C2""],""unsafe"":[]}","[""A2"",""B2""]",12191
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550774033622e+12,6,empty,2,helper,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""C1""],""unsafe"":[""C2""]}","[""A1""]",33504
testing,1005-11529870-837a-4280-9a12-b4893749a6b5,1.550774037656e+12,19,random,1,leader,B1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A3"",""B2"",""B3""],""unsafe"":[]}","[""B1""]",6908
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774039111e+12,13,empty,2,leader,A2,human,"{""A1"":""unsafe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C2"",""C1""],""unsafe"":[]}","[""A2"",""A3""]",32256
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550774042097e+12,6,empty,3,helper,B1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""C1"",""A1""],""unsafe"":[""C2""]}","[""B1""]",41978
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774055015e+12,13,empty,3,leader,B1,human,"{""A1"":""unsafe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C2"",""C1"",""A3""],""unsafe"":[""A2""]}","[""B1"",""C3""]",48160
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550774057019e+12,6,random,1,helper,C1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A3"",""C2""],""unsafe"":[]}","[""C1"",""C3""]",21330
testing,6402-a62269fa-28b9-4ccd-ab62-de324d13f2e7,1.550774060247e+12,2,random,1,helper,B1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A2"",""A3"",""B2"",""B3"",""C1""],""unsafe"":[]}","[""B1""]",48903
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774064272e+12,13,empty,4,leader,B3,human,"{""A1"":""unsafe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C2"",""C1"",""A3"",""C3""],""unsafe"":[""A2"",""B1""]}","[""B3""]",57416
testing,6402-a62269fa-28b9-4ccd-ab62-de324d13f2e7,1.550774073886e+12,2,random,2,helper,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A2"",""A3"",""B2"",""B3"",""C1""],""unsafe"":[""B1""]}","[""A1""]",62544
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550774078999e+12,8,random,1,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""B2""],""unsafe"":[]}","[""A2"",""C2""]",18252
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.55077409786e+12,15,blocked,1,leader,C1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A1""],""unsafe"":[]}","[""B1"",""C1""]",13806
testing,1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d,1.550774110214e+12,1,practice,1,leader,C3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A3"",""B3""],""unsafe"":[]}","[""C3""]",36106
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774110736e+12,15,blocked,2,leader,B3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A1"",""C1""],""unsafe"":[""B1""]}","[""A3"",""B3""]",26686
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550774112302e+12,10,blocked,1,helper,B2,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""B1""],""unsafe"":[]}","[""B2"",""B3""]",15501
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550774113515e+12,8,random,1,helper,C3,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A3"",""B2"",""B3""],""unsafe"":[]}","[""C3""]",11041
testing,6737-43c17402-5d19-4e4f-a3af-e9defb5fb139,1.55077411473e+12,0,practice,1,helper,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A2"",""A3""],""unsafe"":[]}","[""A1"",""B1""]",36487
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774117536e+12,15,blocked,3,leader,C3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A1"",""C1"",""B3"",""A3""],""unsafe"":[""B1""]}","[""C3""]",33486
testing,6402-a62269fa-28b9-4ccd-ab62-de324d13f2e7,1.550774144398e+12,4,random,1,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A1"",""A3"",""C1"",""C3""],""unsafe"":[]}","[""A2""]",12288
testing,1305-1ac82870-378e-4cea-9a1d-d0456a4bde0d,1.550774149939e+12,3,random,1,leader,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B3"",""C2"",""C3""],""unsafe"":[]}","[""A3""]",20024
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550774153463e+12,10,blocked,1,helper,C1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""B1""],""unsafe"":[]}","[""A1"",""C1""]",16879
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550774158772e+12,12,random,1,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""A1"",""B1""],""unsafe"":[]}","[""A2"",""A3""]",16038
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774159711e+12,17,random,1,leader,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2""],""unsafe"":[]}","[""A1"",""B1""]",15740
testing,6737-43c17402-5d19-4e4f-a3af-e9defb5fb139,1.550774164155e+12,2,random,1,helper,B3,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B1"",""B2"",""C1"",""C3""],""unsafe"":[]}","[""B3"",""C2""]",26479
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774174392e+12,17,random,2,leader,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""A1""],""unsafe"":[""B1""]}","[""A3"",""C2""]",30420
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550774184947e+12,14,random,1,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B2"",""C2""],""unsafe"":[]}","[""A2""]",8159
testing,6402-a62269fa-28b9-4ccd-ab62-de324d13f2e7,1.550774186032e+12,6,empty,1,helper,B1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[],""unsafe"":[]}","[""B1""]",22608
testing,7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e,1.550774186776e+12,17,random,3,leader,C1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""A1"",""C2""],""unsafe"":[""B1"",""A3""]}","[""C1"",""C3""]",42804
testing,7381-56af62b6-02cc-411f-9274-59b4bb6ef1b7,1.550774198775e+12,0,practice,1,helper,B1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""B2"",""B3""],""unsafe"":[]}","[""B1""]",87773
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550774201835e+12,12,empty,1,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[],""unsafe"":[]}","[""A1"",""A2""]",12729
testing,6402-a62269fa-28b9-4ccd-ab62-de324d13f2e7,1.550774206095e+12,6,empty,2,helper,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1""],""unsafe"":[]}","[""A1""]",42672
testing,5179-1c3ddbcf-6a4f-4182-9917-2ca4ed8caeb7,1.550774211492e+12,12,empty,2,helper,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A2"",""A1""],""unsafe"":[]}","[""A3""]",22386
testing,8152-53d896b5-88c1-4b4e-b1cc-e82b73010677,1.55077421342e+12,0,practice,1,helper,C3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C1"",""C2""],""unsafe"":[]}","[""C3""]",30161
testing,6402-a62269fa-28b9-4ccd-ab62-de324d13f2e7,1.550774215551e+12,6,empty,3,helper,C1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1"",""A1""],""unsafe"":[]}","[""C1""]",52129
testing,6145-3ffc3c4a-5c4a-4fc4-a099-ab3749b83a6f,1.550774217542e+12,16,random,1,helper,C3,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B3"",""C1"",""C2""],""unsafe"":[]}","[""C3""]",13156
