iterationName,gameid,time,trialNum,trialType,questionNumber,goalResponse,trueGoal,firstRole,cellAskedAbout,gridState
full_sample,5210-411e7258-c258-4513-adc7-ad74053ac442,1.550775175955e+12,12,blocked,2,rows,rows,helper,A3,"{""safe"":[""B1""],""unsafe"":[""B3"",""C1""]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775176502e+12,2,random,1,rows,columns,helper,B3,"{""safe"":[""A3"",""C2""],""unsafe"":[]}"
full_sample,5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3,1.550775177464e+12,9,random,2,columns,rows,leader,B3,"{""safe"":[""C2""],""unsafe"":[""C3""]}"
full_sample,3027-13b3a88c-5455-4321-8b05-a8e477461058,1.550775177658e+12,17,blocked,2,rows,rows,leader,A2,"{""safe"":[""B3""],""unsafe"":[""B1"",""C2""]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775178982e+12,7,random,1,rows,rows,leader,A3,"{""safe"":[""A1"",""A2"",""C1""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775179557e+12,4,random,1,columns,columns,helper,C1,"{""safe"":[""A1"",""A2"",""B1""],""unsafe"":[]}"
full_sample,4319-dad7fec1-4a1c-4804-8e54-78513d4a60f2,1.550775184162e+12,12,empty,3,rows,rows,helper,A3,"{""safe"":[""C1"",""A2"",""A1""],""unsafe"":[""C2""]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775189076e+12,4,random,1,columns,columns,helper,A3,"{""safe"":[""B3""],""unsafe"":[]}"
full_sample,5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3,1.550775192465e+12,9,random,3,rows,rows,leader,B1,"{""safe"":[""C2"",""B3""],""unsafe"":[""C3"",""A1""]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775195703e+12,2,random,2,columns,columns,helper,C3,"{""safe"":[""A3"",""C2"",""B3""],""unsafe"":[]}"
full_sample,3027-13b3a88c-5455-4321-8b05-a8e477461058,1.550775202496e+12,17,blocked,3,rows,rows,leader,A1,"{""safe"":[""B3"",""A2"",""A3""],""unsafe"":[""B1"",""C2""]}"
full_sample,5210-411e7258-c258-4513-adc7-ad74053ac442,1.550775212207e+12,12,blocked,3,rows,rows,helper,A2,"{""safe"":[""B1"",""A3"",""A1""],""unsafe"":[""B3"",""C1""]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775213841e+12,4,random,2,rows,columns,helper,C2,"{""safe"":[""B3"",""A3""],""unsafe"":[""C3""]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775217458e+12,7,random,2,rows,rows,leader,C3,"{""safe"":[""A1"",""A2"",""C1"",""B1""],""unsafe"":[""A3""]}"
full_sample,8334-a317b274-4182-4e70-bfa4-88c96da25945,1.550775225409e+12,18,random,1,columns,rows,helper,A1,"{""safe"":[""A2"",""B2"",""C3""],""unsafe"":[]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.55077522643e+12,4,random,1,columns,columns,helper,A2,"{""safe"":[""A3"",""B2"",""C1"",""C2""],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775229973e+12,4,random,3,columns,columns,helper,B1,"{""safe"":[""B3"",""A3"",""C2"",""C1""],""unsafe"":[""C3""]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775237904e+12,1,practice,1,columns,columns,leader,A2,"{""safe"":[""B2"",""C2""],""unsafe"":[]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775241053e+12,7,random,3,rows,rows,leader,B3,"{""safe"":[""A1"",""A2"",""C1"",""B1""],""unsafe"":[""A3"",""C3""]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775244577e+12,4,random,4,columns,columns,helper,B2,"{""safe"":[""B3"",""A3"",""C2"",""C1"",""A1""],""unsafe"":[""C3"",""B1""]}"
full_sample,3027-13b3a88c-5455-4321-8b05-a8e477461058,1.550775254602e+12,19,random,1,rows,rows,leader,A1,"{""safe"":[""A2"",""A3"",""B1""],""unsafe"":[]}"
full_sample,5210-411e7258-c258-4513-adc7-ad74053ac442,1.550775256115e+12,14,random,1,rows,rows,helper,A3,"{""safe"":[""A1"",""A2"",""B1""],""unsafe"":[]}"
full_sample,8334-a317b274-4182-4e70-bfa4-88c96da25945,1.550775268171e+12,18,random,2,rows,rows,helper,C1,"{""safe"":[""A2"",""B2"",""C3"",""C2""],""unsafe"":[""A1""]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775272641e+12,6,random,1,rows,rows,helper,C3,"{""safe"":[""A1"",""A3"",""C1"",""C2""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775274057e+12,3,random,1,rows,columns,leader,B2,"{""safe"":[""A1"",""A2"",""B3"",""C2""],""unsafe"":[]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775276833e+12,7,random,4,rows,rows,leader,B2,"{""safe"":[""A1"",""A2"",""C1"",""B1"",""B3""],""unsafe"":[""A3"",""C3""]}"
full_sample,0673-ef5f7979-5996-4234-a9a9-8df5406dbb55,1.550775277947e+12,0,practice,1,not sure,columns,helper,C3,"{""safe"":[""A3"",""B3""],""unsafe"":[]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775289167e+12,6,pragmatic,1,rows,rows,helper,A2,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775289967e+12,6,random,1,columns,columns,helper,C1,"{""safe"":[""A1"",""B1"",""C3""],""unsafe"":[]}"
full_sample,5210-411e7258-c258-4513-adc7-ad74053ac442,1.55077530585e+12,16,empty,1,rows,columns,helper,A3,"{""safe"":[],""unsafe"":[]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775317731e+12,9,random,1,columns,columns,leader,A1,"{""safe"":[""B1"",""B2"",""C1""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775320013e+12,5,random,1,not sure,rows,leader,A3,"{""safe"":[],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775330406e+12,8,random,1,rows,rows,helper,B2,"{""safe"":[""B1"",""B3""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775345689e+12,5,random,2,rows,rows,leader,A1,"{""safe"":[""A3"",""C3""],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775347055e+12,8,random,2,rows,rows,helper,A3,"{""safe"":[""B1"",""B3"",""A1""],""unsafe"":[""B2""]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.55077535058e+12,8,empty,1,rows,rows,helper,A1,"{""safe"":[],""unsafe"":[]}"
full_sample,5210-411e7258-c258-4513-adc7-ad74053ac442,1.550775354021e+12,16,empty,2,columns,columns,helper,C3,"{""safe"":[""A3"",""A1""],""unsafe"":[]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775355453e+12,8,random,1,rows,rows,helper,B1,"{""safe"":[""A1"",""A3"",""B2"",""B3"",""C1"",""C2""],""unsafe"":[]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775371597e+12,11,pragmatic,1,columns,columns,leader,C1,"{""safe"":[""A1""],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775379696e+12,10,empty,1,not sure,columns,helper,B2,"{""safe"":[],""unsafe"":[]}"
full_sample,5210-411e7258-c258-4513-adc7-ad74053ac442,1.550775385237e+12,16,empty,3,columns,columns,helper,C1,"{""safe"":[""A3"",""A1""],""unsafe"":[""C3"",""B3""]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775385974e+12,8,empty,2,columns,rows,helper,B3,"{""safe"":[""A1"",""B1""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775390474e+12,5,random,3,rows,rows,leader,C1,"{""safe"":[""A3"",""C3"",""B3""],""unsafe"":[""A1""]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775396592e+12,10,empty,2,columns,columns,helper,C3,"{""safe"":[""B2"",""B3""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775405802e+12,0,practice,1,rows,columns,helper,A1,"{""safe"":[""B1"",""C1""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775423671e+12,8,empty,3,rows,rows,helper,A2,"{""safe"":[""A1"",""B1""],""unsafe"":[""B3""]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775423946e+12,13,random,1,columns,columns,leader,A2,"{""safe"":[""A3"",""B1"",""B2"",""C2"",""C3""],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775424192e+12,12,blocked,1,rows,rows,helper,A2,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775436543e+12,8,empty,4,columns,rows,helper,C2,"{""safe"":[""A1"",""B1""],""unsafe"":[""B3"",""A2""]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.55077544626e+12,2,random,1,rows,columns,helper,C3,"{""safe"":[""A1"",""A3"",""B2"",""B3""],""unsafe"":[]}"
full_sample,5210-411e7258-c258-4513-adc7-ad74053ac442,1.550775454759e+12,18,random,1,rows,rows,helper,A1,"{""safe"":[""A2"",""A3"",""B1""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775455096e+12,2,random,2,rows,columns,helper,C2,"{""safe"":[""A1"",""A3"",""B2"",""B3""],""unsafe"":[""C3""]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775458443e+12,10,blocked,1,rows,rows,helper,A3,"{""safe"":[""A2""],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775464904e+12,14,random,1,rows,rows,helper,B3,"{""safe"":[""A3"",""B1"",""B2"",""C2""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775465516e+12,8,empty,5,rows,rows,helper,C3,"{""safe"":[""A1"",""B1"",""C2""],""unsafe"":[""B3"",""A2""]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.55077546594e+12,2,random,3,columns,columns,helper,A2,"{""safe"":[""A1"",""A3"",""B2"",""B3"",""C2""],""unsafe"":[""C3""]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775473393e+12,2,random,4,rows,columns,helper,C1,"{""safe"":[""A1"",""A3"",""B2"",""B3"",""C2""],""unsafe"":[""C3"",""A2""]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775475084e+12,8,empty,6,rows,rows,helper,C1,"{""safe"":[""A1"",""B1"",""C2"",""C3""],""unsafe"":[""B3"",""A2""]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775478459e+12,13,random,2,rows,columns,leader,B3,"{""safe"":[""A3"",""B1"",""B2"",""C2"",""C3"",""A1""],""unsafe"":[""A2""]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775479877e+12,2,random,5,rows,columns,helper,B1,"{""safe"":[""A1"",""A3"",""B2"",""B3"",""C2"",""C1""],""unsafe"":[""C3"",""A2""]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775488149e+12,7,pragmatic,1,rows,rows,leader,C2,"{""safe"":[""C3""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775489936e+12,1,practice,1,rows,rows,leader,A3,"{""safe"":[""A1"",""A2""],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.550775494476e+12,16,pragmatic,1,columns,columns,helper,B3,"{""safe"":[""C3""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775505494e+12,4,random,1,rows,columns,helper,A3,"{""safe"":[""B3"",""C2""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775512938e+12,4,random,2,columns,columns,helper,C3,"{""safe"":[""B3"",""C2"",""A3""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775520742e+12,10,pragmatic,1,columns,columns,helper,B3,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775523e+12,3,random,1,rows,rows,leader,B1,"{""safe"":[""A1"",""B2"",""B3""],""unsafe"":[]}"
full_sample,7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9,1.55077552392e+12,18,random,1,rows,rows,helper,C1,"{""safe"":[""C2"",""C3""],""unsafe"":[]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.55077553109e+12,15,random,1,rows,rows,leader,B2,"{""safe"":[""A1"",""B3"",""C3""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775531462e+12,10,pragmatic,2,columns,columns,helper,C3,"{""safe"":[""A3"",""B3""],""unsafe"":[]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775543659e+12,12,random,1,columns,rows,helper,C2,"{""safe"":[""A2"",""B1"",""C1"",""C3""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775562849e+12,9,random,1,rows,rows,leader,A1,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775564512e+12,15,random,2,rows,rows,leader,B1,"{""safe"":[""A1"",""B3"",""C3"",""B2"",""A2""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775571472e+12,12,random,1,columns,rows,helper,A3,"{""safe"":[""A2"",""C2""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775574382e+12,6,pragmatic,1,rows,columns,helper,A2,"{""safe"":[""C2""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775585478e+12,5,random,1,rows,rows,leader,C1,"{""safe"":[""C2"",""C3""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775588399e+12,6,pragmatic,2,rows,columns,helper,B2,"{""safe"":[""C2"",""A2"",""A1""],""unsafe"":[]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775588544e+12,14,empty,1,rows,rows,helper,B2,"{""safe"":[],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775590789e+12,12,random,2,rows,rows,helper,A1,"{""safe"":[""A2"",""C2"",""A3""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775606207e+12,11,blocked,1,not sure,columns,leader,B1,"{""safe"":[""A1""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775619845e+12,14,random,1,columns,rows,helper,C3,"{""safe"":[""A2"",""C1"",""C2""],""unsafe"":[]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.55077562292e+12,14,empty,2,rows,rows,helper,B3,"{""safe"":[""B2""],""unsafe"":[""C2""]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.55077562666e+12,7,blocked,1,rows,rows,leader,C2,"{""safe"":[""C1""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775640562e+12,11,blocked,2,not sure,columns,leader,C3,"{""safe"":[""A1"",""B1""],""unsafe"":[""C1""]}"
full_sample,9991-9f5b3257-7ac5-43b6-86d8-a3828bf56ede,1.550775646482e+12,1,practice,1,rows,rows,leader,C1,"{""safe"":[""C2"",""C3""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775646625e+12,8,blocked,1,columns,rows,helper,A3,"{""safe"":[""A2""],""unsafe"":[]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775653071e+12,17,blocked,1,rows,rows,leader,A2,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775653888e+12,16,blocked,1,columns,columns,helper,B3,"{""safe"":[""C3""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775663022e+12,16,blocked,2,columns,columns,helper,A3,"{""safe"":[""C3"",""B3""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775664075e+12,9,empty,1,not sure,rows,leader,C3,"{""safe"":[],""unsafe"":[]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775667774e+12,16,random,1,columns,columns,helper,B3,"{""safe"":[""C3""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775671574e+12,11,blocked,3,rows,columns,leader,B2,"{""safe"":[""A1"",""B1"",""C3""],""unsafe"":[""C1"",""B3""]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775677614e+12,10,empty,1,rows,rows,helper,A1,"{""safe"":[],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775683411e+12,9,empty,2,rows,rows,leader,C1,"{""safe"":[""C3"",""C2""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775689005e+12,10,empty,2,rows,rows,helper,A3,"{""safe"":[""A1"",""B1""],""unsafe"":[]}"
full_sample,5291-510e5261-4696-4096-a0a4-836cd6663a03,1.550775691206e+12,18,random,1,rows,rows,helper,B1,"{""safe"":[""A2"",""B2"",""B3""],""unsafe"":[]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775697511e+12,19,empty,1,columns,columns,leader,C1,"{""safe"":[],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775712674e+12,11,random,1,columns,columns,leader,B2,"{""safe"":[""A2"",""A3""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775713127e+12,11,blocked,4,not sure,columns,leader,C2,"{""safe"":[""A1"",""B1"",""C3"",""B2"",""A2""],""unsafe"":[""C1"",""B3""]}"
full_sample,8761-82eefaae-fb62-442f-bcb0-9f87a6b0db86,1.550775718641e+12,19,empty,2,columns,columns,leader,A1,"{""safe"":[""C1"",""B1""],""unsafe"":[]}"
full_sample,5388-f6c5c0b9-77a6-4b21-a128-c3ec7bfc1754,1.550775721178e+12,18,random,1,rows,rows,helper,A2,"{""safe"":[""A1"",""A3""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775744971e+12,11,random,2,columns,columns,leader,B3,"{""safe"":[""A2"",""A3"",""B1""],""unsafe"":[""B2""]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775762274e+12,13,random,1,rows,rows,leader,A1,"{""safe"":[""A2"",""A3"",""C2""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775763106e+12,11,random,3,columns,columns,leader,C1,"{""safe"":[""A2"",""A3"",""B1"",""A1""],""unsafe"":[""B2"",""B3""]}"
full_sample,9991-9f5b3257-7ac5-43b6-86d8-a3828bf56ede,1.550775769523e+12,3,random,1,columns,rows,leader,C2,"{""safe"":[""B3"",""C1"",""C3""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775791046e+12,13,random,1,columns,columns,leader,B1,"{""safe"":[""A1"",""B2"",""C1""],""unsafe"":[]}"
full_sample,0325-7d2121eb-6729-425a-a767-aa8acb126190,1.550775809885e+12,0,practice,1,not sure,rows,helper,C1,"{""safe"":[""C2"",""C3""],""unsafe"":[]}"
full_sample,9991-9f5b3257-7ac5-43b6-86d8-a3828bf56ede,1.550775816842e+12,5,random,1,rows,rows,leader,B1,"{""safe"":[""A3"",""B2"",""C2""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775818372e+12,12,random,1,rows,columns,helper,B2,"{""safe"":[""A2"",""C2"",""C3""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775819299e+12,15,pragmatic,1,columns,columns,leader,C2,"{""safe"":[""B2""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775824253e+12,15,random,1,rows,rows,leader,C2,"{""safe"":[""A1"",""B3"",""C3""],""unsafe"":[]}"
full_sample,9991-9f5b3257-7ac5-43b6-86d8-a3828bf56ede,1.550775836252e+12,5,random,2,columns,rows,leader,A2,"{""safe"":[""A3"",""B2"",""C2"",""A1""],""unsafe"":[""B1""]}"
full_sample,4252-e59b2bdb-3fb1-447e-afaa-d6b159f3b6a0,1.55077583879e+12,1,practice,1,not sure,rows,leader,B1,"{""safe"":[""B2"",""B3""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775846689e+12,15,random,2,rows,rows,leader,A2,"{""safe"":[""A1"",""B3"",""C3"",""A3""],""unsafe"":[""C2""]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775866453e+12,17,random,1,columns,columns,leader,C2,"{""safe"":[""A2"",""A3"",""B1"",""B2"",""C3""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775884977e+12,17,empty,1,not sure,rows,leader,A2,"{""safe"":[],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775885763e+12,14,random,1,rows,rows,helper,B1,"{""safe"":[],""unsafe"":[]}"
full_sample,1722-6f887658-ca87-42c2-8577-06acd2b3fac6,1.550775893849e+12,1,practice,1,columns,columns,leader,A1,"{""safe"":[""B1"",""C1""],""unsafe"":[]}"
full_sample,1802-ac622e92-cb81-4ca9-a5ec-266a8717e249,1.550775896939e+12,19,random,1,rows,rows,leader,C1,"{""safe"":[""B2"",""C2"",""C3""],""unsafe"":[]}"
full_sample,9991-9f5b3257-7ac5-43b6-86d8-a3828bf56ede,1.550775901165e+12,7,empty,1,rows,columns,leader,C1,"{""safe"":[],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775902215e+12,14,random,2,rows,rows,helper,A3,"{""safe"":[""A1""],""unsafe"":[""B1""]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775908707e+12,17,empty,2,columns,rows,leader,B3,"{""safe"":[""A2"",""B2""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775927542e+12,17,empty,3,rows,rows,leader,A1,"{""safe"":[""A2"",""B2"",""B3"",""A3""],""unsafe"":[]}"
full_sample,3792-6bb154e9-8481-425d-8b16-91235b01439f,1.550775928245e+12,1,practice,1,columns,columns,leader,C3,"{""safe"":[""A3"",""B3""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775934323e+12,16,random,1,rows,rows,helper,B2,"{""safe"":[""B1"",""B3"",""C2""],""unsafe"":[]}"
full_sample,1722-6f887658-ca87-42c2-8577-06acd2b3fac6,1.550775937825e+12,3,random,1,columns,columns,leader,A1,"{""safe"":[""B1"",""B2"",""C1""],""unsafe"":[]}"
full_sample,0325-7d2121eb-6729-425a-a767-aa8acb126190,1.550775955484e+12,2,random,1,not sure,columns,helper,A2,"{""safe"":[""B2""],""unsafe"":[]}"
full_sample,4252-e59b2bdb-3fb1-447e-afaa-d6b159f3b6a0,1.550775958894e+12,3,random,1,columns,columns,leader,C3,"{""safe"":[""A3"",""B3"",""C2""],""unsafe"":[]}"
full_sample,5911-65a0fb8e-8306-4b25-b401-0cb50c18abb7,1.550775963009e+12,1,practice,1,rows,rows,leader,C3,"{""safe"":[""C1"",""C2""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775965578e+12,18,random,1,rows,columns,helper,A3,"{""safe"":[""B3"",""C1""],""unsafe"":[]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775969547e+12,19,random,1,not sure,rows,leader,A2,"{""safe"":[""A1"",""A3"",""C3""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.550775979682e+12,18,random,2,rows,columns,helper,A1,"{""safe"":[""B3"",""C1"",""A2""],""unsafe"":[""A3""]}"
full_sample,9779-0fe3548f-9f98-48d7-8297-345e7e09ff84,1.550775990995e+12,19,random,2,rows,rows,leader,C1,"{""safe"":[""A1"",""A3"",""C3"",""C2""],""unsafe"":[""A2""]}"
full_sample,1722-6f887658-ca87-42c2-8577-06acd2b3fac6,1.550775991224e+12,5,random,1,rows,rows,leader,B3,"{""safe"":[""B1"",""B2"",""C3""],""unsafe"":[]}"
full_sample,1947-6494c988-ec24-4560-a5d1-55c3986cc318,1.55077599278e+12,18,random,3,rows,columns,helper,B2,"{""safe"":[""B3"",""C1"",""A2""],""unsafe"":[""A3"",""A1"",""B1""]}"
full_sample,3792-6bb154e9-8481-425d-8b16-91235b01439f,1.550775996962e+12,3,random,1,columns,columns,leader,B3,"{""safe"":[""A3"",""B2"",""C3""],""unsafe"":[]}"
full_sample,0325-7d2121eb-6729-425a-a767-aa8acb126190,1.550776003417e+12,2,random,2,columns,columns,helper,C2,"{""safe"":[""B2"",""A2"",""C3""],""unsafe"":[]}"
full_sample,4252-e59b2bdb-3fb1-447e-afaa-d6b159f3b6a0,1.550776008784e+12,5,random,1,columns,columns,leader,A1,"{""safe"":[""B1"",""B2"",""C3""],""unsafe"":[]}"
full_sample,3792-6bb154e9-8481-425d-8b16-91235b01439f,1.550776021911e+12,3,random,2,columns,columns,leader,A2,"{""safe"":[""A3"",""B2"",""C3"",""C2""],""unsafe"":[""B3""]}"
full_sample,1722-6f887658-ca87-42c2-8577-06acd2b3fac6,1.550776028197e+12,7,pragmatic,1,columns,columns,leader,C1,"{""safe"":[""A1""],""unsafe"":[]}"
full_sample,5911-65a0fb8e-8306-4b25-b401-0cb50c18abb7,1.55077602841e+12,3,random,1,rows,columns,leader,B3,"{""safe"":[""A3"",""B1"",""C3""],""unsafe"":[]}"
full_sample,4252-e59b2bdb-3fb1-447e-afaa-d6b159f3b6a0,1.550776040026e+12,5,random,2,columns,columns,leader,B3,"{""safe"":[""B1"",""B2"",""C3"",""A3""],""unsafe"":[""A1""]}"
