type,modelLevel,goal,rationality,response,modelProb
branching,explicit,G1,7.5,Q3,0.00
branching,explicit,G1,7.5,Q2,0.02
branching,explicit,G1,7.5,Q1,0.98
branching,literal,G2,7.5,Q4,0.25
branching,literal,G2,7.5,Q3,0.25
branching,literal,G2,7.5,Q2,0.25
branching,literal,G2,7.5,Q1,0.25
branching,pragmatic,G2,7.5,Q4,0.05
branching,pragmatic,G2,7.5,Q3,0.09
branching,pragmatic,G2,7.5,Q2,0.83
branching,pragmatic,G2,7.5,Q1,0.03
branching,explicit,G2,7.5,Q4,0.09
branching,explicit,G2,7.5,Q3,0.18
branching,explicit,G2,7.5,Q2,0.72
branching,explicit,G2,7.5,Q1,0.01
branching,literal,G3,7.5,Q4,0.25
branching,literal,G3,7.5,Q3,0.25
branching,literal,G3,7.5,Q2,0.25
branching,literal,G3,7.5,Q1,0.25
branching,pragmatic,G3,7.5,Q4,0.18
branching,pragmatic,G3,7.5,Q3,0.71
branching,pragmatic,G3,7.5,Q2,0.06
branching,pragmatic,G3,7.5,Q1,0.05
branching,explicit,G3,7.5,Q4,0.31
branching,explicit,G3,7.5,Q3,0.61
branching,explicit,G3,7.5,Q2,0.04
branching,explicit,G3,7.5,Q1,0.04
branching,literal,G4,7.5,Q4,0.25
branching,literal,G4,7.5,Q3,0.25
branching,literal,G4,7.5,Q2,0.25
branching,literal,G4,7.5,Q1,0.25
branching,pragmatic,G4,7.5,Q4,0.73
branching,pragmatic,G4,7.5,Q3,0.10
branching,pragmatic,G4,7.5,Q2,0.10
branching,pragmatic,G4,7.5,Q1,0.08
branching,explicit,G4,7.5,Q4,0.72
branching,explicit,G4,7.5,Q3,0.09
branching,explicit,G4,7.5,Q2,0.09
branching,explicit,G4,7.5,Q1,0.09
branching,literal,G1,7.6,Q4,0.25
branching,literal,G1,7.6,Q3,0.25
branching,literal,G1,7.6,Q2,0.25
branching,literal,G1,7.6,Q1,0.25
branching,pragmatic,G1,7.6,Q4,0.02
branching,pragmatic,G1,7.6,Q3,0.02
branching,pragmatic,G1,7.6,Q2,0.02
branching,pragmatic,G1,7.6,Q1,0.95
branching,explicit,G1,7.6,Q4,0.00
branching,explicit,G1,7.6,Q3,0.00
branching,explicit,G1,7.6,Q2,0.02
branching,explicit,G1,7.6,Q1,0.98
branching,literal,G2,7.6,Q4,0.25
branching,literal,G2,7.6,Q3,0.25
branching,literal,G2,7.6,Q2,0.25
branching,literal,G2,7.6,Q1,0.25
branching,pragmatic,G2,7.6,Q4,0.05
branching,pragmatic,G2,7.6,Q3,0.09
branching,pragmatic,G2,7.6,Q2,0.83
branching,pragmatic,G2,7.6,Q1,0.03
branching,explicit,G2,7.6,Q4,0.09
branching,explicit,G2,7.6,Q3,0.18
branching,explicit,G2,7.6,Q2,0.72
branching,explicit,G2,7.6,Q1,0.01
branching,literal,G3,7.6,Q4,0.25
branching,literal,G3,7.6,Q3,0.25
branching,literal,G3,7.6,Q2,0.25
branching,literal,G3,7.6,Q1,0.25
branching,pragmatic,G3,7.6,Q4,0.18
branching,pragmatic,G3,7.6,Q3,0.71
branching,pragmatic,G3,7.6,Q2,0.06
branching,pragmatic,G3,7.6,Q1,0.05
branching,explicit,G3,7.6,Q4,0.31
branching,explicit,G3,7.6,Q3,0.62
branching,explicit,G3,7.6,Q2,0.04
branching,explicit,G3,7.6,Q1,0.04
branching,literal,G4,7.6,Q4,0.25
branching,literal,G4,7.6,Q3,0.25
branching,literal,G4,7.6,Q2,0.25
branching,literal,G4,7.6,Q1,0.25
branching,pragmatic,G4,7.6,Q4,0.73
branching,pragmatic,G4,7.6,Q3,0.10
branching,pragmatic,G4,7.6,Q2,0.10
branching,pragmatic,G4,7.6,Q1,0.08
branching,explicit,G4,7.6,Q4,0.73
branching,explicit,G4,7.6,Q3,0.09
branching,explicit,G4,7.6,Q2,0.09
branching,explicit,G4,7.6,Q1,0.09
branching,literal,G1,7.7,Q4,0.25
branching,literal,G1,7.7,Q3,0.25
branching,literal,G1,7.7,Q2,0.25
branching,literal,G1,7.7,Q1,0.25
branching,pragmatic,G1,7.7,Q4,0.02
branching,pragmatic,G1,7.7,Q3,0.02
branching,pragmatic,G1,7.7,Q2,0.02
branching,pragmatic,G1,7.7,Q1,0.95
branching,explicit,G1,7.7,Q4,0.00
branching,explicit,G1,7.7,Q3,0.00
branching,explicit,G1,7.7,Q2,0.01
branching,explicit,G1,7.7,Q1,0.98
branching,literal,G2,7.7,Q4,0.25
branching,literal,G2,7.7,Q3,0.25
branching,literal,G2,7.7,Q2,0.25
branching,literal,G2,7.7,Q1,0.25
branching,pragmatic,G2,7.7,Q4,0.05
branching,pragmatic,G2,7.7,Q3,0.09
branching,pragmatic,G2,7.7,Q2,0.83
branching,pragmatic,G2,7.7,Q1,0.03
branching,explicit,G2,7.7,Q4,0.09
branching,explicit,G2,7.7,Q3,0.18
branching,explicit,G2,7.7,Q2,0.72
branching,explicit,G2,7.7,Q1,0.01
branching,literal,G3,7.7,Q4,0.25
branching,literal,G3,7.7,Q3,0.25
branching,literal,G3,7.7,Q2,0.25
branching,literal,G3,7.7,Q1,0.25
branching,pragmatic,G3,7.7,Q4,0.18
branching,pragmatic,G3,7.7,Q3,0.71
branching,pragmatic,G3,7.7,Q2,0.06
branching,pragmatic,G3,7.7,Q1,0.05
branching,explicit,G3,7.7,Q4,0.31
branching,explicit,G3,7.7,Q3,0.62
branching,explicit,G3,7.7,Q2,0.04
branching,explicit,G3,7.7,Q1,0.04
branching,literal,G4,7.7,Q4,0.25
branching,literal,G4,7.7,Q3,0.25
branching,literal,G4,7.7,Q2,0.25
branching,literal,G4,7.7,Q1,0.25
branching,pragmatic,G4,7.7,Q4,0.73
branching,pragmatic,G4,7.7,Q3,0.10
branching,pragmatic,G4,7.7,Q2,0.10
branching,pragmatic,G4,7.7,Q1,0.08
branching,explicit,G4,7.7,Q4,0.73
branching,explicit,G4,7.7,Q3,0.09
branching,explicit,G4,7.7,Q2,0.09
branching,explicit,G4,7.7,Q1,0.09
branching,literal,G1,7.8,Q4,0.25
branching,literal,G1,7.8,Q3,0.25
branching,literal,G1,7.8,Q2,0.25
branching,literal,G1,7.8,Q1,0.25
branching,pragmatic,G1,7.8,Q4,0.02
branching,pragmatic,G1,7.8,Q3,0.02
branching,pragmatic,G1,7.8,Q2,0.02
branching,pragmatic,G1,7.8,Q1,0.95
branching,explicit,G1,7.8,Q4,0.00
branching,explicit,G1,7.8,Q3,0.00
branching,explicit,G1,7.8,Q2,0.01
branching,explicit,G1,7.8,Q1,0.98
branching,literal,G2,7.8,Q4,0.25
branching,literal,G2,7.8,Q3,0.25
branching,literal,G2,7.8,Q2,0.25
branching,literal,G2,7.8,Q1,0.25
branching,pragmatic,G2,7.8,Q4,0.05
branching,pragmatic,G2,7.8,Q3,0.09
branching,pragmatic,G2,7.8,Q2,0.83
branching,pragmatic,G2,7.8,Q1,0.03
branching,explicit,G2,7.8,Q4,0.09
branching,explicit,G2,7.8,Q3,0.18
branching,explicit,G2,7.8,Q2,0.73
branching,explicit,G2,7.8,Q1,0.01
branching,literal,G3,7.8,Q4,0.25
branching,literal,G3,7.8,Q3,0.25
branching,literal,G3,7.8,Q2,0.25
branching,literal,G3,7.8,Q1,0.25
branching,pragmatic,G3,7.8,Q4,0.18
branching,pragmatic,G3,7.8,Q3,0.71
branching,pragmatic,G3,7.8,Q2,0.06
branching,pragmatic,G3,7.8,Q1,0.05
branching,explicit,G3,7.8,Q4,0.31
branching,explicit,G3,7.8,Q3,0.62
branching,explicit,G3,7.8,Q2,0.04
branching,explicit,G3,7.8,Q1,0.04
branching,literal,G4,7.8,Q4,0.25
branching,literal,G4,7.8,Q3,0.25
branching,literal,G4,7.8,Q2,0.25
branching,literal,G4,7.8,Q1,0.25
branching,pragmatic,G4,7.8,Q4,0.73
branching,pragmatic,G4,7.8,Q3,0.10
branching,pragmatic,G4,7.8,Q2,0.10
branching,pragmatic,G4,7.8,Q1,0.08
branching,explicit,G4,7.8,Q4,0.74
branching,explicit,G4,7.8,Q3,0.09
branching,explicit,G4,7.8,Q2,0.09
branching,explicit,G4,7.8,Q1,0.09
branching,literal,G1,7.9,Q4,0.25
branching,literal,G1,7.9,Q3,0.25
branching,literal,G1,7.9,Q2,0.25
branching,literal,G1,7.9,Q1,0.25
branching,pragmatic,G1,7.9,Q4,0.02
branching,pragmatic,G1,7.9,Q3,0.02
branching,pragmatic,G1,7.9,Q2,0.02
branching,pragmatic,G1,7.9,Q1,0.95
branching,explicit,G1,7.9,Q4,0.00
branching,explicit,G1,7.9,Q3,0.00
branching,explicit,G1,7.9,Q2,0.01
branching,explicit,G1,7.9,Q1,0.98
branching,literal,G2,7.9,Q4,0.25
branching,literal,G2,7.9,Q3,0.25
branching,literal,G2,7.9,Q2,0.25
branching,literal,G2,7.9,Q1,0.25
branching,pragmatic,G2,7.9,Q4,0.05
branching,pragmatic,G2,7.9,Q3,0.09
branching,pragmatic,G2,7.9,Q2,0.83
branching,pragmatic,G2,7.9,Q1,0.03
branching,explicit,G2,7.9,Q4,0.08
branching,explicit,G2,7.9,Q3,0.17
branching,explicit,G2,7.9,Q2,0.73
branching,explicit,G2,7.9,Q1,0.01
branching,literal,G3,7.9,Q4,0.25
branching,literal,G3,7.9,Q3,0.25
branching,literal,G3,7.9,Q2,0.25
branching,literal,G3,7.9,Q1,0.25
branching,pragmatic,G3,7.9,Q4,0.18
branching,pragmatic,G3,7.9,Q3,0.71
branching,pragmatic,G3,7.9,Q2,0.06
branching,pragmatic,G3,7.9,Q1,0.05
branching,explicit,G3,7.9,Q4,0.30
branching,explicit,G3,7.9,Q3,0.63
branching,explicit,G3,7.9,Q2,0.03
branching,explicit,G3,7.9,Q1,0.03
branching,literal,G4,7.9,Q4,0.25
branching,literal,G4,7.9,Q3,0.25
branching,literal,G4,7.9,Q2,0.25
branching,literal,G4,7.9,Q1,0.25
branching,pragmatic,G4,7.9,Q4,0.73
branching,pragmatic,G4,7.9,Q3,0.10
branching,pragmatic,G4,7.9,Q2,0.10
branching,pragmatic,G4,7.9,Q1,0.08
branching,explicit,G4,7.9,Q4,0.74
branching,explicit,G4,7.9,Q3,0.09
branching,explicit,G4,7.9,Q2,0.09
branching,explicit,G4,7.9,Q1,0.09
branching,literal,G1,8.0,Q4,0.25
branching,literal,G1,8.0,Q3,0.25
branching,literal,G1,8.0,Q2,0.25
branching,literal,G1,8.0,Q1,0.25
branching,pragmatic,G1,8.0,Q4,0.02
branching,pragmatic,G1,8.0,Q3,0.02
branching,pragmatic,G1,8.0,Q2,0.02
branching,pragmatic,G1,8.0,Q1,0.95
branching,explicit,G1,8.0,Q4,0.00
branching,explicit,G1,8.0,Q3,0.00
branching,explicit,G1,8.0,Q2,0.01
branching,explicit,G1,8.0,Q1,0.98
branching,literal,G2,8.0,Q4,0.25
branching,literal,G2,8.0,Q3,0.25
branching,literal,G2,8.0,Q2,0.25
branching,literal,G2,8.0,Q1,0.25
branching,pragmatic,G2,8.0,Q4,0.05
branching,pragmatic,G2,8.0,Q3,0.09
branching,pragmatic,G2,8.0,Q2,0.83
branching,pragmatic,G2,8.0,Q1,0.03
branching,explicit,G2,8.0,Q4,0.08
branching,explicit,G2,8.0,Q3,0.17
branching,explicit,G2,8.0,Q2,0.74
branching,explicit,G2,8.0,Q1,0.01
branching,literal,G3,8.0,Q4,0.25
branching,literal,G3,8.0,Q3,0.25
branching,literal,G3,8.0,Q2,0.25
branching,literal,G3,8.0,Q1,0.25
branching,pragmatic,G3,8.0,Q4,0.18
branching,pragmatic,G3,8.0,Q3,0.71
branching,pragmatic,G3,8.0,Q2,0.06
branching,pragmatic,G3,8.0,Q1,0.05
branching,explicit,G3,8.0,Q4,0.30
branching,explicit,G3,8.0,Q3,0.63
branching,explicit,G3,8.0,Q2,0.03
branching,explicit,G3,8.0,Q1,0.03
branching,literal,G4,8.0,Q4,0.25
branching,literal,G4,8.0,Q3,0.25
branching,literal,G4,8.0,Q2,0.25
branching,literal,G4,8.0,Q1,0.25
branching,pragmatic,G4,8.0,Q4,0.73
branching,pragmatic,G4,8.0,Q3,0.10
branching,pragmatic,G4,8.0,Q2,0.10
branching,pragmatic,G4,8.0,Q1,0.08
branching,explicit,G4,8.0,Q4,0.75
branching,explicit,G4,8.0,Q3,0.08
branching,explicit,G4,8.0,Q2,0.08
branching,explicit,G4,8.0,Q1,0.08
branching,literal,G1,8.1,Q4,0.25
branching,literal,G1,8.1,Q3,0.25
branching,literal,G1,8.1,Q2,0.25
branching,literal,G1,8.1,Q1,0.25
branching,pragmatic,G1,8.1,Q4,0.02
branching,pragmatic,G1,8.1,Q3,0.02
branching,pragmatic,G1,8.1,Q2,0.02
branching,pragmatic,G1,8.1,Q1,0.95
branching,explicit,G1,8.1,Q4,0.00
branching,explicit,G1,8.1,Q3,0.00
branching,explicit,G1,8.1,Q2,0.01
branching,explicit,G1,8.1,Q1,0.98
branching,literal,G2,8.1,Q4,0.25
branching,literal,G2,8.1,Q3,0.25
branching,literal,G2,8.1,Q2,0.25
branching,literal,G2,8.1,Q1,0.25
branching,pragmatic,G2,8.1,Q4,0.05
branching,pragmatic,G2,8.1,Q3,0.09
branching,pragmatic,G2,8.1,Q2,0.83
branching,pragmatic,G2,8.1,Q1,0.03
branching,explicit,G2,8.1,Q4,0.08
branching,explicit,G2,8.1,Q3,0.17
branching,explicit,G2,8.1,Q2,0.74
branching,explicit,G2,8.1,Q1,0.01
branching,literal,G3,8.1,Q4,0.25
branching,literal,G3,8.1,Q3,0.25
branching,literal,G3,8.1,Q2,0.25
branching,literal,G3,8.1,Q1,0.25
branching,pragmatic,G3,8.1,Q4,0.18
branching,pragmatic,G3,8.1,Q3,0.71
branching,pragmatic,G3,8.1,Q2,0.06
branching,pragmatic,G3,8.1,Q1,0.05
branching,explicit,G3,8.1,Q4,0.30
branching,explicit,G3,8.1,Q3,0.63
branching,explicit,G3,8.1,Q2,0.03
branching,explicit,G3,8.1,Q1,0.03
branching,literal,G4,8.1,Q4,0.25
branching,literal,G4,8.1,Q3,0.25
branching,literal,G4,8.1,Q2,0.25
branching,literal,G4,8.1,Q1,0.25
branching,pragmatic,G4,8.1,Q4,0.73
branching,pragmatic,G4,8.1,Q3,0.10
branching,pragmatic,G4,8.1,Q2,0.10
branching,pragmatic,G4,8.1,Q1,0.08
branching,explicit,G4,8.1,Q4,0.75
branching,explicit,G4,8.1,Q3,0.08
branching,explicit,G4,8.1,Q2,0.08
branching,explicit,G4,8.1,Q1,0.08
branching,literal,G1,8.2,Q4,0.25
branching,literal,G1,8.2,Q3,0.25
branching,literal,G1,8.2,Q2,0.25
branching,literal,G1,8.2,Q1,0.25
branching,pragmatic,G1,8.2,Q4,0.02
branching,pragmatic,G1,8.2,Q3,0.02
branching,pragmatic,G1,8.2,Q2,0.02
branching,pragmatic,G1,8.2,Q1,0.95
branching,explicit,G1,8.2,Q4,0.00
branching,explicit,G1,8.2,Q3,0.00
branching,explicit,G1,8.2,Q2,0.01
branching,explicit,G1,8.2,Q1,0.99
branching,literal,G2,8.2,Q4,0.25
branching,literal,G2,8.2,Q3,0.25
branching,literal,G2,8.2,Q2,0.25
branching,literal,G2,8.2,Q1,0.25
branching,pragmatic,G2,8.2,Q4,0.05
branching,pragmatic,G2,8.2,Q3,0.09
branching,pragmatic,G2,8.2,Q2,0.83
branching,pragmatic,G2,8.2,Q1,0.03
branching,explicit,G2,8.2,Q4,0.08
branching,explicit,G2,8.2,Q3,0.17
branching,explicit,G2,8.2,Q2,0.75
branching,explicit,G2,8.2,Q1,0.01
branching,literal,G3,8.2,Q4,0.25
branching,literal,G3,8.2,Q3,0.25
branching,literal,G3,8.2,Q2,0.25
branching,literal,G3,8.2,Q1,0.25
branching,pragmatic,G3,8.2,Q4,0.18
branching,pragmatic,G3,8.2,Q3,0.71
branching,pragmatic,G3,8.2,Q2,0.06
branching,pragmatic,G3,8.2,Q1,0.05
branching,explicit,G3,8.2,Q4,0.30
branching,explicit,G3,8.2,Q3,0.64
branching,explicit,G3,8.2,Q2,0.03
branching,explicit,G3,8.2,Q1,0.03
branching,literal,G4,8.2,Q4,0.25
branching,literal,G4,8.2,Q3,0.25
branching,literal,G4,8.2,Q2,0.25
branching,literal,G4,8.2,Q1,0.25
branching,pragmatic,G4,8.2,Q4,0.73
branching,pragmatic,G4,8.2,Q3,0.10
branching,pragmatic,G4,8.2,Q2,0.10
branching,pragmatic,G4,8.2,Q1,0.08
branching,explicit,G4,8.2,Q4,0.76
branching,explicit,G4,8.2,Q3,0.08
branching,explicit,G4,8.2,Q2,0.08
branching,explicit,G4,8.2,Q1,0.08
branching,literal,G1,8.3,Q4,0.25
branching,literal,G1,8.3,Q3,0.25
branching,literal,G1,8.3,Q2,0.25
branching,literal,G1,8.3,Q1,0.25
branching,pragmatic,G1,8.3,Q4,0.02
branching,pragmatic,G1,8.3,Q3,0.02
branching,pragmatic,G1,8.3,Q2,0.02
branching,pragmatic,G1,8.3,Q1,0.95
branching,explicit,G1,8.3,Q4,0.00
branching,explicit,G1,8.3,Q3,0.00
branching,explicit,G1,8.3,Q2,0.01
branching,explicit,G1,8.3,Q1,0.99
branching,literal,G2,8.3,Q4,0.25
branching,literal,G2,8.3,Q3,0.25
branching,literal,G2,8.3,Q2,0.25
branching,literal,G2,8.3,Q1,0.25
branching,pragmatic,G2,8.3,Q4,0.05
branching,pragmatic,G2,8.3,Q3,0.09
branching,pragmatic,G2,8.3,Q2,0.83
branching,pragmatic,G2,8.3,Q1,0.03
branching,explicit,G2,8.3,Q4,0.08
branching,explicit,G2,8.3,Q3,0.16
branching,explicit,G2,8.3,Q2,0.75
branching,explicit,G2,8.3,Q1,0.01
branching,literal,G3,8.3,Q4,0.25
branching,literal,G3,8.3,Q3,0.25
branching,literal,G3,8.3,Q2,0.25
branching,literal,G3,8.3,Q1,0.25
branching,pragmatic,G3,8.3,Q4,0.18
branching,pragmatic,G3,8.3,Q3,0.71
branching,pragmatic,G3,8.3,Q2,0.06
branching,pragmatic,G3,8.3,Q1,0.05
branching,explicit,G3,8.3,Q4,0.30
branching,explicit,G3,8.3,Q3,0.64
branching,explicit,G3,8.3,Q2,0.03
branching,explicit,G3,8.3,Q1,0.03
branching,literal,G4,8.3,Q4,0.25
branching,literal,G4,8.3,Q3,0.25
branching,literal,G4,8.3,Q2,0.25
branching,literal,G4,8.3,Q1,0.25
branching,pragmatic,G4,8.3,Q4,0.73
branching,pragmatic,G4,8.3,Q3,0.10
branching,pragmatic,G4,8.3,Q2,0.10
branching,pragmatic,G4,8.3,Q1,0.08
branching,explicit,G4,8.3,Q4,0.76
branching,explicit,G4,8.3,Q3,0.08
branching,explicit,G4,8.3,Q2,0.08
branching,explicit,G4,8.3,Q1,0.08
branching,literal,G1,8.4,Q4,0.25
branching,literal,G1,8.4,Q3,0.25
branching,literal,G1,8.4,Q2,0.25
branching,literal,G1,8.4,Q1,0.25
branching,pragmatic,G1,8.4,Q4,0.02
branching,pragmatic,G1,8.4,Q3,0.02
branching,pragmatic,G1,8.4,Q2,0.02
branching,pragmatic,G1,8.4,Q1,0.95
branching,explicit,G1,8.4,Q4,0.00
branching,explicit,G1,8.4,Q3,0.00
branching,explicit,G1,8.4,Q2,0.01
branching,explicit,G1,8.4,Q1,0.99
branching,literal,G2,8.4,Q4,0.25
branching,literal,G2,8.4,Q3,0.25
branching,literal,G2,8.4,Q2,0.25
branching,literal,G2,8.4,Q1,0.25
branching,pragmatic,G2,8.4,Q4,0.05
branching,pragmatic,G2,8.4,Q3,0.09
branching,pragmatic,G2,8.4,Q2,0.83
branching,pragmatic,G2,8.4,Q1,0.03
branching,explicit,G2,8.4,Q4,0.08
branching,explicit,G2,8.4,Q3,0.16
branching,explicit,G2,8.4,Q2,0.76
branching,explicit,G2,8.4,Q1,0.01
branching,literal,G3,8.4,Q4,0.25
branching,literal,G3,8.4,Q3,0.25
branching,literal,G3,8.4,Q2,0.25
branching,literal,G3,8.4,Q1,0.25
branching,pragmatic,G3,8.4,Q4,0.18
branching,pragmatic,G3,8.4,Q3,0.71
branching,pragmatic,G3,8.4,Q2,0.06
branching,pragmatic,G3,8.4,Q1,0.05
branching,explicit,G3,8.4,Q4,0.30
branching,explicit,G3,8.4,Q3,0.64
branching,explicit,G3,8.4,Q2,0.03
branching,explicit,G3,8.4,Q1,0.03
branching,literal,G4,8.4,Q4,0.25
branching,literal,G4,8.4,Q3,0.25
branching,literal,G4,8.4,Q2,0.25
branching,literal,G4,8.4,Q1,0.25
branching,pragmatic,G4,8.4,Q4,0.73
branching,pragmatic,G4,8.4,Q3,0.10
branching,pragmatic,G4,8.4,Q2,0.10
branching,pragmatic,G4,8.4,Q1,0.08
branching,explicit,G4,8.4,Q4,0.77
branching,explicit,G4,8.4,Q3,0.08
branching,explicit,G4,8.4,Q2,0.08
branching,explicit,G4,8.4,Q1,0.08
branching,literal,G1,8.5,Q4,0.25
branching,literal,G1,8.5,Q3,0.25
branching,literal,G1,8.5,Q2,0.25
branching,literal,G1,8.5,Q1,0.25
branching,pragmatic,G1,8.5,Q4,0.02
branching,pragmatic,G1,8.5,Q3,0.02
branching,pragmatic,G1,8.5,Q2,0.02
branching,pragmatic,G1,8.5,Q1,0.95
branching,explicit,G1,8.5,Q4,0.00
branching,explicit,G1,8.5,Q3,0.00
branching,explicit,G1,8.5,Q2,0.01
branching,explicit,G1,8.5,Q1,0.99
branching,literal,G2,8.5,Q4,0.25
branching,literal,G2,8.5,Q3,0.25
branching,literal,G2,8.5,Q2,0.25
branching,literal,G2,8.5,Q1,0.25
branching,pragmatic,G2,8.5,Q4,0.05
branching,pragmatic,G2,8.5,Q3,0.09
branching,pragmatic,G2,8.5,Q2,0.83
branching,pragmatic,G2,8.5,Q1,0.03
branching,explicit,G2,8.5,Q4,0.07
branching,explicit,G2,8.5,Q3,0.16
branching,explicit,G2,8.5,Q2,0.76
branching,explicit,G2,8.5,Q1,0.01
branching,literal,G3,8.5,Q4,0.25
branching,literal,G3,8.5,Q3,0.25
branching,literal,G3,8.5,Q2,0.25
branching,literal,G3,8.5,Q1,0.25
branching,pragmatic,G3,8.5,Q4,0.18
branching,pragmatic,G3,8.5,Q3,0.71
branching,pragmatic,G3,8.5,Q2,0.06
branching,pragmatic,G3,8.5,Q1,0.05
branching,explicit,G3,8.5,Q4,0.30
branching,explicit,G3,8.5,Q3,0.65
branching,explicit,G3,8.5,Q2,0.03
branching,explicit,G3,8.5,Q1,0.03
branching,literal,G4,8.5,Q4,0.25
branching,literal,G4,8.5,Q3,0.25
branching,literal,G4,8.5,Q2,0.25
branching,literal,G4,8.5,Q1,0.25
branching,pragmatic,G4,8.5,Q4,0.73
branching,pragmatic,G4,8.5,Q3,0.10
branching,pragmatic,G4,8.5,Q2,0.10
branching,pragmatic,G4,8.5,Q1,0.08
branching,explicit,G4,8.5,Q4,0.77
branching,explicit,G4,8.5,Q3,0.08
branching,explicit,G4,8.5,Q2,0.08
branching,explicit,G4,8.5,Q1,0.08
branching,literal,G1,8.6,Q4,0.25
branching,literal,G1,8.6,Q3,0.25
branching,literal,G1,8.6,Q2,0.25
branching,literal,G1,8.6,Q1,0.25
branching,pragmatic,G1,8.6,Q4,0.02
branching,pragmatic,G1,8.6,Q3,0.02
branching,pragmatic,G1,8.6,Q2,0.02
branching,pragmatic,G1,8.6,Q1,0.95
branching,explicit,G1,8.6,Q4,0.00
branching,explicit,G1,8.6,Q3,0.00
branching,explicit,G1,8.6,Q2,0.01
branching,explicit,G1,8.6,Q1,0.99
branching,literal,G2,8.6,Q4,0.25
branching,literal,G2,8.6,Q3,0.25
branching,literal,G2,8.6,Q2,0.25
branching,literal,G2,8.6,Q1,0.25
branching,pragmatic,G2,8.6,Q4,0.05
branching,pragmatic,G2,8.6,Q3,0.09
branching,pragmatic,G2,8.6,Q2,0.83
branching,pragmatic,G2,8.6,Q1,0.03
branching,explicit,G2,8.6,Q4,0.07
branching,explicit,G2,8.6,Q3,0.16
branching,explicit,G2,8.6,Q2,0.76
branching,explicit,G2,8.6,Q1,0.01
branching,literal,G3,8.6,Q4,0.25
branching,literal,G3,8.6,Q3,0.25
branching,literal,G3,8.6,Q2,0.25
branching,literal,G3,8.6,Q1,0.25
branching,pragmatic,G3,8.6,Q4,0.18
branching,pragmatic,G3,8.6,Q3,0.71
branching,pragmatic,G3,8.6,Q2,0.06
branching,pragmatic,G3,8.6,Q1,0.05
branching,explicit,G3,8.6,Q4,0.30
branching,explicit,G3,8.6,Q3,0.65
branching,explicit,G3,8.6,Q2,0.03
branching,explicit,G3,8.6,Q1,0.03
branching,literal,G4,8.6,Q4,0.25
branching,literal,G4,8.6,Q3,0.25
branching,literal,G4,8.6,Q2,0.25
branching,literal,G4,8.6,Q1,0.25
branching,pragmatic,G4,8.6,Q4,0.73
branching,pragmatic,G4,8.6,Q3,0.10
branching,pragmatic,G4,8.6,Q2,0.10
branching,pragmatic,G4,8.6,Q1,0.08
branching,explicit,G4,8.6,Q4,0.78
branching,explicit,G4,8.6,Q3,0.07
branching,explicit,G4,8.6,Q2,0.07
branching,explicit,G4,8.6,Q1,0.07
branching,literal,G1,8.7,Q4,0.25
branching,literal,G1,8.7,Q3,0.25
branching,literal,G1,8.7,Q2,0.25
branching,literal,G1,8.7,Q1,0.25
branching,pragmatic,G1,8.7,Q4,0.02
branching,pragmatic,G1,8.7,Q3,0.02
branching,pragmatic,G1,8.7,Q2,0.02
branching,pragmatic,G1,8.7,Q1,0.95
branching,explicit,G1,8.7,Q4,0.00
branching,explicit,G1,8.7,Q3,0.00
branching,explicit,G1,8.7,Q2,0.01
branching,explicit,G1,8.7,Q1,0.99
branching,literal,G2,8.7,Q4,0.25
branching,literal,G2,8.7,Q3,0.25
branching,literal,G2,8.7,Q2,0.25
branching,literal,G2,8.7,Q1,0.25
branching,pragmatic,G2,8.7,Q4,0.05
branching,pragmatic,G2,8.7,Q3,0.09
branching,pragmatic,G2,8.7,Q2,0.83
branching,pragmatic,G2,8.7,Q1,0.03
branching,explicit,G2,8.7,Q4,0.07
branching,explicit,G2,8.7,Q3,0.16
branching,explicit,G2,8.7,Q2,0.77
branching,explicit,G2,8.7,Q1,0.01
branching,literal,G3,8.7,Q4,0.25
branching,literal,G3,8.7,Q3,0.25
branching,literal,G3,8.7,Q2,0.25
branching,literal,G3,8.7,Q1,0.25
branching,pragmatic,G3,8.7,Q4,0.18
branching,pragmatic,G3,8.7,Q3,0.71
branching,pragmatic,G3,8.7,Q2,0.06
branching,pragmatic,G3,8.7,Q1,0.05
branching,explicit,G3,8.7,Q4,0.29
branching,explicit,G3,8.7,Q3,0.65
branching,explicit,G3,8.7,Q2,0.03
branching,explicit,G3,8.7,Q1,0.03
branching,literal,G4,8.7,Q4,0.25
branching,literal,G4,8.7,Q3,0.25
branching,literal,G4,8.7,Q2,0.25
branching,literal,G4,8.7,Q1,0.25
branching,pragmatic,G4,8.7,Q4,0.73
branching,pragmatic,G4,8.7,Q3,0.10
branching,pragmatic,G4,8.7,Q2,0.10
branching,pragmatic,G4,8.7,Q1,0.08
branching,explicit,G4,8.7,Q4,0.78
branching,explicit,G4,8.7,Q3,0.07
branching,explicit,G4,8.7,Q2,0.07
branching,explicit,G4,8.7,Q1,0.07
branching,literal,G1,8.8,Q4,0.25
branching,literal,G1,8.8,Q3,0.25
branching,literal,G1,8.8,Q2,0.25
branching,literal,G1,8.8,Q1,0.25
branching,pragmatic,G1,8.8,Q4,0.02
branching,pragmatic,G1,8.8,Q3,0.02
branching,pragmatic,G1,8.8,Q2,0.02
branching,pragmatic,G1,8.8,Q1,0.95
branching,explicit,G1,8.8,Q4,0.00
branching,explicit,G1,8.8,Q3,0.00
