type,modelLevel,goal,rationality,response,modelProb
branching,pragmatic,Gb:poodle,7.5,Qb:dog,0.83
branching,pragmatic,Gb:poodle,7.5,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,7.5,Qb:animal,0.09
branching,explicit,Gb:poodle,7.5,Qb:pet,0.18
branching,explicit,Gb:poodle,7.5,Qb:dog,0.72
branching,explicit,Gb:poodle,7.5,Qb:dalmatian,0.01
branching,literal,Gb:siamese,7.5,Qb:animal,0.25
branching,literal,Gb:siamese,7.5,Qb:pet,0.25
branching,literal,Gb:siamese,7.5,Qb:dog,0.25
branching,literal,Gb:siamese,7.5,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,7.5,Qb:animal,0.18
branching,pragmatic,Gb:siamese,7.5,Qb:pet,0.71
branching,pragmatic,Gb:siamese,7.5,Qb:dog,0.06
branching,pragmatic,Gb:siamese,7.5,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,7.5,Qb:animal,0.31
branching,explicit,Gb:siamese,7.5,Qb:pet,0.61
branching,explicit,Gb:siamese,7.5,Qb:dog,0.04
branching,explicit,Gb:siamese,7.5,Qb:dalmatian,0.04
branching,literal,Gb:whale,7.5,Qb:animal,0.25
branching,literal,Gb:whale,7.5,Qb:pet,0.25
branching,literal,Gb:whale,7.5,Qb:dog,0.25
branching,literal,Gb:whale,7.5,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,7.5,Qb:animal,0.73
branching,pragmatic,Gb:whale,7.5,Qb:pet,0.10
branching,pragmatic,Gb:whale,7.5,Qb:dog,0.10
branching,pragmatic,Gb:whale,7.5,Qb:dalmatian,0.08
branching,explicit,Gb:whale,7.5,Qb:animal,0.72
branching,explicit,Gb:whale,7.5,Qb:pet,0.09
branching,explicit,Gb:whale,7.5,Qb:dog,0.09
branching,explicit,Gb:whale,7.5,Qb:dalmatian,0.09
branching,literal,Gb:dalmatian,7.6,Qb:animal,0.25
branching,literal,Gb:dalmatian,7.6,Qb:pet,0.25
branching,literal,Gb:dalmatian,7.6,Qb:dog,0.25
branching,literal,Gb:dalmatian,7.6,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,7.6,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,7.6,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,7.6,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,7.6,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,7.6,Qb:animal,0.00
branching,explicit,Gb:dalmatian,7.6,Qb:pet,0.00
branching,explicit,Gb:dalmatian,7.6,Qb:dog,0.02
branching,explicit,Gb:dalmatian,7.6,Qb:dalmatian,0.98
branching,literal,Gb:poodle,7.6,Qb:animal,0.25
branching,literal,Gb:poodle,7.6,Qb:pet,0.25
branching,literal,Gb:poodle,7.6,Qb:dog,0.25
branching,literal,Gb:poodle,7.6,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,7.6,Qb:animal,0.05
branching,pragmatic,Gb:poodle,7.6,Qb:pet,0.09
branching,pragmatic,Gb:poodle,7.6,Qb:dog,0.83
branching,pragmatic,Gb:poodle,7.6,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,7.6,Qb:animal,0.09
branching,explicit,Gb:poodle,7.6,Qb:pet,0.18
branching,explicit,Gb:poodle,7.6,Qb:dog,0.72
branching,explicit,Gb:poodle,7.6,Qb:dalmatian,0.01
branching,literal,Gb:siamese,7.6,Qb:animal,0.25
branching,literal,Gb:siamese,7.6,Qb:pet,0.25
branching,literal,Gb:siamese,7.6,Qb:dog,0.25
branching,literal,Gb:siamese,7.6,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,7.6,Qb:animal,0.18
branching,pragmatic,Gb:siamese,7.6,Qb:pet,0.71
branching,pragmatic,Gb:siamese,7.6,Qb:dog,0.06
branching,pragmatic,Gb:siamese,7.6,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,7.6,Qb:animal,0.31
branching,explicit,Gb:siamese,7.6,Qb:pet,0.62
branching,explicit,Gb:siamese,7.6,Qb:dog,0.04
branching,explicit,Gb:siamese,7.6,Qb:dalmatian,0.04
branching,literal,Gb:whale,7.6,Qb:animal,0.25
branching,literal,Gb:whale,7.6,Qb:pet,0.25
branching,literal,Gb:whale,7.6,Qb:dog,0.25
branching,literal,Gb:whale,7.6,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,7.6,Qb:animal,0.73
branching,pragmatic,Gb:whale,7.6,Qb:pet,0.10
branching,pragmatic,Gb:whale,7.6,Qb:dog,0.10
branching,pragmatic,Gb:whale,7.6,Qb:dalmatian,0.08
branching,explicit,Gb:whale,7.6,Qb:animal,0.73
branching,explicit,Gb:whale,7.6,Qb:pet,0.09
branching,explicit,Gb:whale,7.6,Qb:dog,0.09
branching,explicit,Gb:whale,7.6,Qb:dalmatian,0.09
branching,literal,Gb:dalmatian,7.7,Qb:animal,0.25
branching,literal,Gb:dalmatian,7.7,Qb:pet,0.25
branching,literal,Gb:dalmatian,7.7,Qb:dog,0.25
branching,literal,Gb:dalmatian,7.7,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,7.7,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,7.7,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,7.7,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,7.7,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,7.7,Qb:animal,0.00
branching,explicit,Gb:dalmatian,7.7,Qb:pet,0.00
branching,explicit,Gb:dalmatian,7.7,Qb:dog,0.01
branching,explicit,Gb:dalmatian,7.7,Qb:dalmatian,0.98
branching,literal,Gb:poodle,7.7,Qb:animal,0.25
branching,literal,Gb:poodle,7.7,Qb:pet,0.25
branching,literal,Gb:poodle,7.7,Qb:dog,0.25
branching,literal,Gb:poodle,7.7,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,7.7,Qb:animal,0.05
branching,pragmatic,Gb:poodle,7.7,Qb:pet,0.09
branching,pragmatic,Gb:poodle,7.7,Qb:dog,0.83
branching,pragmatic,Gb:poodle,7.7,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,7.7,Qb:animal,0.09
branching,explicit,Gb:poodle,7.7,Qb:pet,0.18
branching,explicit,Gb:poodle,7.7,Qb:dog,0.72
branching,explicit,Gb:poodle,7.7,Qb:dalmatian,0.01
branching,literal,Gb:siamese,7.7,Qb:animal,0.25
branching,literal,Gb:siamese,7.7,Qb:pet,0.25
branching,literal,Gb:siamese,7.7,Qb:dog,0.25
branching,literal,Gb:siamese,7.7,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,7.7,Qb:animal,0.18
branching,pragmatic,Gb:siamese,7.7,Qb:pet,0.71
branching,pragmatic,Gb:siamese,7.7,Qb:dog,0.06
branching,pragmatic,Gb:siamese,7.7,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,7.7,Qb:animal,0.31
branching,explicit,Gb:siamese,7.7,Qb:pet,0.62
branching,explicit,Gb:siamese,7.7,Qb:dog,0.04
branching,explicit,Gb:siamese,7.7,Qb:dalmatian,0.04
branching,literal,Gb:whale,7.7,Qb:animal,0.25
branching,literal,Gb:whale,7.7,Qb:pet,0.25
branching,literal,Gb:whale,7.7,Qb:dog,0.25
branching,literal,Gb:whale,7.7,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,7.7,Qb:animal,0.73
branching,pragmatic,Gb:whale,7.7,Qb:pet,0.10
branching,pragmatic,Gb:whale,7.7,Qb:dog,0.10
branching,pragmatic,Gb:whale,7.7,Qb:dalmatian,0.08
branching,explicit,Gb:whale,7.7,Qb:animal,0.73
branching,explicit,Gb:whale,7.7,Qb:pet,0.09
branching,explicit,Gb:whale,7.7,Qb:dog,0.09
branching,explicit,Gb:whale,7.7,Qb:dalmatian,0.09
branching,literal,Gb:dalmatian,7.8,Qb:animal,0.25
branching,literal,Gb:dalmatian,7.8,Qb:pet,0.25
branching,literal,Gb:dalmatian,7.8,Qb:dog,0.25
branching,literal,Gb:dalmatian,7.8,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,7.8,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,7.8,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,7.8,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,7.8,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,7.8,Qb:animal,0.00
branching,explicit,Gb:dalmatian,7.8,Qb:pet,0.00
branching,explicit,Gb:dalmatian,7.8,Qb:dog,0.01
branching,explicit,Gb:dalmatian,7.8,Qb:dalmatian,0.98
branching,literal,Gb:poodle,7.8,Qb:animal,0.25
branching,literal,Gb:poodle,7.8,Qb:pet,0.25
branching,literal,Gb:poodle,7.8,Qb:dog,0.25
branching,literal,Gb:poodle,7.8,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,7.8,Qb:animal,0.05
branching,pragmatic,Gb:poodle,7.8,Qb:pet,0.09
branching,pragmatic,Gb:poodle,7.8,Qb:dog,0.83
branching,pragmatic,Gb:poodle,7.8,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,7.8,Qb:animal,0.09
branching,explicit,Gb:poodle,7.8,Qb:pet,0.18
branching,explicit,Gb:poodle,7.8,Qb:dog,0.73
branching,explicit,Gb:poodle,7.8,Qb:dalmatian,0.01
branching,literal,Gb:siamese,7.8,Qb:animal,0.25
branching,literal,Gb:siamese,7.8,Qb:pet,0.25
branching,literal,Gb:siamese,7.8,Qb:dog,0.25
branching,literal,Gb:siamese,7.8,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,7.8,Qb:animal,0.18
branching,pragmatic,Gb:siamese,7.8,Qb:pet,0.71
branching,pragmatic,Gb:siamese,7.8,Qb:dog,0.06
branching,pragmatic,Gb:siamese,7.8,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,7.8,Qb:animal,0.31
branching,explicit,Gb:siamese,7.8,Qb:pet,0.62
branching,explicit,Gb:siamese,7.8,Qb:dog,0.04
branching,explicit,Gb:siamese,7.8,Qb:dalmatian,0.04
branching,literal,Gb:whale,7.8,Qb:animal,0.25
branching,literal,Gb:whale,7.8,Qb:pet,0.25
branching,literal,Gb:whale,7.8,Qb:dog,0.25
branching,literal,Gb:whale,7.8,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,7.8,Qb:animal,0.73
branching,pragmatic,Gb:whale,7.8,Qb:pet,0.10
branching,pragmatic,Gb:whale,7.8,Qb:dog,0.10
branching,pragmatic,Gb:whale,7.8,Qb:dalmatian,0.08
branching,explicit,Gb:whale,7.8,Qb:animal,0.74
branching,explicit,Gb:whale,7.8,Qb:pet,0.09
branching,explicit,Gb:whale,7.8,Qb:dog,0.09
branching,explicit,Gb:whale,7.8,Qb:dalmatian,0.09
branching,literal,Gb:dalmatian,7.9,Qb:animal,0.25
branching,literal,Gb:dalmatian,7.9,Qb:pet,0.25
branching,literal,Gb:dalmatian,7.9,Qb:dog,0.25
branching,literal,Gb:dalmatian,7.9,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,7.9,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,7.9,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,7.9,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,7.9,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,7.9,Qb:animal,0.00
branching,explicit,Gb:dalmatian,7.9,Qb:pet,0.00
branching,explicit,Gb:dalmatian,7.9,Qb:dog,0.01
branching,explicit,Gb:dalmatian,7.9,Qb:dalmatian,0.98
branching,literal,Gb:poodle,7.9,Qb:animal,0.25
branching,literal,Gb:poodle,7.9,Qb:pet,0.25
branching,literal,Gb:poodle,7.9,Qb:dog,0.25
branching,literal,Gb:poodle,7.9,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,7.9,Qb:animal,0.05
branching,pragmatic,Gb:poodle,7.9,Qb:pet,0.09
branching,pragmatic,Gb:poodle,7.9,Qb:dog,0.83
branching,pragmatic,Gb:poodle,7.9,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,7.9,Qb:animal,0.08
branching,explicit,Gb:poodle,7.9,Qb:pet,0.17
branching,explicit,Gb:poodle,7.9,Qb:dog,0.73
branching,explicit,Gb:poodle,7.9,Qb:dalmatian,0.01
branching,literal,Gb:siamese,7.9,Qb:animal,0.25
branching,literal,Gb:siamese,7.9,Qb:pet,0.25
branching,literal,Gb:siamese,7.9,Qb:dog,0.25
branching,literal,Gb:siamese,7.9,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,7.9,Qb:animal,0.18
branching,pragmatic,Gb:siamese,7.9,Qb:pet,0.71
branching,pragmatic,Gb:siamese,7.9,Qb:dog,0.06
branching,pragmatic,Gb:siamese,7.9,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,7.9,Qb:animal,0.30
branching,explicit,Gb:siamese,7.9,Qb:pet,0.63
branching,explicit,Gb:siamese,7.9,Qb:dog,0.03
branching,explicit,Gb:siamese,7.9,Qb:dalmatian,0.03
branching,literal,Gb:whale,7.9,Qb:animal,0.25
branching,literal,Gb:whale,7.9,Qb:pet,0.25
branching,literal,Gb:whale,7.9,Qb:dog,0.25
branching,literal,Gb:whale,7.9,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,7.9,Qb:animal,0.73
branching,pragmatic,Gb:whale,7.9,Qb:pet,0.10
branching,pragmatic,Gb:whale,7.9,Qb:dog,0.10
branching,pragmatic,Gb:whale,7.9,Qb:dalmatian,0.08
branching,explicit,Gb:whale,7.9,Qb:animal,0.74
branching,explicit,Gb:whale,7.9,Qb:pet,0.09
branching,explicit,Gb:whale,7.9,Qb:dog,0.09
branching,explicit,Gb:whale,7.9,Qb:dalmatian,0.09
branching,literal,Gb:dalmatian,8.0,Qb:animal,0.25
branching,literal,Gb:dalmatian,8.0,Qb:pet,0.25
branching,literal,Gb:dalmatian,8.0,Qb:dog,0.25
branching,literal,Gb:dalmatian,8.0,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,8.0,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,8.0,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,8.0,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,8.0,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,8.0,Qb:animal,0.00
branching,explicit,Gb:dalmatian,8.0,Qb:pet,0.00
branching,explicit,Gb:dalmatian,8.0,Qb:dog,0.01
branching,explicit,Gb:dalmatian,8.0,Qb:dalmatian,0.98
branching,literal,Gb:poodle,8.0,Qb:animal,0.25
branching,literal,Gb:poodle,8.0,Qb:pet,0.25
branching,literal,Gb:poodle,8.0,Qb:dog,0.25
branching,literal,Gb:poodle,8.0,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,8.0,Qb:animal,0.05
branching,pragmatic,Gb:poodle,8.0,Qb:pet,0.09
branching,pragmatic,Gb:poodle,8.0,Qb:dog,0.83
branching,pragmatic,Gb:poodle,8.0,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,8.0,Qb:animal,0.08
branching,explicit,Gb:poodle,8.0,Qb:pet,0.17
branching,explicit,Gb:poodle,8.0,Qb:dog,0.74
branching,explicit,Gb:poodle,8.0,Qb:dalmatian,0.01
branching,literal,Gb:siamese,8.0,Qb:animal,0.25
branching,literal,Gb:siamese,8.0,Qb:pet,0.25
branching,literal,Gb:siamese,8.0,Qb:dog,0.25
branching,literal,Gb:siamese,8.0,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,8.0,Qb:animal,0.18
branching,pragmatic,Gb:siamese,8.0,Qb:pet,0.71
branching,pragmatic,Gb:siamese,8.0,Qb:dog,0.06
branching,pragmatic,Gb:siamese,8.0,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,8.0,Qb:animal,0.30
branching,explicit,Gb:siamese,8.0,Qb:pet,0.63
branching,explicit,Gb:siamese,8.0,Qb:dog,0.03
branching,explicit,Gb:siamese,8.0,Qb:dalmatian,0.03
branching,literal,Gb:whale,8.0,Qb:animal,0.25
branching,literal,Gb:whale,8.0,Qb:pet,0.25
branching,literal,Gb:whale,8.0,Qb:dog,0.25
branching,literal,Gb:whale,8.0,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,8.0,Qb:animal,0.73
branching,pragmatic,Gb:whale,8.0,Qb:pet,0.10
branching,pragmatic,Gb:whale,8.0,Qb:dog,0.10
branching,pragmatic,Gb:whale,8.0,Qb:dalmatian,0.08
branching,explicit,Gb:whale,8.0,Qb:animal,0.75
branching,explicit,Gb:whale,8.0,Qb:pet,0.08
branching,explicit,Gb:whale,8.0,Qb:dog,0.08
branching,explicit,Gb:whale,8.0,Qb:dalmatian,0.08
branching,literal,Gb:dalmatian,8.1,Qb:animal,0.25
branching,literal,Gb:dalmatian,8.1,Qb:pet,0.25
branching,literal,Gb:dalmatian,8.1,Qb:dog,0.25
branching,literal,Gb:dalmatian,8.1,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,8.1,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,8.1,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,8.1,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,8.1,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,8.1,Qb:animal,0.00
branching,explicit,Gb:dalmatian,8.1,Qb:pet,0.00
branching,explicit,Gb:dalmatian,8.1,Qb:dog,0.01
branching,explicit,Gb:dalmatian,8.1,Qb:dalmatian,0.98
branching,literal,Gb:poodle,8.1,Qb:animal,0.25
branching,literal,Gb:poodle,8.1,Qb:pet,0.25
branching,literal,Gb:poodle,8.1,Qb:dog,0.25
branching,literal,Gb:poodle,8.1,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,8.1,Qb:animal,0.05
branching,pragmatic,Gb:poodle,8.1,Qb:pet,0.09
branching,pragmatic,Gb:poodle,8.1,Qb:dog,0.83
branching,pragmatic,Gb:poodle,8.1,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,8.1,Qb:animal,0.08
branching,explicit,Gb:poodle,8.1,Qb:pet,0.17
branching,explicit,Gb:poodle,8.1,Qb:dog,0.74
branching,explicit,Gb:poodle,8.1,Qb:dalmatian,0.01
branching,literal,Gb:siamese,8.1,Qb:animal,0.25
branching,literal,Gb:siamese,8.1,Qb:pet,0.25
branching,literal,Gb:siamese,8.1,Qb:dog,0.25
branching,literal,Gb:siamese,8.1,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,8.1,Qb:animal,0.18
branching,pragmatic,Gb:siamese,8.1,Qb:pet,0.71
branching,pragmatic,Gb:siamese,8.1,Qb:dog,0.06
branching,pragmatic,Gb:siamese,8.1,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,8.1,Qb:animal,0.30
branching,explicit,Gb:siamese,8.1,Qb:pet,0.63
branching,explicit,Gb:siamese,8.1,Qb:dog,0.03
branching,explicit,Gb:siamese,8.1,Qb:dalmatian,0.03
branching,literal,Gb:whale,8.1,Qb:animal,0.25
branching,literal,Gb:whale,8.1,Qb:pet,0.25
branching,literal,Gb:whale,8.1,Qb:dog,0.25
branching,literal,Gb:whale,8.1,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,8.1,Qb:animal,0.73
branching,pragmatic,Gb:whale,8.1,Qb:pet,0.10
branching,pragmatic,Gb:whale,8.1,Qb:dog,0.10
branching,pragmatic,Gb:whale,8.1,Qb:dalmatian,0.08
branching,explicit,Gb:whale,8.1,Qb:animal,0.75
branching,explicit,Gb:whale,8.1,Qb:pet,0.08
branching,explicit,Gb:whale,8.1,Qb:dog,0.08
branching,explicit,Gb:whale,8.1,Qb:dalmatian,0.08
branching,literal,Gb:dalmatian,8.2,Qb:animal,0.25
branching,literal,Gb:dalmatian,8.2,Qb:pet,0.25
branching,literal,Gb:dalmatian,8.2,Qb:dog,0.25
branching,literal,Gb:dalmatian,8.2,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,8.2,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,8.2,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,8.2,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,8.2,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,8.2,Qb:animal,0.00
branching,explicit,Gb:dalmatian,8.2,Qb:pet,0.00
branching,explicit,Gb:dalmatian,8.2,Qb:dog,0.01
branching,explicit,Gb:dalmatian,8.2,Qb:dalmatian,0.99
branching,literal,Gb:poodle,8.2,Qb:animal,0.25
branching,literal,Gb:poodle,8.2,Qb:pet,0.25
branching,literal,Gb:poodle,8.2,Qb:dog,0.25
branching,literal,Gb:poodle,8.2,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,8.2,Qb:animal,0.05
branching,pragmatic,Gb:poodle,8.2,Qb:pet,0.09
branching,pragmatic,Gb:poodle,8.2,Qb:dog,0.83
branching,pragmatic,Gb:poodle,8.2,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,8.2,Qb:animal,0.08
branching,explicit,Gb:poodle,8.2,Qb:pet,0.17
branching,explicit,Gb:poodle,8.2,Qb:dog,0.75
branching,explicit,Gb:poodle,8.2,Qb:dalmatian,0.01
branching,literal,Gb:siamese,8.2,Qb:animal,0.25
branching,literal,Gb:siamese,8.2,Qb:pet,0.25
branching,literal,Gb:siamese,8.2,Qb:dog,0.25
branching,literal,Gb:siamese,8.2,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,8.2,Qb:animal,0.18
branching,pragmatic,Gb:siamese,8.2,Qb:pet,0.71
branching,pragmatic,Gb:siamese,8.2,Qb:dog,0.06
branching,pragmatic,Gb:siamese,8.2,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,8.2,Qb:animal,0.30
branching,explicit,Gb:siamese,8.2,Qb:pet,0.64
branching,explicit,Gb:siamese,8.2,Qb:dog,0.03
branching,explicit,Gb:siamese,8.2,Qb:dalmatian,0.03
branching,literal,Gb:whale,8.2,Qb:animal,0.25
branching,literal,Gb:whale,8.2,Qb:pet,0.25
branching,literal,Gb:whale,8.2,Qb:dog,0.25
branching,literal,Gb:whale,8.2,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,8.2,Qb:animal,0.73
branching,pragmatic,Gb:whale,8.2,Qb:pet,0.10
branching,pragmatic,Gb:whale,8.2,Qb:dog,0.10
branching,pragmatic,Gb:whale,8.2,Qb:dalmatian,0.08
branching,explicit,Gb:whale,8.2,Qb:animal,0.76
branching,explicit,Gb:whale,8.2,Qb:pet,0.08
branching,explicit,Gb:whale,8.2,Qb:dog,0.08
branching,explicit,Gb:whale,8.2,Qb:dalmatian,0.08
branching,literal,Gb:dalmatian,8.3,Qb:animal,0.25
branching,literal,Gb:dalmatian,8.3,Qb:pet,0.25
branching,literal,Gb:dalmatian,8.3,Qb:dog,0.25
branching,literal,Gb:dalmatian,8.3,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,8.3,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,8.3,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,8.3,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,8.3,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,8.3,Qb:animal,0.00
branching,explicit,Gb:dalmatian,8.3,Qb:pet,0.00
branching,explicit,Gb:dalmatian,8.3,Qb:dog,0.01
branching,explicit,Gb:dalmatian,8.3,Qb:dalmatian,0.99
branching,literal,Gb:poodle,8.3,Qb:animal,0.25
branching,literal,Gb:poodle,8.3,Qb:pet,0.25
branching,literal,Gb:poodle,8.3,Qb:dog,0.25
branching,literal,Gb:poodle,8.3,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,8.3,Qb:animal,0.05
branching,pragmatic,Gb:poodle,8.3,Qb:pet,0.09
branching,pragmatic,Gb:poodle,8.3,Qb:dog,0.83
branching,pragmatic,Gb:poodle,8.3,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,8.3,Qb:animal,0.08
branching,explicit,Gb:poodle,8.3,Qb:pet,0.16
branching,explicit,Gb:poodle,8.3,Qb:dog,0.75
branching,explicit,Gb:poodle,8.3,Qb:dalmatian,0.01
branching,literal,Gb:siamese,8.3,Qb:animal,0.25
branching,literal,Gb:siamese,8.3,Qb:pet,0.25
branching,literal,Gb:siamese,8.3,Qb:dog,0.25
branching,literal,Gb:siamese,8.3,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,8.3,Qb:animal,0.18
branching,pragmatic,Gb:siamese,8.3,Qb:pet,0.71
branching,pragmatic,Gb:siamese,8.3,Qb:dog,0.06
branching,pragmatic,Gb:siamese,8.3,Qb:dalmatian,0.05
branching,explicit,Gb:siamese,8.3,Qb:animal,0.30
branching,explicit,Gb:siamese,8.3,Qb:pet,0.64
branching,explicit,Gb:siamese,8.3,Qb:dog,0.03
branching,explicit,Gb:siamese,8.3,Qb:dalmatian,0.03
branching,literal,Gb:whale,8.3,Qb:animal,0.25
branching,literal,Gb:whale,8.3,Qb:pet,0.25
branching,literal,Gb:whale,8.3,Qb:dog,0.25
branching,literal,Gb:whale,8.3,Qb:dalmatian,0.25
branching,pragmatic,Gb:whale,8.3,Qb:animal,0.73
branching,pragmatic,Gb:whale,8.3,Qb:pet,0.10
branching,pragmatic,Gb:whale,8.3,Qb:dog,0.10
branching,pragmatic,Gb:whale,8.3,Qb:dalmatian,0.08
branching,explicit,Gb:whale,8.3,Qb:animal,0.76
branching,explicit,Gb:whale,8.3,Qb:pet,0.08
branching,explicit,Gb:whale,8.3,Qb:dog,0.08
branching,explicit,Gb:whale,8.3,Qb:dalmatian,0.08
branching,literal,Gb:dalmatian,8.4,Qb:animal,0.25
branching,literal,Gb:dalmatian,8.4,Qb:pet,0.25
branching,literal,Gb:dalmatian,8.4,Qb:dog,0.25
branching,literal,Gb:dalmatian,8.4,Qb:dalmatian,0.25
branching,pragmatic,Gb:dalmatian,8.4,Qb:animal,0.02
branching,pragmatic,Gb:dalmatian,8.4,Qb:pet,0.02
branching,pragmatic,Gb:dalmatian,8.4,Qb:dog,0.02
branching,pragmatic,Gb:dalmatian,8.4,Qb:dalmatian,0.95
branching,explicit,Gb:dalmatian,8.4,Qb:animal,0.00
branching,explicit,Gb:dalmatian,8.4,Qb:pet,0.00
branching,explicit,Gb:dalmatian,8.4,Qb:dog,0.01
branching,explicit,Gb:dalmatian,8.4,Qb:dalmatian,0.99
branching,literal,Gb:poodle,8.4,Qb:animal,0.25
branching,literal,Gb:poodle,8.4,Qb:pet,0.25
branching,literal,Gb:poodle,8.4,Qb:dog,0.25
branching,literal,Gb:poodle,8.4,Qb:dalmatian,0.25
branching,pragmatic,Gb:poodle,8.4,Qb:animal,0.05
branching,pragmatic,Gb:poodle,8.4,Qb:pet,0.09
branching,pragmatic,Gb:poodle,8.4,Qb:dog,0.83
branching,pragmatic,Gb:poodle,8.4,Qb:dalmatian,0.03
branching,explicit,Gb:poodle,8.4,Qb:animal,0.08
branching,explicit,Gb:poodle,8.4,Qb:pet,0.16
branching,explicit,Gb:poodle,8.4,Qb:dog,0.76
branching,explicit,Gb:poodle,8.4,Qb:dalmatian,0.01
branching,literal,Gb:siamese,8.4,Qb:animal,0.25
branching,literal,Gb:siamese,8.4,Qb:pet,0.25
branching,literal,Gb:siamese,8.4,Qb:dog,0.25
branching,literal,Gb:siamese,8.4,Qb:dalmatian,0.25
branching,pragmatic,Gb:siamese,8.4,Qb:animal,0.18
branching,pragmatic,Gb:siamese,8.4,Qb:pet,0.71
branching,pragmatic,Gb:siamese,8.4,Qb:dog,0.06
branching,pragmatic,Gb:siamese,8.4,Qb:dalmatian,0.05
