type,domain,modelLevel,utterance,rationality,response,modelProb
branching,artifact,literal,seat,4.5,table,0.25
branching,artifact,literal,seat,4.5,chair,0.25
branching,artifact,literal,seat,4.5,couch,0.25
branching,artifact,pragmatic,seat,4.5,couch,0.02
branching,artifact,pragmatic,seat,4.5,chair,0.79
branching,artifact,pragmatic,seat,4.5,table,0.14
branching,artifact,pragmatic,seat,4.5,lawnmower,0.05
branching,artifact,explicit,seat,4.5,couch,0.24
branching,artifact,explicit,seat,4.5,chair,0.75
branching,artifact,explicit,seat,4.5,table,0.01
branching,artifact,explicit,seat,4.5,lawnmower,0.01
branching,artifact,literal,furniture,4.5,lawnmower,0.25
branching,artifact,literal,furniture,4.5,table,0.25
branching,artifact,literal,furniture,4.5,chair,0.25
branching,artifact,literal,furniture,4.5,couch,0.25
branching,artifact,pragmatic,furniture,4.5,couch,0.34
branching,artifact,pragmatic,furniture,4.5,chair,0.07
branching,artifact,pragmatic,furniture,4.5,table,0.52
branching,artifact,pragmatic,furniture,4.5,lawnmower,0.08
branching,artifact,explicit,furniture,4.5,couch,0.71
branching,artifact,explicit,furniture,4.5,chair,0.12
branching,artifact,explicit,furniture,4.5,table,0.16
branching,artifact,explicit,furniture,4.5,lawnmower,0.01
branching,artifact,literal,couch,4.5,lawnmower,0.25
branching,artifact,literal,couch,4.5,table,0.25
branching,artifact,literal,couch,4.5,chair,0.25
branching,artifact,literal,couch,4.5,couch,0.25
branching,artifact,pragmatic,couch,4.5,couch,0.77
branching,artifact,pragmatic,couch,4.5,chair,0.03
branching,artifact,pragmatic,couch,4.5,table,0.15
branching,artifact,pragmatic,couch,4.5,lawnmower,0.05
branching,artifact,explicit,couch,4.5,couch,0.98
branching,artifact,explicit,couch,4.5,chair,0.01
branching,artifact,explicit,couch,4.5,table,0.01
branching,artifact,explicit,couch,4.5,lawnmower,0.01
branching,artifact,literal,thing,4.6,lawnmower,0.25
branching,artifact,literal,thing,4.6,table,0.25
branching,artifact,literal,thing,4.6,chair,0.25
branching,artifact,literal,thing,4.6,couch,0.25
branching,artifact,pragmatic,thing,4.6,couch,0.01
branching,artifact,pragmatic,thing,4.6,chair,0.04
branching,artifact,pragmatic,thing,4.6,table,0.29
branching,artifact,pragmatic,thing,4.6,lawnmower,0.66
branching,artifact,explicit,thing,4.6,couch,0.03
branching,artifact,explicit,thing,4.6,chair,0.15
branching,artifact,explicit,thing,4.6,table,0.20
branching,artifact,explicit,thing,4.6,lawnmower,0.62
branching,artifact,literal,seat,4.6,lawnmower,0.25
branching,artifact,literal,seat,4.6,table,0.25
branching,artifact,literal,seat,4.6,chair,0.25
branching,artifact,literal,seat,4.6,couch,0.25
branching,artifact,pragmatic,seat,4.6,couch,0.02
branching,artifact,pragmatic,seat,4.6,chair,0.80
branching,artifact,pragmatic,seat,4.6,table,0.13
branching,artifact,pragmatic,seat,4.6,lawnmower,0.04
branching,artifact,explicit,seat,4.6,couch,0.24
branching,artifact,explicit,seat,4.6,chair,0.75
branching,artifact,explicit,seat,4.6,table,0.01
branching,artifact,explicit,seat,4.6,lawnmower,0.01
branching,artifact,literal,furniture,4.6,lawnmower,0.25
branching,artifact,literal,furniture,4.6,table,0.25
branching,artifact,literal,furniture,4.6,chair,0.25
branching,artifact,literal,furniture,4.6,couch,0.25
branching,artifact,pragmatic,furniture,4.6,couch,0.34
branching,artifact,pragmatic,furniture,4.6,chair,0.07
branching,artifact,pragmatic,furniture,4.6,table,0.53
branching,artifact,pragmatic,furniture,4.6,lawnmower,0.07
branching,artifact,explicit,furniture,4.6,couch,0.72
branching,artifact,explicit,furniture,4.6,chair,0.12
branching,artifact,explicit,furniture,4.6,table,0.16
branching,artifact,explicit,furniture,4.6,lawnmower,0.01
branching,artifact,literal,couch,4.6,lawnmower,0.25
branching,artifact,literal,couch,4.6,table,0.25
branching,artifact,literal,couch,4.6,chair,0.25
branching,artifact,literal,couch,4.6,couch,0.25
branching,artifact,pragmatic,couch,4.6,couch,0.78
branching,artifact,pragmatic,couch,4.6,chair,0.03
branching,artifact,pragmatic,couch,4.6,table,0.15
branching,artifact,pragmatic,couch,4.6,lawnmower,0.05
branching,artifact,explicit,couch,4.6,couch,0.98
branching,artifact,explicit,couch,4.6,chair,0.01
branching,artifact,explicit,couch,4.6,table,0.01
branching,artifact,explicit,couch,4.6,lawnmower,0.01
branching,artifact,literal,thing,4.7,lawnmower,0.25
branching,artifact,literal,thing,4.7,table,0.25
branching,artifact,literal,thing,4.7,chair,0.25
branching,artifact,literal,thing,4.7,couch,0.25
branching,artifact,pragmatic,thing,4.7,couch,0.01
branching,artifact,pragmatic,thing,4.7,chair,0.04
branching,artifact,pragmatic,thing,4.7,table,0.30
branching,artifact,pragmatic,thing,4.7,lawnmower,0.66
branching,artifact,explicit,thing,4.7,couch,0.03
branching,artifact,explicit,thing,4.7,chair,0.15
branching,artifact,explicit,thing,4.7,table,0.20
branching,artifact,explicit,thing,4.7,lawnmower,0.62
branching,artifact,literal,seat,4.7,lawnmower,0.25
branching,artifact,literal,seat,4.7,table,0.25
branching,artifact,literal,seat,4.7,chair,0.25
branching,artifact,literal,seat,4.7,couch,0.25
branching,artifact,pragmatic,seat,4.7,couch,0.02
branching,artifact,pragmatic,seat,4.7,chair,0.81
branching,artifact,pragmatic,seat,4.7,table,0.13
branching,artifact,pragmatic,seat,4.7,lawnmower,0.04
branching,artifact,explicit,seat,4.7,couch,0.24
branching,artifact,explicit,seat,4.7,chair,0.75
branching,artifact,explicit,seat,4.7,table,0.01
branching,artifact,explicit,seat,4.7,lawnmower,0.01
branching,artifact,literal,furniture,4.7,lawnmower,0.25
branching,artifact,literal,furniture,4.7,table,0.25
branching,artifact,literal,furniture,4.7,chair,0.25
branching,artifact,literal,furniture,4.7,couch,0.25
branching,artifact,pragmatic,furniture,4.7,couch,0.33
branching,artifact,pragmatic,furniture,4.7,chair,0.06
branching,artifact,pragmatic,furniture,4.7,table,0.54
branching,artifact,pragmatic,furniture,4.7,lawnmower,0.07
branching,artifact,explicit,furniture,4.7,couch,0.72
branching,artifact,explicit,furniture,4.7,chair,0.12
branching,artifact,explicit,furniture,4.7,table,0.16
branching,artifact,explicit,furniture,4.7,lawnmower,0.01
branching,artifact,literal,couch,4.7,lawnmower,0.25
branching,artifact,literal,couch,4.7,table,0.25
branching,artifact,literal,couch,4.7,chair,0.25
branching,artifact,literal,couch,4.7,couch,0.25
branching,artifact,pragmatic,couch,4.7,couch,0.78
branching,artifact,pragmatic,couch,4.7,chair,0.02
branching,artifact,pragmatic,couch,4.7,table,0.15
branching,artifact,pragmatic,couch,4.7,lawnmower,0.04
branching,artifact,explicit,couch,4.7,couch,0.98
branching,artifact,explicit,couch,4.7,chair,0.01
branching,artifact,explicit,couch,4.7,table,0.01
branching,artifact,explicit,couch,4.7,lawnmower,0.01
branching,artifact,literal,thing,4.8,lawnmower,0.25
branching,artifact,literal,thing,4.8,table,0.25
branching,artifact,literal,thing,4.8,chair,0.25
branching,artifact,literal,thing,4.8,couch,0.25
branching,artifact,pragmatic,thing,4.8,couch,0.01
branching,artifact,pragmatic,thing,4.8,chair,0.03
branching,artifact,pragmatic,thing,4.8,table,0.30
branching,artifact,pragmatic,thing,4.8,lawnmower,0.66
branching,artifact,explicit,thing,4.8,couch,0.03
branching,artifact,explicit,thing,4.8,chair,0.15
branching,artifact,explicit,thing,4.8,table,0.20
branching,artifact,explicit,thing,4.8,lawnmower,0.62
branching,artifact,literal,seat,4.8,lawnmower,0.25
branching,artifact,literal,seat,4.8,table,0.25
branching,artifact,literal,seat,4.8,chair,0.25
branching,artifact,literal,seat,4.8,couch,0.25
branching,artifact,pragmatic,seat,4.8,couch,0.02
branching,artifact,pragmatic,seat,4.8,chair,0.81
branching,artifact,pragmatic,seat,4.8,table,0.13
branching,artifact,pragmatic,seat,4.8,lawnmower,0.04
branching,artifact,explicit,seat,4.8,couch,0.24
branching,artifact,explicit,seat,4.8,chair,0.75
branching,artifact,explicit,seat,4.8,table,0.01
branching,artifact,explicit,seat,4.8,lawnmower,0.01
branching,artifact,literal,furniture,4.8,lawnmower,0.25
branching,artifact,literal,furniture,4.8,table,0.25
branching,artifact,literal,furniture,4.8,chair,0.25
branching,artifact,literal,furniture,4.8,couch,0.25
branching,artifact,pragmatic,furniture,4.8,couch,0.33
branching,artifact,pragmatic,furniture,4.8,chair,0.06
branching,artifact,pragmatic,furniture,4.8,table,0.55
branching,artifact,pragmatic,furniture,4.8,lawnmower,0.06
branching,artifact,explicit,furniture,4.8,couch,0.72
branching,artifact,explicit,furniture,4.8,chair,0.12
branching,artifact,explicit,furniture,4.8,table,0.16
branching,artifact,explicit,furniture,4.8,lawnmower,0.01
branching,artifact,literal,couch,4.8,lawnmower,0.25
branching,artifact,literal,couch,4.8,table,0.25
branching,artifact,literal,couch,4.8,chair,0.25
branching,artifact,literal,couch,4.8,couch,0.25
branching,artifact,pragmatic,couch,4.8,couch,0.79
branching,artifact,pragmatic,couch,4.8,chair,0.02
branching,artifact,pragmatic,couch,4.8,table,0.15
branching,artifact,pragmatic,couch,4.8,lawnmower,0.04
branching,artifact,explicit,couch,4.8,couch,0.98
branching,artifact,explicit,couch,4.8,chair,0.01
branching,artifact,explicit,couch,4.8,table,0.01
branching,artifact,explicit,couch,4.8,lawnmower,0.01
branching,artifact,literal,thing,4.9,lawnmower,0.25
branching,artifact,literal,thing,4.9,table,0.25
branching,artifact,literal,thing,4.9,chair,0.25
branching,artifact,literal,thing,4.9,couch,0.25
branching,artifact,pragmatic,thing,4.9,couch,0.01
branching,artifact,pragmatic,thing,4.9,chair,0.03
branching,artifact,pragmatic,thing,4.9,table,0.30
branching,artifact,pragmatic,thing,4.9,lawnmower,0.66
branching,artifact,explicit,thing,4.9,couch,0.03
branching,artifact,explicit,thing,4.9,chair,0.15
branching,artifact,explicit,thing,4.9,table,0.20
branching,artifact,explicit,thing,4.9,lawnmower,0.62
branching,artifact,literal,seat,4.9,lawnmower,0.25
branching,artifact,literal,seat,4.9,table,0.25
branching,artifact,literal,seat,4.9,chair,0.25
branching,artifact,literal,seat,4.9,couch,0.25
branching,artifact,pragmatic,seat,4.9,couch,0.02
branching,artifact,pragmatic,seat,4.9,chair,0.82
branching,artifact,pragmatic,seat,4.9,table,0.13
branching,artifact,pragmatic,seat,4.9,lawnmower,0.03
branching,artifact,explicit,seat,4.9,couch,0.24
branching,artifact,explicit,seat,4.9,chair,0.75
branching,artifact,explicit,seat,4.9,table,0.00
branching,artifact,explicit,seat,4.9,lawnmower,0.00
branching,artifact,literal,furniture,4.9,lawnmower,0.25
branching,artifact,literal,furniture,4.9,table,0.25
branching,artifact,literal,furniture,4.9,chair,0.25
branching,artifact,literal,furniture,4.9,couch,0.25
branching,artifact,pragmatic,furniture,4.9,couch,0.33
branching,artifact,pragmatic,furniture,4.9,chair,0.06
branching,artifact,pragmatic,furniture,4.9,table,0.56
branching,artifact,pragmatic,furniture,4.9,lawnmower,0.06
branching,artifact,explicit,furniture,4.9,couch,0.72
branching,artifact,explicit,furniture,4.9,chair,0.12
branching,artifact,explicit,furniture,4.9,table,0.16
branching,artifact,explicit,furniture,4.9,lawnmower,0.00
branching,artifact,literal,couch,4.9,lawnmower,0.25
branching,artifact,literal,couch,4.9,table,0.25
branching,artifact,literal,couch,4.9,chair,0.25
branching,artifact,literal,couch,4.9,couch,0.25
branching,artifact,pragmatic,couch,4.9,couch,0.80
branching,artifact,pragmatic,couch,4.9,chair,0.02
branching,artifact,pragmatic,couch,4.9,table,0.14
branching,artifact,pragmatic,couch,4.9,lawnmower,0.04
branching,artifact,explicit,couch,4.9,couch,0.99
branching,artifact,explicit,couch,4.9,chair,0.00
branching,artifact,explicit,couch,4.9,table,0.00
branching,artifact,explicit,couch,4.9,lawnmower,0.00
branching,artifact,literal,thing,5.0,lawnmower,0.25
branching,artifact,literal,thing,5.0,table,0.25
branching,artifact,literal,thing,5.0,chair,0.25
branching,artifact,literal,thing,5.0,couch,0.25
branching,artifact,pragmatic,thing,5.0,couch,0.01
branching,artifact,pragmatic,thing,5.0,chair,0.03
branching,artifact,pragmatic,thing,5.0,table,0.30
branching,artifact,pragmatic,thing,5.0,lawnmower,0.67
branching,artifact,explicit,thing,5.0,couch,0.03
branching,artifact,explicit,thing,5.0,chair,0.15
branching,artifact,explicit,thing,5.0,table,0.20
branching,artifact,explicit,thing,5.0,lawnmower,0.62
branching,artifact,literal,seat,5.0,lawnmower,0.25
branching,artifact,literal,seat,5.0,table,0.25
branching,artifact,literal,seat,5.0,chair,0.25
branching,artifact,literal,seat,5.0,couch,0.25
branching,artifact,pragmatic,seat,5.0,couch,0.02
branching,artifact,pragmatic,seat,5.0,chair,0.83
branching,artifact,pragmatic,seat,5.0,table,0.13
branching,artifact,pragmatic,seat,5.0,lawnmower,0.03
branching,artifact,explicit,seat,5.0,couch,0.24
branching,artifact,explicit,seat,5.0,chair,0.75
branching,artifact,explicit,seat,5.0,table,0.00
branching,artifact,explicit,seat,5.0,lawnmower,0.00
branching,artifact,literal,furniture,5.0,lawnmower,0.25
branching,artifact,literal,furniture,5.0,table,0.25
branching,artifact,literal,furniture,5.0,chair,0.25
branching,artifact,literal,furniture,5.0,couch,0.25
branching,artifact,pragmatic,furniture,5.0,couch,0.32
branching,artifact,pragmatic,furniture,5.0,chair,0.05
branching,artifact,pragmatic,furniture,5.0,table,0.57
branching,artifact,pragmatic,furniture,5.0,lawnmower,0.06
branching,artifact,explicit,furniture,5.0,couch,0.72
branching,artifact,explicit,furniture,5.0,chair,0.12
branching,artifact,explicit,furniture,5.0,table,0.16
branching,artifact,explicit,furniture,5.0,lawnmower,0.00
branching,artifact,literal,couch,5.0,lawnmower,0.25
branching,artifact,literal,couch,5.0,table,0.25
branching,artifact,literal,couch,5.0,chair,0.25
branching,artifact,literal,couch,5.0,couch,0.25
branching,artifact,pragmatic,couch,5.0,couch,0.80
branching,artifact,pragmatic,couch,5.0,chair,0.02
branching,artifact,pragmatic,couch,5.0,table,0.14
branching,artifact,pragmatic,couch,5.0,lawnmower,0.04
branching,artifact,explicit,couch,5.0,couch,0.99
branching,artifact,explicit,couch,5.0,chair,0.00
branching,artifact,explicit,couch,5.0,table,0.00
branching,artifact,explicit,couch,5.0,lawnmower,0.00
branching,artifact,literal,thing,5.1,lawnmower,0.25
branching,artifact,literal,thing,5.1,table,0.25
branching,artifact,literal,thing,5.1,chair,0.25
branching,artifact,literal,thing,5.1,couch,0.25
branching,artifact,pragmatic,thing,5.1,couch,0.01
branching,artifact,pragmatic,thing,5.1,chair,0.03
branching,artifact,pragmatic,thing,5.1,table,0.30
branching,artifact,pragmatic,thing,5.1,lawnmower,0.67
branching,artifact,explicit,thing,5.1,couch,0.03
branching,artifact,explicit,thing,5.1,chair,0.15
branching,artifact,explicit,thing,5.1,table,0.20
branching,artifact,explicit,thing,5.1,lawnmower,0.62
branching,artifact,literal,seat,5.1,lawnmower,0.25
branching,artifact,literal,seat,5.1,table,0.25
branching,artifact,literal,seat,5.1,chair,0.25
branching,artifact,literal,seat,5.1,couch,0.25
branching,artifact,pragmatic,seat,5.1,couch,0.01
branching,artifact,pragmatic,seat,5.1,chair,0.83
branching,artifact,pragmatic,seat,5.1,table,0.12
branching,artifact,pragmatic,seat,5.1,lawnmower,0.03
branching,artifact,explicit,seat,5.1,couch,0.24
branching,artifact,explicit,seat,5.1,chair,0.76
branching,artifact,explicit,seat,5.1,table,0.00
branching,artifact,explicit,seat,5.1,lawnmower,0.00
branching,artifact,literal,furniture,5.1,lawnmower,0.25
branching,artifact,literal,furniture,5.1,table,0.25
branching,artifact,literal,furniture,5.1,chair,0.25
branching,artifact,literal,furniture,5.1,couch,0.25
branching,artifact,pragmatic,furniture,5.1,couch,0.32
branching,artifact,pragmatic,furniture,5.1,chair,0.05
branching,artifact,pragmatic,furniture,5.1,table,0.58
branching,artifact,pragmatic,furniture,5.1,lawnmower,0.05
branching,artifact,explicit,furniture,5.1,couch,0.72
branching,artifact,explicit,furniture,5.1,chair,0.12
branching,artifact,explicit,furniture,5.1,table,0.16
branching,artifact,explicit,furniture,5.1,lawnmower,0.00
branching,artifact,literal,couch,5.1,lawnmower,0.25
branching,artifact,literal,couch,5.1,table,0.25
branching,artifact,literal,couch,5.1,chair,0.25
branching,artifact,literal,couch,5.1,couch,0.25
branching,artifact,pragmatic,couch,5.1,couch,0.81
branching,artifact,pragmatic,couch,5.1,chair,0.02
branching,artifact,pragmatic,couch,5.1,table,0.14
branching,artifact,pragmatic,couch,5.1,lawnmower,0.03
branching,artifact,explicit,couch,5.1,couch,0.99
branching,artifact,explicit,couch,5.1,chair,0.00
branching,artifact,explicit,couch,5.1,table,0.00
branching,artifact,explicit,couch,5.1,lawnmower,0.00
branching,artifact,literal,thing,5.2,lawnmower,0.25
branching,artifact,literal,thing,5.2,table,0.25
branching,artifact,literal,thing,5.2,chair,0.25
branching,artifact,literal,thing,5.2,couch,0.25
branching,artifact,pragmatic,thing,5.2,couch,0.01
branching,artifact,pragmatic,thing,5.2,chair,0.02
branching,artifact,pragmatic,thing,5.2,table,0.30
branching,artifact,pragmatic,thing,5.2,lawnmower,0.67
branching,artifact,explicit,thing,5.2,couch,0.03
branching,artifact,explicit,thing,5.2,chair,0.15
branching,artifact,explicit,thing,5.2,table,0.20
branching,artifact,explicit,thing,5.2,lawnmower,0.62
branching,artifact,literal,seat,5.2,lawnmower,0.25
branching,artifact,literal,seat,5.2,table,0.25
branching,artifact,literal,seat,5.2,chair,0.25
branching,artifact,literal,seat,5.2,couch,0.25
branching,artifact,pragmatic,seat,5.2,couch,0.01
branching,artifact,pragmatic,seat,5.2,chair,0.84
branching,artifact,pragmatic,seat,5.2,table,0.12
branching,artifact,pragmatic,seat,5.2,lawnmower,0.03
branching,artifact,explicit,seat,5.2,couch,0.24
branching,artifact,explicit,seat,5.2,chair,0.76
branching,artifact,explicit,seat,5.2,table,0.00
branching,artifact,explicit,seat,5.2,lawnmower,0.00
branching,artifact,literal,furniture,5.2,lawnmower,0.25
branching,artifact,literal,furniture,5.2,table,0.25
branching,artifact,literal,furniture,5.2,chair,0.25
branching,artifact,literal,furniture,5.2,couch,0.25
branching,artifact,pragmatic,furniture,5.2,couch,0.32
branching,artifact,pragmatic,furniture,5.2,chair,0.05
branching,artifact,pragmatic,furniture,5.2,table,0.59
branching,artifact,pragmatic,furniture,5.2,lawnmower,0.05
branching,artifact,explicit,furniture,5.2,couch,0.72
branching,artifact,explicit,furniture,5.2,chair,0.12
branching,artifact,explicit,furniture,5.2,table,0.16
branching,artifact,explicit,furniture,5.2,lawnmower,0.00
branching,artifact,literal,couch,5.2,lawnmower,0.25
branching,artifact,literal,couch,5.2,table,0.25
branching,artifact,literal,couch,5.2,chair,0.25
branching,artifact,literal,couch,5.2,couch,0.25
branching,artifact,pragmatic,couch,5.2,couch,0.82
branching,artifact,pragmatic,couch,5.2,chair,0.02
branching,artifact,pragmatic,couch,5.2,table,0.14
branching,artifact,pragmatic,couch,5.2,lawnmower,0.03
branching,artifact,explicit,couch,5.2,couch,0.99
branching,artifact,explicit,couch,5.2,chair,0.00
branching,artifact,explicit,couch,5.2,table,0.00
branching,artifact,explicit,couch,5.2,lawnmower,0.00
branching,artifact,literal,thing,5.3,lawnmower,0.25
branching,artifact,literal,thing,5.3,table,0.25
branching,artifact,literal,thing,5.3,chair,0.25
branching,artifact,literal,thing,5.3,couch,0.25
branching,artifact,pragmatic,thing,5.3,couch,0.01
branching,artifact,pragmatic,thing,5.3,chair,0.02
branching,artifact,pragmatic,thing,5.3,table,0.30
branching,artifact,pragmatic,thing,5.3,lawnmower,0.67
branching,artifact,explicit,thing,5.3,couch,0.03
branching,artifact,explicit,thing,5.3,chair,0.15
branching,artifact,explicit,thing,5.3,table,0.20
branching,artifact,explicit,thing,5.3,lawnmower,0.62
branching,artifact,literal,seat,5.3,lawnmower,0.25
branching,artifact,literal,seat,5.3,table,0.25
branching,artifact,literal,seat,5.3,chair,0.25
branching,artifact,literal,seat,5.3,couch,0.25
branching,artifact,pragmatic,seat,5.3,couch,0.01
branching,artifact,pragmatic,seat,5.3,chair,0.84
branching,artifact,pragmatic,seat,5.3,table,0.12
branching,artifact,pragmatic,seat,5.3,lawnmower,0.03
branching,artifact,explicit,seat,5.3,couch,0.24
branching,artifact,explicit,seat,5.3,chair,0.76
branching,artifact,explicit,seat,5.3,table,0.00
branching,artifact,explicit,seat,5.3,lawnmower,0.00
branching,artifact,literal,furniture,5.3,lawnmower,0.25
branching,artifact,literal,furniture,5.3,table,0.25
branching,artifact,literal,furniture,5.3,chair,0.25
branching,artifact,literal,furniture,5.3,couch,0.25
branching,artifact,pragmatic,furniture,5.3,couch,0.31
branching,artifact,pragmatic,furniture,5.3,chair,0.04
branching,artifact,pragmatic,furniture,5.3,table,0.60
branching,artifact,pragmatic,furniture,5.3,lawnmower,0.05
branching,artifact,explicit,furniture,5.3,couch,0.72
branching,artifact,explicit,furniture,5.3,chair,0.12
branching,artifact,explicit,furniture,5.3,table,0.16
branching,artifact,explicit,furniture,5.3,lawnmower,0.00
branching,artifact,literal,couch,5.3,lawnmower,0.25
branching,artifact,literal,couch,5.3,table,0.25
branching,artifact,literal,couch,5.3,chair,0.25
branching,artifact,literal,couch,5.3,couch,0.25
branching,artifact,pragmatic,couch,5.3,couch,0.82
branching,artifact,pragmatic,couch,5.3,chair,0.01
branching,artifact,pragmatic,couch,5.3,table,0.13
branching,artifact,pragmatic,couch,5.3,lawnmower,0.03
branching,artifact,explicit,couch,5.3,couch,0.99
branching,artifact,explicit,couch,5.3,chair,0.00
branching,artifact,explicit,couch,5.3,table,0.00
branching,artifact,explicit,couch,5.3,lawnmower,0.00
branching,artifact,literal,thing,5.4,lawnmower,0.25
branching,artifact,literal,thing,5.4,table,0.25
branching,artifact,literal,thing,5.4,chair,0.25
branching,artifact,literal,thing,5.4,couch,0.25
branching,artifact,pragmatic,thing,5.4,couch,0.00
branching,artifact,pragmatic,thing,5.4,chair,0.02
branching,artifact,pragmatic,thing,5.4,table,0.30
branching,artifact,pragmatic,thing,5.4,lawnmower,0.67
branching,artifact,explicit,thing,5.4,couch,0.03
branching,artifact,explicit,thing,5.4,chair,0.15
branching,artifact,explicit,thing,5.4,table,0.20
branching,artifact,explicit,thing,5.4,lawnmower,0.62
branching,artifact,literal,seat,5.4,lawnmower,0.25
branching,artifact,literal,seat,5.4,table,0.25
branching,artifact,literal,seat,5.4,chair,0.25
branching,artifact,literal,seat,5.4,couch,0.25
branching,artifact,pragmatic,seat,5.4,couch,0.01
branching,artifact,pragmatic,seat,5.4,chair,0.85
branching,artifact,pragmatic,seat,5.4,table,0.12
branching,artifact,pragmatic,seat,5.4,lawnmower,0.02
branching,artifact,explicit,seat,5.4,couch,0.24
branching,artifact,explicit,seat,5.4,chair,0.76
branching,artifact,explicit,seat,5.4,table,0.00
branching,artifact,explicit,seat,5.4,lawnmower,0.00
branching,artifact,literal,furniture,5.4,lawnmower,0.25
branching,artifact,literal,furniture,5.4,table,0.25
branching,artifact,literal,furniture,5.4,chair,0.25
branching,artifact,literal,furniture,5.4,couch,0.25
branching,artifact,pragmatic,furniture,5.4,couch,0.31
branching,artifact,pragmatic,furniture,5.4,chair,0.04
branching,artifact,pragmatic,furniture,5.4,table,0.60
branching,artifact,pragmatic,furniture,5.4,lawnmower,0.05
branching,artifact,explicit,furniture,5.4,couch,0.72
branching,artifact,explicit,furniture,5.4,chair,0.12
branching,artifact,explicit,furniture,5.4,table,0.16
branching,artifact,explicit,furniture,5.4,lawnmower,0.00
branching,artifact,literal,couch,5.4,lawnmower,0.25
branching,artifact,literal,couch,5.4,table,0.25
branching,artifact,literal,couch,5.4,chair,0.25
branching,artifact,literal,couch,5.4,couch,0.25
branching,artifact,pragmatic,couch,5.4,couch,0.83
branching,artifact,pragmatic,couch,5.4,chair,0.01
branching,artifact,pragmatic,couch,5.4,table,0.13
branching,artifact,pragmatic,couch,5.4,lawnmower,0.03
branching,artifact,explicit,couch,5.4,couch,0.99
branching,artifact,explicit,couch,5.4,chair,0.00
branching,artifact,explicit,couch,5.4,table,0.00
branching,artifact,explicit,couch,5.4,lawnmower,0.00
branching,artifact,literal,thing,5.5,lawnmower,0.25
branching,artifact,literal,thing,5.5,table,0.25
branching,artifact,literal,thing,5.5,chair,0.25
branching,artifact,literal,thing,5.5,couch,0.25
branching,artifact,pragmatic,thing,5.5,couch,0.00
branching,artifact,pragmatic,thing,5.5,chair,0.02
branching,artifact,pragmatic,thing,5.5,table,0.30
branching,artifact,pragmatic,thing,5.5,lawnmower,0.67
branching,artifact,explicit,thing,5.5,couch,0.03
branching,artifact,explicit,thing,5.5,chair,0.15
branching,artifact,explicit,thing,5.5,table,0.20
branching,artifact,explicit,thing,5.5,lawnmower,0.62
branching,artifact,literal,seat,5.5,lawnmower,0.25
branching,artifact,literal,seat,5.5,table,0.25
branching,artifact,literal,seat,5.5,chair,0.25
branching,artifact,literal,seat,5.5,couch,0.25
branching,artifact,pragmatic,seat,5.5,couch,0.01
branching,artifact,pragmatic,seat,5.5,chair,0.85
branching,artifact,pragmatic,seat,5.5,table,0.12
branching,artifact,pragmatic,seat,5.5,lawnmower,0.02
branching,artifact,explicit,seat,5.5,couch,0.24
branching,artifact,explicit,seat,5.5,chair,0.76
branching,artifact,explicit,seat,5.5,table,0.00
branching,artifact,explicit,seat,5.5,lawnmower,0.00
branching,artifact,literal,furniture,5.5,lawnmower,0.25
branching,artifact,literal,furniture,5.5,table,0.25
branching,artifact,literal,furniture,5.5,chair,0.25
branching,artifact,literal,furniture,5.5,couch,0.25
branching,artifact,pragmatic,furniture,5.5,couch,0.30
branching,artifact,pragmatic,furniture,5.5,chair,0.04
branching,artifact,pragmatic,furniture,5.5,table,0.61
branching,artifact,pragmatic,furniture,5.5,lawnmower,0.04
branching,artifact,explicit,furniture,5.5,couch,0.72
branching,artifact,explicit,furniture,5.5,chair,0.11
branching,artifact,explicit,furniture,5.5,table,0.16
branching,artifact,explicit,furniture,5.5,lawnmower,0.00
branching,artifact,literal,couch,5.5,lawnmower,0.25
branching,artifact,literal,couch,5.5,table,0.25
branching,artifact,literal,couch,5.5,chair,0.25
branching,artifact,literal,couch,5.5,couch,0.25
branching,artifact,pragmatic,couch,5.5,couch,0.83
branching,artifact,pragmatic,couch,5.5,chair,0.01
branching,artifact,pragmatic,couch,5.5,table,0.13
branching,artifact,pragmatic,couch,5.5,lawnmower,0.02
branching,artifact,explicit,couch,5.5,couch,0.99
branching,artifact,explicit,couch,5.5,chair,0.00
branching,artifact,explicit,couch,5.5,table,0.00
branching,artifact,explicit,couch,5.5,lawnmower,0.00
branching,artifact,literal,thing,5.6,lawnmower,0.25
branching,artifact,literal,thing,5.6,table,0.25
branching,artifact,literal,thing,5.6,chair,0.25
branching,artifact,literal,thing,5.6,couch,0.25
branching,artifact,pragmatic,thing,5.6,couch,0.00
branching,artifact,pragmatic,thing,5.6,chair,0.02
branching,artifact,pragmatic,thing,5.6,table,0.30
branching,artifact,pragmatic,thing,5.6,lawnmower,0.67
branching,artifact,explicit,thing,5.6,couch,0.03
branching,artifact,explicit,thing,5.6,chair,0.15
branching,artifact,explicit,thing,5.6,table,0.20
branching,artifact,explicit,thing,5.6,lawnmower,0.62
branching,artifact,literal,seat,5.6,lawnmower,0.25
branching,artifact,literal,seat,5.6,table,0.25
branching,artifact,literal,seat,5.6,chair,0.25
branching,artifact,literal,seat,5.6,couch,0.25
branching,artifact,pragmatic,seat,5.6,couch,0.01
branching,artifact,pragmatic,seat,5.6,chair,0.86
branching,artifact,pragmatic,seat,5.6,table,0.11
branching,artifact,pragmatic,seat,5.6,lawnmower,0.02
