type,domain,modelLevel,utterance,rationality,response,modelProb
overlapping,artifact,literal,skillet,3.3,wooden ruler,0.25
overlapping,artifact,literal,skillet,3.3,wooden chair,0.25
overlapping,artifact,literal,skillet,3.3,metal chair,0.25
overlapping,artifact,literal,skillet,3.3,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,3.3,iron skillet,0.63
overlapping,artifact,pragmatic,skillet,3.3,metal chair,0.15
overlapping,artifact,pragmatic,skillet,3.3,wooden chair,0.10
overlapping,artifact,pragmatic,skillet,3.3,wooden ruler,0.12
overlapping,artifact,explicit,skillet,3.3,iron skillet,0.93
overlapping,artifact,explicit,skillet,3.3,metal chair,0.02
overlapping,artifact,explicit,skillet,3.3,wooden chair,0.02
overlapping,artifact,explicit,skillet,3.3,wooden ruler,0.02
overlapping,artifact,literal,seat,3.3,wooden ruler,0.25
overlapping,artifact,literal,seat,3.3,wooden chair,0.25
overlapping,artifact,literal,seat,3.3,metal chair,0.25
overlapping,artifact,literal,seat,3.3,iron skillet,0.25
overlapping,artifact,pragmatic,seat,3.3,iron skillet,0.04
overlapping,artifact,pragmatic,seat,3.3,metal chair,0.28
overlapping,artifact,pragmatic,seat,3.3,wooden chair,0.58
overlapping,artifact,pragmatic,seat,3.3,wooden ruler,0.10
overlapping,artifact,explicit,seat,3.3,iron skillet,0.02
overlapping,artifact,explicit,seat,3.3,metal chair,0.29
overlapping,artifact,explicit,seat,3.3,wooden chair,0.66
overlapping,artifact,explicit,seat,3.3,wooden ruler,0.02
overlapping,artifact,literal,metal thing,3.3,wooden ruler,0.25
overlapping,artifact,literal,metal thing,3.3,wooden chair,0.25
overlapping,artifact,literal,metal thing,3.3,metal chair,0.25
overlapping,artifact,literal,metal thing,3.3,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,3.3,iron skillet,0.34
overlapping,artifact,pragmatic,metal thing,3.3,metal chair,0.40
overlapping,artifact,pragmatic,metal thing,3.3,wooden chair,0.11
overlapping,artifact,pragmatic,metal thing,3.3,wooden ruler,0.15
overlapping,artifact,explicit,metal thing,3.3,iron skillet,0.68
overlapping,artifact,explicit,metal thing,3.3,metal chair,0.27
overlapping,artifact,explicit,metal thing,3.3,wooden chair,0.02
overlapping,artifact,explicit,metal thing,3.3,wooden ruler,0.02
overlapping,artifact,literal,thing,3.4,wooden ruler,0.25
overlapping,artifact,literal,thing,3.4,wooden chair,0.25
overlapping,artifact,literal,thing,3.4,metal chair,0.25
overlapping,artifact,literal,thing,3.4,iron skillet,0.25
overlapping,artifact,pragmatic,thing,3.4,iron skillet,0.08
overlapping,artifact,pragmatic,thing,3.4,metal chair,0.20
overlapping,artifact,pragmatic,thing,3.4,wooden chair,0.08
overlapping,artifact,pragmatic,thing,3.4,wooden ruler,0.64
overlapping,artifact,explicit,thing,3.4,iron skillet,0.30
overlapping,artifact,explicit,thing,3.4,metal chair,0.14
overlapping,artifact,explicit,thing,3.4,wooden chair,0.02
overlapping,artifact,explicit,thing,3.4,wooden ruler,0.55
overlapping,artifact,literal,skillet,3.4,wooden ruler,0.25
overlapping,artifact,literal,skillet,3.4,wooden chair,0.25
overlapping,artifact,literal,skillet,3.4,metal chair,0.25
overlapping,artifact,literal,skillet,3.4,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,3.4,iron skillet,0.65
overlapping,artifact,pragmatic,skillet,3.4,metal chair,0.15
overlapping,artifact,pragmatic,skillet,3.4,wooden chair,0.09
overlapping,artifact,pragmatic,skillet,3.4,wooden ruler,0.12
overlapping,artifact,explicit,skillet,3.4,iron skillet,0.93
overlapping,artifact,explicit,skillet,3.4,metal chair,0.02
overlapping,artifact,explicit,skillet,3.4,wooden chair,0.02
overlapping,artifact,explicit,skillet,3.4,wooden ruler,0.02
overlapping,artifact,literal,seat,3.4,wooden ruler,0.25
overlapping,artifact,literal,seat,3.4,wooden chair,0.25
overlapping,artifact,literal,seat,3.4,metal chair,0.25
overlapping,artifact,literal,seat,3.4,iron skillet,0.25
overlapping,artifact,pragmatic,seat,3.4,iron skillet,0.04
overlapping,artifact,pragmatic,seat,3.4,metal chair,0.28
overlapping,artifact,pragmatic,seat,3.4,wooden chair,0.59
overlapping,artifact,pragmatic,seat,3.4,wooden ruler,0.09
overlapping,artifact,explicit,seat,3.4,iron skillet,0.02
overlapping,artifact,explicit,seat,3.4,metal chair,0.29
overlapping,artifact,explicit,seat,3.4,wooden chair,0.67
overlapping,artifact,explicit,seat,3.4,wooden ruler,0.02
overlapping,artifact,literal,metal thing,3.4,wooden ruler,0.25
overlapping,artifact,literal,metal thing,3.4,wooden chair,0.25
overlapping,artifact,literal,metal thing,3.4,metal chair,0.25
overlapping,artifact,literal,metal thing,3.4,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,3.4,iron skillet,0.34
overlapping,artifact,pragmatic,metal thing,3.4,metal chair,0.41
overlapping,artifact,pragmatic,metal thing,3.4,wooden chair,0.11
overlapping,artifact,pragmatic,metal thing,3.4,wooden ruler,0.14
overlapping,artifact,explicit,metal thing,3.4,iron skillet,0.69
overlapping,artifact,explicit,metal thing,3.4,metal chair,0.27
overlapping,artifact,explicit,metal thing,3.4,wooden chair,0.02
overlapping,artifact,explicit,metal thing,3.4,wooden ruler,0.02
overlapping,artifact,literal,thing,3.5,wooden ruler,0.25
overlapping,artifact,literal,thing,3.5,wooden chair,0.25
overlapping,artifact,literal,thing,3.5,metal chair,0.25
overlapping,artifact,literal,thing,3.5,iron skillet,0.25
overlapping,artifact,pragmatic,thing,3.5,iron skillet,0.07
overlapping,artifact,pragmatic,thing,3.5,metal chair,0.19
overlapping,artifact,pragmatic,thing,3.5,wooden chair,0.08
overlapping,artifact,pragmatic,thing,3.5,wooden ruler,0.66
overlapping,artifact,explicit,thing,3.5,iron skillet,0.30
overlapping,artifact,explicit,thing,3.5,metal chair,0.14
overlapping,artifact,explicit,thing,3.5,wooden chair,0.02
overlapping,artifact,explicit,thing,3.5,wooden ruler,0.55
overlapping,artifact,literal,skillet,3.5,wooden ruler,0.25
overlapping,artifact,literal,skillet,3.5,wooden chair,0.25
overlapping,artifact,literal,skillet,3.5,metal chair,0.25
overlapping,artifact,literal,skillet,3.5,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,3.5,iron skillet,0.66
overlapping,artifact,pragmatic,skillet,3.5,metal chair,0.14
overlapping,artifact,pragmatic,skillet,3.5,wooden chair,0.08
overlapping,artifact,pragmatic,skillet,3.5,wooden ruler,0.11
overlapping,artifact,explicit,skillet,3.5,iron skillet,0.94
overlapping,artifact,explicit,skillet,3.5,metal chair,0.02
overlapping,artifact,explicit,skillet,3.5,wooden chair,0.02
overlapping,artifact,explicit,skillet,3.5,wooden ruler,0.02
overlapping,artifact,literal,seat,3.5,wooden ruler,0.25
overlapping,artifact,literal,seat,3.5,wooden chair,0.25
overlapping,artifact,literal,seat,3.5,metal chair,0.25
overlapping,artifact,literal,seat,3.5,iron skillet,0.25
overlapping,artifact,pragmatic,seat,3.5,iron skillet,0.03
overlapping,artifact,pragmatic,seat,3.5,metal chair,0.28
overlapping,artifact,pragmatic,seat,3.5,wooden chair,0.60
overlapping,artifact,pragmatic,seat,3.5,wooden ruler,0.09
overlapping,artifact,explicit,seat,3.5,iron skillet,0.02
overlapping,artifact,explicit,seat,3.5,metal chair,0.29
overlapping,artifact,explicit,seat,3.5,wooden chair,0.67
overlapping,artifact,explicit,seat,3.5,wooden ruler,0.02
overlapping,artifact,literal,metal thing,3.5,wooden ruler,0.25
overlapping,artifact,literal,metal thing,3.5,wooden chair,0.25
overlapping,artifact,literal,metal thing,3.5,metal chair,0.25
overlapping,artifact,literal,metal thing,3.5,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,3.5,iron skillet,0.34
overlapping,artifact,pragmatic,metal thing,3.5,metal chair,0.42
overlapping,artifact,pragmatic,metal thing,3.5,wooden chair,0.10
overlapping,artifact,pragmatic,metal thing,3.5,wooden ruler,0.14
overlapping,artifact,explicit,metal thing,3.5,iron skillet,0.69
overlapping,artifact,explicit,metal thing,3.5,metal chair,0.27
overlapping,artifact,explicit,metal thing,3.5,wooden chair,0.02
overlapping,artifact,explicit,metal thing,3.5,wooden ruler,0.02
overlapping,artifact,literal,thing,3.6,wooden ruler,0.25
overlapping,artifact,literal,thing,3.6,wooden chair,0.25
overlapping,artifact,literal,thing,3.6,metal chair,0.25
overlapping,artifact,literal,thing,3.6,iron skillet,0.25
overlapping,artifact,pragmatic,thing,3.6,iron skillet,0.06
overlapping,artifact,pragmatic,thing,3.6,metal chair,0.19
overlapping,artifact,pragmatic,thing,3.6,wooden chair,0.07
overlapping,artifact,pragmatic,thing,3.6,wooden ruler,0.67
overlapping,artifact,explicit,thing,3.6,iron skillet,0.30
overlapping,artifact,explicit,thing,3.6,metal chair,0.13
overlapping,artifact,explicit,thing,3.6,wooden chair,0.02
overlapping,artifact,explicit,thing,3.6,wooden ruler,0.55
overlapping,artifact,literal,skillet,3.6,wooden ruler,0.25
overlapping,artifact,literal,skillet,3.6,wooden chair,0.25
overlapping,artifact,literal,skillet,3.6,metal chair,0.25
overlapping,artifact,literal,skillet,3.6,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,3.6,iron skillet,0.68
overlapping,artifact,pragmatic,skillet,3.6,metal chair,0.14
overlapping,artifact,pragmatic,skillet,3.6,wooden chair,0.08
overlapping,artifact,pragmatic,skillet,3.6,wooden ruler,0.10
overlapping,artifact,explicit,skillet,3.6,iron skillet,0.95
overlapping,artifact,explicit,skillet,3.6,metal chair,0.02
overlapping,artifact,explicit,skillet,3.6,wooden chair,0.02
overlapping,artifact,explicit,skillet,3.6,wooden ruler,0.02
overlapping,artifact,literal,seat,3.6,wooden ruler,0.25
overlapping,artifact,literal,seat,3.6,wooden chair,0.25
overlapping,artifact,literal,seat,3.6,metal chair,0.25
overlapping,artifact,literal,seat,3.6,iron skillet,0.25
overlapping,artifact,pragmatic,seat,3.6,iron skillet,0.03
overlapping,artifact,pragmatic,seat,3.6,metal chair,0.28
overlapping,artifact,pragmatic,seat,3.6,wooden chair,0.61
overlapping,artifact,pragmatic,seat,3.6,wooden ruler,0.08
overlapping,artifact,explicit,seat,3.6,iron skillet,0.02
overlapping,artifact,explicit,seat,3.6,metal chair,0.29
overlapping,artifact,explicit,seat,3.6,wooden chair,0.67
overlapping,artifact,explicit,seat,3.6,wooden ruler,0.02
overlapping,artifact,literal,metal thing,3.6,wooden ruler,0.25
overlapping,artifact,literal,metal thing,3.6,wooden chair,0.25
overlapping,artifact,literal,metal thing,3.6,metal chair,0.25
overlapping,artifact,literal,metal thing,3.6,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,3.6,iron skillet,0.34
overlapping,artifact,pragmatic,metal thing,3.6,metal chair,0.43
overlapping,artifact,pragmatic,metal thing,3.6,wooden chair,0.10
overlapping,artifact,pragmatic,metal thing,3.6,wooden ruler,0.13
overlapping,artifact,explicit,metal thing,3.6,iron skillet,0.70
overlapping,artifact,explicit,metal thing,3.6,metal chair,0.27
overlapping,artifact,explicit,metal thing,3.6,wooden chair,0.02
overlapping,artifact,explicit,metal thing,3.6,wooden ruler,0.02
overlapping,artifact,literal,thing,3.7,wooden ruler,0.25
overlapping,artifact,literal,thing,3.7,wooden chair,0.25
overlapping,artifact,literal,thing,3.7,metal chair,0.25
overlapping,artifact,literal,thing,3.7,iron skillet,0.25
overlapping,artifact,pragmatic,thing,3.7,iron skillet,0.06
overlapping,artifact,pragmatic,thing,3.7,metal chair,0.19
overlapping,artifact,pragmatic,thing,3.7,wooden chair,0.07
overlapping,artifact,pragmatic,thing,3.7,wooden ruler,0.69
overlapping,artifact,explicit,thing,3.7,iron skillet,0.30
overlapping,artifact,explicit,thing,3.7,metal chair,0.13
overlapping,artifact,explicit,thing,3.7,wooden chair,0.02
overlapping,artifact,explicit,thing,3.7,wooden ruler,0.55
overlapping,artifact,literal,skillet,3.7,wooden ruler,0.25
overlapping,artifact,literal,skillet,3.7,wooden chair,0.25
overlapping,artifact,literal,skillet,3.7,metal chair,0.25
overlapping,artifact,literal,skillet,3.7,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,3.7,iron skillet,0.70
overlapping,artifact,pragmatic,skillet,3.7,metal chair,0.13
overlapping,artifact,pragmatic,skillet,3.7,wooden chair,0.07
overlapping,artifact,pragmatic,skillet,3.7,wooden ruler,0.10
overlapping,artifact,explicit,skillet,3.7,iron skillet,0.95
overlapping,artifact,explicit,skillet,3.7,metal chair,0.02
overlapping,artifact,explicit,skillet,3.7,wooden chair,0.02
overlapping,artifact,explicit,skillet,3.7,wooden ruler,0.02
overlapping,artifact,literal,seat,3.7,wooden ruler,0.25
overlapping,artifact,literal,seat,3.7,wooden chair,0.25
overlapping,artifact,literal,seat,3.7,metal chair,0.25
overlapping,artifact,literal,seat,3.7,iron skillet,0.25
overlapping,artifact,pragmatic,seat,3.7,iron skillet,0.03
overlapping,artifact,pragmatic,seat,3.7,metal chair,0.28
overlapping,artifact,pragmatic,seat,3.7,wooden chair,0.62
overlapping,artifact,pragmatic,seat,3.7,wooden ruler,0.08
overlapping,artifact,explicit,seat,3.7,iron skillet,0.02
overlapping,artifact,explicit,seat,3.7,metal chair,0.29
overlapping,artifact,explicit,seat,3.7,wooden chair,0.68
overlapping,artifact,explicit,seat,3.7,wooden ruler,0.02
overlapping,artifact,literal,metal thing,3.7,wooden ruler,0.25
overlapping,artifact,literal,metal thing,3.7,wooden chair,0.25
overlapping,artifact,literal,metal thing,3.7,metal chair,0.25
overlapping,artifact,literal,metal thing,3.7,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,3.7,iron skillet,0.34
overlapping,artifact,pragmatic,metal thing,3.7,metal chair,0.45
overlapping,artifact,pragmatic,metal thing,3.7,wooden chair,0.09
overlapping,artifact,pragmatic,metal thing,3.7,wooden ruler,0.13
overlapping,artifact,explicit,metal thing,3.7,iron skillet,0.70
overlapping,artifact,explicit,metal thing,3.7,metal chair,0.27
overlapping,artifact,explicit,metal thing,3.7,wooden chair,0.02
overlapping,artifact,explicit,metal thing,3.7,wooden ruler,0.02
overlapping,artifact,literal,thing,3.8,wooden ruler,0.25
overlapping,artifact,literal,thing,3.8,wooden chair,0.25
overlapping,artifact,literal,thing,3.8,metal chair,0.25
overlapping,artifact,literal,thing,3.8,iron skillet,0.25
overlapping,artifact,pragmatic,thing,3.8,iron skillet,0.05
overlapping,artifact,pragmatic,thing,3.8,metal chair,0.18
overlapping,artifact,pragmatic,thing,3.8,wooden chair,0.06
overlapping,artifact,pragmatic,thing,3.8,wooden ruler,0.70
overlapping,artifact,explicit,thing,3.8,iron skillet,0.30
overlapping,artifact,explicit,thing,3.8,metal chair,0.13
overlapping,artifact,explicit,thing,3.8,wooden chair,0.01
overlapping,artifact,explicit,thing,3.8,wooden ruler,0.56
overlapping,artifact,literal,skillet,3.8,wooden ruler,0.25
overlapping,artifact,literal,skillet,3.8,wooden chair,0.25
overlapping,artifact,literal,skillet,3.8,metal chair,0.25
overlapping,artifact,literal,skillet,3.8,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,3.8,iron skillet,0.71
overlapping,artifact,pragmatic,skillet,3.8,metal chair,0.13
overlapping,artifact,pragmatic,skillet,3.8,wooden chair,0.07
overlapping,artifact,pragmatic,skillet,3.8,wooden ruler,0.09
overlapping,artifact,explicit,skillet,3.8,iron skillet,0.96
overlapping,artifact,explicit,skillet,3.8,metal chair,0.01
overlapping,artifact,explicit,skillet,3.8,wooden chair,0.01
overlapping,artifact,explicit,skillet,3.8,wooden ruler,0.01
overlapping,artifact,literal,seat,3.8,wooden ruler,0.25
overlapping,artifact,literal,seat,3.8,wooden chair,0.25
overlapping,artifact,literal,seat,3.8,metal chair,0.25
overlapping,artifact,literal,seat,3.8,iron skillet,0.25
overlapping,artifact,pragmatic,seat,3.8,iron skillet,0.02
overlapping,artifact,pragmatic,seat,3.8,metal chair,0.28
overlapping,artifact,pragmatic,seat,3.8,wooden chair,0.62
overlapping,artifact,pragmatic,seat,3.8,wooden ruler,0.07
overlapping,artifact,explicit,seat,3.8,iron skillet,0.01
overlapping,artifact,explicit,seat,3.8,metal chair,0.29
overlapping,artifact,explicit,seat,3.8,wooden chair,0.68
overlapping,artifact,explicit,seat,3.8,wooden ruler,0.01
overlapping,artifact,literal,metal thing,3.8,wooden ruler,0.25
overlapping,artifact,literal,metal thing,3.8,wooden chair,0.25
overlapping,artifact,literal,metal thing,3.8,metal chair,0.25
overlapping,artifact,literal,metal thing,3.8,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,3.8,iron skillet,0.34
overlapping,artifact,pragmatic,metal thing,3.8,metal chair,0.46
overlapping,artifact,pragmatic,metal thing,3.8,wooden chair,0.08
overlapping,artifact,pragmatic,metal thing,3.8,wooden ruler,0.12
overlapping,artifact,explicit,metal thing,3.8,iron skillet,0.70
overlapping,artifact,explicit,metal thing,3.8,metal chair,0.27
overlapping,artifact,explicit,metal thing,3.8,wooden chair,0.01
overlapping,artifact,explicit,metal thing,3.8,wooden ruler,0.01
overlapping,artifact,literal,thing,3.9,wooden ruler,0.25
overlapping,artifact,literal,thing,3.9,wooden chair,0.25
overlapping,artifact,literal,thing,3.9,metal chair,0.25
overlapping,artifact,literal,thing,3.9,iron skillet,0.25
overlapping,artifact,pragmatic,thing,3.9,iron skillet,0.05
overlapping,artifact,pragmatic,thing,3.9,metal chair,0.18
overlapping,artifact,pragmatic,thing,3.9,wooden chair,0.06
overlapping,artifact,pragmatic,thing,3.9,wooden ruler,0.71
overlapping,artifact,explicit,thing,3.9,iron skillet,0.30
overlapping,artifact,explicit,thing,3.9,metal chair,0.13
overlapping,artifact,explicit,thing,3.9,wooden chair,0.01
overlapping,artifact,explicit,thing,3.9,wooden ruler,0.56
overlapping,artifact,literal,skillet,3.9,wooden ruler,0.25
overlapping,artifact,literal,skillet,3.9,wooden chair,0.25
overlapping,artifact,literal,skillet,3.9,metal chair,0.25
overlapping,artifact,literal,skillet,3.9,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,3.9,iron skillet,0.72
overlapping,artifact,pragmatic,skillet,3.9,metal chair,0.13
overlapping,artifact,pragmatic,skillet,3.9,wooden chair,0.06
overlapping,artifact,pragmatic,skillet,3.9,wooden ruler,0.09
overlapping,artifact,explicit,skillet,3.9,iron skillet,0.96
overlapping,artifact,explicit,skillet,3.9,metal chair,0.01
overlapping,artifact,explicit,skillet,3.9,wooden chair,0.01
overlapping,artifact,explicit,skillet,3.9,wooden ruler,0.01
overlapping,artifact,literal,seat,3.9,wooden ruler,0.25
overlapping,artifact,literal,seat,3.9,wooden chair,0.25
overlapping,artifact,literal,seat,3.9,metal chair,0.25
overlapping,artifact,literal,seat,3.9,iron skillet,0.25
overlapping,artifact,pragmatic,seat,3.9,iron skillet,0.02
overlapping,artifact,pragmatic,seat,3.9,metal chair,0.28
overlapping,artifact,pragmatic,seat,3.9,wooden chair,0.63
overlapping,artifact,pragmatic,seat,3.9,wooden ruler,0.07
overlapping,artifact,explicit,seat,3.9,iron skillet,0.01
overlapping,artifact,explicit,seat,3.9,metal chair,0.29
overlapping,artifact,explicit,seat,3.9,wooden chair,0.68
overlapping,artifact,explicit,seat,3.9,wooden ruler,0.01
overlapping,artifact,literal,metal thing,3.9,wooden ruler,0.25
overlapping,artifact,literal,metal thing,3.9,wooden chair,0.25
overlapping,artifact,literal,metal thing,3.9,metal chair,0.25
overlapping,artifact,literal,metal thing,3.9,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,3.9,iron skillet,0.34
overlapping,artifact,pragmatic,metal thing,3.9,metal chair,0.47
overlapping,artifact,pragmatic,metal thing,3.9,wooden chair,0.08
overlapping,artifact,pragmatic,metal thing,3.9,wooden ruler,0.12
overlapping,artifact,explicit,metal thing,3.9,iron skillet,0.71
overlapping,artifact,explicit,metal thing,3.9,metal chair,0.27
overlapping,artifact,explicit,metal thing,3.9,wooden chair,0.01
overlapping,artifact,explicit,metal thing,3.9,wooden ruler,0.01
overlapping,artifact,literal,thing,4.0,wooden ruler,0.25
overlapping,artifact,literal,thing,4.0,wooden chair,0.25
overlapping,artifact,literal,thing,4.0,metal chair,0.25
overlapping,artifact,literal,thing,4.0,iron skillet,0.25
overlapping,artifact,pragmatic,thing,4.0,iron skillet,0.05
overlapping,artifact,pragmatic,thing,4.0,metal chair,0.18
overlapping,artifact,pragmatic,thing,4.0,wooden chair,0.05
overlapping,artifact,pragmatic,thing,4.0,wooden ruler,0.72
overlapping,artifact,explicit,thing,4.0,iron skillet,0.30
overlapping,artifact,explicit,thing,4.0,metal chair,0.13
overlapping,artifact,explicit,thing,4.0,wooden chair,0.01
overlapping,artifact,explicit,thing,4.0,wooden ruler,0.56
overlapping,artifact,literal,skillet,4.0,wooden ruler,0.25
overlapping,artifact,literal,skillet,4.0,wooden chair,0.25
overlapping,artifact,literal,skillet,4.0,metal chair,0.25
overlapping,artifact,literal,skillet,4.0,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,4.0,iron skillet,0.74
overlapping,artifact,pragmatic,skillet,4.0,metal chair,0.12
overlapping,artifact,pragmatic,skillet,4.0,wooden chair,0.06
overlapping,artifact,pragmatic,skillet,4.0,wooden ruler,0.08
overlapping,artifact,explicit,skillet,4.0,iron skillet,0.96
overlapping,artifact,explicit,skillet,4.0,metal chair,0.01
overlapping,artifact,explicit,skillet,4.0,wooden chair,0.01
overlapping,artifact,explicit,skillet,4.0,wooden ruler,0.01
overlapping,artifact,literal,seat,4.0,wooden ruler,0.25
overlapping,artifact,literal,seat,4.0,wooden chair,0.25
overlapping,artifact,literal,seat,4.0,metal chair,0.25
overlapping,artifact,literal,seat,4.0,iron skillet,0.25
overlapping,artifact,pragmatic,seat,4.0,iron skillet,0.02
overlapping,artifact,pragmatic,seat,4.0,metal chair,0.28
overlapping,artifact,pragmatic,seat,4.0,wooden chair,0.64
overlapping,artifact,pragmatic,seat,4.0,wooden ruler,0.06
overlapping,artifact,explicit,seat,4.0,iron skillet,0.01
overlapping,artifact,explicit,seat,4.0,metal chair,0.29
overlapping,artifact,explicit,seat,4.0,wooden chair,0.69
overlapping,artifact,explicit,seat,4.0,wooden ruler,0.01
overlapping,artifact,literal,metal thing,4.0,wooden ruler,0.25
overlapping,artifact,literal,metal thing,4.0,wooden chair,0.25
overlapping,artifact,literal,metal thing,4.0,metal chair,0.25
overlapping,artifact,literal,metal thing,4.0,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,4.0,iron skillet,0.34
overlapping,artifact,pragmatic,metal thing,4.0,metal chair,0.48
overlapping,artifact,pragmatic,metal thing,4.0,wooden chair,0.07
overlapping,artifact,pragmatic,metal thing,4.0,wooden ruler,0.11
overlapping,artifact,explicit,metal thing,4.0,iron skillet,0.71
overlapping,artifact,explicit,metal thing,4.0,metal chair,0.27
overlapping,artifact,explicit,metal thing,4.0,wooden chair,0.01
overlapping,artifact,explicit,metal thing,4.0,wooden ruler,0.01
overlapping,artifact,literal,thing,4.1,wooden ruler,0.25
overlapping,artifact,literal,thing,4.1,wooden chair,0.25
overlapping,artifact,literal,thing,4.1,metal chair,0.25
overlapping,artifact,literal,thing,4.1,iron skillet,0.25
overlapping,artifact,pragmatic,thing,4.1,iron skillet,0.04
overlapping,artifact,pragmatic,thing,4.1,metal chair,0.18
overlapping,artifact,pragmatic,thing,4.1,wooden chair,0.05
overlapping,artifact,pragmatic,thing,4.1,wooden ruler,0.73
overlapping,artifact,explicit,thing,4.1,iron skillet,0.30
overlapping,artifact,explicit,thing,4.1,metal chair,0.13
overlapping,artifact,explicit,thing,4.1,wooden chair,0.01
overlapping,artifact,explicit,thing,4.1,wooden ruler,0.56
overlapping,artifact,literal,skillet,4.1,wooden ruler,0.25
overlapping,artifact,literal,skillet,4.1,wooden chair,0.25
overlapping,artifact,literal,skillet,4.1,metal chair,0.25
overlapping,artifact,literal,skillet,4.1,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,4.1,iron skillet,0.75
overlapping,artifact,pragmatic,skillet,4.1,metal chair,0.12
overlapping,artifact,pragmatic,skillet,4.1,wooden chair,0.05
overlapping,artifact,pragmatic,skillet,4.1,wooden ruler,0.08
overlapping,artifact,explicit,skillet,4.1,iron skillet,0.97
overlapping,artifact,explicit,skillet,4.1,metal chair,0.01
overlapping,artifact,explicit,skillet,4.1,wooden chair,0.01
overlapping,artifact,explicit,skillet,4.1,wooden ruler,0.01
overlapping,artifact,literal,seat,4.1,wooden ruler,0.25
overlapping,artifact,literal,seat,4.1,wooden chair,0.25
overlapping,artifact,literal,seat,4.1,metal chair,0.25
overlapping,artifact,literal,seat,4.1,iron skillet,0.25
overlapping,artifact,pragmatic,seat,4.1,iron skillet,0.02
overlapping,artifact,pragmatic,seat,4.1,metal chair,0.28
overlapping,artifact,pragmatic,seat,4.1,wooden chair,0.64
overlapping,artifact,pragmatic,seat,4.1,wooden ruler,0.06
overlapping,artifact,explicit,seat,4.1,iron skillet,0.01
overlapping,artifact,explicit,seat,4.1,metal chair,0.29
overlapping,artifact,explicit,seat,4.1,wooden chair,0.69
overlapping,artifact,explicit,seat,4.1,wooden ruler,0.01
overlapping,artifact,literal,metal thing,4.1,wooden ruler,0.25
overlapping,artifact,literal,metal thing,4.1,wooden chair,0.25
overlapping,artifact,literal,metal thing,4.1,metal chair,0.25
overlapping,artifact,literal,metal thing,4.1,iron skillet,0.25
overlapping,artifact,pragmatic,metal thing,4.1,iron skillet,0.33
overlapping,artifact,pragmatic,metal thing,4.1,metal chair,0.49
overlapping,artifact,pragmatic,metal thing,4.1,wooden chair,0.07
overlapping,artifact,pragmatic,metal thing,4.1,wooden ruler,0.11
overlapping,artifact,explicit,metal thing,4.1,iron skillet,0.71
overlapping,artifact,explicit,metal thing,4.1,metal chair,0.27
overlapping,artifact,explicit,metal thing,4.1,wooden chair,0.01
overlapping,artifact,explicit,metal thing,4.1,wooden ruler,0.01
overlapping,artifact,literal,thing,4.2,wooden ruler,0.25
overlapping,artifact,literal,thing,4.2,wooden chair,0.25
overlapping,artifact,literal,thing,4.2,metal chair,0.25
overlapping,artifact,literal,thing,4.2,iron skillet,0.25
overlapping,artifact,pragmatic,thing,4.2,iron skillet,0.04
overlapping,artifact,pragmatic,thing,4.2,metal chair,0.17
overlapping,artifact,pragmatic,thing,4.2,wooden chair,0.04
overlapping,artifact,pragmatic,thing,4.2,wooden ruler,0.74
overlapping,artifact,explicit,thing,4.2,iron skillet,0.30
overlapping,artifact,explicit,thing,4.2,metal chair,0.13
overlapping,artifact,explicit,thing,4.2,wooden chair,0.01
overlapping,artifact,explicit,thing,4.2,wooden ruler,0.56
overlapping,artifact,literal,skillet,4.2,wooden ruler,0.25
overlapping,artifact,literal,skillet,4.2,wooden chair,0.25
overlapping,artifact,literal,skillet,4.2,metal chair,0.25
overlapping,artifact,literal,skillet,4.2,iron skillet,0.25
overlapping,artifact,pragmatic,skillet,4.2,iron skillet,0.76
overlapping,artifact,pragmatic,skillet,4.2,metal chair,0.11
overlapping,artifact,pragmatic,skillet,4.2,wooden chair,0.05
overlapping,artifact,pragmatic,skillet,4.2,wooden ruler,0.07
overlapping,artifact,explicit,skillet,4.2,iron skillet,0.97
overlapping,artifact,explicit,skillet,4.2,metal chair,0.01
overlapping,artifact,explicit,skillet,4.2,wooden chair,0.01
overlapping,artifact,explicit,skillet,4.2,wooden ruler,0.01
overlapping,artifact,literal,seat,4.2,wooden ruler,0.25
overlapping,artifact,literal,seat,4.2,wooden chair,0.25
overlapping,artifact,literal,seat,4.2,metal chair,0.25
overlapping,artifact,literal,seat,4.2,iron skillet,0.25
overlapping,artifact,pragmatic,seat,4.2,iron skillet,0.02
