parameter,value,MCMCprob
alpha,11.307295826263726,0.008000000000000004
beta,0.43366220965981483,0.008000000000000004
alpha,11.307295826263726,0.0020000000000000005
beta,0.5350382307078689,0.0020000000000000005
alpha,8.8780466793105,0.003000000000000002
beta,0.5350382307078689,0.003000000000000002
alpha,8.8780466793105,0.005000000000000002
beta,0.5111542795784771,0.005000000000000002
alpha,8.8780466793105,0.014000000000000007
beta,0.4737395620904863,0.014000000000000007
alpha,8.8780466793105,0.004000000000000002
beta,0.4496814503800124,0.004000000000000002
alpha,8.8780466793105,0.06100000000000002
beta,0.4585735115688294,0.06100000000000002
alpha,8.8780466793105,0.005000000000000002
beta,0.498033856973052,0.005000000000000002
alpha,8.8780466793105,0.007000000000000003
beta,0.5068484588991851,0.007000000000000003
alpha,8.552491012960672,0.0010000000000000002
beta,0.5068484588991851,0.0010000000000000002
alpha,8.552491012960672,0.021000000000000005
beta,0.442252887878567,0.021000000000000005
alpha,8.552491012960672,0.014000000000000007
beta,0.5231855160091072,0.014000000000000007
alpha,8.552491012960672,0.03300000000000001
beta,0.43601008667610586,0.03300000000000001
alpha,8.552491012960672,0.024000000000000007
beta,0.5208829301409423,0.024000000000000007
alpha,8.552491012960672,0.012999999999999998
beta,0.5434071784839034,0.012999999999999998
alpha,8.552491012960672,0.0010000000000000002
beta,0.5302623552270234,0.0010000000000000002
alpha,8.552491012960672,0.011000000000000005
beta,0.5264069819822907,0.011000000000000005
alpha,8.552491012960672,0.005999999999999998
beta,0.41886823368258774,0.005999999999999998
alpha,7.691428908146918,0.0020000000000000005
beta,0.41886823368258774,0.0020000000000000005
alpha,7.691428908146918,0.0020000000000000005
beta,0.5491705043241382,0.0020000000000000005
alpha,7.691428908146918,0.05000000000000001
beta,0.48809754406102,0.05000000000000001
alpha,7.691428908146918,0.0010000000000000002
beta,0.4518332607112825,0.0010000000000000002
alpha,7.691428908146918,0.0010000000000000002
beta,0.525964253814891,0.0010000000000000002
alpha,7.691428908146918,0.010000000000000004
beta,0.5642837735358626,0.010000000000000004
alpha,7.691428908146918,0.0020000000000000005
beta,0.5850013031158596,0.0020000000000000005
alpha,7.691428908146918,0.011000000000000005
beta,0.39671417768113315,0.011000000000000005
alpha,7.691428908146918,0.0020000000000000005
beta,0.40347108943387866,0.0020000000000000005
alpha,7.691428908146918,0.0020000000000000005
beta,0.39224898838438094,0.0020000000000000005
alpha,7.691428908146918,0.0010000000000000002
beta,0.35868440312333405,0.0010000000000000002
alpha,8.408869099803269,0.004000000000000002
beta,0.35868440312333405,0.004000000000000002
alpha,8.408869099803269,0.009000000000000008
beta,0.401248729089275,0.009000000000000008
alpha,8.408869099803269,0.0010000000000000002
beta,0.4267388544976711,0.0010000000000000002
alpha,8.408869099803269,0.0010000000000000002
beta,0.5064289800357074,0.0010000000000000002
alpha,8.408869099803269,0.02200000000000001
beta,0.5054357103072107,0.02200000000000001
alpha,8.408869099803269,0.008000000000000004
beta,0.5501362879294902,0.008000000000000004
alpha,8.408869099803269,0.03900000000000001
beta,0.4486065083183348,0.03900000000000001
alpha,8.408869099803269,0.012999999999999998
beta,0.43196285725571215,0.012999999999999998
alpha,8.379398481920362,0.027000000000000007
beta,0.43196285725571215,0.027000000000000007
alpha,8.379398481920362,0.027000000000000007
beta,0.5079746940173209,0.027000000000000007
alpha,7.777751609683037,0.004000000000000002
beta,0.5079746940173209,0.004000000000000002
alpha,7.777751609683037,0.0020000000000000005
beta,0.4353470790665597,0.0020000000000000005
alpha,7.777751609683037,0.009000000000000008
beta,0.4703600527718663,0.009000000000000008
alpha,7.777751609683037,0.003000000000000002
beta,0.48903520638123155,0.003000000000000002
alpha,7.777751609683037,0.003000000000000002
beta,0.5548642356880009,0.003000000000000002
alpha,7.777751609683037,0.011999999999999999
beta,0.560558162862435,0.011999999999999999
alpha,8.117200001142919,0.014000000000000007
beta,0.560558162862435,0.014000000000000007
alpha,8.552680271677673,0.007000000000000003
beta,0.560558162862435,0.007000000000000003
alpha,8.552680271677673,0.0010000000000000002
beta,0.3604894762393087,0.0010000000000000002
alpha,8.552680271677673,0.003000000000000002
beta,0.5909803754184395,0.003000000000000002
alpha,8.552680271677673,0.011000000000000005
beta,0.33923840103670955,0.011000000000000005
alpha,8.552680271677673,0.007000000000000003
beta,0.564105971949175,0.007000000000000003
alpha,8.552680271677673,0.003000000000000002
beta,0.3987317516002804,0.003000000000000002
alpha,8.552680271677673,0.010000000000000004
beta,0.526805802481249,0.010000000000000004
alpha,8.552680271677673,0.003000000000000002
beta,0.5015888982452452,0.003000000000000002
alpha,8.552680271677673,0.010000000000000004
beta,0.5726150462869555,0.010000000000000004
alpha,7.568352725356817,0.012999999999999998
beta,0.5726150462869555,0.012999999999999998
alpha,7.568352725356817,0.003000000000000002
beta,0.41574549837969244,0.003000000000000002
alpha,7.590683987364173,0.005999999999999998
beta,0.41574549837969244,0.005999999999999998
alpha,7.590683987364173,0.011999999999999999
beta,0.4972693854942918,0.011999999999999999
alpha,7.712502861395478,0.028000000000000004
beta,0.4972693854942918,0.028000000000000004
alpha,7.712502861395478,0.005999999999999998
beta,0.5345389740541577,0.005999999999999998
alpha,7.712502861395478,0.0020000000000000005
beta,0.4318751785904169,0.0020000000000000005
alpha,7.712502861395478,0.0020000000000000005
beta,0.5929363023024052,0.0020000000000000005
alpha,7.76002908591181,0.009000000000000008
beta,0.5929363023024052,0.009000000000000008
alpha,7.76002908591181,0.0010000000000000002
beta,0.4482329704333097,0.0010000000000000002
alpha,8.121565491892397,0.0020000000000000005
beta,0.4482329704333097,0.0020000000000000005
alpha,8.121565491892397,0.009000000000000008
beta,0.4838750867638737,0.009000000000000008
alpha,8.121565491892397,0.0010000000000000002
beta,0.5311099155806005,0.0010000000000000002
alpha,8.167793229222298,0.005999999999999998
beta,0.5311099155806005,0.005999999999999998
alpha,8.167793229222298,0.02200000000000001
beta,0.40172429964877665,0.02200000000000001
alpha,8.167793229222298,0.017000000000000005
beta,0.4400397080462426,0.017000000000000005
alpha,8.167793229222298,0.017000000000000005
beta,0.37245673895813525,0.017000000000000005
alpha,8.167793229222298,0.0020000000000000005
beta,0.3696714676916599,0.0020000000000000005
alpha,8.167793229222298,0.0010000000000000002
beta,0.4599241176620126,0.0010000000000000002
