parameter,value,MCMCprob
alpha,2.4578191665932536,0.0009999999999999994
beta,0.6590933413244784,0.0009999999999999994
expVsPrag,0.5638008546084166,0.0009999999999999994
alpha,7.858084617182612,0.0009999999999999994
beta,0.6590933413244784,0.0009999999999999994
expVsPrag,0.5638008546084166,0.0009999999999999994
alpha,7.858084617182612,0.0009999999999999994
beta,0.6590933413244784,0.0009999999999999994
expVsPrag,0.6585477427579463,0.0009999999999999994
alpha,7.858084617182612,0.005999999999999998
beta,0.48408321337774396,0.005999999999999998
expVsPrag,0.6585477427579463,0.005999999999999998
alpha,7.603459153324366,0.005999999999999998
beta,0.48408321337774396,0.005999999999999998
expVsPrag,0.6585477427579463,0.005999999999999998
alpha,7.603459153324366,0.005999999999999998
beta,0.48408321337774396,0.005999999999999998
expVsPrag,0.41314705135300756,0.005999999999999998
alpha,7.603459153324366,0.0019999999999999987
beta,0.34180530067533255,0.0019999999999999987
expVsPrag,0.41314705135300756,0.0019999999999999987
alpha,7.603459153324366,0.0009999999999999994
beta,0.3914460602682084,0.0009999999999999994
expVsPrag,0.41314705135300756,0.0009999999999999994
alpha,8.289935435168445,0.0049999999999999975
beta,0.3914460602682084,0.0049999999999999975
expVsPrag,0.41314705135300756,0.0049999999999999975
alpha,8.289935435168445,0.003999999999999998
beta,0.4024963350966573,0.003999999999999998
expVsPrag,0.41314705135300756,0.003999999999999998
alpha,8.289935435168445,0.0019999999999999987
beta,0.454532801406458,0.0019999999999999987
expVsPrag,0.41314705135300756,0.0019999999999999987
alpha,8.289935435168445,0.003999999999999998
beta,0.454532801406458,0.003999999999999998
expVsPrag,0.5254995592404157,0.003999999999999998
alpha,8.289935435168445,0.022999999999999986
beta,0.3896350357681513,0.022999999999999986
expVsPrag,0.5254995592404157,0.022999999999999986
alpha,7.608616845682263,0.0009999999999999994
beta,0.3896350357681513,0.0009999999999999994
expVsPrag,0.5254995592404157,0.0009999999999999994
alpha,7.608616845682263,0.0009999999999999994
beta,0.3896350357681513,0.0009999999999999994
expVsPrag,0.41335876169614494,0.0009999999999999994
alpha,7.608616845682263,0.006999999999999997
beta,0.3696905958931893,0.006999999999999997
expVsPrag,0.41335876169614494,0.006999999999999997
alpha,7.608616845682263,0.002999999999999999
beta,0.3696905958931893,0.002999999999999999
expVsPrag,0.44775605644099414,0.002999999999999999
alpha,7.423966638743877,0.0019999999999999987
beta,0.3696905958931893,0.0019999999999999987
expVsPrag,0.44775605644099414,0.0019999999999999987
alpha,7.656428669579327,0.003999999999999998
beta,0.3696905958931893,0.003999999999999998
expVsPrag,0.44775605644099414,0.003999999999999998
alpha,7.656428669579327,0.005999999999999998
beta,0.2973476571496576,0.005999999999999998
expVsPrag,0.44775605644099414,0.005999999999999998
alpha,7.656428669579327,0.002999999999999999
beta,0.2973476571496576,0.002999999999999999
expVsPrag,0.5579974474385381,0.002999999999999999
alpha,7.656428669579327,0.0009999999999999994
beta,0.2973476571496576,0.0009999999999999994
expVsPrag,0.5517735108733177,0.0009999999999999994
alpha,7.656428669579327,0.00799999999999999
beta,0.4301998056471348,0.00799999999999999
expVsPrag,0.5517735108733177,0.00799999999999999
alpha,7.656428669579327,0.005999999999999998
beta,0.4301998056471348,0.005999999999999998
expVsPrag,0.6560717574320734,0.005999999999999998
alpha,7.656428669579327,0.006999999999999997
beta,0.43711904366500676,0.006999999999999997
expVsPrag,0.6560717574320734,0.006999999999999997
alpha,7.656428669579327,0.0049999999999999975
beta,0.43711904366500676,0.0049999999999999975
expVsPrag,0.4631905937567353,0.0049999999999999975
alpha,7.656428669579327,0.0019999999999999987
beta,0.3553706961683929,0.0019999999999999987
expVsPrag,0.4631905937567353,0.0019999999999999987
alpha,7.656428669579327,0.0009999999999999994
beta,0.3553706961683929,0.0009999999999999994
expVsPrag,0.6354480204172432,0.0009999999999999994
alpha,7.656428669579327,0.005999999999999998
beta,0.3553706961683929,0.005999999999999998
expVsPrag,0.3713329148013145,0.005999999999999998
alpha,7.656428669579327,0.0019999999999999987
beta,0.3553706961683929,0.0019999999999999987
expVsPrag,0.6775474241003394,0.0019999999999999987
alpha,7.656428669579327,0.006999999999999997
beta,0.3553706961683929,0.006999999999999997
expVsPrag,0.629875150276348,0.006999999999999997
alpha,7.656428669579327,0.008999999999999992
beta,0.4742266470566392,0.008999999999999992
expVsPrag,0.629875150276348,0.008999999999999992
alpha,7.656428669579327,0.003999999999999998
beta,0.5236112407874316,0.003999999999999998
expVsPrag,0.629875150276348,0.003999999999999998
alpha,7.656428669579327,0.005999999999999998
beta,0.29695885768160224,0.005999999999999998
