iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	cardAskedAbout	sender	timeFromRoundStart	eventType
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804699110	0	overlap	8S,10C	6D,10C	helper	8S	bot	5000	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804727334	0	overlap	8S,10C	6D,10C	helper	10C	bot	5000	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804748034	1	baseline	8C,QH	6H,KS	helper	8C	bot	5000	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804757509	1	baseline	8C,QH	6H,KS	helper	QH	bot	5000	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804770079	2	catch	AH	KC	helper	AH	bot	5000	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804788799	3	baseline	10D,8S	5C,JS	helper	JS	human	10800	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804806138	3	baseline	10D,8S	5C,JS	helper	5C	human	28139	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804831274	3	baseline	10D,8S	5C,JS	helper	10D	human	53274	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804850574	4	catch	7H	5S	helper	5S	human	12714	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804858488	4	catch	7H	5S	helper	7H	human	20629	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804872521	5	overlap	5D,5H	5S,5H	helper	5H	human	7453	chatMessage
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804879354	5	overlap	5D,5H	5S,5H	helper	5D	human	14284	chatMessage
