iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
testing	3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08	1545533555828	15	3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08	0	yes	yes	okay	yes	no issues	To try and see which card is best to reveal,	helper	204146	exitSurvey
testing	3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08	1545533587879	15	3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08	2	yes	yes	loved	yes		I asked about the cards I needed	seeker	263273	exitSurvey
