iterationName	gameid	time	score	gameID	quizFailCounter	nativeEnglish	thinksHuman	ratePartner	confused	comments	strategy	role	totalLength	eventType
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221754425	5	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1	yes	yes	not much	yes			seeker	554441	exitSurvey
