iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
full_sample	4579-aa922e62-d8fa-422a-96e3-7178581864ab	1546229419374	15	4579-aa922e62-d8fa-422a-96e3-7178581864ab	0	yes	yes	loved	yes	interesting 	trying to be quick	seeker	271370	exitSurvey
full_sample	4579-aa922e62-d8fa-422a-96e3-7178581864ab	1546229457760	15	4579-aa922e62-d8fa-422a-96e3-7178581864ab	1	yes	yes	okay	yes		I didn't realize until the third round that I could choose more than one card to reveal,  Then, you could use process of elimination to find the right combo,	helper	281172	exitSurvey
