iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221245627	0	catch	KD	9C	Where is the 9 of clubs?	9515	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221280355	0	catch	KD	9C	Where is the King of Diamond?	6431	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221297921	1	baseline	4S,AS	6H,6D	Where is the where is the Ace of diamonds?	6784	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221327012	1	baseline	4S,AS	6H,6D	Where is the Where is the 4 of clubs?	3479	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221368299	2	baseline	4C,7D	5C,KS	Where is the Club?	4324	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221416455	2	baseline	4C,7D	5C,KS	Where is the Diamond?	1360	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221436289	2	baseline	4C,7D	5C,KS	Where is the Club?	1114	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221457480	3	overlap	9D,QC	5S,QC	Where is the Where is the 9 of Diamonds??	9880	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221492436	4	overlap	6D,JH	JD,JH	Where is the 6 of diamond?	4321	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221516368	4	overlap	6D,JH	JD,JH	Where is the jack of heart?	3552	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221532009	5	catch	AD	4C	Where is the Where is the Ace of diamonds?	3468	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221581889	5	catch	AD	4C	Where is the Where is the Ace of diamonds?	3407	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221601925	5	catch	AD	4C	Where is the Where is the Ace of diamonds?	3807	chatMessage
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221613657	5	catch	AD	4C	Where is the Where is the Ace of diamonds?	3120	chatMessage
