iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	timeFromMessage	revealedObjs	numRevealed	fullContext	eventType
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809528006	0	catch	2S	AC	seeker	bot	2500	2C	1	[{"name":"KD","gridX":3,"gridY":4},{"name":"AC","gridX":1,"gridY":2},{"name":"2C","gridX":4,"gridY":2},{"name":"8S","gridX":1,"gridY":4},{"name":"8D","gridX":4,"gridY":4},{"name":"3H","gridX":4,"gridY":1},{"name":"2S","gridX":2,"gridY":1}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809547831	0	catch	2S	AC	seeker	bot	2500	AC	1	[{"name":"KD","gridX":3,"gridY":4},{"name":"AC","gridX":1,"gridY":2},{"name":"2C","gridX":4,"gridY":2},{"name":"8S","gridX":1,"gridY":4},{"name":"8D","gridX":4,"gridY":4},{"name":"3H","gridX":4,"gridY":1},{"name":"2S","gridX":2,"gridY":1}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809565113	0	catch	2S	AC	seeker	bot	2500	2S	1	[{"name":"KD","gridX":3,"gridY":4},{"name":"AC","gridX":1,"gridY":2},{"name":"2C","gridX":4,"gridY":2},{"name":"8S","gridX":1,"gridY":4},{"name":"8D","gridX":4,"gridY":4},{"name":"3H","gridX":4,"gridY":1},{"name":"2S","gridX":2,"gridY":1}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809585701	1	baseline	AD,9H	2C,KD	seeker	bot	2500	2H	1	[{"name":"KD","gridX":4,"gridY":2},{"name":"7S","gridX":2,"gridY":4},{"name":"3D","gridX":1,"gridY":1},{"name":"4H","gridX":1,"gridY":3},{"name":"2H","gridX":3,"gridY":2},{"name":"2C","gridX":2,"gridY":1},{"name":"9H","gridX":2,"gridY":2},{"name":"AD","gridX":4,"gridY":4}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809598006	1	baseline	AD,9H	2C,KD	seeker	bot	2500	9H	1	[{"name":"KD","gridX":4,"gridY":2},{"name":"7S","gridX":2,"gridY":4},{"name":"3D","gridX":1,"gridY":1},{"name":"4H","gridX":1,"gridY":3},{"name":"2H","gridX":3,"gridY":2},{"name":"2C","gridX":2,"gridY":1},{"name":"9H","gridX":2,"gridY":2},{"name":"AD","gridX":4,"gridY":4}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809612438	1	baseline	AD,9H	2C,KD	seeker	bot	2500	2C	1	[{"name":"KD","gridX":4,"gridY":2},{"name":"7S","gridX":2,"gridY":4},{"name":"3D","gridX":1,"gridY":1},{"name":"4H","gridX":1,"gridY":3},{"name":"2H","gridX":3,"gridY":2},{"name":"2C","gridX":2,"gridY":1},{"name":"9H","gridX":2,"gridY":2},{"name":"AD","gridX":4,"gridY":4}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809625998	1	baseline	AD,9H	2C,KD	seeker	bot	2500	AD	1	[{"name":"KD","gridX":4,"gridY":2},{"name":"7S","gridX":2,"gridY":4},{"name":"3D","gridX":1,"gridY":1},{"name":"4H","gridX":1,"gridY":3},{"name":"2H","gridX":3,"gridY":2},{"name":"2C","gridX":2,"gridY":1},{"name":"9H","gridX":2,"gridY":2},{"name":"AD","gridX":4,"gridY":4}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809649578	2	overlap	9S,5D	4C,5D	seeker	bot	2500	5D	1	[{"name":"KS","gridX":4,"gridY":1},{"name":"5D","gridX":1,"gridY":4},{"name":"7S","gridX":3,"gridY":3},{"name":"QH","gridX":3,"gridY":1},{"name":"9S","gridX":3,"gridY":2},{"name":"4C","gridX":4,"gridY":3},{"name":"KH","gridX":1,"gridY":3},{"name":"4H","gridX":2,"gridY":2}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809662886	2	overlap	9S,5D	4C,5D	seeker	bot	2500	5D	1	[{"name":"KS","gridX":4,"gridY":1},{"name":"5D","gridX":1,"gridY":4},{"name":"7S","gridX":3,"gridY":3},{"name":"QH","gridX":3,"gridY":1},{"name":"9S","gridX":3,"gridY":2},{"name":"4C","gridX":4,"gridY":3},{"name":"KH","gridX":1,"gridY":3},{"name":"4H","gridX":2,"gridY":2}]	reveal
single_player_sample	3262-852c5abd-32e0-450b-9199-5e99be911255	1546809681333	2	overlap	9S,5D	4C,5D	seeker	bot	2500	4C	1	[{"name":"KS","gridX":4,"gridY":1},{"name":"5D","gridX":1,"gridY":4},{"name":"7S","gridX":3,"gridY":3},{"name":"QH","gridX":3,"gridY":1},{"name":"9S","gridX":3,"gridY":2},{"name":"4C","gridX":4,"gridY":3},{"name":"KH","gridX":1,"gridY":3},{"name":"4H","gridX":2,"gridY":2}]	reveal
