iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	revealedObjs	numRevealed	fullContext	eventType
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231205475	0	baseline	10C,JD	7S,10H	10C,JD	2	[{"name":"7S","gridX":4,"gridY":3},{"name":"8H","gridX":1,"gridY":1},{"name":"10C","gridX":3,"gridY":4},{"name":"2D","gridX":1,"gridY":3},{"name":"JD","gridX":2,"gridY":2},{"name":"10H","gridX":2,"gridY":1},{"name":"4C","gridX":4,"gridY":4}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231225360	1	baseline	7S,QS	7D,8C	7S	1	[{"name":"QS","gridX":2,"gridY":3},{"name":"5C","gridX":1,"gridY":4},{"name":"8C","gridX":3,"gridY":1},{"name":"7S","gridX":2,"gridY":1},{"name":"2C","gridX":3,"gridY":2},{"name":"7D","gridX":2,"gridY":2},{"name":"KC","gridX":2,"gridY":4},{"name":"KS","gridX":3,"gridY":3}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231241923	1	baseline	7S,QS	7D,8C	8C	1	[{"name":"QS","gridX":2,"gridY":3},{"name":"5C","gridX":1,"gridY":4},{"name":"8C","gridX":3,"gridY":1},{"name":"7S","gridX":2,"gridY":1},{"name":"2C","gridX":3,"gridY":2},{"name":"7D","gridX":2,"gridY":2},{"name":"KC","gridX":2,"gridY":4},{"name":"KS","gridX":3,"gridY":3}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231258215	1	baseline	7S,QS	7D,8C	QS	1	[{"name":"QS","gridX":2,"gridY":3},{"name":"5C","gridX":1,"gridY":4},{"name":"8C","gridX":3,"gridY":1},{"name":"7S","gridX":2,"gridY":1},{"name":"2C","gridX":3,"gridY":2},{"name":"7D","gridX":2,"gridY":2},{"name":"KC","gridX":2,"gridY":4},{"name":"KS","gridX":3,"gridY":3}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231274248	2	catch	10S	3D	10S	1	[{"name":"10S","gridX":3,"gridY":4},{"name":"QH","gridX":2,"gridY":1},{"name":"3D","gridX":1,"gridY":2},{"name":"3S","gridX":3,"gridY":1},{"name":"6D","gridX":4,"gridY":3}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231292517	3	catch	9C	2D	9C	1	[{"name":"3S","gridX":2,"gridY":1},{"name":"AS","gridX":2,"gridY":3},{"name":"9C","gridX":1,"gridY":2},{"name":"2D","gridX":3,"gridY":4},{"name":"5D","gridX":2,"gridY":4},{"name":"6D","gridX":2,"gridY":2}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231324012	4	overlap	QS,4D	AD,4D	4D	1	[{"name":"KD","gridX":3,"gridY":4},{"name":"AD","gridX":2,"gridY":4},{"name":"9H","gridX":2,"gridY":2},{"name":"10D","gridX":4,"gridY":1},{"name":"8D","gridX":4,"gridY":2},{"name":"QS","gridX":1,"gridY":1},{"name":"4H","gridX":1,"gridY":3},{"name":"4D","gridX":3,"gridY":2}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231337074	4	overlap	QS,4D	AD,4D	QS	1	[{"name":"KD","gridX":3,"gridY":4},{"name":"AD","gridX":2,"gridY":4},{"name":"9H","gridX":2,"gridY":2},{"name":"10D","gridX":4,"gridY":1},{"name":"8D","gridX":4,"gridY":2},{"name":"QS","gridX":1,"gridY":1},{"name":"4H","gridX":1,"gridY":3},{"name":"4D","gridX":3,"gridY":2}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231355573	5	overlap	6C,9C	4D,9C	6C	1	[{"name":"6C","gridX":3,"gridY":3},{"name":"4H","gridX":1,"gridY":1},{"name":"QH","gridX":2,"gridY":1},{"name":"JC","gridX":4,"gridY":1},{"name":"4D","gridX":1,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"8C","gridX":4,"gridY":3}]	reveal
full_sample	3144-14101ad1-1fb1-481d-b4e5-c4c1497b3134	1546231366069	5	overlap	6C,9C	4D,9C	9C	1	[{"name":"6C","gridX":3,"gridY":3},{"name":"4H","gridX":1,"gridY":1},{"name":"QH","gridX":2,"gridY":1},{"name":"JC","gridX":4,"gridY":1},{"name":"4D","gridX":1,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"8C","gridX":4,"gridY":3}]	reveal
