iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	revealedObjs	numRevealed	fullContext	eventType
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231051110	0	catch	6C	6H	6C	1	[{"name":"6D","gridX":3,"gridY":3},{"name":"6H","gridX":4,"gridY":4},{"name":"10D","gridX":2,"gridY":1},{"name":"AC","gridX":4,"gridY":1},{"name":"QD","gridX":1,"gridY":1},{"name":"3D","gridX":3,"gridY":4},{"name":"6C","gridX":1,"gridY":2},{"name":"10S","gridX":4,"gridY":2}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231085768	1	catch	JH	AS	JH	1	[{"name":"8H","gridX":1,"gridY":4},{"name":"JS","gridX":2,"gridY":1},{"name":"2H","gridX":4,"gridY":1},{"name":"JH","gridX":3,"gridY":1},{"name":"7D","gridX":3,"gridY":2},{"name":"AS","gridX":4,"gridY":4}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231140832	2	overlap	9C,5D	AS,5D	5D,9C	2	[{"name":"AS","gridX":4,"gridY":4},{"name":"2D","gridX":1,"gridY":3},{"name":"5H","gridX":4,"gridY":1},{"name":"9C","gridX":1,"gridY":4},{"name":"5D","gridX":3,"gridY":1}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231162935	3	overlap	KD,9S	JS,9S	9S	1	[{"name":"10C","gridX":2,"gridY":2},{"name":"JS","gridX":4,"gridY":4},{"name":"3D","gridX":3,"gridY":4},{"name":"9S","gridX":1,"gridY":4},{"name":"KD","gridX":1,"gridY":2}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231211166	3	overlap	KD,9S	JS,9S	KD	1	[{"name":"10C","gridX":2,"gridY":2},{"name":"JS","gridX":4,"gridY":4},{"name":"3D","gridX":3,"gridY":4},{"name":"9S","gridX":1,"gridY":4},{"name":"KD","gridX":1,"gridY":2}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231275128	4	baseline	7C,7D	4D,3H	4D,9S	2	[{"name":"7D","gridX":4,"gridY":4},{"name":"7C","gridX":4,"gridY":2},{"name":"3H","gridX":4,"gridY":1},{"name":"9S","gridX":1,"gridY":3},{"name":"4D","gridX":3,"gridY":3}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231419994	4	baseline	7C,7D	4D,3H	3H	1	[{"name":"7D","gridX":4,"gridY":4},{"name":"7C","gridX":4,"gridY":2},{"name":"3H","gridX":4,"gridY":1},{"name":"9S","gridX":1,"gridY":3},{"name":"4D","gridX":3,"gridY":3}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231454713	4	baseline	7C,7D	4D,3H	7D	1	[{"name":"7D","gridX":4,"gridY":4},{"name":"7C","gridX":4,"gridY":2},{"name":"3H","gridX":4,"gridY":1},{"name":"9S","gridX":1,"gridY":3},{"name":"4D","gridX":3,"gridY":3}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231493018	4	baseline	7C,7D	4D,3H	7C	1	[{"name":"7D","gridX":4,"gridY":4},{"name":"7C","gridX":4,"gridY":2},{"name":"3H","gridX":4,"gridY":1},{"name":"9S","gridX":1,"gridY":3},{"name":"4D","gridX":3,"gridY":3}]	reveal
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231541899	5	baseline	3S,8C	3C,2S	8C,3S	2	[{"name":"3C","gridX":3,"gridY":2},{"name":"3S","gridX":1,"gridY":3},{"name":"2S","gridX":2,"gridY":4},{"name":"8C","gridX":1,"gridY":2},{"name":"9D","gridX":4,"gridY":3}]	reveal
