iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	revealedObjs	numRevealed	fullContext	eventType
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718667370	0	overlap	4D,4S	QH,4S	helper	human	4D,4S	2	[{"name":"4H","gridX":3,"gridY":3},{"name":"JD","gridX":1,"gridY":1},{"name":"4S","gridX":3,"gridY":1},{"name":"10S","gridX":3,"gridY":2},{"name":"4D","gridX":4,"gridY":1},{"name":"10C","gridX":1,"gridY":4},{"name":"QH","gridX":2,"gridY":2}]	reveal
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718684313	1	baseline	10C,QH	4S,KH	helper	human	10C,QH	2	[{"name":"8H","gridX":1,"gridY":1},{"name":"QH","gridX":3,"gridY":1},{"name":"QS","gridX":4,"gridY":3},{"name":"10C","gridX":3,"gridY":2},{"name":"4S","gridX":3,"gridY":4},{"name":"JS","gridX":1,"gridY":2},{"name":"KH","gridX":4,"gridY":4}]	reveal
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718700336	2	catch	KD	2H	helper	human	KD	1	[{"name":"10H","gridX":1,"gridY":3},{"name":"4S","gridX":4,"gridY":4},{"name":"9S","gridX":2,"gridY":2},{"name":"AD","gridX":4,"gridY":2},{"name":"8H","gridX":3,"gridY":2},{"name":"KD","gridX":1,"gridY":2},{"name":"2H","gridX":3,"gridY":4},{"name":"QC","gridX":2,"gridY":1}]	reveal
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718719024	3	catch	9S	AC	helper	bot	9S	1	[{"name":"9S","gridX":2,"gridY":2},{"name":"3S","gridX":3,"gridY":3},{"name":"QC","gridX":3,"gridY":4},{"name":"KS","gridX":1,"gridY":3},{"name":"AC","gridX":2,"gridY":3}]	reveal
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718737359	4	baseline	KS,10S	JS,4H	helper	bot	KS,10S	2	[{"name":"KS","gridX":1,"gridY":1},{"name":"6D","gridX":4,"gridY":4},{"name":"10S","gridX":4,"gridY":3},{"name":"4H","gridX":1,"gridY":2},{"name":"JS","gridX":1,"gridY":3}]	reveal
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718751515	5	overlap	7D,JH	KH,JH	helper	bot	7D,JH	2	[{"name":"7H","gridX":2,"gridY":3},{"name":"7D","gridX":3,"gridY":4},{"name":"JH","gridX":3,"gridY":3},{"name":"4D","gridX":2,"gridY":4},{"name":"KH","gridX":2,"gridY":1},{"name":"6H","gridX":4,"gridY":4},{"name":"6S","gridX":1,"gridY":2}]	reveal
