iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	revealedObjs	numRevealed	fullContext	eventType
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546231891385	0	overlap	8S,3D	4H,3D	3D,4H	2	[{"name":"3D","gridX":1,"gridY":4},{"name":"6C","gridX":2,"gridY":2},{"name":"JS","gridX":1,"gridY":3},{"name":"8S","gridX":1,"gridY":1},{"name":"4H","gridX":4,"gridY":2}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546231969562	0	overlap	8S,3D	4H,3D	8S	1	[{"name":"3D","gridX":1,"gridY":4},{"name":"6C","gridX":2,"gridY":2},{"name":"JS","gridX":1,"gridY":3},{"name":"8S","gridX":1,"gridY":1},{"name":"4H","gridX":4,"gridY":2}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232008376	1	overlap	9C,10H	4D,10H	10H,4D	2	[{"name":"4D","gridX":1,"gridY":1},{"name":"5C","gridX":2,"gridY":3},{"name":"9C","gridX":1,"gridY":3},{"name":"AD","gridX":3,"gridY":3},{"name":"2H","gridX":1,"gridY":4},{"name":"7H","gridX":2,"gridY":1},{"name":"10H","gridX":2,"gridY":2}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232042354	1	overlap	9C,10H	4D,10H	9C	1	[{"name":"4D","gridX":1,"gridY":1},{"name":"5C","gridX":2,"gridY":3},{"name":"9C","gridX":1,"gridY":3},{"name":"AD","gridX":3,"gridY":3},{"name":"2H","gridX":1,"gridY":4},{"name":"7H","gridX":2,"gridY":1},{"name":"10H","gridX":2,"gridY":2}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232082909	2	catch	2D	JD	2D	1	[{"name":"2D","gridX":4,"gridY":2},{"name":"JD","gridX":1,"gridY":1},{"name":"9S","gridX":1,"gridY":3},{"name":"3H","gridX":1,"gridY":4},{"name":"6C","gridX":3,"gridY":1}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232123154	3	baseline	2C,KH	3H,AD	AD,3H	2	[{"name":"6H","gridX":3,"gridY":4},{"name":"2C","gridX":4,"gridY":3},{"name":"3H","gridX":1,"gridY":4},{"name":"KH","gridX":1,"gridY":3},{"name":"JH","gridX":2,"gridY":4},{"name":"9H","gridX":3,"gridY":1},{"name":"5S","gridX":1,"gridY":2},{"name":"AD","gridX":2,"gridY":1}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232148678	3	baseline	2C,KH	3H,AD	KH	1	[{"name":"6H","gridX":3,"gridY":4},{"name":"2C","gridX":4,"gridY":3},{"name":"3H","gridX":1,"gridY":4},{"name":"KH","gridX":1,"gridY":3},{"name":"JH","gridX":2,"gridY":4},{"name":"9H","gridX":3,"gridY":1},{"name":"5S","gridX":1,"gridY":2},{"name":"AD","gridX":2,"gridY":1}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232172354	3	baseline	2C,KH	3H,AD	2C	1	[{"name":"6H","gridX":3,"gridY":4},{"name":"2C","gridX":4,"gridY":3},{"name":"3H","gridX":1,"gridY":4},{"name":"KH","gridX":1,"gridY":3},{"name":"JH","gridX":2,"gridY":4},{"name":"9H","gridX":3,"gridY":1},{"name":"5S","gridX":1,"gridY":2},{"name":"AD","gridX":2,"gridY":1}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232241273	4	baseline	2C,2D	9H,KH	2D	1	[{"name":"JH","gridX":1,"gridY":2},{"name":"2C","gridX":4,"gridY":4},{"name":"KH","gridX":2,"gridY":4},{"name":"3D","gridX":2,"gridY":3},{"name":"9H","gridX":4,"gridY":1},{"name":"2D","gridX":2,"gridY":1}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232275418	4	baseline	2C,2D	9H,KH	2C	1	[{"name":"JH","gridX":1,"gridY":2},{"name":"2C","gridX":4,"gridY":4},{"name":"KH","gridX":2,"gridY":4},{"name":"3D","gridX":2,"gridY":3},{"name":"9H","gridX":4,"gridY":1},{"name":"2D","gridX":2,"gridY":1}]	reveal
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232303154	5	catch	4H	AD	4H	1	[{"name":"JC","gridX":3,"gridY":4},{"name":"AD","gridX":2,"gridY":3},{"name":"QD","gridX":2,"gridY":1},{"name":"AS","gridX":2,"gridY":4},{"name":"4H","gridX":1,"gridY":3}]	reveal
