gameid, time, goal, objectSet, word, online
8232-1,1427596771478,siamese cat,1, where ,on
8232-1,1427596772848,siamese cat,1, is ,on
8232-1,1427596774148,siamese cat,1, that ,on
8232-1,1427596778622,siamese cat,1, animal ,off
8232-1,1427596781499,siamese cat,1, pet ,on
