gameid, time, goal, objectSet, word, online
2915-8,1427661843732,whale,3, where ,off
2915-8,1427661845608,whale,3, where ,on
2915-8,1427661847476,whale,3, is ,on
2915-8,1427661850254,whale,3, that ,on
2915-8,1427661852734,whale,3, animal ,on
