gameid, time, goal, objectSet, word, online
6851-c,1427652749545,poodle,1, where ,on
6851-c,1427652751628,poodle,1, is ,on
6851-c,1427652754644,poodle,1, the ,on
6851-c,1427652759977,poodle,1, dog ,on
