gameid, time, goal, objectSet, word, online
1038-f,1427596032288,poodle,1, where ,on
1038-f,1427596034426,poodle,1, is ,on
1038-f,1427596036325,poodle,1, the ,on
1038-f,1427596037707,poodle,1, dog ,on
