gameid, time, goal, objectSet, word, online
7057-7,1427594963002,whale,1, where ,on
7057-7,1427594965343,whale,1, is ,on
7057-7,1427594968054,whale,1, the ,on
7057-7,1427594973307,whale,1, animal ,on
