gameid, time, goal, objectSet, word, online
0113-3,1427596867475,poodle,1, where ,on
0113-3,1427596869625,poodle,1, is ,on
0113-3,1427596871517,poodle,1, that ,on
0113-3,1427596874046,poodle,1, dog ,on
