gameid, time, goal, objectSet, word, online
5898-9,1427597454595,whale,1, where ,on
5898-9,1427597455921,whale,1, is ,on
5898-9,1427597457271,whale,1, that ,on
5898-9,1427597459038,whale,1, pet ,on
