gameid, time, goal, objectSet, word, online
9412-7,1427671215430,poodle,1, where ,on
9412-7,1427671217340,poodle,1, is ,on
9412-7,1427671218747,poodle,1, the ,on
9412-7,1427671220422,poodle,1, dog ,on
