gameid, time, goal, objectSet, word, online
1791-2,1427665521493,whale,2, where ,on
1791-2,1427665523582,whale,2, is ,on
1791-2,1427665525732,whale,2, that ,on
1791-2,1427665530436,whale,2, animal ,on
1791-2,1427671166741,dalmatian,2, where ,on
1791-2,1427671170593,dalmatian,2, is ,on
1791-2,1427671172976,dalmatian,2, the ,on
1791-2,1427671174498,dalmatian,2, dalmatian ,on
