gameid, time, goal, objectSet, word, online
3343-9,1427596643714,poodle,1, where ,on
3343-9,1427596647146,poodle,1, is ,on
3343-9,1427596648562,poodle,1, the ,on
3343-9,1427596650096,poodle,1, animal ,on
