gameid, time, goal, objectSet, word, online
2834-e,1427679001772,dalmatian,4, where ,on
2834-e,1427679003436,dalmatian,4, is ,on
2834-e,1427679006768,dalmatian,4, the ,on
2834-e,1427679008288,dalmatian,4, whale ,on
