gameid, time, goal, objectSet, word, online
3691-7,1427595026996,dalmatian,1, where ,on
3691-7,1427595028341,dalmatian,1, where ,off
3691-7,1427595030940,dalmatian,1, that ,on
3691-7,1427595034650,dalmatian,1, where ,on
3691-7,1427595037055,dalmatian,1, that ,off
3691-7,1427595038421,dalmatian,1, where ,off
