gameid, time, goal, objectSet, word, online
9192-5,1427653369085,poodle,1, where ,on
9192-5,1427653370771,poodle,1, is ,on
9192-5,1427653372286,poodle,1, the ,on
9192-5,1427653373816,poodle,1, dog ,on
