type,domain,modelLevel,goal,rationality,response,modelProb
overlapping,animals,explicit,whale,4.3,pet,0.23
overlapping,animals,explicit,whale,4.3,lion,0.23
overlapping,animals,explicit,whale,4.3,cat,0.23
overlapping,animals,explicit,whale,4.3,animal,0.30
overlapping,animals,pragmatic,whale,4.3,pet,0.19
overlapping,animals,pragmatic,whale,4.3,lion,0.15
overlapping,animals,pragmatic,whale,4.3,cat,0.16
overlapping,animals,pragmatic,whale,4.3,animal,0.49
overlapping,animals,literal,golden retriever,4.4,pet,0.25
overlapping,animals,literal,golden retriever,4.4,lion,0.25
overlapping,animals,literal,golden retriever,4.4,cat,0.25
overlapping,animals,literal,golden retriever,4.4,animal,0.25
overlapping,animals,explicit,golden retriever,4.4,pet,0.59
overlapping,animals,explicit,golden retriever,4.4,lion,0.07
overlapping,animals,explicit,golden retriever,4.4,cat,0.08
overlapping,animals,explicit,golden retriever,4.4,animal,0.25
overlapping,animals,pragmatic,golden retriever,4.4,pet,0.67
overlapping,animals,pragmatic,golden retriever,4.4,lion,0.05
overlapping,animals,pragmatic,golden retriever,4.4,cat,0.05
overlapping,animals,pragmatic,golden retriever,4.4,animal,0.23
overlapping,animals,literal,house cat,4.4,pet,0.25
overlapping,animals,literal,house cat,4.4,lion,0.25
overlapping,animals,literal,house cat,4.4,cat,0.25
overlapping,animals,literal,house cat,4.4,animal,0.25
overlapping,animals,explicit,house cat,4.4,pet,0.13
overlapping,animals,explicit,house cat,4.4,lion,0.01
overlapping,animals,explicit,house cat,4.4,cat,0.83
overlapping,animals,explicit,house cat,4.4,animal,0.03
overlapping,animals,pragmatic,house cat,4.4,pet,0.06
overlapping,animals,pragmatic,house cat,4.4,lion,0.03
overlapping,animals,pragmatic,house cat,4.4,cat,0.87
overlapping,animals,pragmatic,house cat,4.4,animal,0.04
overlapping,animals,literal,lion,4.4,pet,0.25
overlapping,animals,literal,lion,4.4,lion,0.25
overlapping,animals,literal,lion,4.4,cat,0.25
overlapping,animals,literal,lion,4.4,animal,0.25
overlapping,animals,explicit,lion,4.4,pet,0.01
overlapping,animals,explicit,lion,4.4,lion,0.90
overlapping,animals,explicit,lion,4.4,cat,0.01
overlapping,animals,explicit,lion,4.4,animal,0.08
overlapping,animals,pragmatic,lion,4.4,pet,0.03
overlapping,animals,pragmatic,lion,4.4,lion,0.89
overlapping,animals,pragmatic,lion,4.4,cat,0.03
overlapping,animals,pragmatic,lion,4.4,animal,0.05
overlapping,animals,literal,whale,4.4,pet,0.25
overlapping,animals,literal,whale,4.4,lion,0.25
overlapping,animals,literal,whale,4.4,cat,0.25
overlapping,animals,literal,whale,4.4,animal,0.25
overlapping,animals,explicit,whale,4.4,pet,0.23
overlapping,animals,explicit,whale,4.4,lion,0.23
overlapping,animals,explicit,whale,4.4,cat,0.23
overlapping,animals,explicit,whale,4.4,animal,0.30
overlapping,animals,pragmatic,whale,4.4,pet,0.19
overlapping,animals,pragmatic,whale,4.4,lion,0.15
overlapping,animals,pragmatic,whale,4.4,cat,0.16
overlapping,animals,pragmatic,whale,4.4,animal,0.51
overlapping,animals,literal,golden retriever,4.5,pet,0.25
overlapping,animals,literal,golden retriever,4.5,lion,0.25
overlapping,animals,literal,golden retriever,4.5,cat,0.25
overlapping,animals,literal,golden retriever,4.5,animal,0.25
overlapping,animals,explicit,golden retriever,4.5,pet,0.60
overlapping,animals,explicit,golden retriever,4.5,lion,0.07
overlapping,animals,explicit,golden retriever,4.5,cat,0.08
overlapping,animals,explicit,golden retriever,4.5,animal,0.25
overlapping,animals,pragmatic,golden retriever,4.5,pet,0.69
overlapping,animals,pragmatic,golden retriever,4.5,lion,0.05
overlapping,animals,pragmatic,golden retriever,4.5,cat,0.05
overlapping,animals,pragmatic,golden retriever,4.5,animal,0.22
overlapping,animals,literal,house cat,4.5,pet,0.25
overlapping,animals,literal,house cat,4.5,lion,0.25
overlapping,animals,literal,house cat,4.5,cat,0.25
overlapping,animals,literal,house cat,4.5,animal,0.25
overlapping,animals,explicit,house cat,4.5,pet,0.13
overlapping,animals,explicit,house cat,4.5,lion,0.01
overlapping,animals,explicit,house cat,4.5,cat,0.84
overlapping,animals,explicit,house cat,4.5,animal,0.02
overlapping,animals,pragmatic,house cat,4.5,pet,0.05
overlapping,animals,pragmatic,house cat,4.5,lion,0.03
overlapping,animals,pragmatic,house cat,4.5,cat,0.89
overlapping,animals,pragmatic,house cat,4.5,animal,0.03
overlapping,animals,literal,lion,4.5,pet,0.25
overlapping,animals,literal,lion,4.5,lion,0.25
overlapping,animals,literal,lion,4.5,cat,0.25
overlapping,animals,literal,lion,4.5,animal,0.25
overlapping,animals,explicit,lion,4.5,pet,0.01
overlapping,animals,explicit,lion,4.5,lion,0.91
overlapping,animals,explicit,lion,4.5,cat,0.01
overlapping,animals,explicit,lion,4.5,animal,0.08
overlapping,animals,pragmatic,lion,4.5,pet,0.03
overlapping,animals,pragmatic,lion,4.5,lion,0.90
overlapping,animals,pragmatic,lion,4.5,cat,0.03
overlapping,animals,pragmatic,lion,4.5,animal,0.05
overlapping,animals,literal,whale,4.5,pet,0.25
overlapping,animals,literal,whale,4.5,lion,0.25
overlapping,animals,literal,whale,4.5,cat,0.25
overlapping,animals,literal,whale,4.5,animal,0.25
overlapping,animals,explicit,whale,4.5,pet,0.23
overlapping,animals,explicit,whale,4.5,lion,0.23
overlapping,animals,explicit,whale,4.5,cat,0.23
overlapping,animals,explicit,whale,4.5,animal,0.30
overlapping,animals,pragmatic,whale,4.5,pet,0.18
overlapping,animals,pragmatic,whale,4.5,lion,0.14
overlapping,animals,pragmatic,whale,4.5,cat,0.15
overlapping,animals,pragmatic,whale,4.5,animal,0.53
overlapping,animals,literal,golden retriever,4.6,pet,0.25
overlapping,animals,literal,golden retriever,4.6,lion,0.25
overlapping,animals,literal,golden retriever,4.6,cat,0.25
overlapping,animals,literal,golden retriever,4.6,animal,0.25
overlapping,animals,explicit,golden retriever,4.6,pet,0.61
overlapping,animals,explicit,golden retriever,4.6,lion,0.07
overlapping,animals,explicit,golden retriever,4.6,cat,0.08
overlapping,animals,explicit,golden retriever,4.6,animal,0.24
overlapping,animals,pragmatic,golden retriever,4.6,pet,0.70
overlapping,animals,pragmatic,golden retriever,4.6,lion,0.04
overlapping,animals,pragmatic,golden retriever,4.6,cat,0.04
overlapping,animals,pragmatic,golden retriever,4.6,animal,0.21
overlapping,animals,literal,house cat,4.6,pet,0.25
overlapping,animals,literal,house cat,4.6,lion,0.25
overlapping,animals,literal,house cat,4.6,cat,0.25
overlapping,animals,literal,house cat,4.6,animal,0.25
overlapping,animals,explicit,house cat,4.6,pet,0.12
overlapping,animals,explicit,house cat,4.6,lion,0.01
overlapping,animals,explicit,house cat,4.6,cat,0.85
overlapping,animals,explicit,house cat,4.6,animal,0.02
overlapping,animals,pragmatic,house cat,4.6,pet,0.05
overlapping,animals,pragmatic,house cat,4.6,lion,0.03
overlapping,animals,pragmatic,house cat,4.6,cat,0.90
overlapping,animals,pragmatic,house cat,4.6,animal,0.03
overlapping,animals,literal,lion,4.6,pet,0.25
overlapping,animals,literal,lion,4.6,lion,0.25
overlapping,animals,literal,lion,4.6,cat,0.25
overlapping,animals,literal,lion,4.6,animal,0.25
overlapping,animals,explicit,lion,4.6,pet,0.01
overlapping,animals,explicit,lion,4.6,lion,0.91
overlapping,animals,explicit,lion,4.6,cat,0.01
overlapping,animals,explicit,lion,4.6,animal,0.07
overlapping,animals,pragmatic,lion,4.6,pet,0.02
overlapping,animals,pragmatic,lion,4.6,lion,0.91
overlapping,animals,pragmatic,lion,4.6,cat,0.02
overlapping,animals,pragmatic,lion,4.6,animal,0.04
overlapping,animals,literal,whale,4.6,pet,0.25
overlapping,animals,literal,whale,4.6,lion,0.25
overlapping,animals,literal,whale,4.6,cat,0.25
overlapping,animals,literal,whale,4.6,animal,0.25
overlapping,animals,explicit,whale,4.6,pet,0.23
overlapping,animals,explicit,whale,4.6,lion,0.23
overlapping,animals,explicit,whale,4.6,cat,0.23
overlapping,animals,explicit,whale,4.6,animal,0.30
overlapping,animals,pragmatic,whale,4.6,pet,0.18
overlapping,animals,pragmatic,whale,4.6,lion,0.14
overlapping,animals,pragmatic,whale,4.6,cat,0.14
overlapping,animals,pragmatic,whale,4.6,animal,0.54
overlapping,animals,literal,golden retriever,4.7,pet,0.25
overlapping,animals,literal,golden retriever,4.7,lion,0.25
overlapping,animals,literal,golden retriever,4.7,cat,0.25
overlapping,animals,literal,golden retriever,4.7,animal,0.25
overlapping,animals,explicit,golden retriever,4.7,pet,0.62
overlapping,animals,explicit,golden retriever,4.7,lion,0.07
overlapping,animals,explicit,golden retriever,4.7,cat,0.07
overlapping,animals,explicit,golden retriever,4.7,animal,0.24
overlapping,animals,pragmatic,golden retriever,4.7,pet,0.72
overlapping,animals,pragmatic,golden retriever,4.7,lion,0.04
overlapping,animals,pragmatic,golden retriever,4.7,cat,0.04
overlapping,animals,pragmatic,golden retriever,4.7,animal,0.20
overlapping,animals,literal,house cat,4.7,pet,0.25
overlapping,animals,literal,house cat,4.7,lion,0.25
overlapping,animals,literal,house cat,4.7,cat,0.25
overlapping,animals,literal,house cat,4.7,animal,0.25
overlapping,animals,explicit,house cat,4.7,pet,0.12
overlapping,animals,explicit,house cat,4.7,lion,0.01
overlapping,animals,explicit,house cat,4.7,cat,0.86
overlapping,animals,explicit,house cat,4.7,animal,0.02
overlapping,animals,pragmatic,house cat,4.7,pet,0.04
overlapping,animals,pragmatic,house cat,4.7,lion,0.02
overlapping,animals,pragmatic,house cat,4.7,cat,0.91
overlapping,animals,pragmatic,house cat,4.7,animal,0.03
overlapping,animals,literal,lion,4.7,pet,0.25
overlapping,animals,literal,lion,4.7,lion,0.25
overlapping,animals,literal,lion,4.7,cat,0.25
overlapping,animals,literal,lion,4.7,animal,0.25
overlapping,animals,explicit,lion,4.7,pet,0.01
overlapping,animals,explicit,lion,4.7,lion,0.92
overlapping,animals,explicit,lion,4.7,cat,0.01
overlapping,animals,explicit,lion,4.7,animal,0.07
overlapping,animals,pragmatic,lion,4.7,pet,0.02
overlapping,animals,pragmatic,lion,4.7,lion,0.92
overlapping,animals,pragmatic,lion,4.7,cat,0.02
overlapping,animals,pragmatic,lion,4.7,animal,0.04
overlapping,animals,literal,whale,4.7,pet,0.25
overlapping,animals,literal,whale,4.7,lion,0.25
overlapping,animals,literal,whale,4.7,cat,0.25
overlapping,animals,literal,whale,4.7,animal,0.25
overlapping,animals,explicit,whale,4.7,pet,0.23
overlapping,animals,explicit,whale,4.7,lion,0.23
overlapping,animals,explicit,whale,4.7,cat,0.23
overlapping,animals,explicit,whale,4.7,animal,0.30
overlapping,animals,pragmatic,whale,4.7,pet,0.17
overlapping,animals,pragmatic,whale,4.7,lion,0.13
overlapping,animals,pragmatic,whale,4.7,cat,0.14
overlapping,animals,pragmatic,whale,4.7,animal,0.56
overlapping,animals,literal,golden retriever,4.8,pet,0.25
overlapping,animals,literal,golden retriever,4.8,lion,0.25
overlapping,animals,literal,golden retriever,4.8,cat,0.25
overlapping,animals,literal,golden retriever,4.8,animal,0.25
overlapping,animals,explicit,golden retriever,4.8,pet,0.62
overlapping,animals,explicit,golden retriever,4.8,lion,0.06
overlapping,animals,explicit,golden retriever,4.8,cat,0.07
overlapping,animals,explicit,golden retriever,4.8,animal,0.24
overlapping,animals,pragmatic,golden retriever,4.8,pet,0.73
overlapping,animals,pragmatic,golden retriever,4.8,lion,0.04
overlapping,animals,pragmatic,golden retriever,4.8,cat,0.04
overlapping,animals,pragmatic,golden retriever,4.8,animal,0.19
overlapping,animals,literal,house cat,4.8,pet,0.25
overlapping,animals,literal,house cat,4.8,lion,0.25
overlapping,animals,literal,house cat,4.8,cat,0.25
overlapping,animals,literal,house cat,4.8,animal,0.25
overlapping,animals,explicit,house cat,4.8,pet,0.11
overlapping,animals,explicit,house cat,4.8,lion,0.01
overlapping,animals,explicit,house cat,4.8,cat,0.86
overlapping,animals,explicit,house cat,4.8,animal,0.02
overlapping,animals,pragmatic,house cat,4.8,pet,0.04
overlapping,animals,pragmatic,house cat,4.8,lion,0.02
overlapping,animals,pragmatic,house cat,4.8,cat,0.92
overlapping,animals,pragmatic,house cat,4.8,animal,0.02
overlapping,animals,literal,lion,4.8,pet,0.25
overlapping,animals,literal,lion,4.8,lion,0.25
overlapping,animals,literal,lion,4.8,cat,0.25
overlapping,animals,literal,lion,4.8,animal,0.25
overlapping,animals,explicit,lion,4.8,pet,0.01
overlapping,animals,explicit,lion,4.8,lion,0.92
overlapping,animals,explicit,lion,4.8,cat,0.01
overlapping,animals,explicit,lion,4.8,animal,0.07
overlapping,animals,pragmatic,lion,4.8,pet,0.02
overlapping,animals,pragmatic,lion,4.8,lion,0.93
overlapping,animals,pragmatic,lion,4.8,cat,0.02
overlapping,animals,pragmatic,lion,4.8,animal,0.03
overlapping,animals,literal,whale,4.8,pet,0.25
overlapping,animals,literal,whale,4.8,lion,0.25
overlapping,animals,literal,whale,4.8,cat,0.25
overlapping,animals,literal,whale,4.8,animal,0.25
overlapping,animals,explicit,whale,4.8,pet,0.23
overlapping,animals,explicit,whale,4.8,lion,0.23
overlapping,animals,explicit,whale,4.8,cat,0.23
overlapping,animals,explicit,whale,4.8,animal,0.30
overlapping,animals,pragmatic,whale,4.8,pet,0.16
overlapping,animals,pragmatic,whale,4.8,lion,0.13
overlapping,animals,pragmatic,whale,4.8,cat,0.13
overlapping,animals,pragmatic,whale,4.8,animal,0.58
overlapping,animals,literal,golden retriever,4.9,pet,0.25
overlapping,animals,literal,golden retriever,4.9,lion,0.25
overlapping,animals,literal,golden retriever,4.9,cat,0.25
overlapping,animals,literal,golden retriever,4.9,animal,0.25
overlapping,animals,explicit,golden retriever,4.9,pet,0.63
overlapping,animals,explicit,golden retriever,4.9,lion,0.06
overlapping,animals,explicit,golden retriever,4.9,cat,0.07
overlapping,animals,explicit,golden retriever,4.9,animal,0.24
overlapping,animals,pragmatic,golden retriever,4.9,pet,0.75
overlapping,animals,pragmatic,golden retriever,4.9,lion,0.03
overlapping,animals,pragmatic,golden retriever,4.9,cat,0.03
overlapping,animals,pragmatic,golden retriever,4.9,animal,0.19
overlapping,animals,literal,house cat,4.9,pet,0.25
overlapping,animals,literal,house cat,4.9,lion,0.25
overlapping,animals,literal,house cat,4.9,cat,0.25
overlapping,animals,literal,house cat,4.9,animal,0.25
overlapping,animals,explicit,house cat,4.9,pet,0.11
overlapping,animals,explicit,house cat,4.9,lion,0.01
overlapping,animals,explicit,house cat,4.9,cat,0.87
overlapping,animals,explicit,house cat,4.9,animal,0.02
overlapping,animals,pragmatic,house cat,4.9,pet,0.03
overlapping,animals,pragmatic,house cat,4.9,lion,0.02
overlapping,animals,pragmatic,house cat,4.9,cat,0.93
overlapping,animals,pragmatic,house cat,4.9,animal,0.02
overlapping,animals,literal,lion,4.9,pet,0.25
overlapping,animals,literal,lion,4.9,lion,0.25
overlapping,animals,literal,lion,4.9,cat,0.25
overlapping,animals,literal,lion,4.9,animal,0.25
overlapping,animals,explicit,lion,4.9,pet,0.00
overlapping,animals,explicit,lion,4.9,lion,0.93
overlapping,animals,explicit,lion,4.9,cat,0.01
overlapping,animals,explicit,lion,4.9,animal,0.06
overlapping,animals,pragmatic,lion,4.9,pet,0.02
overlapping,animals,pragmatic,lion,4.9,lion,0.94
overlapping,animals,pragmatic,lion,4.9,cat,0.02
overlapping,animals,pragmatic,lion,4.9,animal,0.03
overlapping,animals,literal,whale,4.9,pet,0.25
overlapping,animals,literal,whale,4.9,lion,0.25
overlapping,animals,literal,whale,4.9,cat,0.25
overlapping,animals,literal,whale,4.9,animal,0.25
overlapping,animals,explicit,whale,4.9,pet,0.23
overlapping,animals,explicit,whale,4.9,lion,0.23
overlapping,animals,explicit,whale,4.9,cat,0.23
overlapping,animals,explicit,whale,4.9,animal,0.30
overlapping,animals,pragmatic,whale,4.9,pet,0.16
overlapping,animals,pragmatic,whale,4.9,lion,0.12
overlapping,animals,pragmatic,whale,4.9,cat,0.13
overlapping,animals,pragmatic,whale,4.9,animal,0.60
overlapping,animals,literal,golden retriever,5.0,pet,0.25
overlapping,animals,literal,golden retriever,5.0,lion,0.25
overlapping,animals,literal,golden retriever,5.0,cat,0.25
overlapping,animals,literal,golden retriever,5.0,animal,0.25
overlapping,animals,explicit,golden retriever,5.0,pet,0.64
overlapping,animals,explicit,golden retriever,5.0,lion,0.06
overlapping,animals,explicit,golden retriever,5.0,cat,0.07
overlapping,animals,explicit,golden retriever,5.0,animal,0.24
overlapping,animals,pragmatic,golden retriever,5.0,pet,0.76
overlapping,animals,pragmatic,golden retriever,5.0,lion,0.03
overlapping,animals,pragmatic,golden retriever,5.0,cat,0.03
overlapping,animals,pragmatic,golden retriever,5.0,animal,0.18
overlapping,animals,literal,house cat,5.0,pet,0.25
overlapping,animals,literal,house cat,5.0,lion,0.25
overlapping,animals,literal,house cat,5.0,cat,0.25
overlapping,animals,literal,house cat,5.0,animal,0.25
overlapping,animals,explicit,house cat,5.0,pet,0.10
overlapping,animals,explicit,house cat,5.0,lion,0.01
overlapping,animals,explicit,house cat,5.0,cat,0.88
overlapping,animals,explicit,house cat,5.0,animal,0.02
overlapping,animals,pragmatic,house cat,5.0,pet,0.03
overlapping,animals,pragmatic,house cat,5.0,lion,0.02
overlapping,animals,pragmatic,house cat,5.0,cat,0.93
overlapping,animals,pragmatic,house cat,5.0,animal,0.02
overlapping,animals,literal,lion,5.0,pet,0.25
overlapping,animals,literal,lion,5.0,lion,0.25
overlapping,animals,literal,lion,5.0,cat,0.25
overlapping,animals,literal,lion,5.0,animal,0.25
overlapping,animals,explicit,lion,5.0,pet,0.00
overlapping,animals,explicit,lion,5.0,lion,0.93
overlapping,animals,explicit,lion,5.0,cat,0.00
overlapping,animals,explicit,lion,5.0,animal,0.06
overlapping,animals,pragmatic,lion,5.0,pet,0.02
overlapping,animals,pragmatic,lion,5.0,lion,0.94
overlapping,animals,pragmatic,lion,5.0,cat,0.02
overlapping,animals,pragmatic,lion,5.0,animal,0.03
overlapping,animals,literal,whale,5.0,pet,0.25
overlapping,animals,literal,whale,5.0,lion,0.25
overlapping,animals,literal,whale,5.0,cat,0.25
overlapping,animals,literal,whale,5.0,animal,0.25
overlapping,animals,explicit,whale,5.0,pet,0.23
overlapping,animals,explicit,whale,5.0,lion,0.23
overlapping,animals,explicit,whale,5.0,cat,0.23
overlapping,animals,explicit,whale,5.0,animal,0.31
overlapping,animals,pragmatic,whale,5.0,pet,0.15
overlapping,animals,pragmatic,whale,5.0,lion,0.12
overlapping,animals,pragmatic,whale,5.0,cat,0.12
overlapping,animals,pragmatic,whale,5.0,animal,0.61
overlapping,animals,literal,golden retriever,5.1,pet,0.25
overlapping,animals,literal,golden retriever,5.1,lion,0.25
overlapping,animals,literal,golden retriever,5.1,cat,0.25
overlapping,animals,literal,golden retriever,5.1,animal,0.25
overlapping,animals,explicit,golden retriever,5.1,pet,0.65
overlapping,animals,explicit,golden retriever,5.1,lion,0.06
overlapping,animals,explicit,golden retriever,5.1,cat,0.06
overlapping,animals,explicit,golden retriever,5.1,animal,0.23
overlapping,animals,pragmatic,golden retriever,5.1,pet,0.78
overlapping,animals,pragmatic,golden retriever,5.1,lion,0.03
overlapping,animals,pragmatic,golden retriever,5.1,cat,0.03
overlapping,animals,pragmatic,golden retriever,5.1,animal,0.17
overlapping,animals,literal,house cat,5.1,pet,0.25
overlapping,animals,literal,house cat,5.1,lion,0.25
overlapping,animals,literal,house cat,5.1,cat,0.25
overlapping,animals,literal,house cat,5.1,animal,0.25
overlapping,animals,explicit,house cat,5.1,pet,0.10
overlapping,animals,explicit,house cat,5.1,lion,0.00
overlapping,animals,explicit,house cat,5.1,cat,0.88
overlapping,animals,explicit,house cat,5.1,animal,0.01
overlapping,animals,pragmatic,house cat,5.1,pet,0.03
overlapping,animals,pragmatic,house cat,5.1,lion,0.02
overlapping,animals,pragmatic,house cat,5.1,cat,0.94
overlapping,animals,pragmatic,house cat,5.1,animal,0.02
overlapping,animals,literal,lion,5.1,pet,0.25
overlapping,animals,literal,lion,5.1,lion,0.25
overlapping,animals,literal,lion,5.1,cat,0.25
overlapping,animals,literal,lion,5.1,animal,0.25
overlapping,animals,explicit,lion,5.1,pet,0.00
overlapping,animals,explicit,lion,5.1,lion,0.94
overlapping,animals,explicit,lion,5.1,cat,0.00
overlapping,animals,explicit,lion,5.1,animal,0.06
overlapping,animals,pragmatic,lion,5.1,pet,0.01
overlapping,animals,pragmatic,lion,5.1,lion,0.95
overlapping,animals,pragmatic,lion,5.1,cat,0.01
overlapping,animals,pragmatic,lion,5.1,animal,0.02
overlapping,animals,literal,whale,5.1,pet,0.25
overlapping,animals,literal,whale,5.1,lion,0.25
overlapping,animals,literal,whale,5.1,cat,0.25
overlapping,animals,literal,whale,5.1,animal,0.25
overlapping,animals,explicit,whale,5.1,pet,0.23
overlapping,animals,explicit,whale,5.1,lion,0.23
overlapping,animals,explicit,whale,5.1,cat,0.23
overlapping,animals,explicit,whale,5.1,animal,0.31
overlapping,animals,pragmatic,whale,5.1,pet,0.14
overlapping,animals,pragmatic,whale,5.1,lion,0.11
overlapping,animals,pragmatic,whale,5.1,cat,0.12
overlapping,animals,pragmatic,whale,5.1,animal,0.63
overlapping,animals,literal,golden retriever,5.2,pet,0.25
overlapping,animals,literal,golden retriever,5.2,lion,0.25
overlapping,animals,literal,golden retriever,5.2,cat,0.25
overlapping,animals,literal,golden retriever,5.2,animal,0.25
overlapping,animals,explicit,golden retriever,5.2,pet,0.65
overlapping,animals,explicit,golden retriever,5.2,lion,0.05
overlapping,animals,explicit,golden retriever,5.2,cat,0.06
overlapping,animals,explicit,golden retriever,5.2,animal,0.23
overlapping,animals,pragmatic,golden retriever,5.2,pet,0.79
overlapping,animals,pragmatic,golden retriever,5.2,lion,0.02
overlapping,animals,pragmatic,golden retriever,5.2,cat,0.03
overlapping,animals,pragmatic,golden retriever,5.2,animal,0.16
overlapping,animals,literal,house cat,5.2,pet,0.25
overlapping,animals,literal,house cat,5.2,lion,0.25
overlapping,animals,literal,house cat,5.2,cat,0.25
overlapping,animals,literal,house cat,5.2,animal,0.25
overlapping,animals,explicit,house cat,5.2,pet,0.10
overlapping,animals,explicit,house cat,5.2,lion,0.00
overlapping,animals,explicit,house cat,5.2,cat,0.89
overlapping,animals,explicit,house cat,5.2,animal,0.01
overlapping,animals,pragmatic,house cat,5.2,pet,0.02
overlapping,animals,pragmatic,house cat,5.2,lion,0.01
overlapping,animals,pragmatic,house cat,5.2,cat,0.95
overlapping,animals,pragmatic,house cat,5.2,animal,0.02
overlapping,animals,literal,lion,5.2,pet,0.25
overlapping,animals,literal,lion,5.2,lion,0.25
overlapping,animals,literal,lion,5.2,cat,0.25
overlapping,animals,literal,lion,5.2,animal,0.25
overlapping,animals,explicit,lion,5.2,pet,0.00
overlapping,animals,explicit,lion,5.2,lion,0.94
overlapping,animals,explicit,lion,5.2,cat,0.00
overlapping,animals,explicit,lion,5.2,animal,0.05
overlapping,animals,pragmatic,lion,5.2,pet,0.01
overlapping,animals,pragmatic,lion,5.2,lion,0.95
overlapping,animals,pragmatic,lion,5.2,cat,0.01
overlapping,animals,pragmatic,lion,5.2,animal,0.02
overlapping,animals,literal,whale,5.2,pet,0.25
overlapping,animals,literal,whale,5.2,lion,0.25
overlapping,animals,literal,whale,5.2,cat,0.25
overlapping,animals,literal,whale,5.2,animal,0.25
overlapping,animals,explicit,whale,5.2,pet,0.23
overlapping,animals,explicit,whale,5.2,lion,0.23
overlapping,animals,explicit,whale,5.2,cat,0.23
overlapping,animals,explicit,whale,5.2,animal,0.31
overlapping,animals,pragmatic,whale,5.2,pet,0.14
overlapping,animals,pragmatic,whale,5.2,lion,0.11
overlapping,animals,pragmatic,whale,5.2,cat,0.11
overlapping,animals,pragmatic,whale,5.2,animal,0.65
overlapping,animals,literal,golden retriever,5.3,pet,0.25
overlapping,animals,literal,golden retriever,5.3,lion,0.25
overlapping,animals,literal,golden retriever,5.3,cat,0.25
overlapping,animals,literal,golden retriever,5.3,animal,0.25
overlapping,animals,explicit,golden retriever,5.3,pet,0.66
overlapping,animals,explicit,golden retriever,5.3,lion,0.05
overlapping,animals,explicit,golden retriever,5.3,cat,0.06
overlapping,animals,explicit,golden retriever,5.3,animal,0.23
overlapping,animals,pragmatic,golden retriever,5.3,pet,0.80
overlapping,animals,pragmatic,golden retriever,5.3,lion,0.02
overlapping,animals,pragmatic,golden retriever,5.3,cat,0.02
overlapping,animals,pragmatic,golden retriever,5.3,animal,0.15
overlapping,animals,literal,house cat,5.3,pet,0.25
overlapping,animals,literal,house cat,5.3,lion,0.25
overlapping,animals,literal,house cat,5.3,cat,0.25
overlapping,animals,literal,house cat,5.3,animal,0.25
overlapping,animals,explicit,house cat,5.3,pet,0.09
overlapping,animals,explicit,house cat,5.3,lion,0.00
overlapping,animals,explicit,house cat,5.3,cat,0.89
overlapping,animals,explicit,house cat,5.3,animal,0.01
overlapping,animals,pragmatic,house cat,5.3,pet,0.02
overlapping,animals,pragmatic,house cat,5.3,lion,0.01
overlapping,animals,pragmatic,house cat,5.3,cat,0.95
overlapping,animals,pragmatic,house cat,5.3,animal,0.01
overlapping,animals,literal,lion,5.3,pet,0.25
overlapping,animals,literal,lion,5.3,lion,0.25
overlapping,animals,literal,lion,5.3,cat,0.25
overlapping,animals,literal,lion,5.3,animal,0.25
overlapping,animals,explicit,lion,5.3,pet,0.00
overlapping,animals,explicit,lion,5.3,lion,0.94
overlapping,animals,explicit,lion,5.3,cat,0.00
overlapping,animals,explicit,lion,5.3,animal,0.05
overlapping,animals,pragmatic,lion,5.3,pet,0.01
overlapping,animals,pragmatic,lion,5.3,lion,0.96
overlapping,animals,pragmatic,lion,5.3,cat,0.01
overlapping,animals,pragmatic,lion,5.3,animal,0.02
overlapping,animals,literal,whale,5.3,pet,0.25
overlapping,animals,literal,whale,5.3,lion,0.25
overlapping,animals,literal,whale,5.3,cat,0.25
overlapping,animals,literal,whale,5.3,animal,0.25
overlapping,animals,explicit,whale,5.3,pet,0.23
overlapping,animals,explicit,whale,5.3,lion,0.23
overlapping,animals,explicit,whale,5.3,cat,0.23
overlapping,animals,explicit,whale,5.3,animal,0.31
overlapping,animals,pragmatic,whale,5.3,pet,0.13
overlapping,animals,pragmatic,whale,5.3,lion,0.10
overlapping,animals,pragmatic,whale,5.3,cat,0.10
overlapping,animals,pragmatic,whale,5.3,animal,0.67
overlapping,animals,literal,golden retriever,5.4,pet,0.25
overlapping,animals,literal,golden retriever,5.4,lion,0.25
overlapping,animals,literal,golden retriever,5.4,cat,0.25
overlapping,animals,literal,golden retriever,5.4,animal,0.25
overlapping,animals,explicit,golden retriever,5.4,pet,0.67
overlapping,animals,explicit,golden retriever,5.4,lion,0.05
overlapping,animals,explicit,golden retriever,5.4,cat,0.06
overlapping,animals,explicit,golden retriever,5.4,animal,0.23
overlapping,animals,pragmatic,golden retriever,5.4,pet,0.82
overlapping,animals,pragmatic,golden retriever,5.4,lion,0.02
overlapping,animals,pragmatic,golden retriever,5.4,cat,0.02
overlapping,animals,pragmatic,golden retriever,5.4,animal,0.14
overlapping,animals,literal,house cat,5.4,pet,0.25
overlapping,animals,literal,house cat,5.4,lion,0.25
overlapping,animals,literal,house cat,5.4,cat,0.25
overlapping,animals,literal,house cat,5.4,animal,0.25
overlapping,animals,explicit,house cat,5.4,pet,0.09
overlapping,animals,explicit,house cat,5.4,lion,0.00
overlapping,animals,explicit,house cat,5.4,cat,0.90
overlapping,animals,explicit,house cat,5.4,animal,0.01
overlapping,animals,pragmatic,house cat,5.4,pet,0.02
overlapping,animals,pragmatic,house cat,5.4,lion,0.01
