iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546231852517	0	overlap	8S,3D	4H,3D	Where is the 3 of diamonds?	13200	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546231946774	0	overlap	8S,3D	4H,3D	Where is the 8 of spades?	39387	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546231992965	1	overlap	9C,10H	4D,10H	Where is the 10 of hearts?	5747	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232038456	1	overlap	9C,10H	4D,10H	Where is the 9 of clubs?	9885	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232070203	2	catch	2D	JD	Where is the 2 of diamonds?	10752	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232114216	3	baseline	2C,KH	3H,AD	Where is the three of hearts?	4361	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232140825	3	baseline	2C,KH	3H,AD	Where is the king of hearts?	4950	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232169785	3	baseline	2C,KH	3H,AD	Where is the two of clubs?	7985	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232201526	4	baseline	2C,2D	9H,KH	Where is the 2 of diamonds?	15585	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232264733	4	baseline	2C,2D	9H,KH	Where is the 2 of clubs?	19487	chatMessage
full_sample	3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff	1546232295914	5	catch	4H	AD	Where is the 4 of hearts?	4799	chatMessage
