iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533486374	0	baseline	4H,QC	6S,2D	Where is the four of hearts?	4612	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533537755	0	baseline	4H,QC	6S,2D	Where is the queen spade?	6179	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533560997	1	catch	8S	8D	Where is the Where is the 8 of diamonds?	5069	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533584193	1	catch	8S	8D	Where is the Where is the 8 of spades??	10084	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533630457	2	overlap	2D,9D	10C,9D	Where is the two diamonds?	7727	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533648812	2	overlap	2D,9D	10C,9D	Where is the nine diomands?	5125	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533665778	3	overlap	5C,9H	QH,9H	Where is the Where is the 9 of hearts?	4411	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533694721	3	overlap	5C,9H	QH,9H	Where is the five of clubs?	8683	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533726849	4	catch	8C	4H	Where is the 8 spades?	3740	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533744226	5	baseline	QD,AS	6H,7H	Where is the Ace of spades?	3462	chatMessage
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533767772	5	baseline	QD,AS	6H,7H	Where is the queen of diamonds?	5090	chatMessage
