iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220839250	0	overlap	3D,KD	AH,KD	Where is the A's of hearts?	4707	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220883113	0	overlap	3D,KD	AH,KD	Where is the where is the K of diamonds?	12484	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220929763	1	catch	7H	8S	Where is the where is seven of hearts?	13755	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220951686	2	catch	9S	10S	Where is the 9 of hearts??	3768	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220992877	3	baseline	10H,5D	KD,6S	Where is the Where is the king of diomands?	10141	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221016578	3	baseline	10H,5D	KD,6S	Where is the where is the six of spades?	10248	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221039085	3	baseline	10H,5D	KD,6S	Where is the where is five of dimonds?	6574	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221057292	3	baseline	10H,5D	KD,6S	Where is the where is ten of hearts?	7935	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221078303	4	baseline	3D,2H	JS,6H	Where is the Where is the 3 of diamonds?	10482	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221112518	4	baseline	3D,2H	JS,6H	Where is the where is the 2 of hearts?	7108	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221146803	5	overlap	AD,4C	7C,4C	Where is the where is the 4 of clubs?	12610	chatMessage
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221190098	5	overlap	AD,4C	7C,4C	Where is the where is the As of diomonds?	17465	chatMessage
