gameid, time, goal, objectSet, word, online
0967-a,1430015602577,daisy,4, where ,on
0967-a,1430015604462,daisy,4, is ,on
0967-a,1430015606632,daisy,4, the ,on
0967-a,1430015611027,daisy,4, flower ,on
