iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	timeFromMessage	revealedObjs	numRevealed	fullContext	eventType
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809355409	0	baseline	6H,6C	4C,2C	seeker	bot	2500	2C	1	[{"name":"7H","gridX":3,"gridY":3},{"name":"6C","gridX":3,"gridY":1},{"name":"AH","gridX":3,"gridY":4},{"name":"KC","gridX":2,"gridY":1},{"name":"7D","gridX":1,"gridY":1},{"name":"2C","gridX":4,"gridY":3},{"name":"6H","gridX":1,"gridY":2},{"name":"4C","gridX":2,"gridY":3}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809373543	0	baseline	6H,6C	4C,2C	seeker	bot	2500	4C	1	[{"name":"7H","gridX":3,"gridY":3},{"name":"6C","gridX":3,"gridY":1},{"name":"AH","gridX":3,"gridY":4},{"name":"KC","gridX":2,"gridY":1},{"name":"7D","gridX":1,"gridY":1},{"name":"2C","gridX":4,"gridY":3},{"name":"6H","gridX":1,"gridY":2},{"name":"4C","gridX":2,"gridY":3}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809388365	0	baseline	6H,6C	4C,2C	seeker	bot	2500	6H,6C	2	[{"name":"7H","gridX":3,"gridY":3},{"name":"6C","gridX":3,"gridY":1},{"name":"AH","gridX":3,"gridY":4},{"name":"KC","gridX":2,"gridY":1},{"name":"7D","gridX":1,"gridY":1},{"name":"2C","gridX":4,"gridY":3},{"name":"6H","gridX":1,"gridY":2},{"name":"4C","gridX":2,"gridY":3}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809408387	1	catch	JH	5S	seeker	bot	2500	5S	1	[{"name":"AS","gridX":2,"gridY":4},{"name":"2H","gridX":3,"gridY":1},{"name":"4S","gridX":4,"gridY":1},{"name":"3C","gridX":3,"gridY":4},{"name":"8H","gridX":4,"gridY":2},{"name":"JH","gridX":2,"gridY":3},{"name":"5S","gridX":4,"gridY":3},{"name":"QC","gridX":1,"gridY":2}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809421979	1	catch	JH	5S	seeker	bot	2500	JH	1	[{"name":"AS","gridX":2,"gridY":4},{"name":"2H","gridX":3,"gridY":1},{"name":"4S","gridX":4,"gridY":1},{"name":"3C","gridX":3,"gridY":4},{"name":"8H","gridX":4,"gridY":2},{"name":"JH","gridX":2,"gridY":3},{"name":"5S","gridX":4,"gridY":3},{"name":"QC","gridX":1,"gridY":2}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809444255	2	overlap	JC,2S	4D,2S	seeker	bot	2500	4D	1	[{"name":"2S","gridX":1,"gridY":2},{"name":"9H","gridX":1,"gridY":4},{"name":"JC","gridX":2,"gridY":1},{"name":"7H","gridX":4,"gridY":4},{"name":"4D","gridX":3,"gridY":3},{"name":"6S","gridX":2,"gridY":3}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809455304	2	overlap	JC,2S	4D,2S	seeker	bot	2500	JC	1	[{"name":"2S","gridX":1,"gridY":2},{"name":"9H","gridX":1,"gridY":4},{"name":"JC","gridX":2,"gridY":1},{"name":"7H","gridX":4,"gridY":4},{"name":"4D","gridX":3,"gridY":3},{"name":"6S","gridX":2,"gridY":3}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809468043	2	overlap	JC,2S	4D,2S	seeker	bot	2500	4D	1	[{"name":"2S","gridX":1,"gridY":2},{"name":"9H","gridX":1,"gridY":4},{"name":"JC","gridX":2,"gridY":1},{"name":"7H","gridX":4,"gridY":4},{"name":"4D","gridX":3,"gridY":3},{"name":"6S","gridX":2,"gridY":3}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809484054	2	overlap	JC,2S	4D,2S	seeker	bot	2500	4D	1	[{"name":"2S","gridX":1,"gridY":2},{"name":"9H","gridX":1,"gridY":4},{"name":"JC","gridX":2,"gridY":1},{"name":"7H","gridX":4,"gridY":4},{"name":"4D","gridX":3,"gridY":3},{"name":"6S","gridX":2,"gridY":3}]	reveal
single_player_sample	1356-b69a419d-4129-40ec-bc95-ef28172a8a58	1546809490127	2	overlap	JC,2S	4D,2S	seeker	bot	2500	2S	1	[{"name":"2S","gridX":1,"gridY":2},{"name":"9H","gridX":1,"gridY":4},{"name":"JC","gridX":2,"gridY":1},{"name":"7H","gridX":4,"gridY":4},{"name":"4D","gridX":3,"gridY":3},{"name":"6S","gridX":2,"gridY":3}]	reveal
