iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	timeFromMessage	revealedObjs	numRevealed	fullContext	eventType
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804722310	0	overlap	8S,10C	6D,10C	helper	human	23179	8S	1	[{"name":"9C","gridX":1,"gridY":4},{"name":"6D","gridX":1,"gridY":1},{"name":"10C","gridX":3,"gridY":3},{"name":"QD","gridX":1,"gridY":3},{"name":"8S","gridX":3,"gridY":2},{"name":"KH","gridX":2,"gridY":2},{"name":"5S","gridX":3,"gridY":4}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804738956	0	overlap	8S,10C	6D,10C	helper	human	11598	10C	1	[{"name":"9C","gridX":1,"gridY":4},{"name":"6D","gridX":1,"gridY":1},{"name":"10C","gridX":3,"gridY":3},{"name":"QD","gridX":1,"gridY":3},{"name":"8S","gridX":3,"gridY":2},{"name":"KH","gridX":2,"gridY":2},{"name":"5S","gridX":3,"gridY":4}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804752485	1	baseline	8C,QH	6H,KS	helper	human	4427	8C	1	[{"name":"8C","gridX":1,"gridY":4},{"name":"QH","gridX":2,"gridY":2},{"name":"JS","gridX":1,"gridY":1},{"name":"6H","gridX":4,"gridY":3},{"name":"KS","gridX":1,"gridY":3}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804760997	1	baseline	8C,QH	6H,KS	helper	human	3466	QH	1	[{"name":"8C","gridX":1,"gridY":4},{"name":"QH","gridX":2,"gridY":2},{"name":"JS","gridX":1,"gridY":1},{"name":"6H","gridX":4,"gridY":3},{"name":"KS","gridX":1,"gridY":3}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804773945	2	catch	AH	KC	helper	human	3836	AH	1	[{"name":"AH","gridX":3,"gridY":3},{"name":"7C","gridX":1,"gridY":2},{"name":"8S","gridX":2,"gridY":3},{"name":"3H","gridX":4,"gridY":2},{"name":"KC","gridX":3,"gridY":2},{"name":"8D","gridX":2,"gridY":1}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804791323	3	baseline	10D,8S	5C,JS	helper	bot	2500	JS	1	[{"name":"5C","gridX":2,"gridY":2},{"name":"10D","gridX":1,"gridY":3},{"name":"KD","gridX":4,"gridY":3},{"name":"8S","gridX":4,"gridY":2},{"name":"JS","gridX":1,"gridY":1}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804808662	3	baseline	10D,8S	5C,JS	helper	bot	2500	5C	1	[{"name":"5C","gridX":2,"gridY":2},{"name":"10D","gridX":1,"gridY":3},{"name":"KD","gridX":4,"gridY":3},{"name":"8S","gridX":4,"gridY":2},{"name":"JS","gridX":1,"gridY":1}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804833796	3	baseline	10D,8S	5C,JS	helper	bot	2500	10D,8S	2	[{"name":"5C","gridX":2,"gridY":2},{"name":"10D","gridX":1,"gridY":3},{"name":"KD","gridX":4,"gridY":3},{"name":"8S","gridX":4,"gridY":2},{"name":"JS","gridX":1,"gridY":1}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804853103	4	catch	7H	5S	helper	bot	2500	5S	1	[{"name":"7H","gridX":3,"gridY":4},{"name":"10C","gridX":4,"gridY":4},{"name":"6S","gridX":3,"gridY":1},{"name":"4D","gridX":4,"gridY":3},{"name":"3C","gridX":3,"gridY":2},{"name":"5S","gridX":1,"gridY":2}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804861017	4	catch	7H	5S	helper	bot	2500	7H	1	[{"name":"7H","gridX":3,"gridY":4},{"name":"10C","gridX":4,"gridY":4},{"name":"6S","gridX":3,"gridY":1},{"name":"4D","gridX":4,"gridY":3},{"name":"3C","gridX":3,"gridY":2},{"name":"5S","gridX":1,"gridY":2}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804875051	5	overlap	5D,5H	5S,5H	helper	bot	2500	5H	1	[{"name":"5D","gridX":2,"gridY":4},{"name":"5S","gridX":4,"gridY":2},{"name":"5H","gridX":3,"gridY":1},{"name":"AH","gridX":3,"gridY":2},{"name":"4C","gridX":2,"gridY":1}]	reveal
single_player_sample	7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc	1546804881876	5	overlap	5D,5H	5S,5H	helper	bot	2500	5D,5H	2	[{"name":"5D","gridX":2,"gridY":4},{"name":"5S","gridX":4,"gridY":2},{"name":"5H","gridX":3,"gridY":1},{"name":"AH","gridX":3,"gridY":2},{"name":"4C","gridX":2,"gridY":1}]	reveal
