iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	revealedObjs	numRevealed	fullContext	eventType
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432747172	0	baseline	KH,JC	7S,3S	KH	1	[{"name":"9D","gridX":1,"gridY":1},{"name":"7S","gridX":1,"gridY":4},{"name":"JC","gridX":1,"gridY":3},{"name":"KH","gridX":2,"gridY":4},{"name":"3S","gridX":3,"gridY":1},{"name":"2H","gridX":2,"gridY":1}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432755906	0	baseline	KH,JC	7S,3S	JC	1	[{"name":"9D","gridX":1,"gridY":1},{"name":"7S","gridX":1,"gridY":4},{"name":"JC","gridX":1,"gridY":3},{"name":"KH","gridX":2,"gridY":4},{"name":"3S","gridX":3,"gridY":1},{"name":"2H","gridX":2,"gridY":1}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432773275	1	baseline	8C,2C	QD,4C	8C,2C	2	[{"name":"QD","gridX":3,"gridY":4},{"name":"6D","gridX":2,"gridY":1},{"name":"9S","gridX":4,"gridY":3},{"name":"8C","gridX":2,"gridY":2},{"name":"2C","gridX":4,"gridY":2},{"name":"4C","gridX":3,"gridY":2},{"name":"7D","gridX":2,"gridY":3}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432786250	2	catch	3S	AD	3S	1	[{"name":"JH","gridX":3,"gridY":2},{"name":"AD","gridX":4,"gridY":2},{"name":"6S","gridX":1,"gridY":1},{"name":"KH","gridX":2,"gridY":3},{"name":"3C","gridX":3,"gridY":1},{"name":"AH","gridX":4,"gridY":3},{"name":"3S","gridX":4,"gridY":4},{"name":"2D","gridX":1,"gridY":3}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432800292	3	catch	9D	QC	7H,9D	2	[{"name":"9D","gridX":3,"gridY":4},{"name":"JS","gridX":1,"gridY":3},{"name":"6C","gridX":2,"gridY":1},{"name":"7H","gridX":4,"gridY":4},{"name":"QC","gridX":1,"gridY":1}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432814154	4	overlap	10C,KH	3S,KH	10C,KH	2	[{"name":"4S","gridX":4,"gridY":3},{"name":"KH","gridX":4,"gridY":1},{"name":"10C","gridX":1,"gridY":4},{"name":"QS","gridX":4,"gridY":4},{"name":"3S","gridX":1,"gridY":1},{"name":"3D","gridX":3,"gridY":4},{"name":"8S","gridX":1,"gridY":3}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432828304	5	overlap	4C,9S	6S,9S	QD	1	[{"name":"4C","gridX":1,"gridY":4},{"name":"QD","gridX":2,"gridY":4},{"name":"9D","gridX":4,"gridY":4},{"name":"9S","gridX":4,"gridY":3},{"name":"AC","gridX":4,"gridY":1},{"name":"6S","gridX":1,"gridY":1},{"name":"7D","gridX":3,"gridY":1},{"name":"9H","gridX":4,"gridY":2}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432836446	5	overlap	4C,9S	6S,9S	9D	1	[{"name":"4C","gridX":1,"gridY":4},{"name":"QD","gridX":2,"gridY":4},{"name":"9D","gridX":4,"gridY":4},{"name":"9S","gridX":4,"gridY":3},{"name":"AC","gridX":4,"gridY":1},{"name":"6S","gridX":1,"gridY":1},{"name":"7D","gridX":3,"gridY":1},{"name":"9H","gridX":4,"gridY":2}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432846067	5	overlap	4C,9S	6S,9S	4C,9H	2	[{"name":"4C","gridX":1,"gridY":4},{"name":"QD","gridX":2,"gridY":4},{"name":"9D","gridX":4,"gridY":4},{"name":"9S","gridX":4,"gridY":3},{"name":"AC","gridX":4,"gridY":1},{"name":"6S","gridX":1,"gridY":1},{"name":"7D","gridX":3,"gridY":1},{"name":"9H","gridX":4,"gridY":2}]	reveal
testing	8405-ed5eedc5-a84a-434f-8e52-77e9f6701945	1544432856536	5	overlap	4C,9S	6S,9S	9S	1	[{"name":"4C","gridX":1,"gridY":4},{"name":"QD","gridX":2,"gridY":4},{"name":"9D","gridX":4,"gridY":4},{"name":"9S","gridX":4,"gridY":3},{"name":"AC","gridX":4,"gridY":1},{"name":"6S","gridX":1,"gridY":1},{"name":"7D","gridX":3,"gridY":1},{"name":"9H","gridX":4,"gridY":2}]	reveal
