iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	timeFromMessage	revealedObjs	numRevealed	fullContext	eventType
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805449617	0	overlap	6H,3D	KD,3D	helper	human	36596	6H,3D	2	[{"name":"KD","gridX":2,"gridY":3},{"name":"3D","gridX":3,"gridY":2},{"name":"6H","gridX":2,"gridY":1},{"name":"10C","gridX":4,"gridY":3},{"name":"JC","gridX":2,"gridY":2},{"name":"5D","gridX":2,"gridY":4},{"name":"10D","gridX":1,"gridY":2}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805487263	1	catch	4S	8H	helper	human	27832	4S,9S	2	[{"name":"4S","gridX":4,"gridY":1},{"name":"9S","gridX":4,"gridY":2},{"name":"8H","gridX":3,"gridY":3},{"name":"10H","gridX":1,"gridY":1},{"name":"4H","gridX":2,"gridY":3}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805518477	2	baseline	8C,3D	8D,6S	helper	human	21416	8C,3D	2	[{"name":"8D","gridX":2,"gridY":2},{"name":"6S","gridX":1,"gridY":1},{"name":"AS","gridX":4,"gridY":2},{"name":"8S","gridX":1,"gridY":2},{"name":"8C","gridX":1,"gridY":4},{"name":"3D","gridX":3,"gridY":2},{"name":"2S","gridX":3,"gridY":1},{"name":"3C","gridX":1,"gridY":3}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805559798	3	catch	KH	8C	helper	bot	2500	8C	1	[{"name":"KH","gridX":4,"gridY":3},{"name":"3S","gridX":3,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"7C","gridX":4,"gridY":4},{"name":"3C","gridX":1,"gridY":3},{"name":"8C","gridX":1,"gridY":4},{"name":"7H","gridX":2,"gridY":2}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805578670	3	catch	KH	8C	helper	bot	2500	8C	1	[{"name":"KH","gridX":4,"gridY":3},{"name":"3S","gridX":3,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"7C","gridX":4,"gridY":4},{"name":"3C","gridX":1,"gridY":3},{"name":"8C","gridX":1,"gridY":4},{"name":"7H","gridX":2,"gridY":2}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805594202	3	catch	KH	8C	helper	bot	2500	KH	1	[{"name":"KH","gridX":4,"gridY":3},{"name":"3S","gridX":3,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"7C","gridX":4,"gridY":4},{"name":"3C","gridX":1,"gridY":3},{"name":"8C","gridX":1,"gridY":4},{"name":"7H","gridX":2,"gridY":2}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805614226	4	baseline	JC,JS	QS,5S	helper	bot	2500	5S	1	[{"name":"5S","gridX":4,"gridY":3},{"name":"KD","gridX":4,"gridY":1},{"name":"JC","gridX":1,"gridY":4},{"name":"2H","gridX":3,"gridY":1},{"name":"QS","gridX":3,"gridY":3},{"name":"JS","gridX":2,"gridY":4}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805626761	4	baseline	JC,JS	QS,5S	helper	bot	2500	JS	1	[{"name":"5S","gridX":4,"gridY":3},{"name":"KD","gridX":4,"gridY":1},{"name":"JC","gridX":1,"gridY":4},{"name":"2H","gridX":3,"gridY":1},{"name":"QS","gridX":3,"gridY":3},{"name":"JS","gridX":2,"gridY":4}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805639266	4	baseline	JC,JS	QS,5S	helper	bot	2500	JS	1	[{"name":"5S","gridX":4,"gridY":3},{"name":"KD","gridX":4,"gridY":1},{"name":"JC","gridX":1,"gridY":4},{"name":"2H","gridX":3,"gridY":1},{"name":"QS","gridX":3,"gridY":3},{"name":"JS","gridX":2,"gridY":4}]	reveal
single_player_sample	8212-39758d48-a404-403f-902f-577c55699912	1546805656971	4	baseline	JC,JS	QS,5S	helper	bot	2500	QS	1	[{"name":"5S","gridX":4,"gridY":3},{"name":"KD","gridX":4,"gridY":1},{"name":"JC","gridX":1,"gridY":4},{"name":"2H","gridX":3,"gridY":1},{"name":"QS","gridX":3,"gridY":3},{"name":"JS","gridX":2,"gridY":4}]	reveal
