iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	timeFromMessage	revealedObjs	numRevealed	fullContext	eventType
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803343579	0	overlap	10H,QC	7C,QC	seeker	bot	2500	10H,QC	2	[{"name":"QS","gridX":1,"gridY":1},{"name":"QC","gridX":2,"gridY":2},{"name":"5D","gridX":1,"gridY":4},{"name":"10C","gridX":3,"gridY":1},{"name":"10H","gridX":3,"gridY":2},{"name":"7C","gridX":1,"gridY":2}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803358017	1	catch	KH	6D	seeker	bot	2500	KH	1	[{"name":"7C","gridX":4,"gridY":4},{"name":"6D","gridX":2,"gridY":2},{"name":"KH","gridX":1,"gridY":2},{"name":"10H","gridX":1,"gridY":3},{"name":"AC","gridX":1,"gridY":1},{"name":"4H","gridX":3,"gridY":4},{"name":"2S","gridX":2,"gridY":1}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803371446	2	baseline	JS,7S	7D,3H	seeker	bot	2500	7D	1	[{"name":"3H","gridX":4,"gridY":4},{"name":"7D","gridX":1,"gridY":1},{"name":"10C","gridX":1,"gridY":4},{"name":"7S","gridX":2,"gridY":1},{"name":"9C","gridX":2,"gridY":4},{"name":"JS","gridX":4,"gridY":3}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803383727	2	baseline	JS,7S	7D,3H	seeker	bot	2500	3H	1	[{"name":"3H","gridX":4,"gridY":4},{"name":"7D","gridX":1,"gridY":1},{"name":"10C","gridX":1,"gridY":4},{"name":"7S","gridX":2,"gridY":1},{"name":"9C","gridX":2,"gridY":4},{"name":"JS","gridX":4,"gridY":3}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803394737	2	baseline	JS,7S	7D,3H	seeker	bot	2500	JS,7S	2	[{"name":"3H","gridX":4,"gridY":4},{"name":"7D","gridX":1,"gridY":1},{"name":"10C","gridX":1,"gridY":4},{"name":"7S","gridX":2,"gridY":1},{"name":"9C","gridX":2,"gridY":4},{"name":"JS","gridX":4,"gridY":3}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803412023	3	baseline	KS,5D	JH,5H	seeker	human	8069	KS	1	[{"name":"5D","gridX":1,"gridY":2},{"name":"KS","gridX":2,"gridY":1},{"name":"QC","gridX":2,"gridY":2},{"name":"JH","gridX":4,"gridY":2},{"name":"5H","gridX":1,"gridY":4},{"name":"2D","gridX":1,"gridY":3}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803423256	3	baseline	KS,5D	JH,5H	seeker	human	6096	5D	1	[{"name":"5D","gridX":1,"gridY":2},{"name":"KS","gridX":2,"gridY":1},{"name":"QC","gridX":2,"gridY":2},{"name":"JH","gridX":4,"gridY":2},{"name":"5H","gridX":1,"gridY":4},{"name":"2D","gridX":1,"gridY":3}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803436807	4	catch	JD	3D	seeker	human	4310	JD	1	[{"name":"7H","gridX":4,"gridY":2},{"name":"JD","gridX":2,"gridY":3},{"name":"6C","gridX":1,"gridY":3},{"name":"3D","gridX":2,"gridY":4},{"name":"AC","gridX":4,"gridY":1},{"name":"5C","gridX":4,"gridY":4}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803451981	5	overlap	JC,8H	10C,8H	seeker	human	5936	JC	1	[{"name":"8H","gridX":2,"gridY":4},{"name":"JH","gridX":4,"gridY":1},{"name":"10C","gridX":3,"gridY":4},{"name":"3C","gridX":3,"gridY":2},{"name":"JC","gridX":4,"gridY":3}]	reveal
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803461499	5	overlap	JC,8H	10C,8H	seeker	human	4384	8H	1	[{"name":"8H","gridX":2,"gridY":4},{"name":"JH","gridX":4,"gridY":1},{"name":"10C","gridX":3,"gridY":4},{"name":"3C","gridX":3,"gridY":2},{"name":"JC","gridX":4,"gridY":3}]	reveal
