iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	revealedObjs	numRevealed	fullContext	eventType
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220859923	0	overlap	3D,KD	AH,KD	AH,3D	2	[{"name":"10C","gridX":3,"gridY":1},{"name":"AH","gridX":1,"gridY":1},{"name":"KD","gridX":2,"gridY":1},{"name":"3D","gridX":1,"gridY":4},{"name":"2S","gridX":4,"gridY":2},{"name":"JS","gridX":2,"gridY":2},{"name":"QD","gridX":3,"gridY":3},{"name":"8S","gridX":2,"gridY":4}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220896579	0	overlap	3D,KD	AH,KD	KD	1	[{"name":"10C","gridX":3,"gridY":1},{"name":"AH","gridX":1,"gridY":1},{"name":"KD","gridX":2,"gridY":1},{"name":"3D","gridX":1,"gridY":4},{"name":"2S","gridX":4,"gridY":2},{"name":"JS","gridX":2,"gridY":2},{"name":"QD","gridX":3,"gridY":3},{"name":"8S","gridX":2,"gridY":4}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220938350	1	catch	7H	8S	7H	1	[{"name":"QD","gridX":2,"gridY":3},{"name":"8S","gridX":1,"gridY":1},{"name":"10D","gridX":4,"gridY":2},{"name":"9H","gridX":4,"gridY":1},{"name":"7S","gridX":4,"gridY":4},{"name":"7H","gridX":2,"gridY":1}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220967876	2	catch	9S	10S	9S	1	[{"name":"7H","gridX":2,"gridY":2},{"name":"8S","gridX":3,"gridY":1},{"name":"10S","gridX":3,"gridY":3},{"name":"5S","gridX":4,"gridY":3},{"name":"9S","gridX":3,"gridY":2},{"name":"9D","gridX":4,"gridY":4}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220997698	3	baseline	10H,5D	KD,6S	KD	1	[{"name":"KD","gridX":4,"gridY":3},{"name":"10H","gridX":1,"gridY":3},{"name":"6S","gridX":3,"gridY":1},{"name":"3H","gridX":4,"gridY":1},{"name":"6D","gridX":4,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"7D","gridX":3,"gridY":4},{"name":"5D","gridX":1,"gridY":2}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221023307	3	baseline	10H,5D	KD,6S	6S	1	[{"name":"KD","gridX":4,"gridY":3},{"name":"10H","gridX":1,"gridY":3},{"name":"6S","gridX":3,"gridY":1},{"name":"3H","gridX":4,"gridY":1},{"name":"6D","gridX":4,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"7D","gridX":3,"gridY":4},{"name":"5D","gridX":1,"gridY":2}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221042287	3	baseline	10H,5D	KD,6S	5D	1	[{"name":"KD","gridX":4,"gridY":3},{"name":"10H","gridX":1,"gridY":3},{"name":"6S","gridX":3,"gridY":1},{"name":"3H","gridX":4,"gridY":1},{"name":"6D","gridX":4,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"7D","gridX":3,"gridY":4},{"name":"5D","gridX":1,"gridY":2}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221059262	3	baseline	10H,5D	KD,6S	10H	1	[{"name":"KD","gridX":4,"gridY":3},{"name":"10H","gridX":1,"gridY":3},{"name":"6S","gridX":3,"gridY":1},{"name":"3H","gridX":4,"gridY":1},{"name":"6D","gridX":4,"gridY":2},{"name":"9C","gridX":2,"gridY":3},{"name":"7D","gridX":3,"gridY":4},{"name":"5D","gridX":1,"gridY":2}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221096876	4	baseline	3D,2H	JS,6H	3D	1	[{"name":"6H","gridX":4,"gridY":2},{"name":"JD","gridX":2,"gridY":1},{"name":"2H","gridX":3,"gridY":2},{"name":"JS","gridX":1,"gridY":1},{"name":"QD","gridX":2,"gridY":4},{"name":"3D","gridX":2,"gridY":2},{"name":"7D","gridX":4,"gridY":1}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221120028	4	baseline	3D,2H	JS,6H	2H	1	[{"name":"6H","gridX":4,"gridY":2},{"name":"JD","gridX":2,"gridY":1},{"name":"2H","gridX":3,"gridY":2},{"name":"JS","gridX":1,"gridY":1},{"name":"QD","gridX":2,"gridY":4},{"name":"3D","gridX":2,"gridY":2},{"name":"7D","gridX":4,"gridY":1}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221151340	5	overlap	AD,4C	7C,4C	4C	1	[{"name":"AD","gridX":4,"gridY":2},{"name":"4C","gridX":4,"gridY":1},{"name":"JD","gridX":3,"gridY":3},{"name":"7C","gridX":3,"gridY":1},{"name":"10S","gridX":3,"gridY":4}]	reveal
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221196688	5	overlap	AD,4C	7C,4C	AD,7C	2	[{"name":"AD","gridX":4,"gridY":2},{"name":"4C","gridX":4,"gridY":1},{"name":"JD","gridX":3,"gridY":3},{"name":"7C","gridX":3,"gridY":1},{"name":"10S","gridX":3,"gridY":4}]	reveal
