iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	4624-822633ae-9843-4f9a-aabd-39a300a4a849	1546805534233	seeker	20	4624-822633ae-9843-4f9a-aabd-39a300a4a849	0	yes	okay	yes	no	did not develop one	helper	153988	exitSurvey
