iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25	1546805492730	seeker	30	4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25	0	yes	liked	yes	everything ran smoothly!	ask the helper a very specific question about which card in the combo would give away that it was part of the specific combo you were looking for, 	helper	251594	exitSurvey
