iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81	1546803454330	seeker	30	2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81	0	yes	loved	yes	this was a lot of fun, I'd love to be able to do longer and more complex ones!	When I was asking questions, I asked for the card that was unique, IE there was only one group it could be in,  When I was the solver, I looked for the one group the card was in that was asked about,	helper	140038	exitSurvey
