iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3	1546805864981	helper	30	9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3	0	yes	loved	yes	No problems,  Great hit!	While I was the helper, I would identify the correct combo based on the seeker's question,  While I was the seeker, I picked the unique card from the correct combo to ask the helper to reveal, 	seeker	215302	exitSurvey
