iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803992753	helper	15	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	0	yes	okay	yes		idk	seeker	201417	exitSurvey
