iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465	1546804285198	seeker	15	5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465	0	yes	okay	yes		I would describe my strategy as poor,	helper	284677	exitSurvey
