iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803489729	seeker	15	2143-a43b7b59-62de-458b-99f4-ae3306b34123	0	yes	okay	yes	no	To help as much as possible to gain bonus	helper	160529	exitSurvey
