iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1	1546804004064	helper	30	3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1	0	yes	loved	yes	None	To pick the most identifiable card in a given pair, allowing the helper to easily identify which pair I'm looking for,	seeker	139042	exitSurvey
